kind	split	from_time	from_value	to_time	to_value	TF	coeff	avg_branch	avg_other	diff	score
2way	2	1.184	0.873			AT5G56840	-0.0	0.213	0.13	-0.083	0.000522
2way	2	1.184	0.873			AT4G26640	0.369	0.116	0.055	-0.061	0.000596
2way	2	-0.388	0.398			AT2G02820	-0.413	0.13	0.295	0.165	0.000606
2way	2	1.184	0.873			AT4G18170	0.212	0.22	0.136	-0.083	0.000635
2way	2	1.184	0.873			AT2G38470	-0.0	0.213	0.131	-0.081	0.000728
2way	2	1.184	0.873			AT3G02940	-0.882	0.111	0.188	0.077	0.000997
2way	2	-0.388	0.398			AT3G56850	0.36	0.288	0.123	-0.165	0.001
2way	2	-0.388	0.398			AT3G18400	-0.0	0.13	0.025	-0.105	0.00133
2way	2	1.184	0.873			AT1G30650	-0.0	0.21	0.133	-0.077	0.00135
2way	2	1.184	0.873			AT2G03340	0.209	0.094	0.043	-0.051	0.00155
2way	2	1.184	0.873			AT2G04038	1.388	0.193	0.119	-0.074	0.00156
2way	2	1.184	0.873			AT4G31800	0.29	0.232	0.152	-0.08	0.00162
2way	2	1.184	0.873			AT4G05100	-1.032	0.036	0.086	0.05	0.00163
2way	2	-0.388	0.398			AT5G65210	-0.0	0.209	0.074	-0.135	0.00171
2way	2	1.184	0.873			AT3G24520	-0.798	0.196	0.123	-0.073	0.00177
2way	2	1.184	0.873			AT4G26030	-0.22	0.072	0.136	0.064	0.0019
2way	2	1.184	0.873			AT2G30590	1.268	0.043	0.012	-0.031	0.0021
2way	2	-0.388	0.398			AT3G12250	-0.0	0.237	0.098	-0.139	0.00213
2way	2	-0.388	0.398			AT5G10030	0.36	0.215	0.082	-0.133	0.00216
2way	2	1.184	0.873			AT5G41570	-0.0	0.21	0.136	-0.074	0.0025
2way	2	1.184	0.873			AT5G13080	-0.241	0.225	0.149	-0.076	0.00253
2way	2	1.184	0.873			AT3G12820	-0.58	0.024	0.067	0.043	0.00261
2way	2	-0.388	0.398			AT4G14770	-0.962	0.096	0.221	0.125	0.00299
2way	2	-0.388	0.398			AT5G11260	0.522	0.232	0.098	-0.133	0.00324
2way	2	1.184	0.873			AT1G79180	-0.181	0.041	0.09	0.049	0.00334
2way	2	1.184	0.873			AT2G18380	0.649	0.14	0.081	-0.059	0.00334
2way	2	-0.388	0.398			AT2G36270	-0.0	0.266	0.123	-0.143	0.00348
2way	2	1.184	0.873			AT5G26170	0.195	0.217	0.145	-0.072	0.00392
2way	2	-0.388	0.398			AT4G34590	-0.0	0.119	0.025	-0.094	0.00395
2way	2	1.184	0.873			AT2G20110	0.535	0.167	0.104	-0.063	0.00405
2way	2	-0.388	0.398			AT5G06839	-0.0	0.192	0.074	-0.118	0.00418
2way	2	1.184	0.873			AT2G23320	-0.0	0.227	0.155	-0.072	0.00482
2way	2	1.184	0.873			AT4G31550	-0.0	0.068	0.029	-0.038	0.00513
2way	2	-0.388	0.398			AT5G17800	-0.0	0.056	0.156	0.099	0.00535
2way	2	-0.388	0.398			AT5G45300	1.29	0.141	0.041	-0.1	0.00537
2way	2	-0.388	0.398			AT3G10113	0.084	0.124	0.033	-0.092	0.00597
2way	2	-0.388	0.398			AT5G47390	0.527	0.186	0.074	-0.113	0.0064
2way	2	-0.388	0.398			AT5G52660	0.264	0.113	0.025	-0.088	0.00677
2way	2	-0.388	0.398			AT2G01930	-0.067	0.079	0.189	0.109	0.00682
2way	2	1.184	0.873			AT1G06180	-0.0	0.048	0.095	0.047	0.00704
2way	2	1.184	0.873			AT2G24430	0.487	0.162	0.104	-0.058	0.00709
2way	2	-0.388	0.398			AT2G20400	0.813	0.147	0.049	-0.098	0.00738
2way	2	-0.388	0.398			AT5G29000	-0.0	0.147	0.049	-0.098	0.00738
2way	2	-0.388	0.398			AT1G74840	0.66	0.153	0.049	-0.103	0.00773
2way	2	-0.388	0.398			AT1G01720	-0.0	0.198	0.082	-0.116	0.00791
2way	2	1.184	0.873			AT2G46130	-0.0	0.072	0.035	-0.038	0.00802
2way	2	1.184	0.873			AT2G15660	-0.0	0.039	0.012	-0.027	0.00891
2way	2	1.184	0.873			AT5G58900	-0.0	0.14	0.086	-0.054	0.00951
2way	2	1.184	0.873			AT5G08750	1.472	0.043	0.016	-0.028	0.00953
2way	2	-0.388	0.398			AT3G09600	0.084	0.158	0.057	-0.101	0.00962
2way	2	1.184	0.873			AT3G61250	-0.247	0.014	0.045	0.03	0.00962
2way	2	-0.388	0.398			AT2G18380	-0.241	0.073	0.172	0.099	0.00967
2way	2	1.184	0.873			AT1G01720	0.457	0.179	0.119	-0.06	0.01
2way	2	-0.388	0.398			AT1G06850	0.564	0.141	0.049	-0.092	0.011
2way	2	1.184	0.873			AT1G52880	-0.046	0.155	0.1	-0.054	0.011
2way	2	1.184	0.873			AT5G14340	-0.067	0.002	0.022	0.02	0.011
2way	2	1.184	0.873			AT5G46350	-0.0	0.114	0.067	-0.046	0.012
2way	2	-0.388	0.398			AT3G60530	-0.037	0.023	0.09	0.068	0.013
2way	2	-0.388	0.398			AT5G56840	0.087	0.22	0.107	-0.114	0.013
2way	2	-0.388	0.398			AT2G23290	-0.0	0.107	0.213	0.106	0.014
2way	2	-0.388	0.398			AT5G18270	-0.0	0.124	0.041	-0.083	0.014
2way	2	1.184	0.873			AT1G69490	0.407	0.145	0.093	-0.052	0.015
2way	2	-0.388	0.398			AT2G32460	-0.375	0.073	0.164	0.09	0.016
2way	2	-0.388	0.398			AT1G24250	-1.02	0.017	0.074	0.057	0.017
2way	2	-0.388	0.398			AT3G57920	0.025	0.096	0.025	-0.071	0.017
2way	2	-0.388	0.398			AT4G32800	-0.0	0.017	0.074	0.057	0.017
2way	2	1.184	0.873			AT3G01220	-0.701	0.101	0.154	0.052	0.017
2way	2	1.184	0.873			AT3G61150	-1.099	0.089	0.14	0.051	0.017
2way	2	-0.388	0.398			AT1G08320	-0.0	0.215	0.107	-0.108	0.018
2way	2	-0.388	0.398			AT3G52440	-0.0	0.215	0.107	-0.108	0.018
2way	2	-0.388	0.398			AT5G06950	0.626	0.136	0.049	-0.086	0.018
2way	2	-0.388	0.398			AT5G06100	-0.0	0.085	0.18	0.096	0.019
2way	2	1.184	0.873			AT1G29860	-1.233	0.198	0.142	-0.056	0.019
2way	2	1.184	0.873			AT5G15830	-0.114	0.213	0.154	-0.059	0.019
2way	2	1.184	0.873			AT1G34670	0.068	0.109	0.161	0.052	0.02
2way	2	1.184	0.873			AT1G51700	-0.116	0.07	0.114	0.044	0.022
2way	2	1.184	0.873			AT2G18160	0.015	0.191	0.136	-0.054	0.022
2way	2	1.184	0.873			AT3G52440	-0.606	0.114	0.166	0.052	0.022
2way	2	1.184	0.873			AT1G04880	-0.38	0.041	0.078	0.037	0.023
2way	2	1.184	0.873			AT2G35530	-0.0	0.213	0.155	-0.057	0.023
2way	2	1.184	0.873			AT5G67000	0.297	0.014	0.002	-0.013	0.023
2way	2	-0.388	0.398			AT1G18330	-0.0	0.107	0.033	-0.075	0.025
2way	2	1.184	0.873			AT5G45300	-0.769	0.058	0.098	0.04	0.025
2way	2	-0.388	0.398			AT1G45249	-0.0	0.175	0.082	-0.093	0.026
2way	2	-0.388	0.398			AT3G10580	0.447	0.186	0.09	-0.096	0.03
2way	2	-0.388	0.398			AT4G36780	-0.0	0.186	0.09	-0.096	0.03
2way	2	1.184	0.873			AT1G10720	-0.0	0.01	0.0	-0.01	0.03
2way	2	1.184	0.873			AT2G28810	-0.135	0.106	0.155	0.049	0.03
2way	2	1.184	0.873			AT2G15740	0.34	0.135	0.092	-0.044	0.031
2way	2	-0.388	0.398			AT3G24050	-0.0	0.04	0.107	0.067	0.032
2way	2	-0.388	0.398			AT5G26170	0.184	0.158	0.074	-0.084	0.032
2way	2	1.184	0.873			AT3G28920	-0.794	0.123	0.174	0.051	0.032
2way	2	-0.388	0.398			AT4G24470	-0.0	0.028	0.09	0.062	0.033
2way	2	1.184	0.873			AT5G03790	-0.492	0.111	0.159	0.048	0.033
2way	2	1.184	0.873			AT2G44840	0.316	0.155	0.109	-0.046	0.034
2way	2	-0.388	0.398			AT2G24430	0.518	0.169	0.082	-0.088	0.037
2way	2	-0.388	0.398			AT4G37260	-0.0	0.096	0.18	0.084	0.037
2way	2	1.184	0.873			AT1G62300	-0.0	0.176	0.128	-0.049	0.037
2way	2	1.184	0.873			AT3G62420	-0.189	0.213	0.161	-0.052	0.038
2way	2	-0.388	0.398			AT3G17730	-0.0	0.102	0.033	-0.069	0.04
2way	2	1.184	0.873			AT3G10580	-0.418	0.075	0.116	0.041	0.04
2way	2	1.184	0.873			AT4G32730	-0.953	0.143	0.193	0.051	0.041
2way	2	-0.388	0.398			AT5G06960	-0.0	0.124	0.049	-0.075	0.042
2way	2	-0.388	0.398			AT3G51080	-0.0	0.006	0.041	0.035	0.043
2way	2	-0.388	0.398			AT5G65510	-0.0	0.023	0.074	0.051	0.043
2way	2	1.184	0.873			AT1G28370	0.093	0.186	0.138	-0.048	0.043
2way	2	1.184	0.873			AT3G56850	-0.0	0.205	0.155	-0.05	0.043
2way	2	-0.388	0.398			AT5G17300	0.73	0.153	0.074	-0.079	0.047
2way	2	-0.388	0.398			AT1G78700	-0.0	0.186	0.098	-0.088	0.048
2way	2	-0.388	0.398			AT1G01060	0.018	0.13	0.057	-0.073	0.05
2way	2	-0.388	0.398			AT5G63090	-0.0	0.068	0.016	-0.051	0.05
2way	2	1.184	0.873			AT1G80840	-0.0	0.041	0.019	-0.022	0.051
2way	2	1.184	0.873			AT3G58630	-0.0	0.048	0.024	-0.024	0.051
2way	2	-0.388	0.398			AT4G18890	-0.0	0.051	0.008	-0.043	0.052
2way	2	-0.388	0.398			AT1G19000	-0.0	0.192	0.107	-0.086	0.053
2way	2	1.184	0.873			AT1G76420	-0.0	0.152	0.109	-0.043	0.053
2way	2	1.184	0.873			AT4G38620	-0.0	0.012	0.031	0.019	0.055
2way	2	1.184	0.873			AT5G56110	-0.0	0.135	0.181	0.046	0.055
2way	2	-0.388	0.398			AT3G60580	-0.0	0.028	0.082	0.054	0.056
2way	2	-0.388	0.398			AT5G02840	-0.0	0.056	0.008	-0.048	0.056
2way	2	1.184	0.873			AT1G53230	-0.751	0.022	0.045	0.023	0.056
2way	2	1.184	0.873			AT5G07100	-0.0	0.043	0.021	-0.023	0.058
2way	2	-0.388	0.398			AT4G36160	-0.0	0.141	0.066	-0.076	0.059
2way	2	-0.388	0.398			AT1G65910	0.306	0.09	0.033	-0.058	0.06
2way	2	1.184	0.873			AT2G21900	-0.0	0.019	0.005	-0.014	0.06
2way	2	1.184	0.873			AT5G10280	-0.0	0.029	0.055	0.026	0.06
2way	2	1.184	0.873			AT1G25340	-0.124	0.063	0.097	0.034	0.061
2way	2	1.184	0.873			AT1G45249	-0.0	0.104	0.069	-0.035	0.062
2way	2	-0.388	0.398			AT3G10030	-0.0	0.045	0.107	0.061	0.063
2way	2	1.184	0.873			AT3G21890	-0.647	0.087	0.124	0.037	0.064
2way	2	1.184	0.873			AT3G11280	-0.0	0.063	0.036	-0.027	0.068
2way	2	1.184	0.873			AT4G24470	-0.704	0.014	0.035	0.02	0.068
2way	2	1.184	0.873			AT1G32150	-0.596	0.215	0.168	-0.047	0.069
2way	2	1.184	0.873			AT1G69780	-0.035	0.106	0.147	0.041	0.069
2way	2	1.184	0.873			AT1G70920	-0.542	0.08	0.116	0.036	0.069
2way	2	1.184	0.873			AT3G04060	0.575	0.138	0.1	-0.038	0.071
2way	2	-0.388	0.398			AT3G26620	-0.0	0.073	0.025	-0.049	0.072
2way	2	1.184	0.873			AT2G31460	-0.0	0.007	0.0	-0.007	0.072
2way	2	-0.388	0.398			AT5G08520	-0.0	0.186	0.107	-0.08	0.073
2way	2	-0.388	0.398			AT4G01280	-0.0	0.153	0.082	-0.071	0.076
2way	2	1.184	0.873			AT3G23240	0.095	0.099	0.067	-0.032	0.077
2way	2	1.184	0.873			AT4G36740	-0.168	0.133	0.176	0.043	0.077
2way	2	1.184	0.873			AT2G24570	0.579	0.027	0.01	-0.016	0.079
2way	2	1.184	0.873			AT3G13810	0.744	0.101	0.069	-0.032	0.079
2way	2	1.184	0.873			AT5G16600	-0.0	0.0	0.009	0.009	0.079
2way	2	-0.388	0.398			AT1G20980	-0.0	0.062	0.016	-0.046	0.081
2way	2	-0.388	0.398			AT3G04070	-0.0	0.062	0.016	-0.046	0.081
2way	2	1.184	0.873			AT1G18570	-0.344	0.012	0.029	0.017	0.081
2way	2	-0.388	0.398			AT5G07680	-0.0	0.028	0.0	-0.028	0.082
2way	2	-0.388	0.398			AT5G50570	-0.0	0.028	0.0	-0.028	0.082
2way	2	-0.388	0.398			AT2G45420	0.545	0.164	0.09	-0.074	0.083
2way	2	-0.388	0.398			AT3G10800	-0.0	0.13	0.066	-0.064	0.084
2way	2	-0.388	0.398			AT3G15270	-0.0	0.13	0.066	-0.064	0.084
2way	2	-0.388	0.398			AT2G01940	-0.0	0.079	0.148	0.068	0.085
2way	2	1.184	0.873			AT1G31140	0.73	0.118	0.085	-0.034	0.085
2way	2	1.184	0.873			AT4G36160	0.56	0.215	0.171	-0.044	0.085
2way	2	1.184	0.873			AT1G51220	-0.244	0.068	0.1	0.033	0.086
2way	2	-0.388	0.398			AT1G76110	-0.0	0.045	0.008	-0.037	0.088
2way	2	-0.388	0.398			AT2G28920	-0.0	0.045	0.008	-0.037	0.088
2way	2	-0.388	0.398			AT3G26790	-0.0	0.045	0.008	-0.037	0.088
2way	2	-0.388	0.398			AT5G46590	-0.0	0.045	0.008	-0.037	0.088
2way	2	1.184	0.873			AT2G40740	-0.0	0.196	0.154	-0.042	0.088
2way	2	1.184	0.873			AT4G24240	-0.0	0.012	0.002	-0.01	0.088
2way	2	-0.388	0.398			AT5G13180	-0.0	0.107	0.049	-0.058	0.09
2way	2	1.184	0.873			AT5G53950	-0.302	0.082	0.054	-0.029	0.09
2way	2	-0.388	0.398			AT1G75390	-0.0	0.085	0.033	-0.052	0.091
2way	2	-0.388	0.398			AT1G03840	-0.0	0.062	0.123	0.061	0.093
2way	2	-0.388	0.398			AT3G21175	-0.0	0.028	0.074	0.046	0.093
2way	2	1.184	0.873			AT1G09540	-0.0	0.101	0.138	0.037	0.095
2way	2	1.184	0.873			AT1G24250	-0.424	0.051	0.078	0.027	0.095
2way	2	1.184	0.873			AT3G42860	-0.0	0.097	0.067	-0.029	0.097
2way	2	1.184	0.873			AT5G25830	-0.952	0.034	0.057	0.023	0.097
2way	2	1.184	0.873			AT5G39610	-0.0	0.145	0.109	-0.036	0.097
2way	2	1.184	0.873			AT5G05790	-0.343	0.085	0.057	-0.028	0.098
2way	2	1.184	0.873			AT5G60850	-0.18	0.121	0.159	0.038	0.098
2way	2	1.184	0.873			AT1G22070	-0.0	0.014	0.031	0.017	0.099
2way	2	1.184	0.873			AT5G25190	0.777	0.213	0.169	-0.043	0.099
2way	2	1.184	0.873			AT3G28910	-0.0	0.043	0.069	0.026	0.1
2way	2	-0.388	0.398			AT3G11440	-0.0	0.124	0.197	0.072	0.103
2way	2	1.184	0.873			AT1G23810	-0.0	0.022	0.009	-0.013	0.103
2way	2	1.184	0.873			AT2G02080	0.349	0.133	0.098	-0.034	0.103
2way	2	1.184	0.873			AT3G15210	0.153	0.22	0.178	-0.042	0.105
2way	2	1.184	0.873			AT5G18270	-0.179	0.155	0.119	-0.035	0.109
2way	2	1.184	0.873			AT4G14770	0.148	0.138	0.104	-0.034	0.11
2way	2	1.184	0.873			AT5G66940	-0.002	0.116	0.152	0.036	0.112
2way	2	-0.388	0.398			AT3G03200	-0.0	0.096	0.041	-0.055	0.113
2way	2	1.184	0.873			AT3G50410	0.092	0.072	0.102	0.029	0.116
2way	2	1.184	0.873			AT1G75240	-0.0	0.121	0.157	0.036	0.117
2way	2	1.184	0.873			AT3G24120	-1.1	0.121	0.157	0.036	0.117
2way	2	1.184	0.873			AT5G67580	-0.0	0.094	0.066	-0.029	0.117
2way	2	1.184	0.873			AT5G50570	0.119	0.039	0.021	-0.018	0.119
2way	2	1.184	0.873			AT4G04450	-0.0	0.031	0.016	-0.016	0.125
2way	2	1.184	0.873			AT3G18400	0.123	0.174	0.138	-0.036	0.129
2way	2	-0.388	0.398			AT5G09410	-0.0	0.102	0.049	-0.053	0.13
2way	2	1.184	0.873			AT3G45610	-0.0	0.114	0.147	0.033	0.131
2way	2	1.184	0.873			AT5G22990	0.215	0.176	0.14	-0.036	0.131
2way	2	1.184	0.873			AT3G08500	-0.0	0.082	0.112	0.03	0.133
2way	2	1.184	0.873			AT5G63260	-0.0	0.116	0.15	0.034	0.133
2way	2	1.184	0.873			AT3G51080	-0.0	0.005	0.016	0.011	0.134
2way	2	1.184	0.873			AT2G17410	0.289	0.012	0.003	-0.009	0.135
2way	2	-0.388	0.398			AT1G54330	-0.0	0.079	0.033	-0.046	0.137
2way	2	1.184	0.873			AT2G32460	0.614	0.121	0.09	-0.031	0.137
2way	2	1.184	0.873			AT1G72740	-0.0	0.104	0.076	-0.028	0.139
2way	2	1.184	0.873			AT2G02540	-0.297	0.143	0.18	0.037	0.14
2way	2	1.184	0.873			AT5G64060	-0.513	0.104	0.136	0.033	0.141
2way	2	1.184	0.873			AT3G15170	-0.0	0.089	0.064	-0.025	0.142
2way	2	1.184	0.873			AT1G16490	-0.0	0.106	0.138	0.032	0.145
2way	2	1.184	0.873			AT5G02460	-0.374	0.128	0.162	0.034	0.147
2way	2	1.184	0.873			AT5G54230	-0.0	0.128	0.162	0.034	0.147
2way	2	-0.388	0.398			AT1G65620	-0.0	0.023	0.0	-0.023	0.148
2way	2	-0.388	0.398			AT2G45650	-0.0	0.04	0.008	-0.031	0.148
2way	2	-0.388	0.398			AT4G37180	-0.236	0.096	0.156	0.06	0.148
2way	2	-0.388	0.398			AT5G53950	-0.0	0.04	0.008	-0.031	0.148
2way	2	1.184	0.873			AT1G13260	-0.337	0.031	0.052	0.02	0.154
2way	2	1.184	0.873			AT2G41690	-0.0	0.034	0.019	-0.015	0.154
2way	2	1.184	0.873			AT1G12630	-0.967	0.14	0.174	0.034	0.16
2way	2	-0.388	0.398			AT1G34180	-0.0	0.085	0.041	-0.044	0.162
2way	2	-0.388	0.398			AT3G49530	0.099	0.085	0.041	-0.044	0.162
2way	2	-0.388	0.398			AT5G39610	-0.0	0.085	0.041	-0.044	0.162
2way	2	1.184	0.873			AT5G47220	-0.0	0.068	0.047	-0.021	0.162
2way	2	-0.388	0.398			AT1G01250	-0.0	0.006	0.033	0.027	0.163
2way	2	-0.388	0.398			AT4G27900	-0.0	0.006	0.033	0.027	0.163
2way	2	1.184	0.873			AT1G65620	-0.0	0.027	0.014	-0.013	0.164
2way	2	1.184	0.873			AT3G24050	-0.0	0.034	0.054	0.02	0.164
2way	2	-0.388	0.398			AT2G23340	-0.0	0.107	0.164	0.057	0.165
2way	2	-0.388	0.398			AT3G46070	-0.0	0.0	0.016	0.016	0.166
2way	2	-0.388	0.398			AT5G04390	-0.0	0.051	0.098	0.048	0.166
2way	2	-0.388	0.398			AT5G42520	-0.0	0.0	0.016	0.016	0.166
2way	2	1.184	0.873			AT1G46264	-0.0	0.01	0.002	-0.008	0.167
2way	2	1.184	0.873			AT1G02230	-0.295	0.104	0.133	0.029	0.169
2way	2	1.184	0.873			AT5G67450	-1.315	0.012	0.026	0.014	0.169
2way	2	1.184	0.873			AT4G22070	-0.611	0.143	0.112	-0.03	0.173
2way	2	1.184	0.873			AT5G65310	-0.061	0.152	0.187	0.034	0.173
2way	2	1.184	0.873			AT1G47870	-0.0	0.005	0.0	-0.005	0.174
2way	2	1.184	0.873			AT5G49300	-0.0	0.005	0.0	-0.005	0.174
2way	2	1.184	0.873			AT5G25390	-0.0	0.014	0.005	-0.009	0.175
2way	2	1.184	0.873			AT1G32240	-0.634	0.019	0.035	0.015	0.177
2way	2	1.184	0.873			AT1G29280	-0.613	0.196	0.162	-0.033	0.178
2way	2	1.184	0.873			AT5G03150	0.647	0.048	0.031	-0.017	0.181
2way	2	-0.388	0.398			AT2G02070	-0.271	0.056	0.098	0.042	0.184
2way	2	-0.388	0.398			AT2G46680	0.373	0.096	0.049	-0.047	0.185
2way	2	-0.388	0.398			AT4G17980	-0.0	0.096	0.049	-0.047	0.185
2way	2	1.184	0.873			AT4G27950	-0.0	0.075	0.054	-0.021	0.185
2way	2	-0.388	0.398			AT5G67190	-0.0	0.124	0.18	0.056	0.188
2way	2	1.184	0.873			AT2G22430	1.247	0.13	0.102	-0.029	0.188
2way	2	1.184	0.873			AT2G23340	0.562	0.152	0.123	-0.03	0.188
2way	2	1.184	0.873			AT1G74480	-0.0	0.111	0.085	-0.026	0.189
2way	2	1.184	0.873			AT2G46680	-0.0	0.082	0.109	0.027	0.193
2way	2	-0.388	0.398			AT3G60490	-0.0	0.09	0.139	0.049	0.194
2way	2	-0.388	0.398			AT2G45410	-0.0	0.136	0.082	-0.054	0.195
2way	2	-0.388	0.398			AT3G12730	-0.0	0.136	0.082	-0.054	0.195
2way	2	1.184	0.873			AT2G44940	-0.449	0.104	0.131	0.027	0.199
2way	2	1.184	0.873			AT3G50700	0.867	0.053	0.035	-0.019	0.2
2way	2	-0.388	0.398			AT5G47370	-0.605	0.096	0.148	0.051	0.201
2way	2	1.184	0.873			AT5G44210	-0.0	0.08	0.059	-0.021	0.202
2way	2	-0.388	0.398			AT1G43700	-0.0	0.073	0.033	-0.041	0.203
2way	2	-0.388	0.398			AT3G11280	-0.0	0.073	0.033	-0.041	0.203
2way	2	1.184	0.873			AT2G40260	0.468	0.118	0.092	-0.027	0.203
2way	2	-0.388	0.398			AT3G61150	-0.0	0.068	0.033	-0.035	0.205
2way	2	1.184	0.873			AT5G05550	0.069	0.227	0.193	-0.034	0.205
2way	2	-0.388	0.398			AT1G76420	-0.0	0.102	0.057	-0.044	0.206
2way	2	-0.388	0.398			AT2G46770	-0.0	0.102	0.057	-0.044	0.206
2way	2	1.184	0.873			AT5G60130	0.544	0.118	0.093	-0.025	0.207
2way	2	1.184	0.873			AT3G23250	-0.0	0.01	0.021	0.011	0.208
2way	2	1.184	0.873			AT5G25475	-0.619	0.005	0.014	0.009	0.208
2way	2	-0.388	0.398			AT1G04880	0.038	0.051	0.016	-0.034	0.209
2way	2	-0.388	0.398			AT4G31800	-0.328	0.068	0.115	0.047	0.21
2way	2	-0.388	0.398			AT4G31060	-0.0	0.102	0.156	0.054	0.211
2way	2	1.184	0.873			AT4G28500	-0.578	0.111	0.138	0.027	0.211
2way	2	-0.388	0.398			AT2G43000	0.001	0.198	0.139	-0.058	0.216
2way	2	1.184	0.873			AT4G34590	-0.0	0.056	0.038	-0.018	0.216
2way	2	-0.388	0.398			AT1G14687	0.155	0.153	0.098	-0.054	0.221
2way	2	-0.388	0.398			AT2G42430	-0.0	0.113	0.066	-0.047	0.225
2way	2	-0.388	0.398			AT1G77200	-0.344	0.113	0.164	0.051	0.228
2way	2	1.184	0.873			AT4G18890	0.848	0.034	0.021	-0.013	0.229
2way	2	1.184	0.873			AT5G07680	-0.0	0.034	0.021	-0.013	0.229
2way	2	-0.388	0.398			AT1G66370	-0.0	0.011	0.033	0.021	0.23
2way	2	-0.388	0.398			AT2G42590	-0.0	0.011	0.033	0.021	0.23
2way	2	-0.388	0.398			AT1G12260	-0.0	0.079	0.041	-0.038	0.231
2way	2	-0.388	0.398			AT3G10500	-0.0	0.079	0.041	-0.038	0.231
2way	2	1.184	0.873			AT2G02820	-0.0	0.191	0.161	-0.03	0.234
2way	2	-0.388	0.398			AT2G20110	-0.0	0.079	0.123	0.044	0.235
2way	2	-0.388	0.398			AT2G22540	-0.0	0.119	0.172	0.053	0.236
2way	2	1.184	0.873			AT1G01250	-0.001	0.012	0.022	0.01	0.242
2way	2	1.184	0.873			AT1G73730	-0.073	0.012	0.022	0.01	0.242
2way	2	-0.388	0.398			AT1G22810	-0.0	0.085	0.131	0.046	0.247
2way	2	-0.388	0.398			AT1G47655	-0.0	0.085	0.131	0.046	0.247
2way	2	-0.388	0.398			AT3G50410	-0.0	0.085	0.131	0.046	0.247
2way	2	-0.388	0.398			AT5G39820	-0.0	0.034	0.008	-0.026	0.247
2way	2	1.184	0.873			AT4G27900	-0.0	0.002	0.01	0.008	0.249
2way	2	-0.388	0.398			AT1G49560	-0.0	0.13	0.18	0.05	0.252
2way	2	-0.388	0.398			AT3G15170	-0.0	0.056	0.025	-0.032	0.252
