kind	split	from_time	from_value	to_time	to_value	TF	coeff	avg_branch	avg_other	diff	score
2way	0	0.0	0.872			AT2G44940	0.898	0.059	0.037	-0.022	0.197
2way	0	0.0	0.872			AT3G15170	1.131	0.039	0.02	-0.019	0.197
2way	0	0.0	0.872			AT3G23210	-1.503	0.014	0.026	0.013	0.199
2way	0	0.0	0.872			AT5G46350	0.049	0.044	0.024	-0.019	0.199
2way	0	0.0	0.872			AT1G34190	-0.141	0.061	0.086	0.025	0.2
2way	0	0.0	0.872			AT3G57600	-0.057	0.007	0.017	0.01	0.2
2way	0	0.0	0.872			AT5G58900	0.749	0.065	0.043	-0.022	0.201
2way	0	0.0	0.872			AT3G45610	0.141	0.059	0.084	0.025	0.202
2way	0	0.0	0.872			AT1G08010	0.527	0.034	0.016	-0.018	0.205
2way	0	0.0	0.872			AT4G26640	0.305	0.042	0.024	-0.018	0.205
2way	0	0.0	0.872			AT1G29280	0.0	0.092	0.064	-0.027	0.206
2way	0	0.0	0.872			AT5G39820	0.0	0.018	0.006	-0.012	0.209
2way	0	0.0	0.872			AT5G15830	0.0	0.113	0.085	-0.028	0.21
2way	0	0.0	0.872			AT1G32870	-0.428	0.053	0.076	0.023	0.217
2way	0	0.0	0.872			AT2G04038	0.519	0.097	0.07	-0.027	0.217
2way	0	0.0	0.872			AT3G62420	0.19	0.11	0.083	-0.027	0.217
2way	0	0.0	0.872			AT4G22070	0.0	0.108	0.085	-0.023	0.218
2way	0	0.0	0.872			AT1G30650	0.0	0.082	0.058	-0.025	0.219
2way	0	0.0	0.872			AT3G50410	0.0	0.039	0.058	0.018	0.222
2way	0	0.0	0.872			AT5G06950	-0.843	0.066	0.092	0.025	0.222
2way	0	0.0	0.872			AT2G18160	0.595	0.098	0.073	-0.026	0.223
2way	0	0.0	0.872			AT5G08520	0.0	0.088	0.063	-0.025	0.225
2way	0	0.0	0.872			AT3G27785	0.1	0.068	0.046	-0.022	0.232
2way	0	0.0	0.872			AT1G02250	-0.106	0.043	0.063	0.02	0.235
2way	0	0.0	0.872			AT1G13260	0.055	0.042	0.028	-0.014	0.236
2way	0	0.0	0.872			AT3G50700	0.49	0.02	0.007	-0.013	0.236
2way	0	0.0	0.872			AT1G12610	0.001	0.044	0.025	-0.019	0.241
2way	0	0.0	0.872			AT1G80840	0.068	0.024	0.014	-0.01	0.245
2way	0	0.0	0.872			AT3G60490	0.0	0.061	0.04	-0.021	0.245
2way	0	0.0	0.872			AT1G43700	0.0	0.018	0.007	-0.011	0.251
2way	0	0.0	0.872			AT3G01220	-0.851	0.052	0.073	0.021	0.252
2way	0	0.0	0.872			AT3G49530	-0.209	0.096	0.116	0.02	0.257
2way	0	0.0	0.872			AT1G14687	0.05	0.067	0.046	-0.021	0.258
2way	0	0.0	0.872			AT1G52880	0.0	0.073	0.051	-0.022	0.258
2way	0	0.0	0.872			AT1G01250	0.0	0.018	0.009	-0.009	0.259
2way	0	0.0	0.872			AT2G22430	0.927	0.06	0.04	-0.02	0.26
2way	0	0.0	0.872			AT3G30530	-2.054	0.003	0.009	0.006	0.26
2way	0	0.0	0.872			AT5G04390	-0.542	0.031	0.047	0.016	0.261
2way	0	0.0	0.872			AT5G61600	-0.266	0.04	0.054	0.014	0.263
2way	0	0.0	0.872			AT5G62940	0.0	0.047	0.066	0.019	0.263
2way	0	0.0	0.872			AT2G01940	0.209	0.06	0.039	-0.02	0.264
2way	0	0.0	0.872			AT2G28810	0.177	0.062	0.082	0.02	0.269
2way	0	0.0	0.872			AT3G16280	0.0	0.059	0.039	-0.02	0.269
2way	0	0.0	0.872			AT3G56850	1.528	0.1	0.075	-0.025	0.269
2way	0	0.0	0.872			AT1G02230	-0.225	0.048	0.066	0.019	0.272
2way	0	0.0	0.872			AT3G24050	0.0	0.027	0.014	-0.013	0.274
2way	0	0.0	0.872			AT3G10580	0.279	0.063	0.044	-0.019	0.281
2way	0	0.0	0.872			AT1G03840	0.0	0.041	0.024	-0.017	0.284
2way	0	0.0	0.872			AT1G74480	0.0	0.05	0.032	-0.019	0.287
2way	0	0.0	0.872			AT4G25470	0.0	0.081	0.059	-0.022	0.287
2way	0	0.0	0.872			AT1G01720	0.199	0.078	0.057	-0.021	0.289
2way	0	0.0	0.872			AT3G12130	-0.138	0.037	0.053	0.017	0.289
2way	0	0.0	0.872			AT1G69690	0.303	0.017	0.007	-0.01	0.29
2way	0	0.0	0.872			AT2G42590	0.829	0.013	0.005	-0.008	0.294
2way	0	0.0	0.872			AT3G25990	-0.414	0.016	0.028	0.012	0.294
2way	0	0.0	0.872			AT3G47600	1.082	0.012	0.005	-0.007	0.294
2way	0	0.0	0.872			AT5G03150	0.0	0.022	0.01	-0.013	0.294
2way	0	0.0	0.872			AT5G17800	0.141	0.055	0.037	-0.018	0.295
2way	0	0.0	0.872			AT1G77200	0.0	0.092	0.07	-0.022	0.3
2way	0	0.0	0.872			AT5G56930	0.0	0.005	0.001	-0.005	0.301
2way	0	0.0	0.872			AT4G18770	0.0	0.072	0.053	-0.019	0.302
2way	0	0.0	0.872			AT1G49560	0.786	0.056	0.038	-0.018	0.303
2way	0	0.0	0.872			AT2G15740	0.0	0.059	0.041	-0.018	0.303
2way	0	0.0	0.872			AT1G18330	-0.665	0.046	0.064	0.018	0.308
2way	0	0.0	0.872			AT2G36270	0.008	0.111	0.087	-0.024	0.308
2way	0	0.0	0.872			AT1G26960	0.023	0.062	0.045	-0.017	0.322
2way	0	0.0	0.872			AT1G55110	0.0	0.049	0.033	-0.016	0.322
2way	0	0.0	0.872			AT3G02990	0.0	0.013	0.005	-0.008	0.324
2way	0	0.0	0.872			AT5G66730	0.0	0.05	0.033	-0.017	0.326
2way	0	0.0	0.872			AT2G20400	-0.724	0.048	0.065	0.016	0.331
2way	0	0.0	0.872			AT2G39900	0.0	0.003	0.0	-0.003	0.331
2way	0	0.0	0.872			AT3G13810	0.0	0.039	0.025	-0.014	0.339
2way	0	0.0	0.872			AT4G37180	0.0	0.059	0.044	-0.016	0.342
2way	0	0.0	0.872			AT3G46070	0.0	0.003	0.0	-0.003	0.356
2way	0	0.0	0.872			AT4G24240	0.0	0.003	0.0	-0.003	0.356
2way	0	0.0	0.872			AT4G36620	-0.202	0.002	0.004	0.002	0.356
2way	0	0.0	0.872			AT5G08070	0.0	0.003	0.0	-0.003	0.356
2way	0	0.0	0.872			AT2G46590	0.0	0.065	0.083	0.018	0.357
2way	0	0.0	0.872			AT3G28920	0.228	0.076	0.057	-0.019	0.36
2way	0	0.0	0.872			AT2G46680	-0.124	0.088	0.104	0.016	0.374
2way	0	0.0	0.872			AT3G24120	0.148	0.081	0.065	-0.017	0.374
2way	0	0.0	0.872			AT2G38340	0.346	0.153	0.134	-0.018	0.377
2way	0	0.0	0.872			AT3G27010	0.0	0.017	0.009	-0.008	0.377
2way	0	0.0	0.872			AT1G63030	0.426	0.012	0.003	-0.008	0.386
2way	0	0.0	0.872			AT5G53950	0.0	0.031	0.02	-0.011	0.388
2way	0	0.0	0.872			AT2G01060	0.226	0.045	0.03	-0.015	0.397
2way	0	0.0	0.872			AT5G65410	0.59	0.071	0.054	-0.018	0.401
2way	0	0.0	0.872			AT2G46400	0.0	0.004	0.007	0.003	0.404
2way	0	0.0	0.872			AT1G49010	0.0	0.08	0.064	-0.017	0.408
2way	0	0.0	0.872			AT5G62000	0.204	0.048	0.035	-0.013	0.409
2way	0	0.0	0.872			AT5G44160	0.0	0.013	0.006	-0.007	0.414
2way	0	0.0	0.872			AT5G02460	0.0	0.065	0.083	0.017	0.415
2way	0	0.0	0.872			AT1G27730	0.0	0.061	0.073	0.012	0.417
2way	0	0.0	0.872			AT1G69560	0.0	0.012	0.007	-0.005	0.417
2way	0	0.0	0.872			AT2G15660	0.0	0.012	0.005	-0.007	0.417
2way	0	0.0	0.872			AT2G45680	0.0	0.012	0.006	-0.007	0.417
2way	0	0.0	0.872			AT5G22990	0.0	0.082	0.065	-0.017	0.421
2way	0	0.0	0.872			AT5G66300	0.0	0.037	0.026	-0.011	0.421
2way	0	0.0	0.872			AT1G14580	0.0	0.019	0.011	-0.009	0.424
2way	0	0.0	0.872			AT5G18450	-0.666	0.043	0.055	0.012	0.427
2way	0	0.0	0.872			AT1G32150	0.0	0.114	0.096	-0.018	0.429
2way	0	0.0	0.872			AT4G01540	0.183	0.074	0.09	0.016	0.429
2way	0	0.0	0.872			AT1G08320	0.0	0.093	0.077	-0.016	0.435
2way	0	0.0	0.872			AT3G28910	0.399	0.03	0.02	-0.009	0.435
2way	0	0.0	0.872			AT5G65130	-0.208	0.033	0.045	0.012	0.435
2way	0	0.0	0.872			AT5G02840	-0.247	0.025	0.034	0.009	0.436
2way	0	0.0	0.872			AT5G08750	0.896	0.012	0.005	-0.007	0.44
2way	0	0.0	0.872			AT2G24430	0.0	0.067	0.052	-0.015	0.441
2way	0	0.0	0.872			AT1G20910	0.147	0.034	0.024	-0.01	0.443
2way	0	0.0	0.872			AT3G46590	-0.104	0.009	0.014	0.006	0.444
2way	0	0.0	0.872			AT5G06839	0.0	0.074	0.059	-0.014	0.451
2way	0	0.0	0.872			AT1G10720	-0.717	0.002	0.004	0.002	0.458
2way	0	0.0	0.872			AT2G41835	0.0	0.003	0.0	-0.003	0.458
2way	0	0.0	0.872			AT3G12910	0.0	0.003	0.0	-0.003	0.458
2way	0	0.0	0.872			AT5G22890	0.0	0.003	0.005	0.002	0.458
2way	0	0.0	0.872			AT5G38860	0.0	0.002	0.004	0.002	0.458
2way	0	0.0	0.872			AT4G10350	0.0	0.055	0.041	-0.013	0.461
2way	0	0.0	0.872			AT1G72360	0.0	0.006	0.01	0.005	0.471
2way	0	0.0	0.872			AT3G03660	0.0	0.004	0.0	-0.004	0.478
2way	0	0.0	0.872			AT2G02070	0.0	0.046	0.035	-0.012	0.479
2way	0	0.0	0.872			AT3G23240	-0.313	0.035	0.047	0.012	0.479
2way	0	0.0	0.872			AT1G76420	0.0	0.06	0.048	-0.013	0.481
2way	0	0.0	0.872			AT1G28470	-0.006	0.066	0.079	0.013	0.486
2way	0	0.0	0.872			AT1G72010	0.0	0.036	0.026	-0.01	0.487
2way	0	0.0	0.872			AT1G34180	-0.246	0.062	0.075	0.013	0.488
2way	0	0.0	0.872			AT3G04030	0.289	0.072	0.06	-0.012	0.488
2way	0	0.0	0.872			AT2G46130	0.0	0.026	0.018	-0.008	0.495
2way	0	0.0	0.872			AT5G66700	0.291	0.093	0.077	-0.016	0.496
2way	0	0.0	0.872			AT5G46590	0.069	0.028	0.021	-0.007	0.501
2way	0	0.0	0.872			AT3G11280	0.056	0.028	0.02	-0.009	0.503
2way	0	0.0	0.872			AT4G38000	0.0	0.067	0.08	0.013	0.505
2way	0	0.0	0.872			AT5G65210	0.133	0.073	0.062	-0.012	0.508
2way	0	0.0	0.872			AT5G24110	-0.029	0.061	0.05	-0.012	0.512
2way	0	0.0	0.872			AT5G63090	-0.184	0.023	0.032	0.009	0.514
2way	0	0.0	0.872			AT2G18060	0.0	0.057	0.047	-0.011	0.524
2way	0	0.0	0.872			AT5G52660	0.0	0.055	0.066	0.011	0.525
2way	0	0.0	0.872			AT1G69780	0.0	0.054	0.065	0.011	0.526
2way	0	0.0	0.872			AT5G65310	-0.72	0.077	0.09	0.013	0.526
2way	0	0.0	0.872			AT3G45170	0.0	0.005	0.001	-0.004	0.528
2way	0	0.0	0.872			AT1G13300	-0.889	0.009	0.013	0.005	0.529
2way	0	0.0	0.872			AT3G23250	0.0	0.009	0.014	0.005	0.529
2way	0	0.0	0.872			AT4G18450	0.0	0.006	0.01	0.004	0.53
2way	0	0.0	0.872			AT2G06200	-1.023	0.026	0.034	0.008	0.531
2way	0	0.0	0.872			AT2G17410	0.0	0.004	0.001	-0.003	0.534
2way	0	0.0	0.872			AT1G51220	-0.177	0.04	0.049	0.009	0.536
2way	0	0.0	0.872			AT5G52170	0.0	0.004	0.001	-0.003	0.536
2way	0	0.0	0.872			AT2G33550	-0.136	0.024	0.032	0.008	0.537
2way	0	0.0	0.872			AT4G14770	-0.285	0.059	0.071	0.011	0.539
2way	0	0.0	0.872			AT1G76890	0.005	0.064	0.052	-0.011	0.543
2way	0	0.0	0.872			AT5G10030	0.621	0.095	0.082	-0.013	0.544
2way	0	0.0	0.872			AT1G79580	0.0	0.07	0.059	-0.011	0.549
2way	0	0.0	0.872			AT1G69570	0.0	0.125	0.137	0.012	0.55
2way	0	0.0	0.872			AT2G33810	0.0	0.01	0.016	0.006	0.552
2way	0	0.0	0.872			AT5G04410	0.0	0.065	0.075	0.01	0.552
2way	0	0.0	0.872			AT3G45150	0.0	0.01	0.014	0.005	0.555
2way	0	0.0	0.872			AT4G17980	-0.501	0.065	0.076	0.011	0.556
2way	0	0.0	0.872			AT5G22500	0.0	0.023	0.016	-0.007	0.556
2way	0	0.0	0.872			AT3G18400	0.566	0.076	0.065	-0.011	0.561
2way	0	0.0	0.872			AT2G35530	-1.05	0.108	0.095	-0.013	0.564
2way	0	0.0	0.872			AT3G09230	0.0	0.0	0.002	0.002	0.565
2way	0	0.0	0.872			AT3G49930	0.0	0.001	0.0	-0.001	0.565
2way	0	0.0	0.872			AT4G37790	0.0	0.0	0.002	0.002	0.565
2way	0	0.0	0.872			AT5G48670	0.0	0.001	0.0	-0.001	0.565
2way	0	0.0	0.872			AT5G49300	0.0	0.0	0.002	0.002	0.565
2way	0	0.0	0.872			AT5G62165	0.0	0.001	0.0	-0.001	0.565
2way	0	0.0	0.872			AT1G25550	0.0	0.037	0.029	-0.008	0.567
2way	0	0.0	0.872			AT1G69180	-0.373	0.045	0.054	0.009	0.568
2way	0	0.0	0.872			AT1G06180	-0.819	0.038	0.047	0.009	0.572
2way	0	0.0	0.872			AT5G29000	0.0	0.052	0.061	0.009	0.576
2way	0	0.0	0.872			AT5G08330	0.0	0.038	0.03	-0.009	0.579
2way	0	0.0	0.872			AT1G12260	0.0	0.056	0.046	-0.009	0.581
2way	0	0.0	0.872			AT2G38090	0.0	0.001	0.002	0.001	0.581
2way	0	0.0	0.872			AT5G42520	0.0	0.001	0.0	-0.001	0.581
2way	0	0.0	0.872			AT5G42820	0.0	0.002	0.001	-0.001	0.581
2way	0	0.0	0.872			AT3G47500	0.0	0.057	0.068	0.011	0.584
2way	0	0.0	0.872			AT5G62380	0.0	0.057	0.047	-0.01	0.584
2way	0	0.0	0.872			AT3G42860	0.0	0.044	0.036	-0.008	0.585
2way	0	0.0	0.872			AT2G46770	0.0	0.06	0.05	-0.01	0.587
2way	0	0.0	0.872			AT4G27950	0.0	0.034	0.042	0.008	0.589
2way	0	0.0	0.872			AT5G47370	0.135	0.059	0.049	-0.01	0.589
2way	0	0.0	0.872			AT2G41690	0.0	0.011	0.007	-0.004	0.59
2way	0	0.0	0.872			AT4G36160	0.323	0.084	0.073	-0.011	0.59
2way	0	0.0	0.872			AT1G62300	-0.846	0.07	0.06	-0.01	0.603
2way	0	0.0	0.872			AT1G19040	0.0	0.013	0.019	0.006	0.606
2way	0	0.0	0.872			AT3G60530	0.0	0.015	0.009	-0.006	0.606
2way	0	0.0	0.872			AT1G70920	0.733	0.047	0.038	-0.009	0.609
2way	0	0.0	0.872			AT4G01680	-0.775	0.041	0.049	0.008	0.609
2way	0	0.0	0.872			AT4G29230	0.0	0.043	0.05	0.008	0.609
2way	0	0.0	0.872			AT2G23340	0.0	0.063	0.053	-0.01	0.612
2way	0	0.0	0.872			AT3G11020	0.0	0.043	0.05	0.007	0.613
2way	0	0.0	0.872			AT1G23810	0.0	0.006	0.003	-0.003	0.615
2way	0	0.0	0.872			AT5G14340	0.0	0.007	0.011	0.003	0.615
2way	0	0.0	0.872			AT3G02150	0.0	0.006	0.005	-0.002	0.616
2way	0	0.0	0.872			AT3G13350	0.0	0.006	0.003	-0.003	0.616
2way	0	0.0	0.872			AT3G09600	-0.401	0.065	0.075	0.01	0.617
2way	0	0.0	0.872			AT5G45580	0.0	0.077	0.067	-0.01	0.617
2way	0	0.0	0.872			AT1G04880	0.0	0.026	0.021	-0.005	0.618
2way	0	0.0	0.872			AT3G47620	0.0	0.002	0.0	-0.002	0.621
2way	0	0.0	0.872			AT4G38910	0.0	0.001	0.003	0.002	0.621
2way	0	0.0	0.872			AT2G22540	0.219	0.072	0.062	-0.011	0.622
2way	0	0.0	0.872			AT3G10800	0.0	0.051	0.043	-0.009	0.622
2way	0	0.0	0.872			AT5G17300	-0.024	0.138	0.149	0.01	0.623
2way	0	0.0	0.872			AT2G31230	-0.638	0.067	0.078	0.011	0.624
2way	0	0.0	0.872			AT2G40740	0.0	0.082	0.071	-0.011	0.627
2way	0	0.0	0.872			AT1G12630	-0.113	0.083	0.073	-0.01	0.629
2way	0	0.0	0.872			AT3G55370	0.0	0.071	0.081	0.01	0.629
2way	0	0.0	0.872			AT5G47220	0.738	0.062	0.054	-0.008	0.631
2way	0	0.0	0.872			AT3G61150	0.053	0.054	0.045	-0.01	0.636
2way	0	0.0	0.872			AT4G28500	0.0	0.049	0.057	0.008	0.636
2way	0	0.0	0.872			AT4G36780	0.104	0.081	0.071	-0.01	0.642
2way	0	0.0	0.872			AT3G44480	0.157	0.05	0.058	0.008	0.643
2way	0	0.0	0.872			AT3G57230	0.0	0.006	0.009	0.002	0.643
2way	0	0.0	0.872			AT3G04060	0.0	0.056	0.048	-0.008	0.646
2way	0	0.0	0.872			AT3G12250	0.0	0.09	0.08	-0.01	0.646
2way	0	0.0	0.872			AT5G39610	-0.359	0.057	0.05	-0.007	0.65
2way	0	0.0	0.872			AT1G03800	-0.304	0.091	0.101	0.01	0.653
2way	0	0.0	0.872			AT1G09540	0.242	0.061	0.053	-0.008	0.653
2way	0	0.0	0.872			AT1G65910	0.39	0.061	0.053	-0.008	0.653
2way	0	0.0	0.872			AT1G65620	0.0	0.007	0.01	0.003	0.654
2way	0	0.0	0.872			AT3G10500	0.0	0.055	0.063	0.008	0.658
2way	0	0.0	0.872			AT3G06740	0.0	0.041	0.035	-0.006	0.66
2way	0	0.0	0.872			AT4G31550	-0.135	0.023	0.019	-0.004	0.664
2way	0	0.0	0.872			AT5G05790	-1.265	0.037	0.043	0.006	0.669
2way	0	0.0	0.872			AT1G71450	0.14	0.111	0.102	-0.009	0.673
2way	0	0.0	0.872			AT1G64620	0.974	0.07	0.078	0.009	0.674
2way	0	0.0	0.872			AT1G36060	0.0	0.037	0.044	0.006	0.677
2way	0	0.0	0.872			AT2G35700	0.0	0.069	0.061	-0.008	0.677
2way	0	0.0	0.872			AT5G06960	0.034	0.044	0.037	-0.007	0.68
2way	0	0.0	0.872			AT1G46264	0.0	0.002	0.002	-0.0	0.681
2way	0	0.0	0.872			AT2G17900	0.0	0.003	0.0	-0.002	0.681
2way	0	0.0	0.872			AT2G38880	0.0	0.002	0.004	0.002	0.681
2way	0	0.0	0.872			AT3G13040	0.0	0.002	0.002	0.0	0.681
2way	0	0.0	0.872			AT5G40330	0.0	0.001	0.003	0.001	0.681
2way	0	0.0	0.872			AT5G13910	0.0	0.008	0.012	0.004	0.684
2way	0	0.0	0.872			AT1G18960	0.0	0.001	0.003	0.001	0.685
2way	0	0.0	0.872			AT5G58620	0.0	0.002	0.0	-0.001	0.685
2way	0	0.0	0.872			AT2G33710	0.191	0.078	0.07	-0.009	0.686
2way	0	0.0	0.872			AT4G30080	0.0	0.002	0.003	0.002	0.692
2way	0	0.0	0.872			AT1G21910	0.199	0.023	0.019	-0.004	0.701
2way	0	0.0	0.872			AT1G31140	0.0	0.05	0.044	-0.006	0.701
2way	0	0.0	0.872			AT3G60580	0.0	0.025	0.03	0.005	0.706
2way	0	0.0	0.872			AT2G47070	0.0	0.057	0.051	-0.006	0.709
2way	0	0.0	0.872			AT1G13400	0.0	0.012	0.01	-0.002	0.714
2way	0	0.0	0.872			AT2G30590	-0.772	0.015	0.013	-0.002	0.714
2way	0	0.0	0.872			AT4G01500	0.0	0.012	0.017	0.004	0.714
2way	0	0.0	0.872			AT5G59990	0.0	0.013	0.009	-0.004	0.714
2way	0	0.0	0.872			AT1G54330	0.0	0.061	0.055	-0.006	0.718
2way	0	0.0	0.872			AT1G20980	0.0	0.032	0.027	-0.005	0.721
2way	0	0.0	0.872			AT3G10030	-0.033	0.032	0.028	-0.004	0.721
2way	0	0.0	0.872			AT1G32240	0.0	0.012	0.015	0.003	0.725
2way	0	0.0	0.872			AT5G13180	-0.415	0.064	0.058	-0.006	0.727
2way	0	0.0	0.872			AT4G06746	-0.039	0.067	0.061	-0.006	0.73
2way	0	0.0	0.872			AT1G75240	-0.351	0.069	0.063	-0.006	0.731
2way	0	0.0	0.872			AT2G23290	-0.577	0.069	0.062	-0.007	0.733
2way	0	0.0	0.872			AT5G03790	-0.168	0.069	0.076	0.007	0.735
2way	0	0.0	0.872			AT5G61270	0.0	0.002	0.004	0.001	0.736
2way	0	0.0	0.872			AT5G67000	0.0	0.002	0.0	-0.002	0.736
2way	0	0.0	0.872			AT3G61120	-0.172	0.003	0.006	0.003	0.737
2way	0	0.0	0.872			AT4G01280	0.0	0.067	0.073	0.006	0.737
2way	0	0.0	0.872			AT4G28110	-1.327	0.006	0.009	0.003	0.737
2way	0	0.0	0.872			AT1G50640	1.042	0.074	0.068	-0.007	0.742
2way	0	0.0	0.872			AT2G02540	0.0	0.072	0.066	-0.007	0.744
2way	0	0.0	0.872			AT2G21900	0.0	0.004	0.002	-0.002	0.747
2way	0	0.0	0.872			AT4G24470	0.0	0.018	0.014	-0.003	0.748
2way	0	0.0	0.872			AT1G30490	-0.334	0.042	0.047	0.004	0.759
2way	0	0.0	0.872			AT1G25340	-0.02	0.041	0.046	0.005	0.762
2way	0	0.0	0.872			AT1G47655	0.0	0.045	0.039	-0.005	0.762
2way	0	0.0	0.872			AT2G02820	0.0	0.095	0.089	-0.007	0.767
2way	0	0.0	0.872			AT1G27360	0.0	0.004	0.002	-0.002	0.769
2way	0	0.0	0.872			AT1G51600	0.0	0.006	0.004	-0.002	0.769
2way	0	0.0	0.872			AT4G27900	0.0	0.005	0.006	0.001	0.769
2way	0	0.0	0.872			AT3G08500	0.0	0.044	0.048	0.004	0.77
2way	0	0.0	0.872			AT5G47660	0.0	0.042	0.047	0.005	0.77
2way	0	0.0	0.872			AT3G50260	0.0	0.096	0.103	0.006	0.771
2way	0	0.0	0.872			AT4G24020	0.0	0.006	0.005	-0.001	0.772
2way	0	0.0	0.872			AT3G12730	0.0	0.054	0.049	-0.005	0.775
