gene	node	trajectory
AT3G15030	27	0,-1.2747,0.0662563,-0.120547
AT3G15353	9	0,-0.0606285,-1.2538,0.00382774
AT3G15450	54	0,0.163101,0.0417034,0.766731
AT3G15540	0	0,-0.0606285,1.14487,0.0313974
AT3G15550	9	0,-0.0606285,-1.2538,0.00382774
AT3G15620	54	0,0.163101,0.0417034,0.766731
AT3G15630	54	0,0.163101,0.0417034,0.766731
AT3G16400	27	0,-1.2747,0.0662563,-0.120547
AT3G16450	9	0,-0.0606285,-1.2538,0.00382774
AT3G16690	9	0,-0.0606285,-1.2538,0.00382774
AT3G16770	18	0,-0.0606285,1.63183,0.0357698
AT3G17390	0	0,-0.0606285,1.14487,0.0313974
AT3G17580	0	0,-0.0606285,1.14487,0.0313974
AT3G17790	0	0,-0.0606285,1.14487,0.0313974
AT3G18050	9	0,-0.0606285,-1.2538,0.00382774
AT3G18080	27	0,-1.2747,0.0662563,-0.120547
AT3G18280	0	0,-0.0606285,1.14487,0.0313974
AT3G18780	9	0,-0.0606285,-1.2538,0.00382774
AT3G18900	27	0,-1.2747,0.0662563,-0.120547
AT3G19050	9	0,-0.0606285,-1.2538,0.00382774
AT3G19150	18	0,-0.0606285,1.63183,0.0357698
AT3G19200	54	0,0.163101,0.0417034,0.766731
AT3G19680	18	0,-0.0606285,1.63183,0.0357698
AT3G19710	9	0,-0.0606285,-1.2538,0.00382774
AT3G20370	9	0,-0.0606285,-1.2538,0.00382774
AT3G20810	9	0,-0.0606285,-1.2538,0.00382774
AT3G21330	0	0,-0.0606285,1.14487,0.0313974
AT3G21560	57	0,0.163101,0.0417034,-1.07882
AT3G21690	27	0,-1.2747,0.0662563,-0.120547
AT3G21720	54	0,0.163101,0.0417034,0.766731
AT3G21770	27	0,-1.2747,0.0662563,-0.120547
AT3G21890	57	0,0.163101,0.0417034,-1.07882
AT3G22060	9	0,-0.0606285,-1.2538,0.00382774
AT3G22120	54	0,0.163101,0.0417034,0.766731
AT3G22550	0	0,-0.0606285,1.14487,0.0313974
AT3G22600	27	0,-1.2747,0.0662563,-0.120547
AT3G22620	27	0,-1.2747,0.0662563,-0.120547
AT3G22760	9	0,-0.0606285,-1.2538,0.00382774
AT3G22840	57	0,0.163101,0.0417034,-1.07882
AT3G22880	9	0,-0.0606285,-1.2538,0.00382774
AT3G22970	9	0,-0.0606285,-1.2538,0.00382774
AT3G23150	54	0,0.163101,0.0417034,0.766731
AT3G23290	54	0,0.163101,0.0417034,0.766731
AT3G23570	9	0,-0.0606285,-1.2538,0.00382774
AT3G23670	9	0,-0.0606285,-1.2538,0.00382774
AT3G23800	18	0,-0.0606285,1.63183,0.0357698
AT3G23880	54	0,0.163101,0.0417034,0.766731
AT3G23890	9	0,-0.0606285,-1.2538,0.00382774
AT3G24020	27	0,-1.2747,0.0662563,-0.120547
AT3G24460	9	0,-0.0606285,-1.2538,0.00382774
AT3G24520	27	0,-1.2747,0.0662563,-0.120547
AT3G25190	57	0,0.163101,0.0417034,-1.07882
AT3G25290	0	0,-0.0606285,1.14487,0.0313974
AT3G25640	27	0,-1.2747,0.0662563,-0.120547
AT3G25780	0	0,-0.0606285,1.14487,0.0313974
AT3G25820	27	0,-1.2747,0.0662563,-0.120547
AT3G26040	27	0,-1.2747,0.0662563,-0.120547
AT3G26460	54	0,0.163101,0.0417034,0.766731
AT3G26580	9	0,-0.0606285,-1.2538,0.00382774
AT3G26740	9	0,-0.0606285,-1.2538,0.00382774
AT3G26840	0	0,-0.0606285,1.14487,0.0313974
AT3G27400	27	0,-1.2747,0.0662563,-0.120547
AT3G28420	27	0,-1.2747,0.0662563,-0.120547
AT3G28740	9	0,-0.0606285,-1.2538,0.00382774
AT3G29360	0	0,-0.0606285,1.14487,0.0313974
AT3G29370	18	0,-0.0606285,1.63183,0.0357698
AT3G32980	27	0,-1.2747,0.0662563,-0.120547
AT3G43670	9	0,-0.0606285,-1.2538,0.00382774
AT3G43800	0	0,-0.0606285,1.14487,0.0313974
AT3G44260	18	0,-0.0606285,1.63183,0.0357698
AT3G44450	27	0,-1.2747,0.0662563,-0.120547
AT3G44540	27	0,-1.2747,0.0662563,-0.120547
AT3G44550	27	0,-1.2747,0.0662563,-0.120547
AT3G44940	27	0,-1.2747,0.0662563,-0.120547
AT3G44970	57	0,0.163101,0.0417034,-1.07882
AT3G44990	18	0,-0.0606285,1.63183,0.0357698
AT3G45680	54	0,0.163101,0.0417034,0.766731
AT3G45960	0	0,-0.0606285,1.14487,0.0313974
AT3G46110	0	0,-0.0606285,1.14487,0.0313974
AT3G47340	54	0,0.163101,0.0417034,0.766731
AT3G47500	27	0,-1.2747,0.0662563,-0.120547
AT3G47960	18	0,-0.0606285,1.63183,0.0357698
AT3G48100	0	0,-0.0606285,1.14487,0.0313974
AT3G48260	18	0,-0.0606285,1.63183,0.0357698
AT3G48350	27	0,-1.2747,0.0662563,-0.120547
AT3G48360	54	0,0.163101,0.0417034,0.766731
AT3G48690	9	0,-0.0606285,-1.2538,0.00382774
AT3G48740	27	0,-1.2747,0.0662563,-0.120547
AT3G49790	54	0,0.163101,0.0417034,0.766731
AT3G50340	0	0,-0.0606285,1.14487,0.0313974
AT3G50350	0	0,-0.0606285,1.14487,0.0313974
AT3G50400	27	0,-1.2747,0.0662563,-0.120547
AT3G51238	27	0,-1.2747,0.0662563,-0.120547
AT3G51330	9	0,-0.0606285,-1.2538,0.00382774
AT3G51600	54	0,0.163101,0.0417034,0.766731
AT3G52060	9	0,-0.0606285,-1.2538,0.00382774
AT3G52070	9	0,-0.0606285,-1.2538,0.00382774
AT3G52340	0	0,-0.0606285,1.14487,0.0313974
AT3G52540	9	0,-0.0606285,-1.2538,0.00382774
AT3G52740	27	0,-1.2747,0.0662563,-0.120547
AT3G52940	18	0,-0.0606285,1.63183,0.0357698
AT3G52950	0	0,-0.0606285,1.14487,0.0313974
AT3G53980	18	0,-0.0606285,1.63183,0.0357698
AT3G54000	18	0,-0.0606285,1.63183,0.0357698
AT3G54400	18	0,-0.0606285,1.63183,0.0357698
AT3G54820	27	0,-1.2747,0.0662563,-0.120547
AT3G54880	9	0,-0.0606285,-1.2538,0.00382774
AT3G54990	57	0,0.163101,0.0417034,-1.07882
AT3G55120	27	0,-1.2747,0.0662563,-0.120547
AT3G55230	27	0,-1.2747,0.0662563,-0.120547
AT3G55660	9	0,-0.0606285,-1.2538,0.00382774
AT3G55980	0	0,-0.0606285,1.14487,0.0313974
AT3G56240	0	0,-0.0606285,1.14487,0.0313974
AT3G56290	27	0,-1.2747,0.0662563,-0.120547
AT3G56380	54	0,0.163101,0.0417034,0.766731
AT3G56400	54	0,0.163101,0.0417034,0.766731
AT3G56730	27	0,-1.2747,0.0662563,-0.120547
AT3G56970	54	0,0.163101,0.0417034,0.766731
AT3G56980	54	0,0.163101,0.0417034,0.766731
AT3G57020	9	0,-0.0606285,-1.2538,0.00382774
AT3G57520	54	0,0.163101,0.0417034,0.766731
AT3G57540	27	0,-1.2747,0.0662563,-0.120547
AT3G57860	9	0,-0.0606285,-1.2538,0.00382774
AT3G58650	9	0,-0.0606285,-1.2538,0.00382774
AT3G59310	0	0,-0.0606285,1.14487,0.0313974
AT3G59340	9	0,-0.0606285,-1.2538,0.00382774
AT3G59900	54	0,0.163101,0.0417034,0.766731
AT3G59940	54	0,0.163101,0.0417034,0.766731
AT3G60440	0	0,-0.0606285,1.14487,0.0313974
AT3G60450	0	0,-0.0606285,1.14487,0.0313974
AT3G61060	54	0,0.163101,0.0417034,0.766731
AT3G61160	9	0,-0.0606285,-1.2538,0.00382774
AT3G61210	54	0,0.163101,0.0417034,0.766731
AT3G61380	0	0,-0.0606285,1.14487,0.0313974
AT3G61640	0	0,-0.0606285,1.14487,0.0313974
AT3G61920	27	0,-1.2747,0.0662563,-0.120547
AT3G62150	0	0,-0.0606285,1.14487,0.0313974
AT3G62410	9	0,-0.0606285,-1.2538,0.00382774
AT3G62570	18	0,-0.0606285,1.63183,0.0357698
AT3G62690	27	0,-1.2747,0.0662563,-0.120547
AT3G62740	54	0,0.163101,0.0417034,0.766731
AT3G62820	0	0,-0.0606285,1.14487,0.0313974
AT3G63210	9	0,-0.0606285,-1.2538,0.00382774
AT4G01060	57	0,0.163101,0.0417034,-1.07882
AT4G02290	27	0,-1.2747,0.0662563,-0.120547
AT4G02330	18	0,-0.0606285,1.63183,0.0357698
AT4G02700	18	0,-0.0606285,1.63183,0.0357698
AT4G02850	27	0,-1.2747,0.0662563,-0.120547
AT4G03100	9	0,-0.0606285,-1.2538,0.00382774
AT4G03140	0	0,-0.0606285,1.14487,0.0313974
AT4G03190	0	0,-0.0606285,1.14487,0.0313974
AT4G03270	27	0,-1.2747,0.0662563,-0.120547
AT4G03400	18	0,-0.0606285,1.63183,0.0357698
AT4G03510	9	0,-0.0606285,-1.2538,0.00382774
AT4G04020	18	0,-0.0606285,1.63183,0.0357698
AT4G04330	9	0,-0.0606285,-1.2538,0.00382774
AT4G04455	18	0,-0.0606285,1.63183,0.0357698
AT4G04630	9	0,-0.0606285,-1.2538,0.00382774
AT4G04750	27	0,-1.2747,0.0662563,-0.120547
AT4G04770	9	0,-0.0606285,-1.2538,0.00382774
AT4G04840	27	0,-1.2747,0.0662563,-0.120547
AT4G04955	18	0,-0.0606285,1.63183,0.0357698
AT4G05100	27	0,-1.2747,0.0662563,-0.120547
AT4G05150	9	0,-0.0606285,-1.2538,0.00382774
AT4G05190	9	0,-0.0606285,-1.2538,0.00382774
AT4G08390	9	0,-0.0606285,-1.2538,0.00382774
AT4G10270	54	0,0.163101,0.0417034,0.766731
AT4G10380	0	0,-0.0606285,1.14487,0.0313974
AT4G11190	27	0,-1.2747,0.0662563,-0.120547
AT4G11290	0	0,-0.0606285,1.14487,0.0313974
AT4G11320	54	0,0.163101,0.0417034,0.766731
AT4G11360	9	0,-0.0606285,-1.2538,0.00382774
AT4G12030	9	0,-0.0606285,-1.2538,0.00382774
AT4G12470	57	0,0.163101,0.0417034,-1.07882
AT4G13040	0	0,-0.0606285,1.14487,0.0313974
AT4G13250	54	0,0.163101,0.0417034,0.766731
AT4G13505	57	0,0.163101,0.0417034,-1.07882
AT4G13660	18	0,-0.0606285,1.63183,0.0357698
AT4G13770	54	0,0.163101,0.0417034,0.766731
AT4G14060	54	0,0.163101,0.0417034,0.766731
AT4G14465	18	0,-0.0606285,1.63183,0.0357698
AT4G14620	9	0,-0.0606285,-1.2538,0.00382774
AT4G14690	57	0,0.163101,0.0417034,-1.07882
AT4G15248	57	0,0.163101,0.0417034,-1.07882
AT4G15480	27	0,-1.2747,0.0662563,-0.120547
AT4G15760	9	0,-0.0606285,-1.2538,0.00382774
AT4G15765	9	0,-0.0606285,-1.2538,0.00382774
AT4G15990	54	0,0.163101,0.0417034,0.766731
AT4G16000	9	0,-0.0606285,-1.2538,0.00382774
AT4G16190	9	0,-0.0606285,-1.2538,0.00382774
AT4G16563	54	0,0.163101,0.0417034,0.766731
AT4G16670	0	0,-0.0606285,1.14487,0.0313974
AT4G16980	27	0,-1.2747,0.0662563,-0.120547
AT4G16983	27	0,-1.2747,0.0662563,-0.120547
AT4G17030	0	0,-0.0606285,1.14487,0.0313974
AT4G17090	9	0,-0.0606285,-1.2538,0.00382774
AT4G17670	18	0,-0.0606285,1.63183,0.0357698
AT4G18070	0	0,-0.0606285,1.14487,0.0313974
AT4G18390	54	0,0.163101,0.0417034,0.766731
AT4G18440	0	0,-0.0606285,1.14487,0.0313974
AT4G19120	18	0,-0.0606285,1.63183,0.0357698
AT4G19230	18	0,-0.0606285,1.63183,0.0357698
AT4G19520	0	0,-0.0606285,1.14487,0.0313974
AT4G19645	27	0,-1.2747,0.0662563,-0.120547
AT4G19810	0	0,-0.0606285,1.14487,0.0313974
AT4G20240	0	0,-0.0606285,1.14487,0.0313974
AT4G20390	27	0,-1.2747,0.0662563,-0.120547
AT4G21400	18	0,-0.0606285,1.63183,0.0357698
AT4G21410	18	0,-0.0606285,1.63183,0.0357698
AT4G21680	57	0,0.163101,0.0417034,-1.07882
AT4G21870	18	0,-0.0606285,1.63183,0.0357698
AT4G22590	0	0,-0.0606285,1.14487,0.0313974
AT4G22730	27	0,-1.2747,0.0662563,-0.120547
AT4G23670	54	0,0.163101,0.0417034,0.766731
AT4G23680	54	0,0.163101,0.0417034,0.766731
AT4G23750	18	0,-0.0606285,1.63183,0.0357698
AT4G24015	54	0,0.163101,0.0417034,0.766731
AT4G24130	27	0,-1.2747,0.0662563,-0.120547
AT4G24140	27	0,-1.2747,0.0662563,-0.120547
AT4G24230	9	0,-0.0606285,-1.2538,0.00382774
AT4G24275	18	0,-0.0606285,1.63183,0.0357698
AT4G24350	54	0,0.163101,0.0417034,0.766731
AT4G24570	0	0,-0.0606285,1.14487,0.0313974
AT4G25100	18	0,-0.0606285,1.63183,0.0357698
AT4G25260	0	0,-0.0606285,1.14487,0.0313974
AT4G25640	27	0,-1.2747,0.0662563,-0.120547
AT4G25700	27	0,-1.2747,0.0662563,-0.120547
AT4G26488	18	0,-0.0606285,1.63183,0.0357698
AT4G26790	27	0,-1.2747,0.0662563,-0.120547
AT4G26890	18	0,-0.0606285,1.63183,0.0357698
AT4G27280	0	0,-0.0606285,1.14487,0.0313974
AT4G27310	57	0,0.163101,0.0417034,-1.07882
AT4G27450	54	0,0.163101,0.0417034,0.766731
AT4G27520	27	0,-1.2747,0.0662563,-0.120547
AT4G27900	18	0,-0.0606285,1.63183,0.0357698
AT4G27970	18	0,-0.0606285,1.63183,0.0357698
AT4G28270	54	0,0.163101,0.0417034,0.766731
AT4G29190	9	0,-0.0606285,-1.2538,0.00382774
AT4G29310	18	0,-0.0606285,1.63183,0.0357698
AT4G29780	0	0,-0.0606285,1.14487,0.0313974
AT4G29905	9	0,-0.0606285,-1.2538,0.00382774
AT4G30060	18	0,-0.0606285,1.63183,0.0357698
AT4G30140	9	0,-0.0606285,-1.2538,0.00382774
AT4G30170	0	0,-0.0606285,1.14487,0.0313974
AT4G30270	9	0,-0.0606285,-1.2538,0.00382774
AT4G30280	0	0,-0.0606285,1.14487,0.0313974
AT4G30290	54	0,0.163101,0.0417034,0.766731
AT4G30490	18	0,-0.0606285,1.63183,0.0357698
AT4G31290	9	0,-0.0606285,-1.2538,0.00382774
AT4G31550	0	0,-0.0606285,1.14487,0.0313974
AT4G31800	54	0,0.163101,0.0417034,0.766731
AT4G32340	9	0,-0.0606285,-1.2538,0.00382774
AT4G32460	0	0,-0.0606285,1.14487,0.0313974
AT4G32480	54	0,0.163101,0.0417034,0.766731
AT4G32810	54	0,0.163101,0.0417034,0.766731
AT4G33070	27	0,-1.2747,0.0662563,-0.120547
AT4G33220	0	0,-0.0606285,1.14487,0.0313974
AT4G33550	57	0,0.163101,0.0417034,-1.07882
AT4G33560	27	0,-1.2747,0.0662563,-0.120547
AT4G33610	27	0,-1.2747,0.0662563,-0.120547
AT4G33666	9	0,-0.0606285,-1.2538,0.00382774
AT4G34138	9	0,-0.0606285,-1.2538,0.00382774
AT4G34770	54	0,0.163101,0.0417034,0.766731
AT4G35160	54	0,0.163101,0.0417034,0.766731
AT4G35190	0	0,-0.0606285,1.14487,0.0313974
AT4G35420	27	0,-1.2747,0.0662563,-0.120547
AT4G35720	18	0,-0.0606285,1.63183,0.0357698
AT4G35770	54	0,0.163101,0.0417034,0.766731
AT4G36010	18	0,-0.0606285,1.63183,0.0357698
AT4G36030	9	0,-0.0606285,-1.2538,0.00382774
AT4G36040	54	0,0.163101,0.0417034,0.766731
AT4G36050	9	0,-0.0606285,-1.2538,0.00382774
AT4G36410	54	0,0.163101,0.0417034,0.766731
AT4G36610	27	0,-1.2747,0.0662563,-0.120547
AT4G36648	0	0,-0.0606285,1.14487,0.0313974
AT4G36670	57	0,0.163101,0.0417034,-1.07882
AT4G36810	54	0,0.163101,0.0417034,0.766731
AT4G37220	57	0,0.163101,0.0417034,-1.07882
AT4G37410	54	0,0.163101,0.0417034,0.766731
AT4G37450	0	0,-0.0606285,1.14487,0.0313974
AT4G37610	54	0,0.163101,0.0417034,0.766731
AT4G37760	9	0,-0.0606285,-1.2538,0.00382774
AT4G37800	54	0,0.163101,0.0417034,0.766731
AT4G37810	27	0,-1.2747,0.0662563,-0.120547
AT4G38062	9	0,-0.0606285,-1.2538,0.00382774
AT4G38080	27	0,-1.2747,0.0662563,-0.120547
AT4G38250	54	0,0.163101,0.0417034,0.766731
AT4G38400	0	0,-0.0606285,1.14487,0.0313974
AT4G38410	54	0,0.163101,0.0417034,0.766731
AT4G38620	27	0,-1.2747,0.0662563,-0.120547
AT4G38770	27	0,-1.2747,0.0662563,-0.120547
AT4G38932	9	0,-0.0606285,-1.2538,0.00382774
AT4G39030	0	0,-0.0606285,1.14487,0.0313974
AT4G39210	18	0,-0.0606285,1.63183,0.0357698
AT4G39260	0	0,-0.0606285,1.14487,0.0313974
AT4G39320	27	0,-1.2747,0.0662563,-0.120547
AT4G39510	27	0,-1.2747,0.0662563,-0.120547
AT4G39770	27	0,-1.2747,0.0662563,-0.120547
AT4G39800	54	0,0.163101,0.0417034,0.766731
AT4G39838	54	0,0.163101,0.0417034,0.766731
AT4G39840	57	0,0.163101,0.0417034,-1.07882
AT4G39950	27	0,-1.2747,0.0662563,-0.120547
AT4G39955	0	0,-0.0606285,1.14487,0.0313974
AT5G01210	54	0,0.163101,0.0417034,0.766731
AT5G01215	54	0,0.163101,0.0417034,0.766731
AT5G01600	9	0,-0.0606285,-1.2538,0.00382774
AT5G01810	18	0,-0.0606285,1.63183,0.0357698
AT5G02020	54	0,0.163101,0.0417034,0.766731
AT5G02200	0	0,-0.0606285,1.14487,0.0313974
AT5G02260	0	0,-0.0606285,1.14487,0.0313974
AT5G02750	18	0,-0.0606285,1.63183,0.0357698
AT5G02810	9	0,-0.0606285,-1.2538,0.00382774
AT5G02840	9	0,-0.0606285,-1.2538,0.00382774
AT5G03190	27	0,-1.2747,0.0662563,-0.120547
AT5G03230	9	0,-0.0606285,-1.2538,0.00382774
AT5G03240	57	0,0.163101,0.0417034,-1.07882
AT5G03545	9	0,-0.0606285,-1.2538,0.00382774
AT5G03680	27	0,-1.2747,0.0662563,-0.120547
AT5G03760	18	0,-0.0606285,1.63183,0.0357698
AT5G04220	27	0,-1.2747,0.0662563,-0.120547
AT5G04810	9	0,-0.0606285,-1.2538,0.00382774
AT5G05270	0	0,-0.0606285,1.14487,0.0313974
AT5G05365	18	0,-0.0606285,1.63183,0.0357698
AT5G05440	18	0,-0.0606285,1.63183,0.0357698
AT5G06980	27	0,-1.2747,0.0662563,-0.120547
AT5G07010	18	0,-0.0606285,1.63183,0.0357698
AT5G07030	27	0,-1.2747,0.0662563,-0.120547
AT5G07110	0	0,-0.0606285,1.14487,0.0313974
AT5G07130	27	0,-1.2747,0.0662563,-0.120547
AT5G07990	27	0,-1.2747,0.0662563,-0.120547
AT5G09480	27	0,-1.2747,0.0662563,-0.120547
AT5G09520	54	0,0.163101,0.0417034,0.766731
AT5G09530	54	0,0.163101,0.0417034,0.766731
AT5G09595	27	0,-1.2747,0.0662563,-0.120547
AT5G10100	57	0,0.163101,0.0417034,-1.07882
AT5G10430	18	0,-0.0606285,1.63183,0.0357698
AT5G10970	27	0,-1.2747,0.0662563,-0.120547
AT5G11975	0	0,-0.0606285,1.14487,0.0313974
AT5G12420	27	0,-1.2747,0.0662563,-0.120547
AT5G12940	18	0,-0.0606285,1.63183,0.0357698
AT5G13170	18	0,-0.0606285,1.63183,0.0357698
AT5G13190	0	0,-0.0606285,1.14487,0.0313974
AT5G13330	54	0,0.163101,0.0417034,0.766731
AT5G13370	54	0,0.163101,0.0417034,0.766731
AT5G13580	27	0,-1.2747,0.0662563,-0.120547
AT5G13790	0	0,-0.0606285,1.14487,0.0313974
AT5G13820	0	0,-0.0606285,1.14487,0.0313974
AT5G13900	27	0,-1.2747,0.0662563,-0.120547
AT5G14000	0	0,-0.0606285,1.14487,0.0313974
AT5G14360	54	0,0.163101,0.0417034,0.766731
AT5G14760	18	0,-0.0606285,1.63183,0.0357698
AT5G14920	54	0,0.163101,0.0417034,0.766731
AT5G14930	18	0,-0.0606285,1.63183,0.0357698
AT5G15120	54	0,0.163101,0.0417034,0.766731
AT5G15150	0	0,-0.0606285,1.14487,0.0313974
AT5G15790	0	0,-0.0606285,1.14487,0.0313974
AT5G15840	0	0,-0.0606285,1.14487,0.0313974
AT5G15950	57	0,0.163101,0.0417034,-1.07882
AT5G15960	57	0,0.163101,0.0417034,-1.07882
AT5G15970	27	0,-1.2747,0.0662563,-0.120547
AT5G16110	9	0,-0.0606285,-1.2538,0.00382774
AT5G16250	9	0,-0.0606285,-1.2538,0.00382774
AT5G17170	9	0,-0.0606285,-1.2538,0.00382774
AT5G17230	27	0,-1.2747,0.0662563,-0.120547
AT5G17300	9	0,-0.0606285,-1.2538,0.00382774
AT5G17450	0	0,-0.0606285,1.14487,0.0313974
AT5G17700	27	0,-1.2747,0.0662563,-0.120547
AT5G18140	9	0,-0.0606285,-1.2538,0.00382774
AT5G18310	0	0,-0.0606285,1.14487,0.0313974
AT5G19120	54	0,0.163101,0.0417034,0.766731
AT5G19340	0	0,-0.0606285,1.14487,0.0313974
AT5G19600	54	0,0.163101,0.0417034,0.766731
AT5G19770	0	0,-0.0606285,1.14487,0.0313974
AT5G20190	0	0,-0.0606285,1.14487,0.0313974
AT5G20230	9	0,-0.0606285,-1.2538,0.00382774
AT5G20250	54	0,0.163101,0.0417034,0.766731
AT5G20270	27	0,-1.2747,0.0662563,-0.120547
AT5G20520	9	0,-0.0606285,-1.2538,0.00382774
AT5G20790	57	0,0.163101,0.0417034,-1.07882
AT5G21170	9	0,-0.0606285,-1.2538,0.00382774
AT5G21482	27	0,-1.2747,0.0662563,-0.120547
AT5G21940	54	0,0.163101,0.0417034,0.766731
AT5G22300	54	0,0.163101,0.0417034,0.766731
AT5G22310	18	0,-0.0606285,1.63183,0.0357698
AT5G22580	18	0,-0.0606285,1.63183,0.0357698
AT5G22920	54	0,0.163101,0.0417034,0.766731
AT5G23010	54	0,0.163101,0.0417034,0.766731
AT5G23050	9	0,-0.0606285,-1.2538,0.00382774
AT5G23190	27	0,-1.2747,0.0662563,-0.120547
AT5G23210	0	0,-0.0606285,1.14487,0.0313974
AT5G23530	27	0,-1.2747,0.0662563,-0.120547
AT5G23870	18	0,-0.0606285,1.63183,0.0357698
AT5G23910	9	0,-0.0606285,-1.2538,0.00382774
AT5G24030	18	0,-0.0606285,1.63183,0.0357698
AT5G24120	57	0,0.163101,0.0417034,-1.07882
AT5G24380	18	0,-0.0606285,1.63183,0.0357698
AT5G24770	54	0,0.163101,0.0417034,0.766731
AT5G24780	54	0,0.163101,0.0417034,0.766731
AT5G24800	9	0,-0.0606285,-1.2538,0.00382774
AT5G25120	9	0,-0.0606285,-1.2538,0.00382774
AT5G25130	9	0,-0.0606285,-1.2538,0.00382774
AT5G25140	9	0,-0.0606285,-1.2538,0.00382774
AT5G25170	0	0,-0.0606285,1.14487,0.0313974
AT5G25190	18	0,-0.0606285,1.63183,0.0357698
AT5G25350	54	0,0.163101,0.0417034,0.766731
AT5G25460	18	0,-0.0606285,1.63183,0.0357698
AT5G25610	57	0,0.163101,0.0417034,-1.07882
AT5G25830	0	0,-0.0606285,1.14487,0.0313974
AT5G26220	0	0,-0.0606285,1.14487,0.0313974
AT5G26280	9	0,-0.0606285,-1.2538,0.00382774
AT5G27400	9	0,-0.0606285,-1.2538,0.00382774
AT5G28300	0	0,-0.0606285,1.14487,0.0313974
AT5G35732	0	0,-0.0606285,1.14487,0.0313974
AT5G36710	9	0,-0.0606285,-1.2538,0.00382774
AT5G37260	9	0,-0.0606285,-1.2538,0.00382774
AT5G37500	0	0,-0.0606285,1.14487,0.0313974
AT5G37600	18	0,-0.0606285,1.63183,0.0357698
AT5G37690	27	0,-1.2747,0.0662563,-0.120547
AT5G37990	54	0,0.163101,0.0417034,0.766731
AT5G38000	54	0,0.163101,0.0417034,0.766731
AT5G38020	54	0,0.163101,0.0417034,0.766731
AT5G38410	57	0,0.163101,0.0417034,-1.07882
AT5G38420	57	0,0.163101,0.0417034,-1.07882
AT5G38430	57	0,0.163101,0.0417034,-1.07882
AT5G38940	54	0,0.163101,0.0417034,0.766731
AT5G39610	0	0,-0.0606285,1.14487,0.0313974
AT5G39890	0	0,-0.0606285,1.14487,0.0313974
AT5G39970	0	0,-0.0606285,1.14487,0.0313974
AT5G41040	27	0,-1.2747,0.0662563,-0.120547
AT5G42092	18	0,-0.0606285,1.63183,0.0357698
AT5G42180	27	0,-1.2747,0.0662563,-0.120547
AT5G42530	54	0,0.163101,0.0417034,0.766731
AT5G42900	54	0,0.163101,0.0417034,0.766731
AT5G43170	18	0,-0.0606285,1.63183,0.0357698
AT5G43330	0	0,-0.0606285,1.14487,0.0313974
AT5G43380	18	0,-0.0606285,1.63183,0.0357698
AT5G43580	57	0,0.163101,0.0417034,-1.07882
AT5G43890	18	0,-0.0606285,1.63183,0.0357698
AT5G44400	54	0,0.163101,0.0417034,0.766731
AT5G44550	27	0,-1.2747,0.0662563,-0.120547
AT5G44580	0	0,-0.0606285,1.14487,0.0313974
AT5G45280	18	0,-0.0606285,1.63183,0.0357698
AT5G45340	18	0,-0.0606285,1.63183,0.0357698
AT5G45410	9	0,-0.0606285,-1.2538,0.00382774
AT5G45720	0	0,-0.0606285,1.14487,0.0313974
AT5G48430	0	0,-0.0606285,1.14487,0.0313974
AT5G48485	54	0,0.163101,0.0417034,0.766731
AT5G48570	54	0,0.163101,0.0417034,0.766731
AT5G48900	18	0,-0.0606285,1.63183,0.0357698
AT5G49360	9	0,-0.0606285,-1.2538,0.00382774
AT5G49450	54	0,0.163101,0.0417034,0.766731
AT5G49645	54	0,0.163101,0.0417034,0.766731
AT5G49700	54	0,0.163101,0.0417034,0.766731
AT5G49730	9	0,-0.0606285,-1.2538,0.00382774
AT5G50130	27	0,-1.2747,0.0662563,-0.120547
AT5G50200	57	0,0.163101,0.0417034,-1.07882
AT5G50670	18	0,-0.0606285,1.63183,0.0357698
AT5G50680	18	0,-0.0606285,1.63183,0.0357698
AT5G51390	54	0,0.163101,0.0417034,0.766731
AT5G53250	0	0,-0.0606285,1.14487,0.0313974
AT5G53420	18	0,-0.0606285,1.63183,0.0357698
AT5G53450	18	0,-0.0606285,1.63183,0.0357698
AT5G53750	0	0,-0.0606285,1.14487,0.0313974
AT5G53980	54	0,0.163101,0.0417034,0.766731
AT5G54080	9	0,-0.0606285,-1.2538,0.00382774
AT5G54470	57	0,0.163101,0.0417034,-1.07882
AT5G54490	54	0,0.163101,0.0417034,0.766731
AT5G54585	9	0,-0.0606285,-1.2538,0.00382774
AT5G54940	0	0,-0.0606285,1.14487,0.0313974
AT5G55180	27	0,-1.2747,0.0662563,-0.120547
AT5G55250	57	0,0.163101,0.0417034,-1.07882
AT5G55520	9	0,-0.0606285,-1.2538,0.00382774
AT5G55620	54	0,0.163101,0.0417034,0.766731
AT5G56100	54	0,0.163101,0.0417034,0.766731
AT5G56220	0	0,-0.0606285,1.14487,0.0313974
AT5G56230	18	0,-0.0606285,1.63183,0.0357698
AT5G56320	0	0,-0.0606285,1.14487,0.0313974
AT5G56350	0	0,-0.0606285,1.14487,0.0313974
AT5G56550	54	0,0.163101,0.0417034,0.766731
AT5G56750	9	0,-0.0606285,-1.2538,0.00382774
AT5G56980	27	0,-1.2747,0.0662563,-0.120547
AT5G57180	27	0,-1.2747,0.0662563,-0.120547
AT5G57190	0	0,-0.0606285,1.14487,0.0313974
AT5G57660	27	0,-1.2747,0.0662563,-0.120547
AT5G57760	54	0,0.163101,0.0417034,0.766731
AT5G57770	18	0,-0.0606285,1.63183,0.0357698
