kind	split	from_time	from_value	to_time	to_value	TF	coeff	avg_branch	avg_other	diff	score
2way	3	0.042	1.409			AT2G24570	0.0	0.022	0.008	-0.014	0.677
2way	3	0.042	1.409			AT2G41690	0.0	0.023	0.005	-0.017	0.677
2way	3	0.042	1.409			AT4G31550	0.0	0.03	0.013	-0.017	0.677
2way	3	0.042	1.409			AT5G50570	0.0	0.011	0.027	0.016	0.677
2way	3	0.042	1.409			AT1G01250	0.0	0.02	0.01	-0.01	0.678
2way	3	0.042	1.409			AT1G77640	0.0	0.015	0.008	-0.007	0.678
2way	3	0.042	1.409			AT2G03340	0.0	0.013	0.006	-0.007	0.678
2way	3	0.042	1.409			AT2G33810	0.0	0.007	0.002	-0.005	0.678
2way	3	0.042	1.409			AT3G61250	0.0	0.009	0.02	0.011	0.678
2way	3	0.042	1.409			AT4G36620	0.0	0.01	0.002	-0.008	0.678
2way	3	0.042	1.409			AT5G59990	0.0	0.012	0.003	-0.01	0.678
2way	3	0.042	1.409			AT1G34180	-0.272	0.05	0.064	0.014	0.683
2way	3	0.042	1.409			AT1G74480	0.0	0.054	0.07	0.015	0.683
2way	3	0.042	1.409			AT2G42200	0.0	0.064	0.082	0.018	0.683
2way	3	0.042	1.409			AT3G11020	0.0	0.051	0.068	0.017	0.683
2way	3	0.042	1.409			AT3G50060	0.0	0.076	0.055	-0.02	0.683
2way	3	0.042	1.409			AT5G26170	0.0	0.059	0.074	0.015	0.683
2way	3	0.042	1.409			AT1G34670	0.808	0.066	0.048	-0.019	0.685
2way	3	0.042	1.409			AT1G64620	0.0	0.052	0.066	0.014	0.685
2way	3	0.042	1.409			AT2G46590	0.0	0.058	0.04	-0.018	0.685
2way	3	0.042	1.409			AT3G10800	0.0	0.074	0.054	-0.02	0.685
2way	3	0.042	1.409			AT2G17950	0.0	0.01	0.02	0.01	0.692
2way	3	0.042	1.409			AT4G38620	0.0	0.025	0.037	0.013	0.692
2way	3	0.042	1.409			AT2G20110	0.0	0.08	0.062	-0.018	0.696
2way	3	0.042	1.409			AT2G23320	-0.396	0.058	0.081	0.023	0.696
2way	3	0.042	1.409			AT3G16280	0.0	0.062	0.079	0.017	0.7
2way	3	0.042	1.409			AT5G03790	-0.296	0.073	0.088	0.015	0.708
2way	3	0.042	1.409			AT5G06950	-0.056	0.078	0.092	0.014	0.716
2way	3	0.042	1.409			AT3G02940	0.0	0.075	0.058	-0.017	0.717
2way	3	0.042	1.409			AT1G28160	-0.059	0.073	0.089	0.015	0.724
2way	3	0.042	1.409			AT4G31060	0.0	0.086	0.102	0.015	0.724
2way	3	0.042	1.409			AT5G18270	0.0	0.081	0.064	-0.017	0.726
2way	3	0.042	1.409			AT1G22070	0.0	0.018	0.011	-0.007	0.73
2way	3	0.042	1.409			AT3G21175	0.0	0.017	0.014	-0.003	0.73
2way	3	0.042	1.409			AT5G07680	0.0	0.018	0.007	-0.011	0.73
2way	3	0.042	1.409			AT5G61600	0.0	0.02	0.012	-0.008	0.73
2way	3	0.042	1.409			AT1G08320	0.0	0.109	0.091	-0.019	0.732
2way	3	0.042	1.409			AT2G23340	0.0	0.075	0.099	0.024	0.732
2way	3	0.042	1.409			AT2G35700	0.0	0.072	0.096	0.024	0.732
2way	3	0.042	1.409			AT5G06839	0.0	0.102	0.082	-0.02	0.732
2way	3	0.042	1.409			AT5G25190	-0.055	0.174	0.2	0.026	0.732
2way	3	0.042	1.409			AT1G01720	0.0	0.103	0.088	-0.015	0.734
2way	3	0.042	1.409			AT1G03800	0.0	0.102	0.087	-0.015	0.734
2way	3	0.042	1.409			AT3G24120	0.0	0.105	0.12	0.015	0.734
2way	3	0.042	1.409			AT4G01500	0.0	0.02	0.03	0.01	0.734
2way	3	0.042	1.409			AT5G52660	0.0	0.102	0.121	0.019	0.734
2way	3	0.042	1.409			AT3G15210	0.0	0.097	0.079	-0.018	0.739
2way	3	0.042	1.409			AT5G10030	0.0	0.114	0.095	-0.018	0.739
2way	3	0.042	1.409			AT2G04038	0.0	0.129	0.113	-0.016	0.744
2way	3	0.042	1.409			AT1G68550	0.0	0.103	0.086	-0.017	0.745
2way	3	0.042	1.409			AT2G01818	0.0	0.024	0.015	-0.009	0.746
2way	3	0.042	1.409			AT3G09600	0.0	0.119	0.133	0.014	0.749
2way	3	0.042	1.409			AT5G51990	0.0	0.12	0.132	0.012	0.754
2way	3	0.042	1.409			AT1G68670	0.0	0.032	0.024	-0.008	0.763
2way	3	0.042	1.409			AT1G79180	0.0	0.033	0.032	-0.0	0.763
2way	3	0.042	1.409			AT4G28140	0.0	0.024	0.009	-0.014	0.763
2way	3	0.042	1.409			AT5G46350	0.0	0.025	0.035	0.01	0.763
2way	3	0.042	1.409			AT3G04070	0.0	0.031	0.026	-0.005	0.764
2way	3	0.042	1.409			AT1G19210	0.0	0.146	0.163	0.017	0.766
2way	3	0.042	1.409			AT3G26790	0.0	0.024	0.031	0.006	0.769
2way	3	0.042	1.409			AT5G04390	0.0	0.026	0.019	-0.007	0.769
2way	3	0.042	1.409			AT5G62470	0.0	0.028	0.039	0.011	0.769
2way	3	0.042	1.409			AT1G06180	0.202	0.035	0.025	-0.011	0.786
2way	3	0.042	1.409			AT1G27730	0.0	0.027	0.023	-0.004	0.786
2way	3	0.042	1.409			AT3G23220	0.0	0.031	0.029	-0.003	0.786
2way	3	0.042	1.409			AT5G13790	0.0	0.065	0.05	-0.015	0.786
2way	3	0.042	1.409			AT3G28910	0.0	0.032	0.036	0.003	0.788
2way	3	0.042	1.409			AT5G44210	0.0	0.027	0.03	0.003	0.788
2way	3	0.042	1.409			AT5G63090	0.0	0.035	0.023	-0.012	0.788
2way	3	0.042	1.409			AT1G76110	0.0	0.02	0.029	0.009	0.789
2way	3	0.042	1.409			AT1G29860	0.0	0.039	0.036	-0.003	0.803
2way	3	0.042	1.409			AT5G65510	0.0	0.032	0.027	-0.005	0.803
2way	3	0.042	1.409			AT1G25550	0.0	0.048	0.038	-0.01	0.806
2way	3	0.042	1.409			AT2G28920	0.0	0.047	0.059	0.013	0.806
2way	3	0.042	1.409			AT2G30250	0.0	0.046	0.04	-0.006	0.816
2way	3	0.042	1.409			AT2G40740	0.0	0.048	0.04	-0.007	0.816
2way	3	0.042	1.409			AT3G18990	0.0	0.046	0.054	0.007	0.816
2way	3	0.042	1.409			AT3G26620	0.0	0.046	0.057	0.01	0.816
2way	3	0.042	1.409			AT4G11660	0.0	0.042	0.046	0.004	0.816
2way	3	0.042	1.409			AT1G26960	0.0	0.053	0.039	-0.014	0.817
2way	3	0.042	1.409			AT1G62300	0.0	0.039	0.03	-0.009	0.817
2way	3	0.042	1.409			AT2G32460	0.0	0.038	0.043	0.005	0.817
2way	3	0.042	1.409			AT3G13810	0.0	0.045	0.037	-0.008	0.817
2way	3	0.042	1.409			AT3G44480	0.0	0.038	0.052	0.014	0.817
2way	3	0.042	1.409			AT4G01550	0.0	0.058	0.046	-0.012	0.817
2way	3	0.042	1.409			AT4G01680	0.0	0.049	0.047	-0.002	0.817
2way	3	0.042	1.409			AT4G06746	0.0	0.044	0.037	-0.007	0.817
2way	3	0.042	1.409			AT4G28500	0.0	0.044	0.031	-0.013	0.817
2way	3	0.042	1.409			AT5G52830	0.0	0.041	0.048	0.007	0.817
2way	3	0.042	1.409			AT5G66300	0.0	0.044	0.042	-0.002	0.817
2way	3	0.042	1.409			AT3G10030	0.0	0.048	0.052	0.005	0.826
2way	3	0.042	1.409			AT3G11440	0.0	0.061	0.052	-0.01	0.826
2way	3	0.042	1.409			AT3G23240	0.0	0.047	0.035	-0.012	0.826
2way	3	0.042	1.409			AT4G34590	0.0	0.055	0.059	0.003	0.826
2way	3	0.042	1.409			AT2G38470	0.0	0.046	0.035	-0.012	0.827
2way	3	0.042	1.409			AT1G28470	0.0	0.062	0.058	-0.004	0.835
2way	3	0.042	1.409			AT1G36060	0.0	0.053	0.067	0.014	0.835
2way	3	0.042	1.409			AT2G03500	0.0	0.061	0.072	0.012	0.835
2way	3	0.042	1.409			AT2G45410	0.049	0.061	0.056	-0.004	0.835
2way	3	0.042	1.409			AT3G09735	0.0	0.057	0.064	0.006	0.835
2way	3	0.042	1.409			AT3G53200	0.0	0.059	0.067	0.008	0.835
2way	3	0.042	1.409			AT5G06960	0.0	0.06	0.051	-0.009	0.835
2way	3	0.042	1.409			AT5G65410	0.0	0.062	0.052	-0.011	0.835
2way	3	0.042	1.409			AT1G79580	0.0	0.064	0.054	-0.01	0.842
2way	3	0.042	1.409			AT2G20400	0.0	0.064	0.07	0.006	0.842
2way	3	0.042	1.409			AT2G23290	0.0	0.069	0.062	-0.007	0.842
2way	3	0.042	1.409			AT2G42430	0.0	0.061	0.055	-0.006	0.842
2way	3	0.042	1.409			AT4G37260	0.0	0.069	0.059	-0.01	0.842
2way	3	0.042	1.409			AT1G71696	0.0	0.06	0.055	-0.005	0.843
2way	3	0.042	1.409			AT2G33710	0.0	0.066	0.06	-0.006	0.843
2way	3	0.042	1.409			AT3G28920	0.0	0.062	0.052	-0.01	0.843
2way	3	0.042	1.409			AT1G49560	0.249	0.07	0.058	-0.012	0.848
2way	3	0.042	1.409			AT1G75240	0.016	0.078	0.065	-0.013	0.848
2way	3	0.042	1.409			AT5G13080	0.0	0.07	0.073	0.003	0.849
2way	3	0.042	1.409			AT1G34190	0.0	0.062	0.071	0.009	0.85
2way	3	0.042	1.409			AT2G02080	0.0	0.071	0.062	-0.01	0.851
2way	3	0.042	1.409			AT4G01540	0.0	0.073	0.061	-0.012	0.853
2way	3	0.042	1.409			AT4G34410	0.0	0.068	0.061	-0.007	0.853
2way	3	0.042	1.409			AT4G17980	0.0	0.078	0.069	-0.009	0.854
2way	3	0.042	1.409			AT4G36780	0.0	0.079	0.075	-0.004	0.858
2way	3	0.042	1.409			AT5G65210	0.0	0.092	0.086	-0.006	0.858
2way	3	0.042	1.409			AT4G32730	0.0	0.094	0.081	-0.013	0.862
2way	3	0.042	1.409			AT1G78700	0.0	0.082	0.076	-0.006	0.863
2way	3	0.042	1.409			AT3G10113	0.0	0.1	0.11	0.01	0.863
2way	3	0.042	1.409			AT1G52880	0.0	0.095	0.083	-0.012	0.866
2way	3	0.042	1.409			AT3G12250	0.0	0.108	0.1	-0.008	0.866
2way	3	0.042	1.409			AT5G66700	0.0	0.09	0.098	0.008	0.866
2way	3	0.042	1.409			AT3G20310	0.0	0.102	0.101	-0.002	0.869
2way	3	0.042	1.409			AT4G16750	0.0	0.111	0.121	0.01	0.872
2way	3	0.042	1.409			AT1G12630	0.0	0.115	0.123	0.008	0.874
