gene	node	trajectory
AT1G50740	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT1G51090	19710	0,0.317029,0.403852,0.797119,0.0920931,0.345726,1.51863,1.66613,0.766353
AT1G51130	0	0,0.136497,0.501236,3.10954,3.60427,3.73294,3.10381,1.81371,1.37012
AT1G51890	729	0,0.136497,0.501236,1.22632,1.35384,1.76908,0.692738,0.0283157,0.0861207
AT1G52000	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT1G52270	729	0,0.136497,0.501236,1.22632,1.35384,1.76908,0.692738,0.0283157,0.0861207
AT1G52315	0	0,0.136497,0.501236,3.10954,3.60427,3.73294,3.10381,1.81371,1.37012
AT1G52400	2511	0,0.136497,-0.0111722,-0.480592,-0.549368,-1.54096,-1.70676,-1.08985,-0.416439
AT1G52410	2511	0,0.136497,-0.0111722,-0.480592,-0.549368,-1.54096,-1.70676,-1.08985,-0.416439
AT1G52905	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT1G53025	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT1G53140	2187	0,0.136497,-0.0111722,-0.480592,-1.30775,-3.15618,-3.19631,-2.21837,-0.850729
AT1G53625	729	0,0.136497,0.501236,1.22632,1.35384,1.76908,0.692738,0.0283157,0.0861207
AT1G54385	2511	0,0.136497,-0.0111722,-0.480592,-0.549368,-1.54096,-1.70676,-1.08985,-0.416439
AT1G54575	19710	0,0.317029,0.403852,0.797119,0.0920931,0.345726,1.51863,1.66613,0.766353
AT1G54740	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT1G54820	2430	0,0.136497,-0.0111722,-0.480592,-0.549368,0.24099,1.50257,1.80661,0.668154
AT1G55265	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT1G55450	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT1G55990	19710	0,0.317029,0.403852,0.797119,0.0920931,0.345726,1.51863,1.66613,0.766353
AT1G56240	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT1G56430	2430	0,0.136497,-0.0111722,-0.480592,-0.549368,0.24099,1.50257,1.80661,0.668154
AT1G56510	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT1G56540	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT1G56650	19710	0,0.317029,0.403852,0.797119,0.0920931,0.345726,1.51863,1.66613,0.766353
AT1G56680	2511	0,0.136497,-0.0111722,-0.480592,-0.549368,-1.54096,-1.70676,-1.08985,-0.416439
AT1G57990	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT1G58180	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT1G58420	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT1G58684	2187	0,0.136497,-0.0111722,-0.480592,-1.30775,-3.15618,-3.19631,-2.21837,-0.850729
AT1G58983	2430	0,0.136497,-0.0111722,-0.480592,-0.549368,0.24099,1.50257,1.80661,0.668154
AT1G59359	2187	0,0.136497,-0.0111722,-0.480592,-1.30775,-3.15618,-3.19631,-2.21837,-0.850729
AT1G59540	2511	0,0.136497,-0.0111722,-0.480592,-0.549368,-1.54096,-1.70676,-1.08985,-0.416439
AT1G59590	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT1G59660	0	0,0.136497,0.501236,3.10954,3.60427,3.73294,3.10381,1.81371,1.37012
AT1G59910	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT1G60140	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT1G60590	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT1G61340	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT1G61450	2511	0,0.136497,-0.0111722,-0.480592,-0.549368,-1.54096,-1.70676,-1.08985,-0.416439
AT1G61470	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT1G61740	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT1G61800	2430	0,0.136497,-0.0111722,-0.480592,-0.549368,0.24099,1.50257,1.80661,0.668154
AT1G62180	19710	0,0.317029,0.403852,0.797119,0.0920931,0.345726,1.51863,1.66613,0.766353
AT1G62500	2511	0,0.136497,-0.0111722,-0.480592,-0.549368,-1.54096,-1.70676,-1.08985,-0.416439
AT1G62510	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT1G62540	2430	0,0.136497,-0.0111722,-0.480592,-0.549368,0.24099,1.50257,1.80661,0.668154
AT1G62560	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT1G62730	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT1G63100	2187	0,0.136497,-0.0111722,-0.480592,-1.30775,-3.15618,-3.19631,-2.21837,-0.850729
AT1G63180	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT1G63530	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT1G63720	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT1G63750	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT1G63860	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT1G64065	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT1G64390	2430	0,0.136497,-0.0111722,-0.480592,-0.549368,0.24099,1.50257,1.80661,0.668154
AT1G64400	2430	0,0.136497,-0.0111722,-0.480592,-0.549368,0.24099,1.50257,1.80661,0.668154
AT1G64620	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT1G64660	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT1G64970	19710	0,0.317029,0.403852,0.797119,0.0920931,0.345726,1.51863,1.66613,0.766353
AT1G65390	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT1G65490	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT1G65710	2187	0,0.136497,-0.0111722,-0.480592,-1.30775,-3.15618,-3.19631,-2.21837,-0.850729
AT1G65860	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT1G65970	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT1G66040	0	0,0.136497,0.501236,3.10954,3.60427,3.73294,3.10381,1.81371,1.37012
AT1G66090	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT1G66160	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT1G66180	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT1G66400	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT1G66500	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT1G66810	729	0,0.136497,0.501236,1.22632,1.35384,1.76908,0.692738,0.0283157,0.0861207
AT1G67035	2511	0,0.136497,-0.0111722,-0.480592,-0.549368,-1.54096,-1.70676,-1.08985,-0.416439
AT1G67330	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT1G67470	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT1G67750	2430	0,0.136497,-0.0111722,-0.480592,-0.549368,0.24099,1.50257,1.80661,0.668154
AT1G67810	729	0,0.136497,0.501236,1.22632,1.35384,1.76908,0.692738,0.0283157,0.0861207
AT1G68200	0	0,0.136497,0.501236,3.10954,3.60427,3.73294,3.10381,1.81371,1.37012
AT1G68520	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT1G68600	2430	0,0.136497,-0.0111722,-0.480592,-0.549368,0.24099,1.50257,1.80661,0.668154
AT1G68620	729	0,0.136497,0.501236,1.22632,1.35384,1.76908,0.692738,0.0283157,0.0861207
AT1G68840	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT1G68880	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT1G69570	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT1G69840	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT1G69890	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT1G70290	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT1G70440	0	0,0.136497,0.501236,3.10954,3.60427,3.73294,3.10381,1.81371,1.37012
AT1G70700	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT1G70740	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT1G71030	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT1G72060	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT1G72250	2187	0,0.136497,-0.0111722,-0.480592,-1.30775,-3.15618,-3.19631,-2.21837,-0.850729
AT1G72520	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT1G72670	2187	0,0.136497,-0.0111722,-0.480592,-1.30775,-3.15618,-3.19631,-2.21837,-0.850729
AT1G72790	729	0,0.136497,0.501236,1.22632,1.35384,1.76908,0.692738,0.0283157,0.0861207
AT1G72900	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT1G72910	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT1G72920	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT1G72940	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT1G73325	2430	0,0.136497,-0.0111722,-0.480592,-0.549368,0.24099,1.50257,1.80661,0.668154
AT1G73500	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT1G73540	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT1G73590	2511	0,0.136497,-0.0111722,-0.480592,-0.549368,-1.54096,-1.70676,-1.08985,-0.416439
AT1G73600	19710	0,0.317029,0.403852,0.797119,0.0920931,0.345726,1.51863,1.66613,0.766353
AT1G73805	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT1G74390	729	0,0.136497,0.501236,1.22632,1.35384,1.76908,0.692738,0.0283157,0.0861207
AT1G74400	729	0,0.136497,0.501236,1.22632,1.35384,1.76908,0.692738,0.0283157,0.0861207
AT1G74440	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT1G74450	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT1G74460	2430	0,0.136497,-0.0111722,-0.480592,-0.549368,0.24099,1.50257,1.80661,0.668154
AT1G74670	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT1G75640	2511	0,0.136497,-0.0111722,-0.480592,-0.549368,-1.54096,-1.70676,-1.08985,-0.416439
AT1G75700	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT1G75750	2511	0,0.136497,-0.0111722,-0.480592,-0.549368,-1.54096,-1.70676,-1.08985,-0.416439
AT1G75900	2430	0,0.136497,-0.0111722,-0.480592,-0.549368,0.24099,1.50257,1.80661,0.668154
AT1G75960	2511	0,0.136497,-0.0111722,-0.480592,-0.549368,-1.54096,-1.70676,-1.08985,-0.416439
AT1G76180	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT1G76310	2187	0,0.136497,-0.0111722,-0.480592,-1.30775,-3.15618,-3.19631,-2.21837,-0.850729
AT1G76410	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT1G76540	2511	0,0.136497,-0.0111722,-0.480592,-0.549368,-1.54096,-1.70676,-1.08985,-0.416439
AT1G76600	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT1G76650	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT1G76740	2511	0,0.136497,-0.0111722,-0.480592,-0.549368,-1.54096,-1.70676,-1.08985,-0.416439
AT1G77210	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT1G77520	2430	0,0.136497,-0.0111722,-0.480592,-0.549368,0.24099,1.50257,1.80661,0.668154
AT1G77760	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT1G78020	2430	0,0.136497,-0.0111722,-0.480592,-0.549368,0.24099,1.50257,1.80661,0.668154
AT1G78110	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT1G78150	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT1G78340	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT1G78430	2511	0,0.136497,-0.0111722,-0.480592,-0.549368,-1.54096,-1.70676,-1.08985,-0.416439
AT1G78450	2511	0,0.136497,-0.0111722,-0.480592,-0.549368,-1.54096,-1.70676,-1.08985,-0.416439
AT1G78570	2430	0,0.136497,-0.0111722,-0.480592,-0.549368,0.24099,1.50257,1.80661,0.668154
AT1G78830	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT1G78865	2187	0,0.136497,-0.0111722,-0.480592,-1.30775,-3.15618,-3.19631,-2.21837,-0.850729
AT1G79610	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT1G79700	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT1G79820	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT1G80130	2430	0,0.136497,-0.0111722,-0.480592,-0.549368,0.24099,1.50257,1.80661,0.668154
AT1G80440	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT1G80610	729	0,0.136497,0.501236,1.22632,1.35384,1.76908,0.692738,0.0283157,0.0861207
AT1G80840	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT1G80850	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT1G80920	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT2G01180	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT2G01530	2511	0,0.136497,-0.0111722,-0.480592,-0.549368,-1.54096,-1.70676,-1.08985,-0.416439
AT2G01610	19710	0,0.317029,0.403852,0.797119,0.0920931,0.345726,1.51863,1.66613,0.766353
AT2G02710	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT2G03090	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT2G03870	729	0,0.136497,0.501236,1.22632,1.35384,1.76908,0.692738,0.0283157,0.0861207
AT2G04040	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT2G04755	19710	0,0.317029,0.403852,0.797119,0.0920931,0.345726,1.51863,1.66613,0.766353
AT2G05230	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT2G05380	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT2G05540	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT2G06465	729	0,0.136497,0.501236,1.22632,1.35384,1.76908,0.692738,0.0283157,0.0861207
AT2G06510	729	0,0.136497,0.501236,1.22632,1.35384,1.76908,0.692738,0.0283157,0.0861207
AT2G07170	2511	0,0.136497,-0.0111722,-0.480592,-0.549368,-1.54096,-1.70676,-1.08985,-0.416439
AT2G08420	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT2G08665	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT2G09735	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT2G10940	2511	0,0.136497,-0.0111722,-0.480592,-0.549368,-1.54096,-1.70676,-1.08985,-0.416439
AT2G14247	19710	0,0.317029,0.403852,0.797119,0.0920931,0.345726,1.51863,1.66613,0.766353
AT2G14460	19710	0,0.317029,0.403852,0.797119,0.0920931,0.345726,1.51863,1.66613,0.766353
AT2G14580	19710	0,0.317029,0.403852,0.797119,0.0920931,0.345726,1.51863,1.66613,0.766353
AT2G14878	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT2G15020	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT2G15292	19710	0,0.317029,0.403852,0.797119,0.0920931,0.345726,1.51863,1.66613,0.766353
AT2G15480	729	0,0.136497,0.501236,1.22632,1.35384,1.76908,0.692738,0.0283157,0.0861207
AT2G15490	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT2G15880	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT2G15890	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT2G15960	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT2G16270	2187	0,0.136497,-0.0111722,-0.480592,-1.30775,-3.15618,-3.19631,-2.21837,-0.850729
AT2G16660	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT2G16850	2511	0,0.136497,-0.0111722,-0.480592,-0.549368,-1.54096,-1.70676,-1.08985,-0.416439
AT2G16890	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT2G17040	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT2G17620	2187	0,0.136497,-0.0111722,-0.480592,-1.30775,-3.15618,-3.19631,-2.21837,-0.850729
AT2G17840	729	0,0.136497,0.501236,1.22632,1.35384,1.76908,0.692738,0.0283157,0.0861207
AT2G17880	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT2G18000	0	0,0.136497,0.501236,3.10954,3.60427,3.73294,3.10381,1.81371,1.37012
AT2G18193	81	0,0.136497,0.501236,3.10954,3.60427,5.89663,5.3634,3.924,3.2079
AT2G18600	0	0,0.136497,0.501236,3.10954,3.60427,3.73294,3.10381,1.81371,1.37012
AT2G18690	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT2G18700	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT2G18760	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT2G18790	729	0,0.136497,0.501236,1.22632,1.35384,1.76908,0.692738,0.0283157,0.0861207
AT2G19310	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT2G19650	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT2G19800	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT2G20320	729	0,0.136497,0.501236,1.22632,1.35384,1.76908,0.692738,0.0283157,0.0861207
AT2G20340	2430	0,0.136497,-0.0111722,-0.480592,-0.549368,0.24099,1.50257,1.80661,0.668154
AT2G20560	729	0,0.136497,0.501236,1.22632,1.35384,1.76908,0.692738,0.0283157,0.0861207
AT2G20570	2430	0,0.136497,-0.0111722,-0.480592,-0.549368,0.24099,1.50257,1.80661,0.668154
AT2G20590	2187	0,0.136497,-0.0111722,-0.480592,-1.30775,-3.15618,-3.19631,-2.21837,-0.850729
AT2G20670	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT2G21500	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT2G21640	0	0,0.136497,0.501236,3.10954,3.60427,3.73294,3.10381,1.81371,1.37012
AT2G21790	0	0,0.136497,0.501236,3.10954,3.60427,3.73294,3.10381,1.81371,1.37012
AT2G22330	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT2G22500	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT2G22510	19710	0,0.317029,0.403852,0.797119,0.0920931,0.345726,1.51863,1.66613,0.766353
AT2G22590	2430	0,0.136497,-0.0111722,-0.480592,-0.549368,0.24099,1.50257,1.80661,0.668154
AT2G22610	2187	0,0.136497,-0.0111722,-0.480592,-1.30775,-3.15618,-3.19631,-2.21837,-0.850729
AT2G22980	2511	0,0.136497,-0.0111722,-0.480592,-0.549368,-1.54096,-1.70676,-1.08985,-0.416439
AT2G23000	19710	0,0.317029,0.403852,0.797119,0.0920931,0.345726,1.51863,1.66613,0.766353
AT2G23120	729	0,0.136497,0.501236,1.22632,1.35384,1.76908,0.692738,0.0283157,0.0861207
AT2G23150	729	0,0.136497,0.501236,1.22632,1.35384,1.76908,0.692738,0.0283157,0.0861207
AT2G23170	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT2G23680	729	0,0.136497,0.501236,1.22632,1.35384,1.76908,0.692738,0.0283157,0.0861207
AT2G23810	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT2G23910	2430	0,0.136497,-0.0111722,-0.480592,-0.549368,0.24099,1.50257,1.80661,0.668154
AT2G24550	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT2G24600	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT2G24762	2430	0,0.136497,-0.0111722,-0.480592,-0.549368,0.24099,1.50257,1.80661,0.668154
AT2G24980	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT2G25000	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT2G25060	2187	0,0.136497,-0.0111722,-0.480592,-1.30775,-3.15618,-3.19631,-2.21837,-0.850729
AT2G25090	2511	0,0.136497,-0.0111722,-0.480592,-0.549368,-1.54096,-1.70676,-1.08985,-0.416439
AT2G25200	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT2G25460	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT2G25510	19710	0,0.317029,0.403852,0.797119,0.0920931,0.345726,1.51863,1.66613,0.766353
AT2G25735	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT2G25880	2187	0,0.136497,-0.0111722,-0.480592,-1.30775,-3.15618,-3.19631,-2.21837,-0.850729
AT2G25900	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT2G25940	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT2G25964	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT2G26180	2511	0,0.136497,-0.0111722,-0.480592,-0.549368,-1.54096,-1.70676,-1.08985,-0.416439
AT2G26190	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT2G26530	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT2G26560	729	0,0.136497,0.501236,1.22632,1.35384,1.76908,0.692738,0.0283157,0.0861207
AT2G26760	2187	0,0.136497,-0.0111722,-0.480592,-1.30775,-3.15618,-3.19631,-2.21837,-0.850729
AT2G27080	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT2G27402	0	0,0.136497,0.501236,3.10954,3.60427,3.73294,3.10381,1.81371,1.37012
AT2G27420	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT2G27690	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT2G27830	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT2G28120	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT2G28400	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
AT2G28570	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT2G28620	2187	0,0.136497,-0.0111722,-0.480592,-1.30775,-3.15618,-3.19631,-2.21837,-0.850729
AT2G28780	2511	0,0.136497,-0.0111722,-0.480592,-0.549368,-1.54096,-1.70676,-1.08985,-0.416439
AT2G29090	26244	0,-0.363052,-0.663273,-1.18191,-0.295297,-0.916233,-0.256606,0.0905716,0.0358392
AT2G29120	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT2G29300	19683	0,0.317029,0.403852,0.797119,0.0920931,0.345726,-1.50469,-1.98553,-0.708598
AT2G29500	756	0,0.136497,0.501236,1.22632,1.35384,1.76908,1.69898,0.927675,0.597953
AT2G30020	6561	0,1.62283,2.1152,1.29044,0.83319,0.793254,0.0165126,-0.338399,-0.0819094
