gene	node	trajectory
AT1G49870	6561	0,-0.388192,-0.4165,-0.850191,-1.94557,-1.90452,-1.09745,0.309705,-0.0154922
AT1G50040	2187	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.991963,-1.09774,-0.474391
AT1G50490	6561	0,-0.388192,-0.4165,-0.850191,-1.94557,-1.90452,-1.09745,0.309705,-0.0154922
AT1G50740	2214	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.184868,-0.172834,1.21982
AT1G51090	2241	0,1.18441,1.44652,0.826065,0.476693,0.301634,0.742637,0.756567,0.998698
AT1G51140	0	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,1.10385,1.52071,1.4518
AT1G51700	27	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,1.96701
AT1G51820	2187	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.991963,-1.09774,-0.474391
AT1G52315	27	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,1.96701
AT1G52690	27	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,1.96701
AT1G52905	13149	0,-1.00224,-1.01885,-0.984722,-0.555637,-0.763614,-1.21808,-1.36479,-1.34472
AT1G53070	0	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,1.10385,1.52071,1.4518
AT1G53140	6561	0,-0.388192,-0.4165,-0.850191,-1.94557,-1.90452,-1.09745,0.309705,-0.0154922
AT1G53625	2217	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.184868,-0.172834,-0.132223
AT1G53875	13122	0,-1.00224,-1.01885,-0.984722,-0.555637,-0.763614,-0.113647,0.104002,0.468587
AT1G53920	30	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,0.467187
AT1G54010	30	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,0.467187
AT1G54050	2241	0,1.18441,1.44652,0.826065,0.476693,0.301634,0.742637,0.756567,0.998698
AT1G54100	8748	0,-0.388192,-0.0768974,0.55364,0.276544,-0.257731,-1.27246,-1.42274,-1.37303
AT1G54540	30	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,0.467187
AT1G54575	27	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,1.96701
AT1G54740	8748	0,-0.388192,-0.0768974,0.55364,0.276544,-0.257731,-1.27246,-1.42274,-1.37303
AT1G54820	0	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,1.10385,1.52071,1.4518
AT1G54970	13149	0,-1.00224,-1.01885,-0.984722,-0.555637,-0.763614,-1.21808,-1.36479,-1.34472
AT1G55210	0	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,1.10385,1.52071,1.4518
AT1G55330	0	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,1.10385,1.52071,1.4518
AT1G55450	2214	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.184868,-0.172834,1.21982
AT1G55810	8748	0,-0.388192,-0.0768974,0.55364,0.276544,-0.257731,-1.27246,-1.42274,-1.37303
AT1G55990	27	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,1.96701
AT1G56240	2214	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.184868,-0.172834,1.21982
AT1G56430	0	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,1.10385,1.52071,1.4518
AT1G56510	2187	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.991963,-1.09774,-0.474391
AT1G56650	0	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,1.10385,1.52071,1.4518
AT1G57990	2217	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.184868,-0.172834,-0.132223
AT1G58170	0	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,1.10385,1.52071,1.4518
AT1G58420	30	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,0.467187
AT1G58684	81	0,1.18441,0.836144,-0.0860512,0.00924093,0.866552,1.71342,1.8595,1.74156
AT1G58983	81	0,1.18441,0.836144,-0.0860512,0.00924093,0.866552,1.71342,1.8595,1.74156
AT1G59359	81	0,1.18441,0.836144,-0.0860512,0.00924093,0.866552,1.71342,1.8595,1.74156
AT1G59540	6561	0,-0.388192,-0.4165,-0.850191,-1.94557,-1.90452,-1.09745,0.309705,-0.0154922
AT1G59860	30	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,0.467187
AT1G59910	2217	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.184868,-0.172834,-0.132223
AT1G60030	27	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,1.96701
AT1G60190	27	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,1.96701
AT1G60590	0	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,1.10385,1.52071,1.4518
AT1G60750	2217	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.184868,-0.172834,-0.132223
AT1G60830	13122	0,-1.00224,-1.01885,-0.984722,-0.555637,-0.763614,-0.113647,0.104002,0.468587
AT1G61255	2241	0,1.18441,1.44652,0.826065,0.476693,0.301634,0.742637,0.756567,0.998698
AT1G61340	2214	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.184868,-0.172834,1.21982
AT1G61450	13122	0,-1.00224,-1.01885,-0.984722,-0.555637,-0.763614,-0.113647,0.104002,0.468587
AT1G61740	8748	0,-0.388192,-0.0768974,0.55364,0.276544,-0.257731,-1.27246,-1.42274,-1.37303
AT1G61800	27	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,1.96701
AT1G62180	30	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,0.467187
AT1G62280	13122	0,-1.00224,-1.01885,-0.984722,-0.555637,-0.763614,-0.113647,0.104002,0.468587
AT1G62500	13149	0,-1.00224,-1.01885,-0.984722,-0.555637,-0.763614,-1.21808,-1.36479,-1.34472
AT1G62540	0	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,1.10385,1.52071,1.4518
AT1G62560	13122	0,-1.00224,-1.01885,-0.984722,-0.555637,-0.763614,-0.113647,0.104002,0.468587
AT1G62570	30	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,0.467187
AT1G62770	13122	0,-1.00224,-1.01885,-0.984722,-0.555637,-0.763614,-0.113647,0.104002,0.468587
AT1G62975	30	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,0.467187
AT1G63100	6561	0,-0.388192,-0.4165,-0.850191,-1.94557,-1.90452,-1.09745,0.309705,-0.0154922
AT1G63750	2187	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.991963,-1.09774,-0.474391
AT1G63860	2187	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.991963,-1.09774,-0.474391
AT1G64380	2241	0,1.18441,1.44652,0.826065,0.476693,0.301634,0.742637,0.756567,0.998698
AT1G64390	0	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,1.10385,1.52071,1.4518
AT1G64400	0	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,1.10385,1.52071,1.4518
AT1G64660	2217	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.184868,-0.172834,-0.132223
AT1G64970	0	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,1.10385,1.52071,1.4518
AT1G65310	81	0,1.18441,0.836144,-0.0860512,0.00924093,0.866552,1.71342,1.8595,1.74156
AT1G65390	2187	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.991963,-1.09774,-0.474391
AT1G65490	2241	0,1.18441,1.44652,0.826065,0.476693,0.301634,0.742637,0.756567,0.998698
AT1G65710	6561	0,-0.388192,-0.4165,-0.850191,-1.94557,-1.90452,-1.09745,0.309705,-0.0154922
AT1G65860	13122	0,-1.00224,-1.01885,-0.984722,-0.555637,-0.763614,-0.113647,0.104002,0.468587
AT1G65890	0	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,1.10385,1.52071,1.4518
AT1G65970	13149	0,-1.00224,-1.01885,-0.984722,-0.555637,-0.763614,-1.21808,-1.36479,-1.34472
AT1G66080	30	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,0.467187
AT1G66090	2187	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.991963,-1.09774,-0.474391
AT1G66160	2217	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.184868,-0.172834,-0.132223
AT1G66400	30	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,0.467187
AT1G66800	0	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,1.10385,1.52071,1.4518
AT1G66880	27	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,1.96701
AT1G66920	27	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,1.96701
AT1G67035	6561	0,-0.388192,-0.4165,-0.850191,-1.94557,-1.90452,-1.09745,0.309705,-0.0154922
AT1G67105	0	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,1.10385,1.52071,1.4518
AT1G67110	30	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,0.467187
AT1G67330	13149	0,-1.00224,-1.01885,-0.984722,-0.555637,-0.763614,-1.21808,-1.36479,-1.34472
AT1G67360	0	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,1.10385,1.52071,1.4518
AT1G67750	0	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,1.10385,1.52071,1.4518
AT1G67810	2217	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.184868,-0.172834,-0.132223
AT1G68190	2217	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.184868,-0.172834,-0.132223
AT1G68200	27	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,1.96701
AT1G68520	2217	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.184868,-0.172834,-0.132223
AT1G68600	0	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,1.10385,1.52071,1.4518
AT1G68840	2187	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.991963,-1.09774,-0.474391
AT1G69530	13122	0,-1.00224,-1.01885,-0.984722,-0.555637,-0.763614,-0.113647,0.104002,0.468587
AT1G69570	8748	0,-0.388192,-0.0768974,0.55364,0.276544,-0.257731,-1.27246,-1.42274,-1.37303
AT1G69840	2187	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.991963,-1.09774,-0.474391
AT1G69890	8748	0,-0.388192,-0.0768974,0.55364,0.276544,-0.257731,-1.27246,-1.42274,-1.37303
AT1G70290	2187	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.991963,-1.09774,-0.474391
AT1G70440	27	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,1.96701
AT1G70460	13149	0,-1.00224,-1.01885,-0.984722,-0.555637,-0.763614,-1.21808,-1.36479,-1.34472
AT1G70700	8748	0,-0.388192,-0.0768974,0.55364,0.276544,-0.257731,-1.27246,-1.42274,-1.37303
AT1G70830	0	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,1.10385,1.52071,1.4518
AT1G70890	0	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,1.10385,1.52071,1.4518
AT1G71030	8748	0,-0.388192,-0.0768974,0.55364,0.276544,-0.257731,-1.27246,-1.42274,-1.37303
AT1G72060	2217	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.184868,-0.172834,-0.132223
AT1G72140	30	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,0.467187
AT1G72250	6561	0,-0.388192,-0.4165,-0.850191,-1.94557,-1.90452,-1.09745,0.309705,-0.0154922
AT1G72416	2187	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.991963,-1.09774,-0.474391
AT1G72490	27	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,1.96701
AT1G72520	2214	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.184868,-0.172834,1.21982
AT1G72670	6561	0,-0.388192,-0.4165,-0.850191,-1.94557,-1.90452,-1.09745,0.309705,-0.0154922
AT1G72900	2187	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.991963,-1.09774,-0.474391
AT1G72910	27	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,1.96701
AT1G72920	2214	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.184868,-0.172834,1.21982
AT1G72930	27	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,1.96701
AT1G73010	27	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,1.96701
AT1G73260	8748	0,-0.388192,-0.0768974,0.55364,0.276544,-0.257731,-1.27246,-1.42274,-1.37303
AT1G73480	2214	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.184868,-0.172834,1.21982
AT1G73500	2187	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.991963,-1.09774,-0.474391
AT1G73540	30	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,0.467187
AT1G73600	81	0,1.18441,0.836144,-0.0860512,0.00924093,0.866552,1.71342,1.8595,1.74156
AT1G73805	27	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,1.96701
AT1G73810	27	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,1.96701
AT1G73830	13149	0,-1.00224,-1.01885,-0.984722,-0.555637,-0.763614,-1.21808,-1.36479,-1.34472
AT1G74010	30	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,0.467187
AT1G74070	0	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,1.10385,1.52071,1.4518
AT1G74090	13122	0,-1.00224,-1.01885,-0.984722,-0.555637,-0.763614,-0.113647,0.104002,0.468587
AT1G74310	2187	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.991963,-1.09774,-0.474391
AT1G74440	27	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,1.96701
AT1G74670	2241	0,1.18441,1.44652,0.826065,0.476693,0.301634,0.742637,0.756567,0.998698
AT1G74710	27	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,1.96701
AT1G74870	2241	0,1.18441,1.44652,0.826065,0.476693,0.301634,0.742637,0.756567,0.998698
AT1G75040	27	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,1.96701
AT1G75750	8748	0,-0.388192,-0.0768974,0.55364,0.276544,-0.257731,-1.27246,-1.42274,-1.37303
AT1G75900	0	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,1.10385,1.52071,1.4518
AT1G76310	6561	0,-0.388192,-0.4165,-0.850191,-1.94557,-1.90452,-1.09745,0.309705,-0.0154922
AT1G76410	8748	0,-0.388192,-0.0768974,0.55364,0.276544,-0.257731,-1.27246,-1.42274,-1.37303
AT1G76600	2187	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.991963,-1.09774,-0.474391
AT1G76650	2214	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.184868,-0.172834,1.21982
AT1G76740	6561	0,-0.388192,-0.4165,-0.850191,-1.94557,-1.90452,-1.09745,0.309705,-0.0154922
AT1G76790	0	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,1.10385,1.52071,1.4518
AT1G77120	81	0,1.18441,0.836144,-0.0860512,0.00924093,0.866552,1.71342,1.8595,1.74156
AT1G77380	8748	0,-0.388192,-0.0768974,0.55364,0.276544,-0.257731,-1.27246,-1.42274,-1.37303
AT1G77520	0	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,1.10385,1.52071,1.4518
AT1G77530	30	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,0.467187
AT1G77760	13149	0,-1.00224,-1.01885,-0.984722,-0.555637,-0.763614,-1.21808,-1.36479,-1.34472
AT1G78000	2217	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.184868,-0.172834,-0.132223
AT1G78020	0	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,1.10385,1.52071,1.4518
AT1G78340	30	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,0.467187
AT1G78370	13122	0,-1.00224,-1.01885,-0.984722,-0.555637,-0.763614,-0.113647,0.104002,0.468587
AT1G78865	6561	0,-0.388192,-0.4165,-0.850191,-1.94557,-1.90452,-1.09745,0.309705,-0.0154922
AT1G79110	13122	0,-1.00224,-1.01885,-0.984722,-0.555637,-0.763614,-0.113647,0.104002,0.468587
AT1G79700	8748	0,-0.388192,-0.0768974,0.55364,0.276544,-0.257731,-1.27246,-1.42274,-1.37303
AT1G80130	81	0,1.18441,0.836144,-0.0860512,0.00924093,0.866552,1.71342,1.8595,1.74156
AT1G80160	8748	0,-0.388192,-0.0768974,0.55364,0.276544,-0.257731,-1.27246,-1.42274,-1.37303
AT1G80240	13122	0,-1.00224,-1.01885,-0.984722,-0.555637,-0.763614,-0.113647,0.104002,0.468587
AT1G80440	2187	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.991963,-1.09774,-0.474391
AT1G80820	27	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,1.96701
AT1G80840	2187	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.991963,-1.09774,-0.474391
AT1G80920	8748	0,-0.388192,-0.0768974,0.55364,0.276544,-0.257731,-1.27246,-1.42274,-1.37303
AT2G01190	8748	0,-0.388192,-0.0768974,0.55364,0.276544,-0.257731,-1.27246,-1.42274,-1.37303
AT2G01610	0	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,1.10385,1.52071,1.4518
AT2G01880	30	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,0.467187
AT2G02120	13122	0,-1.00224,-1.01885,-0.984722,-0.555637,-0.763614,-0.113647,0.104002,0.468587
AT2G02680	8748	0,-0.388192,-0.0768974,0.55364,0.276544,-0.257731,-1.27246,-1.42274,-1.37303
AT2G02710	8748	0,-0.388192,-0.0768974,0.55364,0.276544,-0.257731,-1.27246,-1.42274,-1.37303
AT2G02810	2241	0,1.18441,1.44652,0.826065,0.476693,0.301634,0.742637,0.756567,0.998698
AT2G02990	2241	0,1.18441,1.44652,0.826065,0.476693,0.301634,0.742637,0.756567,0.998698
AT2G04050	13122	0,-1.00224,-1.01885,-0.984722,-0.555637,-0.763614,-0.113647,0.104002,0.468587
AT2G04450	27	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,1.96701
AT2G04570	30	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,0.467187
AT2G04755	81	0,1.18441,0.836144,-0.0860512,0.00924093,0.866552,1.71342,1.8595,1.74156
AT2G05070	2241	0,1.18441,1.44652,0.826065,0.476693,0.301634,0.742637,0.756567,0.998698
AT2G05230	8748	0,-0.388192,-0.0768974,0.55364,0.276544,-0.257731,-1.27246,-1.42274,-1.37303
AT2G05540	8748	0,-0.388192,-0.0768974,0.55364,0.276544,-0.257731,-1.27246,-1.42274,-1.37303
AT2G07015	13149	0,-1.00224,-1.01885,-0.984722,-0.555637,-0.763614,-1.21808,-1.36479,-1.34472
AT2G08420	13149	0,-1.00224,-1.01885,-0.984722,-0.555637,-0.763614,-1.21808,-1.36479,-1.34472
AT2G08470	0	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,1.10385,1.52071,1.4518
AT2G08650	13149	0,-1.00224,-1.01885,-0.984722,-0.555637,-0.763614,-1.21808,-1.36479,-1.34472
AT2G08665	81	0,1.18441,0.836144,-0.0860512,0.00924093,0.866552,1.71342,1.8595,1.74156
AT2G14255	13149	0,-1.00224,-1.01885,-0.984722,-0.555637,-0.763614,-1.21808,-1.36479,-1.34472
AT2G14460	13149	0,-1.00224,-1.01885,-0.984722,-0.555637,-0.763614,-1.21808,-1.36479,-1.34472
AT2G14878	13149	0,-1.00224,-1.01885,-0.984722,-0.555637,-0.763614,-1.21808,-1.36479,-1.34472
AT2G15020	13122	0,-1.00224,-1.01885,-0.984722,-0.555637,-0.763614,-0.113647,0.104002,0.468587
AT2G15080	8748	0,-0.388192,-0.0768974,0.55364,0.276544,-0.257731,-1.27246,-1.42274,-1.37303
AT2G15128	2241	0,1.18441,1.44652,0.826065,0.476693,0.301634,0.742637,0.756567,0.998698
AT2G15292	13149	0,-1.00224,-1.01885,-0.984722,-0.555637,-0.763614,-1.21808,-1.36479,-1.34472
AT2G15880	8748	0,-0.388192,-0.0768974,0.55364,0.276544,-0.257731,-1.27246,-1.42274,-1.37303
AT2G15890	8748	0,-0.388192,-0.0768974,0.55364,0.276544,-0.257731,-1.27246,-1.42274,-1.37303
AT2G15970	2241	0,1.18441,1.44652,0.826065,0.476693,0.301634,0.742637,0.756567,0.998698
AT2G16005	2241	0,1.18441,1.44652,0.826065,0.476693,0.301634,0.742637,0.756567,0.998698
AT2G16060	81	0,1.18441,0.836144,-0.0860512,0.00924093,0.866552,1.71342,1.8595,1.74156
AT2G16270	6561	0,-0.388192,-0.4165,-0.850191,-1.94557,-1.90452,-1.09745,0.309705,-0.0154922
AT2G16630	30	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,0.467187
AT2G16660	13122	0,-1.00224,-1.01885,-0.984722,-0.555637,-0.763614,-0.113647,0.104002,0.468587
AT2G16760	30	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,0.467187
AT2G16890	13122	0,-1.00224,-1.01885,-0.984722,-0.555637,-0.763614,-0.113647,0.104002,0.468587
AT2G17036	8748	0,-0.388192,-0.0768974,0.55364,0.276544,-0.257731,-1.27246,-1.42274,-1.37303
AT2G17040	27	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,1.96701
AT2G17620	6561	0,-0.388192,-0.4165,-0.850191,-1.94557,-1.90452,-1.09745,0.309705,-0.0154922
AT2G17840	2241	0,1.18441,1.44652,0.826065,0.476693,0.301634,0.742637,0.756567,0.998698
AT2G17880	2187	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.991963,-1.09774,-0.474391
AT2G18150	27	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,1.96701
AT2G18193	13122	0,-1.00224,-1.01885,-0.984722,-0.555637,-0.763614,-0.113647,0.104002,0.468587
AT2G18620	2241	0,1.18441,1.44652,0.826065,0.476693,0.301634,0.742637,0.756567,0.998698
AT2G18690	2187	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.991963,-1.09774,-0.474391
AT2G18700	2187	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.991963,-1.09774,-0.474391
AT2G19060	2217	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.184868,-0.172834,-0.132223
AT2G19190	2214	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.184868,-0.172834,1.21982
AT2G19650	13122	0,-1.00224,-1.01885,-0.984722,-0.555637,-0.763614,-0.113647,0.104002,0.468587
AT2G19800	2187	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.991963,-1.09774,-0.474391
AT2G20142	2214	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.184868,-0.172834,1.21982
AT2G20340	0	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,1.10385,1.52071,1.4518
AT2G20560	2217	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.184868,-0.172834,-0.132223
AT2G20590	6561	0,-0.388192,-0.4165,-0.850191,-1.94557,-1.90452,-1.09745,0.309705,-0.0154922
AT2G20670	8748	0,-0.388192,-0.0768974,0.55364,0.276544,-0.257731,-1.27246,-1.42274,-1.37303
AT2G21640	27	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,1.96701
AT2G22240	0	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,1.10385,1.52071,1.4518
AT2G22330	30	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,0.467187
AT2G22500	27	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,1.96701
AT2G22590	0	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,1.10385,1.52071,1.4518
AT2G22610	6561	0,-0.388192,-0.4165,-0.850191,-1.94557,-1.90452,-1.09745,0.309705,-0.0154922
AT2G22810	81	0,1.18441,0.836144,-0.0860512,0.00924093,0.866552,1.71342,1.8595,1.74156
AT2G23000	81	0,1.18441,0.836144,-0.0860512,0.00924093,0.866552,1.71342,1.8595,1.74156
AT2G23170	13149	0,-1.00224,-1.01885,-0.984722,-0.555637,-0.763614,-1.21808,-1.36479,-1.34472
AT2G23672	0	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,1.10385,1.52071,1.4518
AT2G23810	2217	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.184868,-0.172834,-0.132223
AT2G24600	2187	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.991963,-1.09774,-0.474391
AT2G24762	0	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,1.10385,1.52071,1.4518
AT2G24945	13149	0,-1.00224,-1.01885,-0.984722,-0.555637,-0.763614,-1.21808,-1.36479,-1.34472
AT2G24980	13149	0,-1.00224,-1.01885,-0.984722,-0.555637,-0.763614,-1.21808,-1.36479,-1.34472
AT2G25060	6561	0,-0.388192,-0.4165,-0.850191,-1.94557,-1.90452,-1.09745,0.309705,-0.0154922
AT2G25090	2217	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.184868,-0.172834,-0.132223
AT2G25150	30	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,0.467187
AT2G25160	30	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,0.467187
AT2G25200	2187	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.991963,-1.09774,-0.474391
AT2G25460	30	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,0.324764,0.506347,0.467187
AT2G25510	13122	0,-1.00224,-1.01885,-0.984722,-0.555637,-0.763614,-0.113647,0.104002,0.468587
AT2G25735	2187	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.991963,-1.09774,-0.474391
AT2G25880	6561	0,-0.388192,-0.4165,-0.850191,-1.94557,-1.90452,-1.09745,0.309705,-0.0154922
AT2G26530	2187	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.991963,-1.09774,-0.474391
AT2G26560	8748	0,-0.388192,-0.0768974,0.55364,0.276544,-0.257731,-1.27246,-1.42274,-1.37303
AT2G26690	0	0,1.18441,0.836144,-0.0860512,0.00924093,0.249791,1.10385,1.52071,1.4518
AT2G26760	6561	0,-0.388192,-0.4165,-0.850191,-1.94557,-1.90452,-1.09745,0.309705,-0.0154922
AT2G27080	2217	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.184868,-0.172834,-0.132223
AT2G27402	13149	0,-1.00224,-1.01885,-0.984722,-0.555637,-0.763614,-1.21808,-1.36479,-1.34472
AT2G27420	81	0,1.18441,0.836144,-0.0860512,0.00924093,0.866552,1.71342,1.8595,1.74156
AT2G27690	2217	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.184868,-0.172834,-0.132223
AT2G27830	2217	0,1.18441,1.44652,0.826065,0.476693,0.301634,-0.184868,-0.172834,-0.132223
