kind	split	from_time	from_value	to_time	to_value	TF	coeff	avg_branch	avg_other	diff	score
2way	0	0.0	1.065			AT3G10800	0.0	0.035	0.068	0.033	0.038
2way	0	0.0	1.065			AT3G27010	-0.581	0.023	0.045	0.022	0.038
2way	0	0.0	1.065			AT1G30650	0.0	0.093	0.05	-0.043	0.04
2way	0	0.0	1.065			AT3G10580	0.0	0.05	0.089	0.038	0.041
2way	0	0.0	1.065			AT5G52830	0.0	0.084	0.043	-0.04	0.041
2way	0	0.0	1.065			AT3G11280	0.0	0.023	0.049	0.026	0.042
2way	0	0.0	1.065			AT4G32730	0.456	0.141	0.094	-0.048	0.042
2way	0	0.0	1.065			AT4G34590	-0.65	0.02	0.046	0.026	0.042
2way	0	0.0	1.065			AT3G20770	1.689	0.062	0.03	-0.032	0.044
2way	0	0.0	1.065			AT3G21890	0.378	0.126	0.088	-0.038	0.044
2way	0	0.0	1.065			AT2G46130	0.0	0.036	0.011	-0.024	0.049
2way	0	0.0	1.065			AT4G26640	0.0	0.053	0.022	-0.031	0.049
2way	0	0.0	1.065			AT1G78700	0.0	0.064	0.104	0.04	0.051
2way	0	0.0	1.065			AT2G03340	0.0	0.043	0.017	-0.026	0.051
2way	0	0.0	1.065			AT3G27785	0.0	0.07	0.036	-0.034	0.055
2way	0	0.0	1.065			AT5G09410	1.124	0.079	0.041	-0.038	0.055
2way	0	0.0	1.065			AT3G09600	-0.304	0.055	0.092	0.037	0.057
2way	0	0.0	1.065			AT4G01540	0.184	0.097	0.056	-0.041	0.06
2way	0	0.0	1.065			AT5G58850	0.0	0.107	0.065	-0.042	0.06
2way	0	0.0	1.065			AT4G36780	0.0	0.065	0.104	0.039	0.064
2way	0	0.0	1.065			AT1G19040	1.071	0.016	0.001	-0.015	0.065
2way	0	0.0	1.065			AT1G28470	0.0	0.093	0.056	-0.037	0.07
2way	0	0.0	1.065			AT1G01250	0.0	0.015	0.002	-0.013	0.074
2way	0	0.0	1.065			AT3G23210	-0.713	0.009	0.026	0.017	0.074
2way	0	0.0	1.065			AT5G25830	0.828	0.048	0.021	-0.027	0.082
2way	0	0.0	1.065			AT5G29000	-0.322	0.046	0.075	0.029	0.082
2way	0	0.0	1.065			AT1G18960	0.0	0.0	0.003	0.003	0.089
2way	0	0.0	1.065			AT1G13300	-1.075	0.004	0.016	0.013	0.091
2way	0	0.0	1.065			AT1G01060	0.0	0.059	0.091	0.033	0.095
2way	0	0.0	1.065			AT1G30490	-1.151	0.037	0.064	0.026	0.097
2way	0	0.0	1.065			AT1G08010	0.0	0.046	0.021	-0.025	0.11
2way	0	0.0	1.065			AT3G04060	0.0	0.117	0.088	-0.029	0.112
2way	0	0.0	1.065			AT5G52660	0.0	0.049	0.079	0.03	0.113
2way	0	0.0	1.065			AT4G01280	-0.101	0.057	0.087	0.03	0.115
2way	0	0.0	1.065			AT1G45249	0.097	0.048	0.077	0.029	0.116
2way	0	0.0	1.065			AT2G38340	-0.619	0.134	0.167	0.032	0.116
2way	0	0.0	1.065			AT1G02230	0.049	0.069	0.039	-0.03	0.122
2way	0	0.0	1.065			AT5G24110	0.0	0.068	0.04	-0.028	0.126
2way	0	0.0	1.065			AT3G49530	0.112	0.104	0.079	-0.025	0.141
2way	0	0.0	1.065			AT4G32800	0.0	0.031	0.012	-0.019	0.147
2way	0	0.0	1.065			AT4G14770	0.853	0.078	0.051	-0.028	0.148
2way	0	0.0	1.065			AT4G28500	0.0	0.069	0.041	-0.028	0.151
2way	0	0.0	1.065			AT4G34410	1.537	0.094	0.064	-0.03	0.156
2way	0	0.0	1.065			AT2G18380	0.643	0.06	0.033	-0.026	0.162
2way	0	0.0	1.065			AT5G06950	-0.265	0.058	0.084	0.027	0.165
2way	0	0.0	1.065			AT2G20400	0.0	0.047	0.071	0.024	0.167
2way	0	0.0	1.065			AT1G02250	0.0	0.061	0.038	-0.023	0.173
2way	0	0.0	1.065			AT2G03500	-0.343	0.045	0.069	0.023	0.173
2way	0	0.0	1.065			AT3G60490	0.487	0.06	0.036	-0.025	0.173
2way	0	0.0	1.065			AT5G46350	0.0	0.051	0.029	-0.022	0.178
2way	0	0.0	1.065			AT1G54330	0.858	0.059	0.034	-0.025	0.181
2way	0	0.0	1.065			AT1G76420	0.922	0.067	0.04	-0.026	0.182
2way	0	0.0	1.065			AT4G11660	1.668	0.045	0.024	-0.021	0.184
2way	0	0.0	1.065			AT4G31550	0.0	0.027	0.012	-0.015	0.187
2way	0	0.0	1.065			AT5G05790	0.0	0.035	0.056	0.021	0.187
2way	0	0.0	1.065			AT2G15740	0.705	0.066	0.042	-0.024	0.207
2way	0	0.0	1.065			AT3G60530	0.0	0.02	0.007	-0.013	0.209
2way	0	0.0	1.065			AT1G21910	0.0	0.022	0.012	-0.01	0.213
2way	0	0.0	1.065			AT3G45170	0.0	0.011	0.002	-0.009	0.217
2way	0	0.0	1.065			AT3G50060	0.353	0.132	0.107	-0.025	0.217
2way	0	0.0	1.065			AT5G08750	0.819	0.015	0.004	-0.011	0.217
2way	0	0.0	1.065			AT1G03800	-1.29	0.087	0.114	0.027	0.223
2way	0	0.0	1.065			AT5G39610	0.163	0.061	0.038	-0.023	0.226
2way	0	0.0	1.065			AT1G76110	-0.494	0.02	0.036	0.016	0.228
2way	0	0.0	1.065			AT3G24050	0.0	0.031	0.015	-0.016	0.228
2way	0	0.0	1.065			AT5G45580	-0.624	0.068	0.092	0.024	0.24
2way	0	0.0	1.065			AT1G74650	-0.861	0.056	0.078	0.022	0.241
2way	0	0.0	1.065			AT5G22500	0.127	0.045	0.031	-0.015	0.242
2way	0	0.0	1.065			AT5G10030	0.0	0.083	0.109	0.026	0.244
2way	0	0.0	1.065			AT1G28370	0.28	0.179	0.152	-0.026	0.246
2way	0	0.0	1.065			AT4G01550	0.0	0.062	0.042	-0.021	0.246
2way	0	0.0	1.065			AT5G67580	0.382	0.046	0.028	-0.018	0.246
2way	0	0.0	1.065			AT3G16280	0.0	0.061	0.041	-0.02	0.253
2way	0	0.0	1.065			AT1G69690	0.0	0.012	0.024	0.012	0.254
2way	0	0.0	1.065			AT4G37260	0.0	0.132	0.11	-0.023	0.254
2way	0	0.0	1.065			AT5G45300	0.0	0.034	0.053	0.02	0.258
2way	0	0.0	1.065			AT1G52880	-0.549	0.064	0.087	0.022	0.262
2way	0	0.0	1.065			AT2G28810	0.372	0.079	0.057	-0.022	0.269
2way	0	0.0	1.065			AT1G06280	0.225	0.112	0.088	-0.025	0.275
2way	0	0.0	1.065			AT3G12250	-0.003	0.079	0.102	0.023	0.276
2way	0	0.0	1.065			AT3G15170	0.0	0.036	0.023	-0.014	0.276
2way	0	0.0	1.065			AT1G68670	0.0	0.02	0.033	0.013	0.28
2way	0	0.0	1.065			AT4G18890	0.0	0.009	0.018	0.009	0.286
2way	0	0.0	1.065			AT5G50570	-0.865	0.01	0.019	0.009	0.286
2way	0	0.0	1.065			AT1G22810	0.045	0.067	0.047	-0.02	0.287
2way	0	0.0	1.065			AT5G67190	0.383	0.086	0.064	-0.022	0.287
2way	0	0.0	1.065			AT5G38800	0.0	0.0	0.001	0.001	0.298
2way	0	0.0	1.065			AT3G10030	0.0	0.039	0.024	-0.016	0.301
2way	0	0.0	1.065			AT1G06850	-0.219	0.039	0.057	0.018	0.302
2way	0	0.0	1.065			AT1G71696	0.0	0.07	0.049	-0.021	0.303
2way	0	0.0	1.065			AT3G17730	0.0	0.058	0.04	-0.018	0.305
2way	0	0.0	1.065			AT3G03200	0.0	0.059	0.041	-0.018	0.306
2way	0	0.0	1.065			AT1G27730	-0.42	0.066	0.081	0.015	0.307
2way	0	0.0	1.065			AT1G01720	0.051	0.067	0.088	0.021	0.309
2way	0	0.0	1.065			AT2G20110	0.0	0.078	0.058	-0.02	0.309
2way	0	0.0	1.065			AT1G69570	-0.016	0.145	0.124	-0.022	0.313
2way	0	0.0	1.065			AT2G35700	0.0	0.073	0.053	-0.019	0.313
2way	0	0.0	1.065			AT5G02840	0.0	0.027	0.041	0.014	0.314
2way	0	0.0	1.065			AT4G37180	-0.634	0.055	0.074	0.018	0.315
2way	0	0.0	1.065			AT4G38170	-0.356	0.062	0.082	0.02	0.315
2way	0	0.0	1.065			AT5G23930	-0.802	0.068	0.089	0.021	0.323
2way	0	0.0	1.065			AT2G38090	0.0	0.0	0.004	0.004	0.324
2way	0	0.0	1.065			AT1G77200	0.0	0.089	0.069	-0.02	0.328
2way	0	0.0	1.065			AT2G31460	0.0	0.003	0.0	-0.003	0.33
2way	0	0.0	1.065			AT4G14410	0.0	0.001	0.004	0.002	0.33
2way	0	0.0	1.065			AT5G22890	0.0	0.001	0.005	0.004	0.33
2way	0	0.0	1.065			AT5G66730	0.007	0.054	0.037	-0.017	0.33
2way	0	0.0	1.065			AT1G79580	0.194	0.07	0.051	-0.019	0.336
2way	0	0.0	1.065			AT3G04030	-0.198	0.066	0.085	0.019	0.336
2way	0	0.0	1.065			AT3G10500	-0.106	0.109	0.09	-0.019	0.339
2way	0	0.0	1.065			AT3G51080	0.0	0.01	0.004	-0.006	0.343
2way	0	0.0	1.065			AT2G31230	-0.413	0.057	0.076	0.018	0.347
2way	0	0.0	1.065			AT4G04450	0.0	0.009	0.004	-0.005	0.347
2way	0	0.0	1.065			AT3G53200	-0.228	0.046	0.064	0.018	0.349
2way	0	0.0	1.065			AT3G18400	0.0	0.075	0.055	-0.02	0.35
2way	0	0.0	1.065			AT3G45610	1.103	0.074	0.056	-0.018	0.35
2way	0	0.0	1.065			AT3G46590	0.788	0.015	0.006	-0.009	0.351
2way	0	0.0	1.065			AT5G04410	0.002	0.061	0.045	-0.016	0.355
2way	0	0.0	1.065			AT2G01818	0.0	0.023	0.013	-0.01	0.358
2way	0	0.0	1.065			AT3G04070	0.0	0.013	0.021	0.008	0.362
2way	0	0.0	1.065			AT5G14960	0.0	0.016	0.007	-0.009	0.362
2way	0	0.0	1.065			AT5G65130	0.478	0.037	0.024	-0.013	0.364
2way	0	0.0	1.065			AT1G51600	0.0	0.007	0.002	-0.005	0.366
2way	0	0.0	1.065			AT5G14340	0.0	0.004	0.01	0.006	0.366
2way	0	0.0	1.065			AT3G50700	0.0	0.02	0.01	-0.01	0.368
2way	0	0.0	1.065			AT3G12910	0.0	0.004	0.0	-0.004	0.371
2way	0	0.0	1.065			AT3G22830	0.0	0.054	0.039	-0.015	0.372
2way	0	0.0	1.065			AT3G20310	0.0	0.095	0.115	0.021	0.375
2way	0	0.0	1.065			AT1G75390	0.519	0.019	0.03	0.01	0.377
2way	0	0.0	1.065			AT1G69490	0.0	0.062	0.079	0.016	0.379
2way	0	0.0	1.065			AT5G53950	0.0	0.032	0.019	-0.012	0.379
2way	0	0.0	1.065			AT1G69180	0.0	0.042	0.057	0.015	0.384
2way	0	0.0	1.065			AT5G43840	0.0	0.012	0.005	-0.006	0.386
2way	0	0.0	1.065			AT1G52150	0.0	0.037	0.051	0.014	0.39
2way	0	0.0	1.065			AT2G23340	0.697	0.071	0.052	-0.018	0.394
2way	0	0.0	1.065			AT5G22990	0.128	0.099	0.08	-0.019	0.396
2way	0	0.0	1.065			AT1G72740	0.0	0.045	0.031	-0.014	0.397
2way	0	0.0	1.065			AT1G43700	0.0	0.013	0.022	0.009	0.4
2way	0	0.0	1.065			AT2G45680	0.0	0.008	0.016	0.007	0.407
2way	0	0.0	1.065			AT5G62470	0.0	0.043	0.055	0.011	0.408
2way	0	0.0	1.065			AT2G15660	0.0	0.012	0.006	-0.006	0.411
2way	0	0.0	1.065			AT5G13180	0.0	0.066	0.052	-0.014	0.415
2way	0	0.0	1.065			AT2G02070	1.036	0.046	0.033	-0.013	0.416
2way	0	0.0	1.065			AT1G44830	0.241	0.052	0.04	-0.011	0.417
2way	0	0.0	1.065			AT5G47230	0.607	0.035	0.026	-0.009	0.417
2way	0	0.0	1.065			AT1G31140	0.0	0.041	0.055	0.014	0.421
2way	0	0.0	1.065			AT1G08320	0.0	0.082	0.099	0.018	0.428
2way	0	0.0	1.065			AT1G53230	0.0	0.009	0.015	0.007	0.433
2way	0	0.0	1.065			AT3G45150	-0.241	0.01	0.016	0.006	0.433
2way	0	0.0	1.065			AT5G67450	-0.357	0.009	0.016	0.007	0.433
2way	0	0.0	1.065			AT1G77640	0.548	0.013	0.005	-0.008	0.434
2way	0	0.0	1.065			AT5G07680	0.0	0.014	0.008	-0.006	0.434
2way	0	0.0	1.065			AT3G09735	0.0	0.056	0.042	-0.014	0.435
2way	0	0.0	1.065			AT2G24430	0.0	0.071	0.055	-0.016	0.441
2way	0	0.0	1.065			AT5G66940	0.0	0.069	0.053	-0.016	0.441
2way	0	0.0	1.065			AT4G28140	0.0	0.013	0.006	-0.006	0.442
2way	0	0.0	1.065			AT5G07100	-1.35	0.04	0.031	-0.009	0.447
2way	0	0.0	1.065			AT1G76870	0.0	0.005	0.002	-0.003	0.448
2way	0	0.0	1.065			AT3G07220	0.0	0.003	0.0	-0.003	0.448
2way	0	0.0	1.065			AT3G58630	0.334	0.022	0.013	-0.009	0.448
2way	0	0.0	1.065			AT4G17460	0.0	0.003	0.001	-0.002	0.448
2way	0	0.0	1.065			AT4G30080	0.0	0.001	0.004	0.003	0.448
2way	0	0.0	1.065			AT5G65210	0.0	0.065	0.08	0.015	0.448
2way	0	0.0	1.065			AT5G06839	0.0	0.063	0.078	0.015	0.449
2way	0	0.0	1.065			AT1G64620	0.0	0.147	0.131	-0.017	0.454
2way	0	0.0	1.065			AT1G65910	0.0	0.055	0.041	-0.014	0.454
2way	0	0.0	1.065			AT1G51220	0.289	0.044	0.032	-0.011	0.455
2way	0	0.0	1.065			AT1G69560	0.443	0.013	0.006	-0.007	0.456
2way	0	0.0	1.065			AT2G46400	0.0	0.006	0.002	-0.004	0.456
2way	0	0.0	1.065			AT5G42520	1.146	0.003	0.0	-0.003	0.456
2way	0	0.0	1.065			AT1G03840	0.932	0.043	0.03	-0.012	0.457
2way	0	0.0	1.065			AT1G12630	0.617	0.079	0.064	-0.015	0.458
2way	0	0.0	1.065			AT1G66370	0.08	0.017	0.01	-0.007	0.46
2way	0	0.0	1.065			AT4G01500	0.0	0.01	0.016	0.006	0.46
2way	0	0.0	1.065			AT5G66700	-0.607	0.072	0.086	0.014	0.46
2way	0	0.0	1.065			AT3G02990	0.0	0.009	0.005	-0.004	0.462
2way	0	0.0	1.065			AT3G23250	-0.202	0.006	0.012	0.006	0.462
2way	0	0.0	1.065			AT4G36620	0.0	0.004	0.001	-0.003	0.464
2way	0	0.0	1.065			AT2G42430	0.114	0.059	0.047	-0.012	0.466
2way	0	0.0	1.065			AT5G62940	-0.644	0.065	0.051	-0.013	0.468
2way	0	0.0	1.065			AT3G23240	0.0	0.034	0.046	0.012	0.469
2way	0	0.0	1.065			AT3G28910	-0.148	0.019	0.028	0.009	0.472
2way	0	0.0	1.065			AT1G20980	0.0	0.027	0.036	0.01	0.475
2way	0	0.0	1.065			AT5G05550	0.0	0.119	0.102	-0.016	0.475
2way	0	0.0	1.065			AT4G26030	-0.289	0.046	0.059	0.013	0.489
2way	0	0.0	1.065			AT3G50410	0.0	0.052	0.041	-0.012	0.492
2way	0	0.0	1.065			AT1G75080	0.0	0.012	0.018	0.006	0.494
2way	0	0.0	1.065			AT3G01470	0.0	0.016	0.01	-0.005	0.494
2way	0	0.0	1.065			AT3G01220	-0.051	0.047	0.059	0.012	0.497
2way	0	0.0	1.065			AT3G10113	0.509	0.048	0.062	0.013	0.497
2way	0	0.0	1.065			AT3G26620	0.287	0.044	0.034	-0.01	0.508
2way	0	0.0	1.065			AT2G18060	0.0	0.054	0.043	-0.011	0.511
2way	0	0.0	1.065			AT4G01720	0.0	0.01	0.005	-0.005	0.511
2way	0	0.0	1.065			AT2G01940	0.0	0.058	0.047	-0.011	0.514
2way	0	0.0	1.065			AT1G74480	0.352	0.055	0.043	-0.012	0.515
2way	0	0.0	1.065			AT5G67000	0.0	0.004	0.001	-0.003	0.522
2way	0	0.0	1.065			AT3G13810	0.0	0.04	0.031	-0.009	0.525
2way	0	0.0	1.065			AT5G64750	0.009	0.086	0.073	-0.013	0.526
2way	0	0.0	1.065			AT2G41835	0.0	0.006	0.003	-0.003	0.527
2way	0	0.0	1.065			AT1G18570	0.0	0.018	0.024	0.006	0.532
2way	0	0.0	1.065			AT2G45410	0.0	0.071	0.06	-0.011	0.543
2way	0	0.0	1.065			AT1G72010	0.0	0.032	0.041	0.009	0.554
2way	0	0.0	1.065			AT1G55110	0.0	0.051	0.041	-0.01	0.558
2way	0	0.0	1.065			AT2G45420	0.0	0.076	0.064	-0.011	0.558
2way	0	0.0	1.065			AT4G24240	0.0	0.001	0.0	-0.001	0.559
2way	0	0.0	1.065			AT5G49300	0.0	0.001	0.0	-0.001	0.559
2way	0	0.0	1.065			AT5G61600	0.0	0.039	0.048	0.008	0.561
2way	0	0.0	1.065			AT5G08330	0.0	0.035	0.043	0.008	0.566
2way	0	0.0	1.065			AT2G47070	0.0	0.049	0.059	0.01	0.567
2way	0	0.0	1.065			AT3G18990	0.0	0.056	0.045	-0.011	0.57
2way	0	0.0	1.065			AT1G13260	0.384	0.046	0.038	-0.008	0.571
2way	0	0.0	1.065			AT2G21900	0.0	0.006	0.002	-0.003	0.573
2way	0	0.0	1.065			AT5G61270	0.0	0.003	0.006	0.003	0.574
2way	0	0.0	1.065			AT5G16820	0.0	0.062	0.052	-0.01	0.576
2way	0	0.0	1.065			AT3G10480	0.0	0.058	0.048	-0.01	0.579
2way	0	0.0	1.065			AT1G63040	0.0	0.0	0.002	0.002	0.581
2way	0	0.0	1.065			AT3G47620	0.0	0.0	0.002	0.002	0.581
2way	0	0.0	1.065			AT3G01530	0.0	0.052	0.062	0.01	0.582
2way	0	0.0	1.065			AT3G20840	0.0	0.004	0.007	0.003	0.583
2way	0	0.0	1.065			AT3G30530	0.0	0.004	0.008	0.004	0.583
2way	0	0.0	1.065			AT3G55370	0.0	0.089	0.077	-0.012	0.583
2way	0	0.0	1.065			AT5G08130	0.0	0.01	0.016	0.006	0.585
2way	0	0.0	1.065			AT1G32510	0.0	0.001	0.003	0.002	0.587
2way	0	0.0	1.065			AT2G39900	0.0	0.002	0.001	-0.001	0.587
2way	0	0.0	1.065			AT5G16600	0.0	0.001	0.003	0.002	0.587
2way	0	0.0	1.065			AT5G25475	0.0	0.002	0.0	-0.002	0.587
2way	0	0.0	1.065			AT5G42820	0.0	0.001	0.0	-0.001	0.587
2way	0	0.0	1.065			AT1G34370	-0.404	0.012	0.018	0.006	0.59
2way	0	0.0	1.065			AT2G46680	-0.155	0.039	0.048	0.01	0.594
2way	0	0.0	1.065			AT5G65510	0.0	0.029	0.023	-0.006	0.597
2way	0	0.0	1.065			AT2G41690	0.0	0.012	0.008	-0.004	0.6
2way	0	0.0	1.065			AT2G30590	-1.188	0.015	0.01	-0.005	0.601
2way	0	0.0	1.065			AT5G62320	0.0	0.039	0.047	0.009	0.601
2way	0	0.0	1.065			AT3G02940	0.545	0.067	0.056	-0.011	0.603
2way	0	0.0	1.065			AT5G63090	0.0	0.028	0.022	-0.006	0.605
2way	0	0.0	1.065			AT4G25470	0.0	0.066	0.077	0.011	0.607
2way	0	0.0	1.065			AT1G25340	0.0	0.038	0.047	0.008	0.608
2way	0	0.0	1.065			AT5G10140	0.0	0.006	0.008	0.002	0.609
2way	0	0.0	1.065			AT5G65310	0.053	0.068	0.077	0.01	0.612
2way	0	0.0	1.065			AT3G12720	0.0	0.045	0.054	0.009	0.621
2way	0	0.0	1.065			AT5G51990	-0.376	0.077	0.087	0.01	0.622
2way	0	0.0	1.065			AT5G56110	0.0	0.073	0.082	0.009	0.622
2way	0	0.0	1.065			AT4G31060	0.0	0.081	0.072	-0.009	0.624
2way	0	0.0	1.065			AT4G38000	0.0	0.083	0.073	-0.01	0.628
2way	0	0.0	1.065			AT5G02460	0.0	0.081	0.07	-0.011	0.632
2way	0	0.0	1.065			AT2G44940	-0.41	0.11	0.1	-0.01	0.638
2way	0	0.0	1.065			AT2G17410	0.0	0.007	0.005	-0.002	0.639
2way	0	0.0	1.065			AT2G45650	0.0	0.008	0.01	0.002	0.639
2way	0	0.0	1.065			AT3G57600	0.0	0.009	0.005	-0.004	0.639
2way	0	0.0	1.065			AT1G49560	0.741	0.058	0.05	-0.008	0.644
2way	0	0.0	1.065			AT1G34190	0.0	0.054	0.062	0.008	0.65
2way	0	0.0	1.065			AT2G42200	0.0	0.061	0.071	0.009	0.656
2way	0	0.0	1.065			AT3G30210	0.0	0.021	0.027	0.006	0.658
2way	0	0.0	1.065			AT1G36060	0.0	0.038	0.031	-0.007	0.659
2way	0	0.0	1.065			AT5G44210	0.0	0.036	0.03	-0.006	0.659
2way	0	0.0	1.065			AT4G17980	0.0	0.063	0.055	-0.008	0.66
2way	0	0.0	1.065			AT5G47370	0.0	0.056	0.064	0.008	0.664
2way	0	0.0	1.065			AT4G18450	-0.612	0.007	0.01	0.003	0.665
2way	0	0.0	1.065			AT1G53170	0.0	0.121	0.111	-0.01	0.672
2way	0	0.0	1.065			AT3G21175	0.0	0.02	0.026	0.006	0.675
2way	0	0.0	1.065			AT1G46264	0.0	0.003	0.001	-0.002	0.676
2way	0	0.0	1.065			AT3G46070	0.0	0.002	0.001	-0.001	0.676
2way	0	0.0	1.065			AT2G42590	0.0	0.011	0.009	-0.002	0.68
2way	0	0.0	1.065			AT3G52440	-0.371	0.08	0.072	-0.007	0.68
2way	0	0.0	1.065			AT2G17900	0.0	0.002	0.003	0.001	0.681
2way	0	0.0	1.065			AT3G22780	0.0	0.003	0.001	-0.002	0.681
2way	0	0.0	1.065			AT4G28110	0.0	0.003	0.004	0.001	0.681
2way	0	0.0	1.065			AT5G18090	0.0	0.001	0.004	0.003	0.681
2way	0	0.0	1.065			AT5G40330	0.0	0.002	0.004	0.002	0.681
2way	0	0.0	1.065			AT1G04880	0.092	0.024	0.019	-0.005	0.682
2way	0	0.0	1.065			AT2G33810	0.0	0.008	0.012	0.004	0.682
2way	0	0.0	1.065			AT2G22430	0.0	0.043	0.051	0.007	0.683
2way	0	0.0	1.065			AT5G60130	0.0	0.04	0.047	0.007	0.684
2way	0	0.0	1.065			AT3G06490	0.0	0.023	0.029	0.005	0.69
2way	0	0.0	1.065			AT1G47655	0.0	0.05	0.045	-0.005	0.693
2way	0	0.0	1.065			AT3G12730	0.0	0.052	0.059	0.008	0.7
2way	0	0.0	1.065			AT1G10720	0.0	0.002	0.001	-0.002	0.702
2way	0	0.0	1.065			AT2G30340	0.0	0.054	0.049	-0.005	0.702
2way	0	0.0	1.065			AT3G03660	0.0	0.003	0.002	-0.002	0.702
2way	0	0.0	1.065			AT5G62380	0.0	0.05	0.043	-0.008	0.705
2way	0	0.0	1.065			AT4G05100	1.362	0.031	0.025	-0.006	0.707
2way	0	0.0	1.065			AT1G32870	-0.509	0.053	0.046	-0.006	0.708
2way	0	0.0	1.065			AT4G17785	-0.599	0.012	0.015	0.002	0.71
2way	0	0.0	1.065			AT1G13400	-0.306	0.012	0.016	0.004	0.712
2way	0	0.0	1.065			AT4G36740	0.0	0.058	0.066	0.008	0.713
2way	0	0.0	1.065			AT3G24520	-0.427	0.064	0.058	-0.007	0.718
2way	0	0.0	1.065			AT5G03790	-0.058	0.062	0.068	0.006	0.72
2way	0	0.0	1.065			AT3G47500	0.0	0.121	0.114	-0.007	0.721
2way	0	0.0	1.065			AT5G10280	0.0	0.011	0.015	0.004	0.722
2way	0	0.0	1.065			AT5G54230	-0.3	0.119	0.126	0.007	0.722
2way	0	0.0	1.065			AT5G59990	0.0	0.011	0.014	0.004	0.722
2way	0	0.0	1.065			AT4G06746	-0.272	0.065	0.06	-0.005	0.723
2way	0	0.0	1.065			AT5G06100	0.0	0.061	0.054	-0.007	0.723
