path	description	source	licence	redistributed_here	bytes	sha256	retrieved
results/pseudotimeseries/B_primary_pooled_expression.tsv	Pseudo-time-series expression and replicate matrices	derived by scripts/03_build_pseudotimeseries.py	CC-BY-4.0	yes	555313	b86c07c53bb3255a27218a4bf2fbebbf089f24c25c98c6bc4af2de1311c809f8	2026-08-29
results/pseudotimeseries/B_primary_pooled_repeats.tsv	Pseudo-time-series expression and replicate matrices	derived by scripts/03_build_pseudotimeseries.py	CC-BY-4.0	yes	8353193	ab92de84746cdbbe11cc5fc8b0ed1707bbc83f07b86c89c1f05f3941ac0885bf	2026-08-29
results/celltypes/A_holdout_WildType_fractions.tsv	Cell-type fractions and latent trajectories	derived by scripts/05_deconvolve_celltypes.py	CC-BY-4.0	yes	5942	a25280e0cb91d3947f12303f662ff145092b362fceb2fe6b798a1f25e0061267	2026-08-29
results/celltypes/A_holdout_WildType_latent.tsv	Cell-type fractions and latent trajectories	derived by scripts/05_deconvolve_celltypes.py	CC-BY-4.0	yes	1212	e720d9f7b8b2a60de58328e5e58976033c3fc078fc12a922323ccc58d9b02edf	2026-08-29
results/celltypes/A_primary_WildType_fractions.tsv	Cell-type fractions and latent trajectories	derived by scripts/05_deconvolve_celltypes.py	CC-BY-4.0	yes	10414	8d072a2acd3469a01cf9e9622b07da628285326f74c9c2ef545984fcf18071af	2026-08-29
results/celltypes/A_primary_WildType_latent.tsv	Cell-type fractions and latent trajectories	derived by scripts/05_deconvolve_celltypes.py	CC-BY-4.0	yes	2292	b3dccb14387816c071b846ee15b7fa2136cf659a2936fbc1cfd11b93b7338795	2026-08-29
results/celltypes/A_primary_sog1-1_fractions.tsv	Cell-type fractions and latent trajectories	derived by scripts/05_deconvolve_celltypes.py	CC-BY-4.0	yes	10365	29a1ae0f33435bbd1dc76a326ca2d3a510cf2c50407f871b946eafa03e4f9fb6	2026-08-29
results/celltypes/A_primary_sog1-1_latent.tsv	Cell-type fractions and latent trajectories	derived by scripts/05_deconvolve_celltypes.py	CC-BY-4.0	yes	2286	b7955988cc1a6ce52f72cb7e86f9a62b5c59a9c91ce7c6fbe049cb70cb3d6268	2026-08-29
results/celltypes/B_primary_pooled_fractions.tsv	Cell-type fractions and latent trajectories	derived by scripts/05_deconvolve_celltypes.py	CC-BY-4.0	yes	4991	ccdf36e4d99fee13e8110f0292094ae58ee87fefc1308c7375b74d5ddff8882e	2026-08-29
results/celltypes/B_primary_pooled_latent.tsv	Cell-type fractions and latent trajectories	derived by scripts/05_deconvolve_celltypes.py	CC-BY-4.0	yes	949	c0642f3793de5656e6bc403d08097bca0bdacad4ba6cef1c69c6b58f614974e1	2026-08-29
results/celltypes/tf_reweighting.tsv	Cell-type fractions and latent trajectories	derived by scripts/05_deconvolve_celltypes.py	CC-BY-4.0	yes	34422	54156d76693eb152a107500adf518ef2ad3cd48bcdb1032d0c51c11de16d0396	2026-08-29
results/celltypes/tissue_enrichment.tsv	Cell-type fractions and latent trajectories	derived by scripts/05_deconvolve_celltypes.py	CC-BY-4.0	yes	34470	08acf3b80a5865a772fc06b1e61a3933b274d7ff8745bffe2a4df88b834d09f6	2026-08-29
results/qc/deconvolution_qc.json	Quality-control reports for every pipeline stage	derived by the pipeline	CC-BY-4.0	yes	3149	b0e771cefbdf4646e3b9d621b2c47d31964d64f5f1a7f7c33d347b6238b586a2	2026-08-29
results/qc/dose_response_qc.json	Quality-control reports for every pipeline stage	derived by the pipeline	CC-BY-4.0	yes	2240	73ec96bc9dc268db44072d504d4ced278f9be7199d2b37f3b13d58206893ed1a	2026-08-29
results/qc/drem_projection_qc.json	Quality-control reports for every pipeline stage	derived by the pipeline	CC-BY-4.0	yes	1675	f78368e86589556a447a64ba34965eb3e8ddc1ffcb412695f0619ee55a0100f9	2026-08-29
results/qc/metadata_qc.json	Quality-control reports for every pipeline stage	derived by the pipeline	CC-BY-4.0	yes	4380	01e9188958f3ac89ba6c8bddb149572a784f0c120d366f0673eccf1de6dc9821	2026-08-29
results/qc/sog1_chip_qc.json	Quality-control reports for every pipeline stage	derived by the pipeline	CC-BY-4.0	yes	1101	333bed6814e2ba6c09965ea29f0fb1952ca7938501996e3828ca57d39d129480	2026-08-29
results/qc/tf_activity_qc.json	Quality-control reports for every pipeline stage	derived by the pipeline	CC-BY-4.0	yes	2374	93a70c8f6c990651394e8df0d3434a0291608d4864e1983bf0eb92fd6a0703cc	2026-08-29
results/qc/tf_prior_qc.json	Quality-control reports for every pipeline stage	derived by the pipeline	CC-BY-4.0	yes	4083	b7516b9abd82c381ca6ddd306f0050d878b56829154b2f2aa05cb8ffa7fd5bd3	2026-08-29
results/qc/tf_statistics_qc.json	Quality-control reports for every pipeline stage	derived by the pipeline	CC-BY-4.0	yes	2280	3c0b505b11b1ed9fb4ca5de3aa5d98d95d20b23cf2a7a9cdd13e514a28b2b5f6	2026-08-29
results/qc/tissue_association_qc.json	Quality-control reports for every pipeline stage	derived by the pipeline	CC-BY-4.0	yes	5444	935abcbc81b316371e60b25e13e559f56906360a4110e8533add299a5032c3ce	2026-08-29
results/qc/weighted_prior_qc.json	Quality-control reports for every pipeline stage	derived by the pipeline	CC-BY-4.0	yes	2682	a1ae120ff5a1710c402782bce4e071d68e23859247ad1e1772ecfe2b2af78db4	2026-08-29
results/drem/parsed/A_holdout_WildType__binding_genes.tsv	Parsed DREM TF scores and gene-to-node assignments	derived by scripts/09_parse_drem_model.py	CC-BY-4.0	yes	58350	60fe79bee3d6c598ef6032e0b4490afb6e8e01773d862514a18d31e09a62e124	2026-08-29
results/drem/parsed/A_holdout_WildType__binding_tfscores.tsv	Parsed DREM TF scores and gene-to-node assignments	derived by scripts/09_parse_drem_model.py	CC-BY-4.0	yes	303692	cf9172cdf82f5848b97d11548b855a14dce6d98c741e6538ab8bf37ce5e9ebb7	2026-08-29
results/drem/parsed/A_holdout_WildType__flat_genes.tsv	Parsed DREM TF scores and gene-to-node assignments	derived by scripts/09_parse_drem_model.py	CC-BY-4.0	yes	57812	5ea0061ce167c445b8dd5c5bfa545fa3561f44c9aa3b6d48511d41998f798aec	2026-08-29
results/drem/parsed/A_holdout_WildType__flat_tfscores.tsv	Parsed DREM TF scores and gene-to-node assignments	derived by scripts/09_parse_drem_model.py	CC-BY-4.0	yes	751314	3adf09b43107e703c316c9037737a18d18dd3fff97fd745158a09453f18e9f3f	2026-08-29
results/drem/parsed/A_holdout_WildType__weighted_genes.tsv	Parsed DREM TF scores and gene-to-node assignments	derived by scripts/09_parse_drem_model.py	CC-BY-4.0	yes	56855	624a4ecb79828d94ce81bfa686f274822a4d3c34d929571293c5a995ff99e622	2026-08-29
results/drem/parsed/A_holdout_WildType__weighted_tfscores.tsv	Parsed DREM TF scores and gene-to-node assignments	derived by scripts/09_parse_drem_model.py	CC-BY-4.0	yes	378260	c422c68f4acc9ec2a2b2b3b1a9b22a9a02dbf4fc78ab0b7a759bbecf29df26b4	2026-08-29
results/drem/parsed/A_primary_WildType__binding_genes.tsv	Parsed DREM TF scores and gene-to-node assignments	derived by scripts/09_parse_drem_model.py	CC-BY-4.0	yes	126237	6d9634685caed982316da6b4c78a9e17a6bdfe5e2f2ccc55c8eb09f007489126	2026-08-29
results/drem/parsed/A_primary_WildType__binding_tfscores.tsv	Parsed DREM TF scores and gene-to-node assignments	derived by scripts/09_parse_drem_model.py	CC-BY-4.0	yes	858392	a0eda31b4d99d4be002bfc301e14a9466f0f41943f4a7cb52e5d6bcb32b11239	2026-08-29
results/drem/parsed/A_primary_WildType__flat_genes.tsv	Parsed DREM TF scores and gene-to-node assignments	derived by scripts/09_parse_drem_model.py	CC-BY-4.0	yes	125515	1ac1af603d3ba7fca7d0a1e5f226644089c18286f46789e6a7bda77d4e53fb50	2026-08-29
results/drem/parsed/A_primary_WildType__flat_tfscores.tsv	Parsed DREM TF scores and gene-to-node assignments	derived by scripts/09_parse_drem_model.py	CC-BY-4.0	yes	1266353	76a4d5326bf60cc7c02c9ebecd431f8813cd41f4d98fd2628e357d2b5e57acd8	2026-08-29
results/drem/parsed/A_primary_WildType__weighted_genes.tsv	Parsed DREM TF scores and gene-to-node assignments	derived by scripts/09_parse_drem_model.py	CC-BY-4.0	yes	125957	57e6e9a09ec2988c38649f46e735a4f78003d180946bf1cb35153ad697de4f4c	2026-08-29
results/drem/parsed/A_primary_WildType__weighted_tfscores.tsv	Parsed DREM TF scores and gene-to-node assignments	derived by scripts/09_parse_drem_model.py	CC-BY-4.0	yes	804092	521efebc860722d5e117ee2f8c5e49c0abc1e800409056e61d088236f479031e	2026-08-29
results/drem/parsed/A_primary_sog1-1__binding_genes.tsv	Parsed DREM TF scores and gene-to-node assignments	derived by scripts/09_parse_drem_model.py	CC-BY-4.0	yes	136021	3ce58b806123c944b71b72111ca8d300d95b60707165142deb36df3f1c1a37cc	2026-08-29
results/drem/parsed/A_primary_sog1-1__binding_tfscores.tsv	Parsed DREM TF scores and gene-to-node assignments	derived by scripts/09_parse_drem_model.py	CC-BY-4.0	yes	986569	e6066ec07b2571cb9541d336b744373e4b1434bce6a0004e78d31585008c24fe	2026-08-29
results/drem/parsed/A_primary_sog1-1__flat_genes.tsv	Parsed DREM TF scores and gene-to-node assignments	derived by scripts/09_parse_drem_model.py	CC-BY-4.0	yes	136955	ea23f55ea54a7fff71872281a312a2c396ea60a47eea90ffea09b7cb42fddf0e	2026-08-29
results/drem/parsed/A_primary_sog1-1__flat_tfscores.tsv	Parsed DREM TF scores and gene-to-node assignments	derived by scripts/09_parse_drem_model.py	CC-BY-4.0	yes	404569	70fbd0c2e690bfc8ba091f20f5c3c32dd8ddb70fc8eb24352df912a0d0442240	2026-08-29
results/drem/parsed/A_primary_sog1-1__weighted_genes.tsv	Parsed DREM TF scores and gene-to-node assignments	derived by scripts/09_parse_drem_model.py	CC-BY-4.0	yes	136703	925c0dd105f49dc05c8f75a75f3187e390510d5a1aa5825b4dc66603e80a23b6	2026-08-29
results/drem/parsed/A_primary_sog1-1__weighted_tfscores.tsv	Parsed DREM TF scores and gene-to-node assignments	derived by scripts/09_parse_drem_model.py	CC-BY-4.0	yes	718088	cc35e7e1f9da36ba963fd0772fa536d97638938f5f4c2fbad55d4bd0bd913d0c	2026-08-29
results/drem/parsed/B_primary_pooled__binding_genes.tsv	Parsed DREM TF scores and gene-to-node assignments	derived by scripts/09_parse_drem_model.py	CC-BY-4.0	yes	45131	85139bffccc08aace789551d6253144727f0010aa5fd0e9d594b24f76420e331	2026-08-29
results/drem/parsed/B_primary_pooled__binding_tfscores.tsv	Parsed DREM TF scores and gene-to-node assignments	derived by scripts/09_parse_drem_model.py	CC-BY-4.0	yes	492090	0715f9a0b14883157baa7e263aab6ba85588f6d8cf0e30b7898d0b0ca58af5a6	2026-08-29
results/drem/parsed/B_primary_pooled__flat_genes.tsv	Parsed DREM TF scores and gene-to-node assignments	derived by scripts/09_parse_drem_model.py	CC-BY-4.0	yes	45359	aab61242c8e2d223754cda4b354918ee490a7e3d1d2e357d0587b488719b40bf	2026-08-29
results/drem/parsed/B_primary_pooled__flat_tfscores.tsv	Parsed DREM TF scores and gene-to-node assignments	derived by scripts/09_parse_drem_model.py	CC-BY-4.0	yes	1071638	61881e590b9438f1e78f34c118c00964f2bc9bc7453c6ac2ce06291af54f905f	2026-08-29
results/drem/parsed/B_primary_pooled__weighted_genes.tsv	Parsed DREM TF scores and gene-to-node assignments	derived by scripts/09_parse_drem_model.py	CC-BY-4.0	yes	44031	e908788d04a343eda02cf0bd08469e56b195068df5b9b032e74f92087d49f92b	2026-08-29
results/drem/parsed/B_primary_pooled__weighted_tfscores.tsv	Parsed DREM TF scores and gene-to-node assignments	derived by scripts/09_parse_drem_model.py	CC-BY-4.0	yes	290017	c3fba1169105d7635dd9a9f4df19f9a079979c185aa8eaf506fb24fd32329627	2026-08-29
results/drem/runs/A_holdout_WildType__binding/model.txt	Fitted DREM models	produced by DREM 2.0.7 (GPL-3.0, Ernst lab)	CC-BY-4.0	yes	50251	0912da2e0980a5dad91a42237f59eecb2f420d1e1351d18ddd67e2b90d7a1320	2026-08-29
results/drem/runs/A_holdout_WildType__flat/model.txt	Fitted DREM models	produced by DREM 2.0.7 (GPL-3.0, Ernst lab)	CC-BY-4.0	yes	73000	bc389abc9fb00069f5124a0e8f6c62d56c953ce0f86e746ded8c51abe609edd4	2026-08-29
results/drem/runs/A_holdout_WildType__weighted/model.txt	Fitted DREM models	produced by DREM 2.0.7 (GPL-3.0, Ernst lab)	CC-BY-4.0	yes	34512	149c369580436080c82739680db74604b1e0bced019c9e0a09b9a710a267e2e5	2026-08-29
results/drem/runs/A_primary_WildType__binding/model.txt	Fitted DREM models	produced by DREM 2.0.7 (GPL-3.0, Ernst lab)	CC-BY-4.0	yes	84094	aaed3838ebadfd537e7e8690f3ab553297e992fb104e3eb13a440ae8eb2e7f59	2026-08-29
results/drem/runs/A_primary_WildType__flat/model.txt	Fitted DREM models	produced by DREM 2.0.7 (GPL-3.0, Ernst lab)	CC-BY-4.0	yes	122475	0d6050e6fe53c9d6c55d2505b5e8fb292652c352835f68254c2ce7b023cc5981	2026-08-29
results/drem/runs/A_primary_WildType__weighted/model.txt	Fitted DREM models	produced by DREM 2.0.7 (GPL-3.0, Ernst lab)	CC-BY-4.0	yes	74480	354a15d283eabb526704cb7e871199e3faf8b192a5acf723e556940d244e00d5	2026-08-29
results/drem/runs/A_primary_sog1-1__binding/model.txt	Fitted DREM models	produced by DREM 2.0.7 (GPL-3.0, Ernst lab)	CC-BY-4.0	yes	93624	014ac6bc1034936fc1368357fed08d9d1da4737fd981adc0bc6208c226ccae58	2026-08-29
results/drem/runs/A_primary_sog1-1__flat/model.txt	Fitted DREM models	produced by DREM 2.0.7 (GPL-3.0, Ernst lab)	CC-BY-4.0	yes	102315	bbdff80030ac2cf518c11fce6dd206fb733f476315b1c66c940a6ecb3305879c	2026-08-29
results/drem/runs/A_primary_sog1-1__weighted/model.txt	Fitted DREM models	produced by DREM 2.0.7 (GPL-3.0, Ernst lab)	CC-BY-4.0	yes	68266	0264280c6c25759ad53cc4fbdeb17e0cb062c8a17906bc4c4214a896a791f8b9	2026-08-29
results/drem/runs/B_primary_pooled__binding/model.txt	Fitted DREM models	produced by DREM 2.0.7 (GPL-3.0, Ernst lab)	CC-BY-4.0	yes	43459	aa8a6cb5c4019ac6fa2efd3f41340cf4b2568faae86eb13e6df0df771ea0ee50	2026-08-29
results/drem/runs/B_primary_pooled__flat/model.txt	Fitted DREM models	produced by DREM 2.0.7 (GPL-3.0, Ernst lab)	CC-BY-4.0	yes	94417	6bae7ec195073800d97bdcce0755a2d3f9ab46483315c1e6905766f44b0084d1	2026-08-29
results/drem/runs/B_primary_pooled__weighted/model.txt	Fitted DREM models	produced by DREM 2.0.7 (GPL-3.0, Ernst lab)	CC-BY-4.0	yes	26426	2e7e6491753f3bfc968a71ba53718bbd9a2e47fad03e6ee583b06af986c5d647	2026-08-29
results/comparison/genotype_contrast.tsv	Prior ablation and genotype contrast tables	derived by scripts/10_compare_models.py	CC-BY-4.0	yes	1055	c9c62ef7ce687fdafb079433036d5fe1fe65704d952e123b2f9167734faa1728	2026-08-29
results/comparison/prior_ablation.tsv	Prior ablation and genotype contrast tables	derived by scripts/10_compare_models.py	CC-BY-4.0	yes	798	0ee95ba920f667145f3ead90b393d9c4bfc46db8a83b11cea6048175b9a37045	2026-08-29
results/comparison/sibling_crossvalidation.tsv	Prior ablation and genotype contrast tables	derived by scripts/10_compare_models.py	CC-BY-4.0	yes	2981	e796641ceafce81f817c8d07b7c8800a0dfa3a230b422b3e0df03a90696b8cc7	2026-08-29
vendor/drem.jar	DREM 2.0.7 engine	https://github.com/jernst98/STEM_DREM	GPL-3.0 (downloaded at run time, not redistributed)	no	3310260	16312a6a713238a829abb0e1bf3929f8378216ddb17b57fe30e038e892739530	2026-08-29
manuscript/manuscript.pdf	Manuscript, PDF	built from manuscript/latex	CC-BY-4.0	yes	605797	d46f5fbf8b38c80f4d52a64159453f53f974d45bad753415837b5b509803ea90	2026-08-29
manuscript/manuscript.docx	Manuscript, Word	built from manuscript/latex	CC-BY-4.0	yes	1295436	63dbc88b9b0fbe66db5b4fd37a6882d68055ed118bf1c5331ed3f27751e35074	2026-08-29
