path	description	source	licence	redistributed_here	bytes	sha256	retrieved
data/counts/OSD-193_counts.csv	Unnormalized RSEM count matrix	https://osdr.nasa.gov/bio/repo/data/studies/OSD-193	NASA Open Data (cite the original investigators)	no	4029024	e47f46c104923ab26db39a11637c062e3bc64fc6f9de424e591f9e61d1837972	2026-08-29
data/counts/OSD-218_counts.csv	Unnormalized RSEM count matrix	https://osdr.nasa.gov/bio/repo/data/studies/OSD-218	NASA Open Data (cite the original investigators)	no	3982550	1c02c095f69f030ec2ab2fa91492a3ea04b17b49e6adb567e9f62acbe0b9e282	2026-08-29
data/counts/OSD-281_counts.csv	Unnormalized RSEM count matrix	https://osdr.nasa.gov/bio/repo/data/studies/OSD-281	NASA Open Data (cite the original investigators)	no	3964768	8b7b9a116a1cae5130390cd93138d8b7cf99176fd61da9a61348e30e4f5223a5	2026-08-29
data/counts/OSD-437_counts.csv	Unnormalized RSEM count matrix	https://osdr.nasa.gov/bio/repo/data/studies/OSD-437	NASA Open Data (cite the original investigators)	no	2435855	34b2afd33dfe22fee87ee0f4d6b282874eda00c38e687cb2ab4323e846643517	2026-08-29
data/counts/OSD-498_counts.csv	Unnormalized RSEM count matrix	https://osdr.nasa.gov/bio/repo/data/studies/OSD-498	NASA Open Data (cite the original investigators)	no	2224874	192cbf32b58accdfe22015525d609a365541c0807e98a3e6f9810c15bedad57c	2026-08-29
data/counts/OSD-502_counts.csv	Unnormalized RSEM count matrix	https://osdr.nasa.gov/bio/repo/data/studies/OSD-502	NASA Open Data (cite the original investigators)	no	1309714	e3cd7f1b05213d999207dbefc87d82356515479fd1e1d3d736d7ba62c1f40d11	2026-08-29
data/counts/OSD-508_counts.csv	Unnormalized RSEM count matrix	https://osdr.nasa.gov/bio/repo/data/studies/OSD-508	NASA Open Data (cite the original investigators)	no	4654079	22010e846a547e46df3fe7a63450060ebe889be54689cb9fe8296f3f7ca9b0db	2026-08-29
data/counts/OSD-510_counts.csv	Unnormalized RSEM count matrix	https://osdr.nasa.gov/bio/repo/data/studies/OSD-510	NASA Open Data (cite the original investigators)	no	5933829	169198263bd88974ba0ac3181dd688cbaa6cf13045e4573195b5ef7ab21258a6	2026-08-29
data/counts/OSD-782_counts.csv	Unnormalized RSEM count matrix	https://osdr.nasa.gov/bio/repo/data/studies/OSD-782	NASA Open Data (cite the original investigators)	no	4527540	dc98d786d7970f7258aa5474325ff4e9e19ff13b7a6c17e95282a97d924f2f9d	2026-08-29
data/runsheets/OSD-193_runsheet.csv	GeneLab runsheet: sample IDs and factor values	https://osdr.nasa.gov/bio/repo/data/studies/OSD-193	NASA Open Data	no	12274	a76bf694dd8fc077560b7f264dca9f7fe800d76f54dfa09d2accd02e74479e5c	2026-08-29
data/runsheets/OSD-218_runsheet.csv	GeneLab runsheet: sample IDs and factor values	https://osdr.nasa.gov/bio/repo/data/studies/OSD-218	NASA Open Data	no	11617	e8e5b55dac513735a0dcf3111dc15af2961ea536458781bfab564a74a228492f	2026-08-29
data/runsheets/OSD-281_runsheet.csv	GeneLab runsheet: sample IDs and factor values	https://osdr.nasa.gov/bio/repo/data/studies/OSD-281	NASA Open Data	no	11799	42c13e649e5b34fb4e562ddd81b5552ee3e9ed7e289579577b95322fed3e3773	2026-08-29
data/runsheets/OSD-437_runsheet.csv	GeneLab runsheet: sample IDs and factor values	https://osdr.nasa.gov/bio/repo/data/studies/OSD-437	NASA Open Data	no	6614	af2c0eebb0e658ba36c56579fe9032bffb136bafd63cf5cdc50bcdf50816203b	2026-08-29
data/runsheets/OSD-498_runsheet.csv	GeneLab runsheet: sample IDs and factor values	https://osdr.nasa.gov/bio/repo/data/studies/OSD-498	NASA Open Data	no	4108	a167d8d6f6899789249e877ed7c0711d3acd5e01f29369e1f19f959e4621071e	2026-08-29
data/runsheets/OSD-502_runsheet.csv	GeneLab runsheet: sample IDs and factor values	https://osdr.nasa.gov/bio/repo/data/studies/OSD-502	NASA Open Data	no	2011	f2f8a31b2994216678dfaa020ccb0076cf20b2b4373615cb2614f586db9f4c3e	2026-08-29
data/runsheets/OSD-508_runsheet.csv	GeneLab runsheet: sample IDs and factor values	https://osdr.nasa.gov/bio/repo/data/studies/OSD-508	NASA Open Data	no	9285	7f0537e642d7b428bb57561536bd0ea0a0b3d8e4d9dad3be163f8ea50c5eb7fd	2026-08-29
data/runsheets/OSD-510_runsheet.csv	GeneLab runsheet: sample IDs and factor values	https://osdr.nasa.gov/bio/repo/data/studies/OSD-510	NASA Open Data	no	13007	90e60fb3995e61c6ab000155f99318e59944fd3a3db3d22c20449c365a8561b9	2026-08-29
data/runsheets/OSD-782_runsheet.csv	GeneLab runsheet: sample IDs and factor values	https://osdr.nasa.gov/bio/repo/data/studies/OSD-782	NASA Open Data	no	13503	c5fcefca1f1758545d3839252764ea2a599b84a48e55e0f554e172042ce93ea6	2026-08-29
data/osdr/study_catalog.json	Measured per-study file counts, titles and publications	derived from the OSDR file and biodata APIs	CC-BY-4.0	yes	10148	1f57d5682ad052da770c3867820486d333702d0e3ba9ae44172b324a979bba4d	2026-08-29
data/osdr/arabidopsis_factor_values.csv	Sample-level factor values for every OSDR Arabidopsis study	https://visualization.osdr.nasa.gov/biodata/api/v2/query/metadata/	NASA Open Data	no	567416	30f8fa5d9f95b0fa498502fd7cf3e8d7d8ea980394fd34db05df1d120b0375a1	2026-08-29
data/metadata_master.csv	Harmonised cohort metadata with a numeric time axis	derived from the OSDR biodata API	CC-BY-4.0	yes	28524	165429e058d2c3f0ad1890a255a6b143fd816bc5b4d452ede2279b6dff4df102	2026-08-29
data/tf_prior/GSE60143_RAW.tar	Arabidopsis DAP-seq peaks (O'Malley et al. 2016)	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60143/suppl/GSE60143_RAW.tar	NCBI GEO terms	no	77557760	0e0de26faaa92666981f8863c12139726f42c365723ba622b0ca581d3ece661c	2026-08-29
data/tf_prior/Arabidopsis_thaliana.TAIR10.54.gtf.gz	Ensembl Plants release-54 TAIR10 annotation	https://ftp.ensemblgenomes.ebi.ac.uk/pub/plants/release-54/gtf/arabidopsis_thaliana/	EMBL-EBI (Apache-2.0 style, no restriction)	no	10909685	4df4b3f4d40703fc6101fd6baa111eaeec9776aee8b42a12ae2321df8e3b5a44	2026-08-29
data/tf_prior/Ath_TF_list.txt.gz	PlantTFDB Arabidopsis TF list	https://planttfdb.gao-lab.org/download/TF_list/Ath_TF_list.txt.gz	PlantTFDB terms	no	12748	bc1273c81e5a8d9f10d6726036766d48316c59d1305bc6a7df27b9855f8a9bf2	2026-08-29
data/tf_prior/tair_gene_aliases.txt	TAIR gene alias table (symbol -> AGI locus)	https://www.arabidopsis.org/	TAIR terms	no	891932	da86ff756c7d70b9c460d7427bd274094d7bc2762725c0ac0219877b5ab5eac2	2026-08-29
data/chip/GSM3072264_input_SOG1-3xFLAG_20min.bedGraph.gz	SOG1-3xFLAG ChIP-seq coverage (Bourbousse et al. 2018)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE112529	NCBI GEO terms	no	56515521	4809c55e875edaca8adad74649710f092a65d6389ecc02fb462774925fb3cf51	2026-08-29
data/chip/GSM3072265_input_SOG1-3xFLAG_1h.bedGraph.gz	SOG1-3xFLAG ChIP-seq coverage (Bourbousse et al. 2018)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE112529	NCBI GEO terms	no	55336821	4087cac487ce86ca5cea6e51e7553571ba4001c2def301cf204f7c8149086b0d	2026-08-29
data/chip/GSM3072266_IP_SOG1-3xFLAG_20min.bedGraph.gz	SOG1-3xFLAG ChIP-seq coverage (Bourbousse et al. 2018)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE112529	NCBI GEO terms	no	32524500	49ed3cba777b8f1f2f0ec127463e882fd543d1a467ed01c2ef210a35057bbff8	2026-08-29
data/chip/GSM3072267_IP_SOG1-3xFLAG_1h.bedGraph.gz	SOG1-3xFLAG ChIP-seq coverage (Bourbousse et al. 2018)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE112529	NCBI GEO terms	no	32212634	569bf8e7dabd9ce2f7cf1d473318b5de590d99799efac4b9723d52d5de196a72	2026-08-29
data/chip/GSM3072268_IP_wt_20min.bedGraph.gz	SOG1-3xFLAG ChIP-seq coverage (Bourbousse et al. 2018)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE112529	NCBI GEO terms	no	31836309	11584c8c80ad969b307e9498995c466f07ff82da141ab582354934076b57c25b	2026-08-29
data/chip/GSM3072269_IP_wt_1h.bedGraph.gz	SOG1-3xFLAG ChIP-seq coverage (Bourbousse et al. 2018)	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE112529	NCBI GEO terms	no	32804061	c6766945056af7ecc6013ac7d6dc0503e46b1ebd0ba023359ef0c3d0ae66a755	2026-08-29
data/tf_prior/sog1_edges.tsv	SOG1 target edges called from GSE112529 coverage	derived by scripts/04b_sog1_chip_prior.py	CC-BY-4.0	yes	46258	7c933f755ba52fa691e8eab40b496d7762da61bb17c74862c56a72d7a639af8d	2026-08-29
data/tf_prior/gene_tss.tsv	Gene TSS coordinates from the Ensembl annotation	derived by scripts/04_fetch_tf_prior.py	CC-BY-4.0	yes	738861	0eb236a4f2638221c186ffc63a00bccdb3701f84051fa03ec09117d53c7d09f9	2026-08-29
data/tf_prior/tf_list.tsv	TF locus and family table	derived from PlantTFDB	CC-BY-4.0	yes	43891	f4b0c9a1f367dae1ec41c705c1710aac5f2ef7b5f77386afd4b74780944aabaf	2026-08-29
results/pseudotimeseries/A_holdout_WildType_expression.tsv	Pseudo-time-series expression and replicate matrices	derived by scripts/03_build_pseudotimeseries.py	CC-BY-4.0	yes	721484	5d8936b53703af9358f39cf505006f36c14fb2c2183f8b7ea0d9f9b899dec288	2026-08-29
results/pseudotimeseries/A_holdout_WildType_repeats.tsv	Pseudo-time-series expression and replicate matrices	derived by scripts/03_build_pseudotimeseries.py	CC-BY-4.0	yes	3417014	7724e41b0b9ae74045d375b9269cff4282029de2a8affcd264986f2bb7f67f44	2026-08-29
results/pseudotimeseries/A_primary_WildType_expression.tsv	Pseudo-time-series expression and replicate matrices	derived by scripts/03_build_pseudotimeseries.py	CC-BY-4.0	yes	1353076	fcd8c06773a1f095ac0fcccff6847cef4b9fb6d361e062f8902aa6769dd27172	2026-08-29
results/pseudotimeseries/A_primary_WildType_repeats.tsv	Pseudo-time-series expression and replicate matrices	derived by scripts/03_build_pseudotimeseries.py	CC-BY-4.0	yes	5399281	80e8e293d8be0db03fc1d08e3e5bc18152ba4650c8e6227eb4bc9a3083984bbc	2026-08-29
results/pseudotimeseries/A_primary_sog1-1_expression.tsv	Pseudo-time-series expression and replicate matrices	derived by scripts/03_build_pseudotimeseries.py	CC-BY-4.0	yes	1353001	a455f683501aa9fac0de03d31e9d0ff409990afb0c54b5d344933094ca57e0e8	2026-08-29
results/pseudotimeseries/A_primary_sog1-1_repeats.tsv	Pseudo-time-series expression and replicate matrices	derived by scripts/03_build_pseudotimeseries.py	CC-BY-4.0	yes	4240329	2fa74273f82c0db72819d364bb09e9de15190be929d9e28c51d92256251cf42f	2026-08-29
