accession	TF	name	n_levels	spearman_rho	p	q
OSD-346	AT5G06950		7	-0.464	0.2939341076002517	0.8007170517386167
OSD-346	AT2G32460		7	0.464	0.2939341076002517	0.8007170517386167
OSD-346	AT1G30490		7	-0.464	0.2939341076002517	0.8007170517386167
OSD-346	AT5G42520		7	-0.464	0.2939341076002517	0.8007170517386167
OSD-346	AT3G11440		7	0.429	0.337368311085824	0.8258736208290229
OSD-346	AT3G18990		7	0.429	0.337368311085824	0.8258736208290229
OSD-346	AT5G09410		7	-0.429	0.337368311085824	0.8258736208290229
OSD-346	AT3G08500		7	0.429	0.337368311085824	0.8258736208290229
OSD-346	AT1G74480		7	0.429	0.337368311085824	0.8258736208290229
OSD-346	AT5G65510		7	0.429	0.337368311085824	0.8258736208290229
OSD-346	AT5G63090		7	-0.429	0.337368311085824	0.8258736208290229
OSD-346	AT1G51600		7	-0.429	0.337368311085824	0.8258736208290229
OSD-346	AT3G48160		7	0.429	0.337368311085824	0.8258736208290229
OSD-346	AT5G65310		7	-0.429	0.337368311085824	0.8258736208290229
OSD-346	AT4G38170		7	-0.429	0.337368311085824	0.8258736208290229
OSD-346	AT1G14580		7	0.429	0.337368311085824	0.8258736208290229
OSD-346	AT3G57600		7	-0.429	0.337368311085824	0.8258736208290229
OSD-346	AT2G20110		7	0.429	0.337368311085824	0.8258736208290229
OSD-346	AT2G02070		7	0.429	0.337368311085824	0.8258736208290229
OSD-346	AT2G33710		7	-0.393	0.38331687042697266	0.8258736208290229
OSD-346	AT2G28920		7	0.393	0.38331687042697266	0.8258736208290229
OSD-346	AT1G26960		7	0.393	0.38331687042697266	0.8258736208290229
OSD-346	AT3G01970		7	-0.393	0.38331687042697266	0.8258736208290229
OSD-346	AT5G02840		7	0.393	0.38331687042697266	0.8258736208290229
OSD-346	AT2G42590		7	0.393	0.38331687042697266	0.8258736208290229
OSD-346	AT4G37790		7	-0.393	0.38331687042697266	0.8258736208290229
OSD-346	AT3G03660		7	-0.393	0.38331687042697266	0.8258736208290229
OSD-346	AT3G12720		7	0.393	0.38331687042697266	0.8258736208290229
OSD-346	AT4G24470		7	0.393	0.38331687042697266	0.8258736208290229
OSD-346	AT4G23550		7	-0.393	0.38331687042697266	0.8258736208290229
OSD-346	AT3G12130		7	-0.393	0.38331687042697266	0.8258736208290229
OSD-346	AT1G28160		7	-0.393	0.38331687042697266	0.8258736208290229
OSD-346	AT1G78700		7	0.393	0.38331687042697266	0.8258736208290229
OSD-346	AT3G20310		7	-0.393	0.38331687042697266	0.8258736208290229
OSD-346	AT1G75390		7	0.393	0.38331687042697266	0.8258736208290229
OSD-346	AT3G23240		7	-0.393	0.38331687042697266	0.8258736208290229
OSD-346	AT1G69180		7	-0.393	0.38331687042697266	0.8258736208290229
OSD-346	AT3G46070		7	0.393	0.38331687042697266	0.8258736208290229
OSD-346	AT1G30650		7	-0.393	0.38331687042697266	0.8258736208290229
OSD-346	AT4G00250		7	0.393	0.38331687042697266	0.8258736208290229
OSD-346	AT1G29280		7	-0.393	0.38331687042697266	0.8258736208290229
OSD-346	AT1G22810		7	-0.393	0.38331687042697266	0.8258736208290229
OSD-346	AT2G23320		7	-0.393	0.38331687042697266	0.8258736208290229
OSD-346	AT3G49930		7	0.393	0.38331687042697266	0.8258736208290229
OSD-346	AT4G01250		7	-0.393	0.38331687042697266	0.8258736208290229
OSD-346	AT5G23930		7	-0.393	0.38331687042697266	0.8258736208290229
OSD-346	AT5G24110		7	-0.393	0.38331687042697266	0.8258736208290229
OSD-346	AT5G13080		7	-0.393	0.38331687042697266	0.8258736208290229
OSD-346	AT5G26170		7	-0.393	0.38331687042697266	0.8258736208290229
OSD-346	AT5G44210		7	-0.393	0.38331687042697266	0.8258736208290229
OSD-251	AT2G42200		5	0.5	0.39100221895577053	0.7533945194513627
OSD-251	AT3G10800		5	0.5	0.39100221895577053	0.7533945194513627
OSD-251	AT2G31230		5	0.5	0.39100221895577053	0.7533945194513627
OSD-251	AT3G24520		5	0.5	0.39100221895577053	0.7533945194513627
OSD-251	AT5G64750		5	0.5	0.39100221895577053	0.7533945194513627
OSD-251	AT1G32150		5	0.5	0.39100221895577053	0.7533945194513627
OSD-251	AT2G01930		5	-0.5	0.39100221895577053	0.7533945194513627
OSD-251	AT1G53170		5	0.5	0.39100221895577053	0.7533945194513627
OSD-251	AT1G51600		5	-0.5	0.39100221895577053	0.7533945194513627
OSD-251	AT5G22500		5	0.5	0.39100221895577053	0.7533945194513627
OSD-251	AT5G62165		5	0.5	0.39100221895577053	0.7533945194513627
OSD-251	AT3G13810		5	0.5	0.39100221895577053	0.7533945194513627
OSD-251	AT5G10510		5	0.5	0.39100221895577053	0.7533945194513627
OSD-251	AT2G24570		5	0.5	0.39100221895577053	0.7533945194513627
OSD-251	AT5G67580		5	0.5	0.39100221895577053	0.7533945194513627
OSD-251	AT1G76890		5	0.5	0.39100221895577053	0.7533945194513627
OSD-251	AT3G15210		5	0.5	0.39100221895577053	0.7533945194513627
OSD-251	AT2G23290		5	-0.5	0.39100221895577053	0.7533945194513627
OSD-251	AT3G56850		5	0.5	0.39100221895577053	0.7533945194513627
OSD-251	AT1G34190		5	0.5	0.39100221895577053	0.7533945194513627
OSD-251	AT1G68550		5	0.5	0.39100221895577053	0.7533945194513627
OSD-251	AT2G33710		5	0.5	0.39100221895577053	0.7533945194513627
OSD-251	AT4G38170		5	0.5	0.39100221895577053	0.7533945194513627
OSD-251	AT5G47230		5	0.5	0.39100221895577053	0.7533945194513627
OSD-251	AT2G45420		5	0.5	0.39100221895577053	0.7533945194513627
OSD-251	AT1G49560		5	0.5	0.39100221895577053	0.7533945194513627
OSD-251	AT4G16750		5	0.5	0.39100221895577053	0.7533945194513627
OSD-251	AT5G49300		5	0.5	0.39100221895577053	0.7533945194513627
OSD-251	AT2G46130		5	0.5	0.39100221895577053	0.7533945194513627
OSD-251	AT3G49530		5	0.5	0.39100221895577053	0.7533945194513627
OSD-251	AT4G27950		5	0.5	0.39100221895577053	0.7533945194513627
OSD-251	AT2G36270		5	0.5	0.39100221895577053	0.7533945194513627
OSD-251	AT4G34410		5	0.5	0.39100221895577053	0.7533945194513627
OSD-251	AT1G28160		5	0.5	0.39100221895577053	0.7533945194513627
OSD-251	AT1G72740		5	0.5	0.39100221895577053	0.7533945194513627
OSD-251	AT5G15830		5	0.5	0.39100221895577053	0.7533945194513627
OSD-251	AT1G03800		5	0.5	0.39100221895577053	0.7533945194513627
OSD-251	AT1G75080		5	0.5	0.39100221895577053	0.7533945194513627
OSD-251	AT2G35700		5	0.5	0.39100221895577053	0.7533945194513627
OSD-346	AT2G45410		7	-0.357	0.4316113520383278	0.8279063266450984
OSD-346	AT5G67190		7	-0.357	0.4316113520383278	0.8279063266450984
OSD-346	AT1G06180		7	0.357	0.4316113520383278	0.8279063266450984
OSD-346	AT1G77640		7	-0.357	0.4316113520383278	0.8279063266450984
OSD-346	AT5G47230		7	-0.357	0.4316113520383278	0.8279063266450984
OSD-346	AT1G79180		7	0.357	0.4316113520383278	0.8279063266450984
OSD-346	AT5G56840		7	0.357	0.4316113520383278	0.8279063266450984
OSD-346	AT2G33550		7	-0.357	0.4316113520383278	0.8279063266450984
OSD-346	AT3G45170		7	-0.357	0.4316113520383278	0.8279063266450984
OSD-346	AT5G44160		7	0.357	0.4316113520383278	0.8279063266450984
OSD-346	AT5G64750		7	-0.357	0.4316113520383278	0.8279063266450984
OSD-346	AT1G74370		7	-0.357	0.4316113520383278	0.8279063266450984
OSD-346	AT5G62380		7	-0.357	0.4316113520383278	0.8279063266450984
OSD-346	AT2G15660		7	0.357	0.4316113520383278	0.8279063266450984
OSD-346	AT1G64620		7	0.357	0.4316113520383278	0.8279063266450984
OSD-346	AT1G50640		7	-0.357	0.4316113520383278	0.8279063266450984
OSD-346	AT4G32800		7	-0.357	0.4316113520383278	0.8279063266450984
OSD-346	AT4G06746		7	-0.357	0.4316113520383278	0.8279063266450984
OSD-346	AT4G28140		7	-0.357	0.4316113520383278	0.8279063266450984
OSD-346	AT5G08750		7	-0.357	0.4316113520383278	0.8279063266450984
OSD-346	AT4G17785		7	0.321	0.4820720382996776	0.8279063266450984
OSD-346	AT1G69490		7	0.321	0.4820720382996776	0.8279063266450984
OSD-346	AT5G22990		7	0.321	0.4820720382996776	0.8279063266450984
OSD-346	AT3G23220		7	-0.321	0.4820720382996776	0.8279063266450984
OSD-346	AT3G55370		7	-0.321	0.4820720382996776	0.8279063266450984
OSD-346	AT5G13910		7	-0.321	0.4820720382996776	0.8279063266450984
OSD-346	AT5G41570		7	-0.321	0.4820720382996776	0.8279063266450984
OSD-346	AT1G76420		7	0.321	0.4820720382996776	0.8279063266450984
OSD-346	AT3G15210		7	-0.321	0.4820720382996776	0.8279063266450984
OSD-346	AT5G52830		7	-0.321	0.4820720382996776	0.8279063266450984
OSD-346	AT3G47620		7	-0.321	0.4820720382996776	0.8279063266450984
OSD-346	AT1G19790		7	-0.321	0.4820720382996776	0.8279063266450984
OSD-346	AT5G53950		7	-0.321	0.4820720382996776	0.8279063266450984
OSD-346	AT1G52880		7	0.321	0.4820720382996776	0.8279063266450984
OSD-346	AT1G68550		7	-0.321	0.4820720382996776	0.8279063266450984
OSD-346	AT4G28110		7	0.321	0.4820720382996776	0.8279063266450984
OSD-346	AT1G03800		7	-0.321	0.4820720382996776	0.8279063266450984
OSD-346	AT5G58900		7	0.321	0.4820720382996776	0.8279063266450984
OSD-346	AT1G06280		7	-0.321	0.4820720382996776	0.8279063266450984
OSD-346	AT3G02940		7	0.321	0.4820720382996776	0.8279063266450984
OSD-346	AT2G40260		7	0.321	0.4820720382996776	0.8279063266450984
OSD-346	AT1G44830		7	-0.321	0.4820720382996776	0.8279063266450984
OSD-346	AT1G09540		7	0.321	0.4820720382996776	0.8279063266450984
OSD-346	AT5G02460		7	-0.321	0.4820720382996776	0.8279063266450984
OSD-346	AT1G49010		7	0.321	0.4820720382996776	0.8279063266450984
OSD-346	AT5G46350		7	-0.321	0.4820720382996776	0.8279063266450984
OSD-346	AT5G65210		7	0.321	0.4820720382996776	0.8279063266450984
OSD-346	AT1G02230		7	-0.321	0.4820720382996776	0.8279063266450984
OSD-346	AT5G65130		7	-0.321	0.4820720382996776	0.8279063266450984
OSD-346	AT5G25190		7	-0.321	0.4820720382996776	0.8279063266450984
OSD-346	AT3G10580		7	0.321	0.4820720382996776	0.8279063266450984
OSD-346	AT3G11020		7	-0.321	0.4820720382996776	0.8279063266450984
OSD-346	AT4G36780		7	0.321	0.4820720382996776	0.8279063266450984
OSD-346	AT5G63260		7	-0.321	0.4820720382996776	0.8279063266450984
OSD-346	AT5G45300		7	0.321	0.4820720382996776	0.8279063266450984
OSD-346	AT3G45610		7	-0.321	0.4820720382996776	0.8279063266450984
OSD-251	AT5G38800		5	0.4	0.5046315754686911	0.911341812607844
OSD-251	AT3G50700		5	0.4	0.5046315754686911	0.911341812607844
OSD-251	AT3G10580		5	0.4	0.5046315754686911	0.911341812607844
OSD-251	AT3G06490		5	0.4	0.5046315754686911	0.911341812607844
OSD-251	AT2G38090		5	0.4	0.5046315754686911	0.911341812607844
OSD-251	AT4G26030		5	0.4	0.5046315754686911	0.911341812607844
OSD-251	AT2G39900		5	-0.4	0.5046315754686911	0.911341812607844
OSD-251	AT2G17900		5	0.4	0.5046315754686911	0.911341812607844
OSD-251	AT3G12720		5	0.4	0.5046315754686911	0.911341812607844
OSD-251	AT3G47600		5	0.4	0.5046315754686911	0.911341812607844
OSD-251	AT5G65510		5	0.4	0.5046315754686911	0.911341812607844
OSD-251	AT1G17950		5	0.4	0.5046315754686911	0.911341812607844
OSD-251	AT3G20840		5	0.4	0.5046315754686911	0.911341812607844
OSD-251	AT5G09410		5	-0.4	0.5046315754686911	0.911341812607844
OSD-346	AT3G24520		7	0.286	0.5345092286010406	0.8389317031685206
OSD-346	AT1G69570		7	0.286	0.5345092286010406	0.8389317031685206
OSD-346	AT5G47390		7	0.286	0.5345092286010406	0.8389317031685206
OSD-346	AT3G23210		7	0.286	0.5345092286010406	0.8389317031685206
OSD-346	AT4G27950		7	-0.286	0.5345092286010406	0.8389317031685206
OSD-346	AT3G20840		7	0.286	0.5345092286010406	0.8389317031685206
OSD-346	AT1G75490		7	-0.286	0.5345092286010406	0.8389317031685206
OSD-346	AT1G76110		7	-0.286	0.5345092286010406	0.8389317031685206
OSD-346	AT3G16280		7	-0.286	0.5345092286010406	0.8389317031685206
OSD-346	AT1G19000		7	0.286	0.5345092286010406	0.8389317031685206
OSD-346	AT5G61620		7	0.286	0.5345092286010406	0.8389317031685206
OSD-346	AT2G23340		7	-0.286	0.5345092286010406	0.8389317031685206
OSD-346	AT3G10500		7	-0.286	0.5345092286010406	0.8389317031685206
OSD-346	AT5G04410		7	-0.286	0.5345092286010406	0.8389317031685206
OSD-346	AT5G66940		7	0.286	0.5345092286010406	0.8389317031685206
OSD-346	AT5G05550		7	0.286	0.5345092286010406	0.8389317031685206
OSD-346	AT2G45420		7	-0.286	0.5345092286010406	0.8389317031685206
OSD-346	AT1G20910		7	0.286	0.5345092286010406	0.8389317031685206
OSD-346	AT3G28920		7	-0.286	0.5345092286010406	0.8389317031685206
OSD-346	AT3G60490		7	-0.286	0.5345092286010406	0.8389317031685206
OSD-346	AT3G50260		7	-0.286	0.5345092286010406	0.8389317031685206
OSD-346	AT3G50410		7	-0.286	0.5345092286010406	0.8389317031685206
OSD-346	AT1G28470		7	-0.286	0.5345092286010406	0.8389317031685206
OSD-346	AT1G34670		7	0.286	0.5345092286010406	0.8389317031685206
OSD-346	AT3G44480		7	-0.286	0.5345092286010406	0.8389317031685206
OSD-346	AT1G49560		7	0.286	0.5345092286010406	0.8389317031685206
OSD-346	AT4G01540		7	-0.25	0.5887244480896833	0.8887114280079932
OSD-346	AT4G22070		7	-0.25	0.5887244480896833	0.8887114280079932
OSD-346	AT3G46590		7	-0.25	0.5887244480896833	0.8887114280079932
OSD-346	AT1G25550		7	0.25	0.5887244480896833	0.8887114280079932
OSD-346	AT2G38340		7	-0.25	0.5887244480896833	0.8887114280079932
OSD-346	AT5G07680		7	0.25	0.5887244480896833	0.8887114280079932
OSD-346	AT5G47370		7	0.25	0.5887244480896833	0.8887114280079932
OSD-346	AT2G18380		7	-0.25	0.5887244480896833	0.8887114280079932
OSD-346	AT5G08520		7	0.25	0.5887244480896833	0.8887114280079932
OSD-346	AT3G30530		7	-0.25	0.5887244480896833	0.8887114280079932
OSD-346	AT2G45650		7	0.25	0.5887244480896833	0.8887114280079932
OSD-346	AT2G03500		7	0.25	0.5887244480896833	0.8887114280079932
OSD-251	AT2G26960		5	-0.3	0.6238376647810728	0.911341812607844
OSD-251	AT3G47620		5	-0.3	0.6238376647810728	0.911341812607844
OSD-251	AT5G67300		5	0.3	0.6238376647810728	0.911341812607844
OSD-251	AT3G57600		5	0.3	0.6238376647810728	0.911341812607844
OSD-251	AT1G74650		5	0.3	0.6238376647810728	0.911341812607844
OSD-251	AT5G61270		5	-0.3	0.6238376647810728	0.911341812607844
OSD-251	AT1G67260		5	-0.3	0.6238376647810728	0.911341812607844
OSD-251	AT1G76880		5	-0.3	0.6238376647810728	0.911341812607844
OSD-251	AT5G06100		5	-0.3	0.6238376647810728	0.911341812607844
OSD-251	AT3G22780		5	0.3	0.6238376647810728	0.911341812607844
OSD-251	AT1G20980		5	0.3	0.6238376647810728	0.911341812607844
OSD-251	AT1G55110		5	0.3	0.6238376647810728	0.911341812607844
OSD-251	AT4G14770		5	0.3	0.6238376647810728	0.911341812607844
OSD-251	AT4G38910		5	-0.3	0.6238376647810728	0.911341812607844
OSD-251	AT3G61120		5	0.3	0.6238376647810728	0.911341812607844
OSD-251	AT5G22890		5	0.3	0.6238376647810728	0.911341812607844
OSD-251	AT3G13040		5	-0.3	0.6238376647810728	0.911341812607844
OSD-251	AT2G43000		5	0.3	0.6238376647810728	0.911341812607844
OSD-251	AT1G19790		5	-0.3	0.6238376647810728	0.911341812607844
OSD-251	AT1G60920		5	-0.3	0.6238376647810728	0.911341812607844
OSD-251	AT1G03840		5	0.3	0.6238376647810728	0.911341812607844
OSD-251	AT2G33550		5	0.3	0.6238376647810728	0.911341812607844
OSD-251	AT3G25990		5	-0.3	0.6238376647810728	0.911341812607844
OSD-346	AT3G12820		7	0.214	0.6445115810207203	0.9011754849670247
OSD-346	AT4G34410		7	-0.214	0.6445115810207203	0.9011754849670247
OSD-346	AT1G18570		7	0.214	0.6445115810207203	0.9011754849670247
OSD-346	AT1G01250		7	-0.214	0.6445115810207203	0.9011754849670247
OSD-346	AT4G01680		7	0.214	0.6445115810207203	0.9011754849670247
OSD-346	AT5G66700		7	0.214	0.6445115810207203	0.9011754849670247
OSD-346	AT5G08070		7	-0.214	0.6445115810207203	0.9011754849670247
OSD-346	AT2G38090		7	0.214	0.6445115810207203	0.9011754849670247
OSD-346	AT2G31230		7	-0.214	0.6445115810207203	0.9011754849670247
OSD-346	AT2G45680		7	-0.214	0.6445115810207203	0.9011754849670247
OSD-346	AT4G36160		7	-0.214	0.6445115810207203	0.9011754849670247
OSD-346	AT3G12910		7	0.214	0.6445115810207203	0.9011754849670247
OSD-346	AT3G30210		7	0.214	0.6445115810207203	0.9011754849670247
OSD-346	AT1G22070		7	0.214	0.6445115810207203	0.9011754849670247
OSD-346	AT1G28370		7	-0.214	0.6445115810207203	0.9011754849670247
OSD-346	AT3G25990		7	-0.214	0.6445115810207203	0.9011754849670247
OSD-346	AT2G02820		7	-0.214	0.6445115810207203	0.9011754849670247
OSD-346	AT2G02540		7	-0.214	0.6445115810207203	0.9011754849670247
OSD-346	AT4G25470		7	0.214	0.6445115810207203	0.9011754849670247
OSD-346	AT5G10510		7	-0.214	0.6445115810207203	0.9011754849670247
OSD-346	AT5G51990		7	0.214	0.6445115810207203	0.9011754849670247
OSD-346	AT1G53230		7	-0.214	0.6445115810207203	0.9011754849670247
OSD-346	AT4G18890		7	0.214	0.6445115810207203	0.9011754849670247
OSD-346	AT3G23250		7	0.214	0.6445115810207203	0.9011754849670247
OSD-346	AT2G01930		7	-0.214	0.6445115810207203	0.9011754849670247
OSD-346	AT5G58620		7	0.179	0.7016579425162729	0.9238496243130926
OSD-346	AT3G20770		7	0.179	0.7016579425162729	0.9238496243130926
OSD-346	AT5G29000		7	0.179	0.7016579425162729	0.9238496243130926
OSD-346	AT2G35700		7	-0.179	0.7016579425162729	0.9238496243130926
OSD-346	AT4G00730		7	0.179	0.7016579425162729	0.9238496243130926
OSD-346	AT1G02250		7	-0.179	0.7016579425162729	0.9238496243130926
OSD-346	AT3G47500		7	0.179	0.7016579425162729	0.9238496243130926
OSD-346	AT1G74840		7	0.179	0.7016579425162729	0.9238496243130926
OSD-346	AT5G18560		7	-0.179	0.7016579425162729	0.9238496243130926
OSD-346	AT1G63030		7	0.179	0.7016579425162729	0.9238496243130926
OSD-346	AT5G25390		7	-0.179	0.7016579425162729	0.9238496243130926
OSD-346	AT3G50060		7	0.179	0.7016579425162729	0.9238496243130926
OSD-346	AT2G17410		7	-0.179	0.7016579425162729	0.9238496243130926
OSD-346	AT2G18060		7	-0.179	0.7016579425162729	0.9238496243130926
OSD-346	AT3G12730		7	0.179	0.7016579425162729	0.9238496243130926
OSD-346	AT2G18350		7	-0.179	0.7016579425162729	0.9238496243130926
OSD-346	AT4G31060		7	-0.179	0.7016579425162729	0.9238496243130926
OSD-346	AT1G47655		7	-0.179	0.7016579425162729	0.9238496243130926
OSD-346	AT5G47660		7	0.179	0.7016579425162729	0.9238496243130926
OSD-346	AT5G08130		7	-0.179	0.7016579425162729	0.9238496243130926
OSD-346	AT2G01818		7	0.179	0.7016579425162729	0.9238496243130926
OSD-251	AT2G38470		5	-0.2	0.747060078104662	0.911341812607844
OSD-251	AT1G08010		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT2G02070		5	-0.2	0.747060078104662	0.911341812607844
OSD-251	AT2G35530		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT1G69180		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT1G23810		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT1G19040		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT2G40740		5	-0.2	0.747060078104662	0.911341812607844
OSD-251	AT1G18570		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT1G77640		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT2G40260		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT2G23320		5	-0.2	0.747060078104662	0.911341812607844
OSD-251	AT1G02250		5	-0.2	0.747060078104662	0.911341812607844
OSD-251	AT2G03340		5	-0.2	0.747060078104662	0.911341812607844
OSD-251	AT1G69570		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT2G02540		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT1G18960		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT1G12260		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT2G28810		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT1G73730		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT1G75240		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT2G22430		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT4G17980		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT5G62320		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT3G12820		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT3G45170		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT1G32870		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT3G45610		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT3G47500		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT5G44210		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT3G49930		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT5G26170		5	-0.2	0.747060078104662	0.911341812607844
OSD-251	AT5G25830		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT5G52830		5	-0.2	0.747060078104662	0.911341812607844
OSD-251	AT3G50410		5	-0.2	0.747060078104662	0.911341812607844
OSD-251	AT5G24110		5	-0.2	0.747060078104662	0.911341812607844
OSD-251	AT5G18560		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT3G52440		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT3G53200		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT1G51700		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT3G10480		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT3G10030		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT1G30490		5	-0.2	0.747060078104662	0.911341812607844
OSD-251	AT1G29860		5	-0.2	0.747060078104662	0.911341812607844
OSD-251	AT3G51080		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT5G16600		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT1G34370		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT5G53950		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT5G66730		5	-0.2	0.747060078104662	0.911341812607844
OSD-251	AT5G65410		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT1G46264		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT5G65310		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT3G23250		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT1G64620		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT1G45249		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT5G62940		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT5G62000		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT1G65910		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT3G27785		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT3G28910		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT3G17730		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT3G30530		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT3G16280		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT5G58850		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT1G47655		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT5G56930		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT5G56840		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT3G44480		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT3G20770		5	-0.2	0.747060078104662	0.911341812607844
OSD-251	AT3G09230		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT5G17800		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT3G01220		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT2G44940		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT2G46680		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT4G18770		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT2G46590		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT5G02460		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT5G03790		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT4G17460		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT3G62420		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT4G32800		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT1G27360		5	-0.2	0.747060078104662	0.911341812607844
OSD-251	AT3G02990		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT2G46770	ANAC043	5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT5G04410		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT3G61250		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT4G34590		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT1G54330		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT4G36740		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT4G01720		5	-0.2	0.747060078104662	0.911341812607844
OSD-251	AT3G60490		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT4G31800		5	-0.2	0.747060078104662	0.911341812607844
OSD-251	AT4G31550		5	-0.2	0.747060078104662	0.911341812607844
OSD-251	AT4G04450		5	-0.2	0.747060078104662	0.911341812607844
OSD-251	AT3G57230		5	-0.2	0.747060078104662	0.911341812607844
OSD-251	AT4G05100		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT4G06746		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT4G10350		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT4G18170		5	-0.2	0.747060078104662	0.911341812607844
OSD-251	AT5G14340		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT1G52150		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT4G28500		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT3G60530		5	0.2	0.747060078104662	0.911341812607844
OSD-251	AT4G01550		5	-0.2	0.747060078104662	0.911341812607844
OSD-346	AT1G19210		7	-0.143	0.7599453002180929	0.9260001858698613
OSD-346	AT5G60850		7	0.143	0.7599453002180929	0.9260001858698613
OSD-346	AT2G42200		7	-0.143	0.7599453002180929	0.9260001858698613
OSD-346	AT5G61600		7	-0.143	0.7599453002180929	0.9260001858698613
OSD-346	AT1G08320		7	0.143	0.7599453002180929	0.9260001858698613
OSD-346	AT4G36740		7	-0.143	0.7599453002180929	0.9260001858698613
OSD-346	AT1G27730		7	0.143	0.7599453002180929	0.9260001858698613
OSD-346	AT4G16750		7	-0.143	0.7599453002180929	0.9260001858698613
OSD-346	AT4G38620		7	0.143	0.7599453002180929	0.9260001858698613
OSD-346	AT1G75240		7	-0.143	0.7599453002180929	0.9260001858698613
