Gene	10|1	10|2	20|1	20|2	45|1	45|2	90|1	90|2	180|1	180|2	360|1	360|2	720|1	720|2	1440|1	1440|2	20|3	20|4	90|3	90|4	180|3	180|4	360|3	360|4	720|3	720|4	1440|3	1440|4
AT1G67510	0.1654	0.1814	0.1642	0.0851	-0.2143	-0.234	0.1736	-0.0662	-0.1889	-0.0992	0.2409	-0.9235	0.1272	0.4288	0.353	0.2442	-0.3852	-0.1196	0.2283	-0.1612	-0.2812	-0.0067	0.1206	0.1857	0.0342	0.0944	-0.0119	0.5961
AT1G67520	-0.2352	0.4485	0.6004	0.5212	0.2251	0.4054	0.5623	0.1994	-0.0889	-0.0438	-0.0846	-0.1396	-0.2387	-0.1605	-0.0176	0.1194	0.5264	0.6154	0.407	0.5526	0.3364	0.3202	0.4049	-0.0424	-0.1671	-0.1554	0.5777	0.9408
AT1G67530	0.2941	0.2588	0.4495	0.2851	0.5587	0.415	-0.0911	0.222	-0.1675	0.0248	-0.1442	-1.0726	-0.7264	-0.2688	-0.3641	-0.4448	0.7889	0.611	-0.0681	0.0673	0.0998	-0.0135	-0.001	-0.1799	0.0323	-0.0269	0.0516	-0.0145
AT1G67550	-0.217	0.0755	-0.0157	-0.0551	-0.0209	0.1902	0.1904	0.1343	0.294	0.194	0.0521	-1.1338	-0.2732	-0.1393	0.1595	0.0841	0.0104	0.0846	0.126	0.0538	-0.2961	0.0737	0.2334	0.1271	0.1321	0.2996	0.1033	0.6644
AT1G67560	0.1014	0.2194	0.032	0.3056	-0.1677	0.1333	0.0305	-0.0613	-0.1877	0.0031	-0.0879	-1.5162	-0.3941	-0.0279	-0.174	0.1704	0.0027	0.1042	-0.0915	-0.1064	-0.0334	-0.1538	0.0493	-0.0649	0.037	-0.0435	0.2242	0.3722
AT1G67570	-0.1886	0.2764	-0.3789	-0.092	-0.5408	-0.422	0.4497	-0.0483	0.0435	0.0294	0.1783	-0.59	0.2709	0.4146	0.188	0.2905	-0.3716	-0.5479	0.3959	0.557	0.1339	-0.0152	0.2819	0.3444	0.3534	0.5563	0.1153	0.4237
AT1G67580	-0.1664	-0.1822	0.0076	-0.2196	0.5487	0.6385	0.1475	0.5282	0.1104	0.0815	-0.5622	-1.632	-0.6785	-0.6039	-0.6551	-0.4034	0.3608	0.504	0.1004	0.0117	0.11	0.0931	-0.0289	-0.1412	-0.2171	-0.1353	-0.0653	-0.0952
AT1G67590	0.2928	0.2648	0.3442	0.027	0.0589	-0.0138	-0.8319	0.3564	0.1436	-0.1205	0.102	1.0625	0.0009	0.1396	-0.2233	-0.2819	-0.016	-0.0985	-0.0698	-0.0662	0.0216	-0.0779	-0.2369	-0.2054	-0.1836	-0.1498	-0.5961	-0.4504
AT1G67600	0.0984	0.3454	-0.0422	0.2679	0.5143	0.47	0.5242	0.5557	-0.1985	0.005	0.0626	0.3646	0.6014	-0.2064	0.7322	0.4555	-0.1438	-0.1611	0.4241	0.7537	0.8095	0.2746	0.0616	0.0261	0.0907	0.4896	0.1507	0.506
AT1G67620	0.1132	0.2693	0.0248	0.2094	-0.3405	-0.4327	-0.0305	-0.406	0.226	0.4438	-0.4315	0.2326	-0.2033	-0.2232	0.4041	0.487	-0.261	-0.5432	-0.2979	0.4217	0.0318	0.2735	0.0252	0.014	0.0269	0.1182	0.1679	0.431
AT1G67630	0.8263	0.893	0.6717	0.9044	0.1423	-0.0179	-0.2107	-0.3475	0.7649	1.1687	0.4092	0.431	0.3381	0.4828	0.7292	0.7895	-0.646	-0.8044	-0.1303	0.1199	-0.1051	0.397	-0.0153	-0.1985	-0.2406	-0.2273	0.1308	-0.0021
AT1G67650	-0.3436	-0.1189	-0.2121	-0.2357	0.145	0.5427	1.0195	0.7676	0.6284	0.8495	-0.0675	0.4916	-0.2329	-0.049	0.2267	0.3598	0.0089	-0.0773	0.7634	0.7383	0.7416	0.9042	0.7232	0.283	0.172	0.6579	0.6659	1.0008
AT1G67660	0.3992	0.159	0.4499	0.333	-0.3832	-0.1682	-0.0656	-0.2387	0.6789	0.5163	0.5329	0.8841	0.8783	1.0954	0.6215	0.5052	-0.1944	-0.5891	-0.1257	-0.3369	-0.3253	0.1274	0.284	0.4234	-0.3173	0.2022	-0.0877	-0.1722
AT1G67680	-0.2497	0.035	-0.1958	-0.0501	-0.3898	-0.076	0.1281	-0.0217	-0.0458	-0.0146	-0.0916	-0.0542	-0.3986	-0.1353	-0.1726	-0.0826	-0.1338	-0.2347	0.1668	0.1887	-0.0475	0.1642	-0.0511	0.0233	-0.0201	0.1108	-0.0528	0.0313
AT1G67690	-0.0557	0.0892	-0.108	-0.0988	-0.196	-0.2566	0.229	-0.3181	0.2477	0.4615	0.0731	-1.6751	-0.019	0.0576	-0.1968	0.01	-0.1063	-0.1277	0.1482	0.0984	0.0312	0.3393	-0.0325	-0.0368	-0.165	0.0818	-0.2977	-0.4231
AT1G67700	-0.2122	-0.4459	-0.239	-0.4499	0.1085	-0.2197	-0.0642	-0.1221	-0.0596	-0.1442	-0.0706	0.1075	0.2381	-0.1157	0.0871	-0.0863	0.0573	0.0587	-0.0568	0.0091	-0.0192	-0.1059	-0.0816	-0.1388	-0.1155	0.0403	-0.1789	-0.2725
AT1G67710	-0.1078	0.0001	0.1305	-0.3728	0.7095	1.0234	-0.0791	0.4962	0.0994	0.6967	-0.5539	-0.6866	-0.7589	-0.8009	-0.8139	-1.1188	0.7245	0.7266	-0.5364	-0.4535	0.4528	0.3589	-0.0403	-0.4131	-0.3466	-0.282	-0.3426	0.0916
AT1G67720	-0.2878	-0.0221	-0.2314	-0.179	-0.4742	-0.2893	0.0845	-0.3639	0.1121	-0.0086	-0.3552	-1.9788	-0.7747	-0.4341	-0.412	-0.19	-0.0551	-0.2009	0.2895	0.3527	0.0235	-0.1027	-0.0539	0.0267	-0.0041	0.0319	-0.1568	0.1567
AT1G67730	0.3411	0.8476	0.2448	0.5651	-0.354	0.2435	0.3148	0.1235	0.1035	0.2328	0.3155	-0.4258	0.2322	0.4524	0.3632	0.368	-0.2753	-0.2649	0.1279	0.2346	0.0828	-0.0484	0.1508	0.1712	0.0979	-0.0174	0.0009	0.0297
AT1G67740	-0.0185	0.2537	-0.1089	0.3549	-0.2009	-0.2047	-0.1949	-0.0481	-0.3263	0.0925	0.7084	-0.1028	0.4457	0.545	0.2867	0.3676	-0.3024	0.0218	-0.2666	-0.3691	0.0271	-0.2954	-0.1114	-0.3335	0.0888	-0.1587	-0.1418	-0.2118
AT1G67750	0.767	1.7663	0.9331	1.2819	-0.2273	0.0739	-0.1421	-0.4256	0.7966	0.9552	2.0382	1.5176	1.8677	1.9543	2.0855	1.9357	-0.8038	-1.0993	-0.8817	-0.7843	-0.256	0.504	0.3688	0.6426	0.7336	0.418	-0.0843	0.4831
AT1G67780	0.0361	-0.2118	-0.2895	0.0481	-0.5231	-0.1474	-0.3518	-0.0445	0.3772	0.5614	0.5089	0.0227	0.5914	0.9291	0.1737	0.28	0.2594	-0.1183	0.2399	0.1926	0.095	-0.0828	0.391	0.227	0.5012	0.8539	-0.0781	0.0452
AT1G67785	0.1329	-0.3591	0.3215	-0.2248	0.107	-0.2677	0.0142	-0.3145	0.5898	0.057	0.5643	1.6421	0.8311	0.3669	0.6921	0.4699	0.1125	-0.0255	0.0729	0.0023	-0.1807	-0.1371	-0.1307	-0.0051	0.08	0.0712	0.0716	-0.0046
AT1G67790	-0.0253	0.8567	-0.5328	0.0286	-0.5328	0.5296	0.5235	0.8704	0.8576	0.4342	0.4133	-0.5328	-0.5328	1.2055	0.6446	0.4635	-1.0207	-0.0153	0.486	-1.0207	0.4196	0.1652	0.0829	0.4247	0.7105	0.5709	-0.2588	0.0799
AT1G67792	-0.5957	-0.4537	-0.5298	-0.3301	-0.2265	0.0684	0.1889	-0.0351	-0.6295	-0.579	-0.4969	-1.0371	-0.4051	-0.7905	-0.5078	-0.5669	0.2971	-0.0217	0.2951	0.7325	-0.2407	-0.1383	-0.0023	-0.3281	-0.3435	-0.0708	-0.318	-0.1281
AT1G67800	0.2574	0.0415	0.391	0.279	0.0918	0.059	0.8841	0.6458	0.2324	0.3795	-0.1528	-0.9476	-0.233	-0.2899	0.6319	0.1418	0.1648	0.1703	0.6676	0.5481	0.1448	0.7274	0.2934	0.5634	0.2999	0.5216	0.7277	1.3046
AT1G67810	-0.5135	-0.1708	0.129	-0.1983	0.9586	1.2347	2.0785	2.0807	0.0071	0.5477	-0.5418	-0.5245	-0.7701	-0.4529	0.0421	-0.2292	0.9869	1.4901	1.3491	1.1824	0.5756	0.8136	-0.1454	0.1575	0.0779	-0.1703	1.5166	1.8536
AT1G67820	0.0392	0.2516	0.1748	0.1174	-0.2843	0.0387	-0.0096	0.1528	0.4198	0.894	0.465	-0.8462	-0.1998	0.0687	0.2418	0.4058	-0.1209	-0.3134	-0.1398	0.0284	-0.2679	0.1409	-0.1174	0.1307	-0.2631	0.1599	0.4241	0.3428
AT1G67830	-0.1818	0.1879	0.0528	0.3363	-0.0537	0.4056	-0.018	0.1442	0.252	0.2487	0.3296	0.0266	0.2121	0.4593	-0.1245	0.0743	-0.1817	-0.5726	-0.28	-0.2335	0.0207	0.1412	0.0826	0.0511	-0.1423	-0.0114	-0.2164	-0.2573
AT1G67840	0.1534	0.3435	0.0621	0.2068	-0.0424	-0.0376	-0.0468	0.0654	-0.1118	-0.057	0.1139	-0.9279	-0.1034	-0.0796	-0.109	-0.1368	-0.2799	-0.2998	-0.1723	-0.3022	-0.19	-0.1792	0.1835	0.0247	0.0206	-0.0119	-0.2546	-0.102
AT1G67850	0.2825	0.7012	0.236	0.5969	0.0552	0.5892	0.7797	-0.0902	-0.4753	-0.0722	-0.1814	-0.3874	-0.2206	-0.2253	0.8086	0.4349	0.3062	0.1175	0.2079	0.26	0.0608	0.2667	-0.0895	0.2127	0.1859	0.5264	0.8302	1.2104
AT1G67860	-0.4949	-0.958	0.0847	-0.5789	0.1391	-0.1223	-0.0255	0.0361	0.477	-0.6119	0.2173	1.4125	0.5441	-0.806	-0.4596	-0.5637	-0.1641	-0.5355	-0.0878	-0.483	-0.5317	-0.1431	-0.5964	-0.3224	-0.8027	-0.7085	-0.8538	-0.5871
AT1G67865	-0.1561	-0.4888	0.1652	-0.5049	0.2952	-0.0346	-0.1791	-0.0556	-0.044	-0.6003	0.1274	1.056	0.6427	-0.2187	0.5391	-0.3213	0.3209	-0.4737	-0.1971	0.1168	-0.496	-0.3083	-0.6175	-0.6286	-0.557	-0.6195	-0.9645	-0.769
AT1G67870	-0.4757	-0.8046	-0.617	-0.7209	-0.3428	-0.3666	-0.5601	-0.4501	-0.4724	-0.6458	-0.1503	0.3154	0.0418	-0.183	-0.7294	-0.9515	-0.2016	-0.6776	-0.436	-0.3128	-0.808	-0.2845	-0.5463	-0.7894	-0.654	-0.5308	-0.626	-0.8788
AT1G67880	0.5463	0.8174	0.4372	0.4873	-0.1272	-0.0946	0.1853	-0.1484	-0.1964	0.1142	0.4671	-0.1863	0.2349	0.4511	0.1142	0.3019	0.5807	0.4917	-0.177	-0.1971	-0.0982	-0.0629	-0.02	-0.198	-0.1011	0.0411	0.128	0.0659
AT1G67890	0.036	0.2616	0.1982	0.1403	0.2165	0.293	0.117	0.0778	0.3567	0.2277	0.1455	-1.0613	-0.2887	-0.3452	-0.0301	-0.0645	0.168	0.0675	0.1319	-0.0352	0.1776	0.1134	0.2378	0.0068	0.1644	0.0464	0.0146	-0.0401
AT1G67900	0.363	0.6971	0.5392	0.4105	0.3565	0.4462	-0.0581	0.7185	1.2091	1.7162	-0.0373	-0.1869	-0.7049	-0.5287	-0.1785	0.1174	-0.1907	0.0166	-0.7688	-0.6116	0.2598	-0.0832	-0.0965	-0.3315	0.0944	0.2588	0.0525	0.0339
AT1G67910	0.6278	-0.3031	0.7896	0.3817	1.0189	0.5448	-0.8984	0.1764	1.0575	0.9124	0.0636	0.6455	0.42	0.2081	-0.7202	-0.31	0.6095	0.6717	-1.5307	-0.5986	-0.2029	-0.0389	-0.3517	-0.2111	0.1356	-0.0092	-0.5664	-0.8318
AT1G67920	0.63	0.5135	0.8016	0.3778	0.3958	0.2053	0.8021	1.11	0.8117	0.0962	0.7932	1.2103	0.8772	0.6201	1.8202	1.1583	-0.106	0.4508	-0.5708	0.1364	-0.0198	0.114	-0.2132	0.3051	0.0091	0.557	0.9152	0.8297
AT1G67930	-0.0337	0.0746	-0.0412	0.0045	-0.2358	-0.0058	-0.1844	-0.2019	0.1644	-0.1479	-0.038	-1.1007	-0.4947	-0.1055	-0.4238	-0.1309	-0.188	-0.213	-0.0337	0.0006	-0.2931	-0.0742	0.1452	0.1121	0.1472	0.0396	0.1491	0.272
AT1G67940	-0.7255	-0.1117	-0.156	-0.3338	-0.1896	0.1423	0.1188	-0.2726	0.3018	0.2517	0.4467	0.6947	0.5013	0.3425	0.9062	0.7465	-0.1621	-0.393	0.0143	-0.0882	-0.2731	-0.1973	-0.2577	0.0754	0.0856	0.1513	0.3382	0.6474
AT1G67950	0.1928	0.3382	0.3524	0.2804	-0.3355	-0.2842	-0.1267	-0.1355	0.605	0.2502	0.4186	0.7606	0.8411	0.6778	0.7872	0.7692	0.0545	-0.1153	-0.2706	-0.0949	-0.3889	-0.0353	-0.0562	0.2113	0.0607	0.1409	0.0489	0.0679
AT1G67960	0.1705	0.1696	0.1615	0.1836	0.0214	0.035	0.1208	0.0365	0.208	-0.3311	-0.4489	-1.4783	-0.6695	-0.3658	-0.1601	-0.4941	0.0885	0.1429	0.1619	0.1724	-0.1458	-0.1367	-0.1087	-0.121	-0.2252	0.0199	-0.2456	0.0966
AT1G67970	0.7062	0.1992	0.1735	0.129	0.2961	-0.325	0.4526	-0.3357	-0.2049	-0.6662	-0.1744	-0.4282	-0.0683	0.6287	1.0233	0.47	0.9869	0.712	0.3376	0.444	-0.4393	0.1851	0.0914	0.5294	-0.4838	-0.0428	1.1008	1.5442
AT1G68000	-0.0578	-0.2364	0.242	-0.1185	0.4838	0.3375	0.2124	0.3192	0.3748	0.0768	0.1705	0.141	0.1731	0.0425	-0.0618	-0.1095	0.417	0.4544	0.1985	0.1313	0.0794	0.137	0.1641	0.0776	0.2148	0.2304	0.0029	0.3293
AT1G68010	-0.006	-0.0865	-0.1023	0.0164	0.1799	0.0501	0.1012	0.1424	-0.4306	-0.3017	0.2213	-0.1972	0.2795	0.0305	-0.4804	-0.29	-0.2781	-0.3202	-0.2756	-0.5525	-0.1987	-0.4806	0.1742	0.012	0.0543	-0.2147	-0.5554	-0.7748
AT1G68020	0.2796	-0.0185	0.3606	-0.0283	0.7468	1.019	0.4503	0.9769	0.5054	0.2529	-0.3589	-0.972	-0.7046	-0.361	-0.4406	-0.6345	0.8502	1.1746	-0.1453	-0.0315	-0.1498	-0.3606	-0.2388	-0.4426	-0.414	-0.1755	-0.636	-0.3197
AT1G68030	-0.2658	-0.2689	0.3448	-0.0804	-0.0051	0.06	0.9431	0.563	1.0502	0.66	0.234	0.5231	0.0453	-0.1188	0.1858	0.4721	0.2596	-0.179	0.386	0.2083	0.0703	0.5183	0.1924	0.2078	0.2348	0.1847	0.439	0.5844
AT1G68050	-0.6938	-1.2835	-0.8536	-1.1541	-0.4857	-1.1621	0.0328	-0.9377	-0.915	-1.7572	-0.0551	-0.5421	0.459	0.8692	0.5345	-0.3464	-0.6969	-0.9423	0.5321	0.5069	-0.0359	0.3641	0.1584	0.6789	-0.6509	-0.0685	0.2826	0.3442
AT1G68060	-0.1167	0.1733	0.0243	0.0131	-0.3009	-0.074	-0.2144	-0.4435	0.1775	-0.0803	0.1242	-0.1171	-0.1576	0.3243	-0.0547	-0.0452	0.0827	-0.0536	0.1453	0.2259	-0.1038	-0.0275	0.1477	0.0705	-0.0452	0.1134	-0.2446	0.0443
AT1G68070	-0.0263	0.1307	0.0527	0.1661	0.2092	0.4976	0.1965	0.1509	0.2847	0.2832	0.216	0.2642	0.3348	0.2121	0.1905	0.2204	-0.1699	-0.227	-0.0022	-0.167	0.1177	0.2386	-0.0024	-0.0154	-0.0465	-0.038	-0.1001	-0.1145
AT1G68080	-0.2792	-0.1106	-0.4186	-0.3912	-0.0004	0.0628	0.3055	-0.3217	0.109	-0.1274	-0.1586	-0.5521	-0.1977	-0.2149	-0.3395	-0.3227	-0.1166	-0.1942	0.29	0.3048	0.0251	-0.1459	-0.0249	-0.065	0.0693	0.2507	-0.2825	-0.2887
AT1G68100	-0.1299	-0.0041	0.0911	-0.1023	0.1929	0.3607	0.3982	0.3666	0.384	0.0352	0.0963	-0.7247	-0.057	-0.068	0.1946	-0.003	0.1944	0.2922	0.5001	0.0123	-0.1859	0.0731	0.2277	0.1171	0.0324	0.0299	0.2101	0.1149
AT1G68110	0.2933	0.0158	0.0709	-0.4314	1.3363	0.929	-0.6972	1.0998	0.617	-0.1414	0.3768	-0.1761	0.6096	0.1749	-0.1004	-0.6721	0.1088	0.2356	-0.0307	-0.0719	-0.0901	-0.0497	0.2721	0.2055	-0.4696	-0.1131	-0.0995	-0.86
AT1G68120	-0.2342	-0.2296	-0.14	-0.3291	-0.1859	-0.4827	-0.0805	-0.6515	0.088	-0.2196	0.3311	0.0476	0.3167	0.3689	0.3915	0.1588	-0.3464	-0.6206	-0.2585	-0.3943	-0.2046	-0.1551	-0.7391	-0.1007	-0.4507	-0.0518	-0.0222	-0.5789
AT1G68130	-0.1752	0.182	-0.5167	-0.137	0.0182	0.1495	-0.0138	0.1852	0.1525	0.2538	0.2298	-0.5346	-0.0394	0.1963	-0.5949	-0.3995	-0.6188	-0.7131	0.1014	0.3115	0.2207	0.3079	0.0415	0.0285	-0.1367	-0.0752	0.0422	-0.1436
AT1G68140	-0.246	-0.2329	0.1258	-0.1477	0.495	0.4682	0.0827	0.6226	0.2264	0.1452	-0.0348	-0.375	-0.3413	-0.3039	-0.1777	-0.3405	0.3638	0.5025	0.0598	0.2294	0.0675	-0.0348	-0.3207	-0.1163	-0.1841	-0.192	-0.0425	-0.0811
AT1G68150	0.3729	0.4517	0.8045	0.7746	0.1478	-0.1121	0.1276	0.1454	-0.0175	-0.3173	-0.5172	-0.7519	-0.5407	-0.3292	-0.6803	-0.9142	0.5704	0.696	0.1448	0.543	0.0243	0.3332	0.0656	0.2634	-0.0877	-0.1484	-0.3264	0.1316
AT1G68160	-0.1135	0.0182	0.0881	0.098	-0.1165	0.1132	0.1239	0.2052	0.2291	0.2167	-0.2939	-0.3581	-0.2998	-0.258	0.1061	-0.0683	0.1499	0.1212	0.0687	0.1301	0.1095	0.0707	-0.0111	-0.0447	0.0616	0.003	0.3251	0.311
AT1G68185	-0.0491	-0.1629	-0.1903	-0.2251	-0.1392	-0.0185	0.0069	-0.0594	0.3602	-0.3127	0.0258	-0.0613	0.1358	0.3476	0.0875	0.1322	-0.1432	-0.2906	-0.0431	0.2414	-0.0532	-0.1049	-0.0871	-0.216	-0.0144	0.0565	-0.3268	-0.0169
AT1G68190	1.348	0.8181	1.526	1.2718	1.6266	1.706	-0.9071	1.9038	1.8839	1.6176	0.7251	-0.0054	0.3166	0.3359	0.144	0.133	0.8625	1.1844	-1.8001	-2.1929	0.1661	-0.3587	-0.4846	-1.1563	-0.538	-0.245	-0.2899	-1.8913
AT1G68200	0.0269	0.08	0.4153	0.3194	-0.1429	0.4607	-0.3354	-0.2488	-0.3018	0.5841	0.1207	0.0138	0.1442	0.6081	1.4334	1.2279	0.3555	0.1784	0.1629	0.2506	0.4416	-0.0873	0.5085	0.3949	0.5808	0.639	1.7046	2.1715
AT1G68220	0.2258	0.0075	0.0619	-0.2328	0.2628	-0.0033	-0.0044	0.1142	0.533	0.2738	0.5967	1.1611	0.7633	0.9258	0.2915	0.1521	0.0196	-0.0615	0.0604	-0.1844	0.2214	0.0667	0.232	0.1831	-0.0407	0.147	0.0465	0.0658
AT1G68230	-0.0989	-0.2972	-0.4593	-0.8384	-0.1925	0.0974	-0.0457	-0.2498	-0.0415	-0.0647	-0.2215	-0.1401	-0.0816	-0.3116	-0.4883	-0.297	0.037	0.0265	0.521	0.3863	-0.2752	0.0339	0.1916	0.1466	-0.0614	-0.1335	-0.173	-0.432
AT1G68238	-0.3885	-1.1204	-0.7558	-1.4288	-0.2407	-0.702	0.0068	-0.8021	-0.6474	-1.5293	-0.222	0.3012	0.6966	-0.3473	-0.4516	-0.7263	-0.0562	-0.7445	0.3124	0.0885	0.0796	-0.9417	-0.0335	-0.6864	0.0439	0.1955	-0.1687	-0.2719
AT1G68260	-0.157	-0.5077	0.0486	-0.5321	0.0061	-0.309	-0.4246	-0.3381	0.4123	-0.2384	0.1083	-0.5191	0.1084	0.1311	-0.2141	-0.056	0.1517	0.0215	-0.3144	-0.0638	-0.432	-0.2477	-0.4375	-0.2031	-0.0511	0.0883	-0.1077	-0.1829
AT1G68300	-0.0841	-0.3437	0.0332	-0.1407	0.331	-0.049	0.2467	0.3351	0.2868	-0.1244	0.3924	0.8489	0.6348	0.2876	0.9202	0.4446	0.2227	0.1136	0.3471	0.254	-0.1388	0.1065	0.0707	0.3201	0.1771	0.159	0.5374	0.6346
AT1G68310	0.1882	0.0428	0.2501	0.0722	0.1112	0.118	0.4167	0.1185	0.5492	0.3403	0.1067	0.395	0.0887	0.2534	0.5734	0.3779	0.1564	0.2479	0.1731	0.3241	-0.0797	0.2863	0.1668	0.082	-0.0338	0.1769	0.1915	0.2248
AT1G68330	-0.1765	0.3025	0.1745	0.2436	0.2674	0.5789	-0.213	0.4677	0.987	0.3157	0.2997	0.014	0.1254	0.2374	0.1635	0.4055	0.3916	0.5219	0.0437	0.5544	0.3766	0.0838	0.0617	0.1874	-0.0092	-0.0162	-0.0946	0.0079
AT1G68340	-0.2923	-0.0311	0.1866	0.1405	0.2659	0.374	0.8872	0.2599	0.612	0.2353	0.146	0.684	0.3458	0.3348	0.7293	0.5074	0.4611	0.4256	0.7139	0.7113	0.5048	0.2031	-0.0231	0.3499	0.472	0.2946	0.497	0.4748
AT1G68360	0.0471	0.6651	0.1701	0.4153	-0.5716	-0.4421	0.1655	-0.2784	-0.0603	-0.2384	0.3822	0.9947	0.8202	0.3996	0.8197	0.5984	-0.276	-0.4966	0.2775	-0.5797	-0.2253	0.1544	-0.1969	0.1832	0.3112	0.5307	0.3668	0.0931
AT1G68370	0.0583	0.2662	0.1918	0.2091	0.2346	0.1609	0.3741	0.0547	0.1068	0.0061	0.207	-0.2972	-0.0875	0.0761	-0.0548	-0.0023	0.0707	0.0439	0.0746	0.2765	0.1307	-0.0562	-0.1573	-0.0804	-0.0411	0.0726	-0.0338	0.1193
AT1G68390	-0.0222	1.0505	0.5641	0.6098	-0.5082	-0.0862	0.3743	0.0177	0.1266	0.0381	-0.4217	-0.0091	0.4388	0.5874	0.5619	0.2262	-0.0341	-0.4689	0.2592	0.3308	-0.202	0.1193	0.1731	0.1957	0.5289	0.0224	0.3974	0.6459
AT1G68400	0.0676	0.0865	-0.0201	-0.0103	0.2139	0.4836	-0.3157	0.1109	-0.1169	-0.0528	-0.0746	-0.3944	-0.328	0.1905	-0.9386	-0.2998	-0.1834	-0.1046	-0.5269	-0.53	-0.236	-0.2938	-0.2113	-0.4755	-0.0545	-0.1965	-0.5117	-0.6571
AT1G68410	0.6784	0.793	1.0152	0.6417	0.6078	0.3288	0.7698	0.2797	0.0199	0.0645	-0.0273	-0.6679	-0.3518	-0.1296	-0.2808	-0.1023	0.59	0.4208	-0.0326	0.0564	0.3239	-0.0766	-0.0303	0.0163	0.0349	-0.0334	-0.0868	0.0073
AT1G68430	0.335	-0.169	0.2622	0.2823	-0.3993	0.0741	0.1781	0.1523	0.2491	-0.1389	0.392	1.1628	0.7751	0.9265	0.6416	0.813	-0.0222	-0.4176	-0.3074	-0.359	-0.2153	-0.0776	-0.4484	0.1829	-0.0597	-0.0542	-0.0054	0.2415
AT1G68440	-0.5254	-0.3925	-0.1669	-0.5065	-0.1632	-0.0508	0.1438	-0.3879	-1.4037	-0.6483	-0.6708	-0.1018	-0.8056	-1.2491	-1.1682	-1.0483	0.162	0.3469	0.2175	0.437	0.4461	-0.3554	-0.4078	-0.5168	0.0243	-0.1566	-0.3575	-0.3268
AT1G68450	0.3245	0.2864	0.8359	1.1906	0.9863	0.7172	1.4602	0.3682	0.1512	0.1844	0.1184	0.7771	-0.4224	-0.1091	0.0262	0.0312	1.0049	1.0652	0.4614	0.8102	0.3849	0.3675	0.1462	0.0934	0.169	-0.0789	-0.2008	-0.0052
AT1G68470	0.0989	0.4493	0.1722	0.6313	-0.5443	-0.0676	-0.9788	-0.6506	0.2136	-0.2765	0.4881	0.3715	0.7596	0.5726	0.9809	0.8106	-0.4114	-1.2415	-0.5099	-0.2985	-0.3713	0.1267	0.2341	0.3673	0.0419	0.1506	0.6264	0.6313
AT1G68480	0.1822	0.4205	-0.2153	-0.1055	-0.0383	-0.0053	-0.0388	-0.3771	-0.609	-0.3371	-0.4952	-0.1713	-0.446	-0.0393	-0.7883	-0.8206	-0.2127	0.184	-0.1924	0.2426	-0.0536	-0.0441	0.2676	-0.2926	-0.6793	-0.0852	-0.9231	-0.4707
AT1G68490	-0.3881	0.0618	-0.3734	-0.0225	-0.5599	0.2638	0.3534	0.3333	-0.4482	-0.2343	-0.4032	-0.0815	-0.5409	-0.2347	0.0353	-0.1116	-0.1684	-0.1854	0.0923	0.3989	0.1563	-0.1121	0.0987	-0.0787	-0.2443	-0.12	-0.1785	0.1165
AT1G68500	0.9562	1.1748	1.254	0.9004	0.895	1.0633	1.4708	0.7245	0.0651	-0.3111	-0.3723	0.433	-0.1826	0.022	0.6311	0.2364	0.0487	-0.2361	0.3387	0.8523	0.5617	0.2084	0.3645	0.3699	-0.0232	-0.0607	-0.1066	0.4689
AT1G68520	0.5624	0.621	0.7885	0.9742	0.3488	0.7419	-2.4257	-0.1183	-0.0695	0.7039	-0.0044	0.1802	0.2719	0.1771	-0.4295	-0.0455	0.242	0.094	-1.7789	-1.6146	-0.1037	-0.1805	-0.178	-0.2764	0.0775	0.1392	-0.1347	-0.5108
AT1G68530	0.1649	0.4448	-0.2873	0.0792	0.1999	0.4594	0.2777	0.4402	-0.8683	-0.1287	-0.3227	-0.4152	-0.0925	0.0195	0.0166	-0.1922	-0.1752	-0.0546	0.4302	0.2084	0.0503	-0.3955	-0.412	-0.4522	-0.079	-0.31	-0.1677	-0.204
AT1G68540	-0.198	0.1481	-0.3505	-0.1511	-0.4069	-0.2728	0.3458	0.0457	0.1329	0.0149	0.2346	-0.4359	0.1708	0.1069	0.7526	0.3412	-0.3387	-0.0984	-0.0167	-0.3269	-0.4372	0.1243	0.1998	0.1511	-0.1725	-0.0496	-0.19	-0.4631
AT1G68550	-0.5827	-0.4598	-0.7069	-0.4753	-0.8809	-0.1721	1.0444	0.56	0.2059	0.0024	-0.4066	-0.711	-0.6158	-0.1282	0.3166	0.3104	-0.4157	-1.1439	0.6256	0.7503	-0.2189	0.136	-0.1219	-0.0222	-0.5641	-0.5342	0.0476	0.1534
AT1G68560	0.313	0.4103	-0.0133	0.3227	-0.0881	0.219	-0.0724	1.0047	1.0338	0.8457	0.3221	-0.0504	0.1642	0.8127	0.1885	0.3055	-0.3692	-0.3131	0.0007	-0.2278	-0.0338	0.0922	0.2182	0.3702	-0.0173	-0.1889	-0.1878	-0.0723
AT1G68570	0.5732	1.8986	0.5135	1.0132	-0.7744	-0.5591	0.0591	-0.0395	-0.0904	0.6116	0.4126	0.4899	1.0176	0.4639	1.7225	1.2341	-1.246	-1.9587	-0.7545	-0.9265	0.217	0.3175	0.6623	0.6453	0.4524	-0.2185	-0.1621	0.5152
