Gene	5760|1	5760|2	5760|3	5760|4	5760|5	5760|6	5760|7	5760|8	11520|1	11520|2	11520|3	11520|4	11520|5	11520|6	11520|7	11520|8	11520|9	11520|10	11520|11	11520|12	5760|9	5760|10	5760|11	5760|12	5760|13	5760|14	5760|15	5760|16	11520|13	11520|14	11520|15	11520|16	11520|17	11520|18	11520|19	11520|20	11520|21	11520|22	11520|23	11520|24	5760|17	5760|18	5760|19	5760|20	5760|21	5760|22	5760|23	5760|24	5760|25	5760|26	5760|27	5760|28	8640|1	8640|2	8640|3	8640|4	5760|29	5760|30	5760|31	5760|32	8640|5	8640|6	8640|7	8640|8
AT5G50330	-0.095	-0.0299	-0.0441	-0.4723	0.0748	-0.3816	0.4553	-0.2745	0.0576	0.2277	0.3143	0.0728	-0.1817	0.1521	0.1978	-0.8628	0.1924	0.4339	0.3473	0.1772	-0.7107	-0.0874	-0.3608	-0.3094	-0.3527	0.0755	0.0897	0.0246	0.4993	0.5279	0.1795	0.3127	0.4422	0.4708	0.2556	0.1225	0.9083	1.0294	0.5195	0.4529	-0.7678	-0.1445	-0.2739	-0.4179	-0.3664	-0.0789	-0.4051	-0.1004	0.4193	0.1305	0.28	0.0956	0.3631	-0.6587	-0.0037	0.234	0.8251	0.4808	0.3949	0.4417	0.7301	0.5103	0.8418	0.5778
AT5G50340	0.1057	-0.1175	-0.2004	-0.4012	-0.7292	-0.6205	-0.8211	-0.6497	0.2178	0.0915	-0.0016	0.2615	-0.0362	-0.1873	-0.4129	0.1748	0.3054	0.0423	0.1354	0.2617	-0.194	-0.2343	-0.4296	0.2033	-0.3573	-0.1565	-0.0736	0.1496	-0.6315	-0.5757	-0.1307	-0.2717	-0.4459	-0.3902	-0.0861	0.0549	0.6315	0.7897	0.1897	0.5292	-0.0084	-0.0487	0.1033	-0.244	0.3889	-0.0771	0.2875	0.3049	1.4416	1.2424	1.0797	0.861	1.0977	0.4225	0.7803	0.7328	0.2328	0.8558	0.8358	1.1428	0.7067	0.6831	0.4869	0.7444
AT5G50350	-0.0163	0.2666	0.3896	-0.0646	0.0627	0.174	0.0373	-0.2596	-0.2312	0.0075	0.1203	0.2502	-0.3216	-0.232	-0.3374	0.0952	0.3505	0.2206	0.1079	-0.1309	0.5259	-0.3176	-0.2547	0.6334	0.0358	0.49	0.367	0.084	0.075	0.1799	0.5338	0.3796	-0.0165	0.0883	0.2881	0.4423	0.3936	0.2165	0.2613	0.5486	0.4344	-0.4091	0.5949	-0.3462	0.5419	0.1558	0.2294	0.1117	-0.0963	-0.5311	-0.2761	-0.6234	-0.4551	-0.3653	-0.5098	0.1593	0.0349	-0.3661	-0.1944	-0.327	-0.353	0.0215	0.4089	0.2523
AT5G50370	0.0723	-0.1233	-0.2211	0.0189	-0.4356	-0.4409	-0.2443	-0.1508	0.0824	-0.0106	-0.0323	-0.0087	-0.1066	-0.1385	-0.1736	-0.2483	-0.0049	-0.0285	-0.0068	0.0861	-0.3646	-0.2032	-0.0795	-0.3577	0.0226	-0.2173	-0.1195	0.076	-0.0126	-0.1816	-0.0166	0.1223	-0.0106	-0.1798	0.1242	-0.0147	0.1999	0.0947	-0.0252	-0.1936	-0.3627	-0.2013	-0.45	-0.0776	-0.3558	-0.3298	-0.6985	-0.7579	-0.5518	-0.5776	-0.5286	-0.3814	-0.1136	-0.2898	-0.0149	0.2994	0.1072	-0.4508	-0.6585	-0.0919	-0.4345	-0.0147	0.3251	0.2716
AT5G50375	0.3248	0.1045	0.2611	0.2602	-0.2244	-0.5277	-0.3633	0.2489	0.3477	0.024	0.0638	0.0248	-0.0731	0.0405	-0.3405	-0.212	-0.0702	-0.0312	-0.071	0.2527	0.1189	0.1082	0.3131	0.1916	0.1652	0.1661	0.0095	0.2299	-0.2349	-0.2536	-0.3886	-0.36	-0.0973	-0.1161	-0.2224	-0.251	0.0462	0.1617	0.1454	0.1511	0.2564	0.2458	-0.655	0.4507	0.3292	-0.0477	-0.246	-0.259	-0.3631	-0.6889	-0.827	-0.9265	-0.3952	-0.3737	-0.0355	-0.1886	-0.0565	-0.6622	-0.5257	-0.312	-1.215	0.0637	0.5523	0.0
AT5G50380	0.0627	0.1879	-0.0523	0.0017	-0.0331	0.215	0.1277	-0.6527	-0.0389	0.1946	0.1691	-0.0848	0.1212	0.1853	0.0799	-0.0258	-0.0218	0.2321	0.2576	0.0241	-0.0111	0.2237	0.3286	0.1789	0.0647	0.0107	0.2509	0.1257	0.1069	0.3343	0.4721	0.0217	-0.0358	0.1915	-0.121	0.3294	0.1057	0.2089	0.1282	0.0093	-0.1538	0.081	0.505	0.1859	0.0362	-0.0572	0.6517	0.4526	-0.1981	-0.325	-0.1898	-0.6476	-0.2331	-0.3192	-0.3173	-0.2367	0.4428	-0.2677	-0.2602	0.1998	0.0893	-0.1187	0.0461	0.3951
AT5G50390	0.0813	0.1668	0.1095	0.5216	-0.3543	-0.5161	-0.3598	-0.0104	0.7027	0.0508	0.4396	0.2997	-0.2256	0.1204	0.1737	-0.5732	0.3645	0.5045	0.1156	0.7676	-0.4715	-0.3612	-0.1569	0.6001	0.5864	0.1744	0.2317	0.1461	0.2691	0.1649	0.0079	0.0056	0.2234	0.1191	-0.0401	-0.0378	0.5275	0.6588	0.6626	0.3336	-0.5172	-0.4069	-0.6014	-0.2026	0.5544	-0.442	-0.4125	-0.438	-0.1012	-0.3951	-0.2333	-0.2926	-0.101	-0.2679	-0.4374	-0.0376	0.2356	-0.596	-0.6127	-0.3043	-0.7309	-0.1578	0.0679	0.2411
AT5G50400	-0.0185	0.0829	-0.1827	-0.2046	0.714	0.2708	0.2901	-0.3021	-0.104	0.343	-0.1676	0.1209	0.2366	0.3426	0.1164	0.3281	0.2653	-0.0232	0.4874	0.0404	-0.2833	-0.608	-0.5805	-0.241	-0.0602	-0.0383	0.2273	0.1259	0.0529	-0.3881	-0.1161	-0.4721	0.0963	-0.3448	-0.4286	-0.0726	-0.0159	0.463	0.5607	0.0312	-0.2398	-0.5646	0.0024	-0.537	-0.1975	0.0688	-0.512	-0.0699	0.0175	-0.1285	-0.0511	-0.2157	-0.1802	-0.1989	-0.1999	0.0675	-0.2225	-0.4642	-0.5129	0.1595	0.4808	-0.3643	0.0065	0.2721
AT5G50410	-0.1489	-0.0296	0.0823	0.2015	0.0778	0.181	0.1578	0.268	0.0751	0.3398	0.171	0.4495	0.1309	-0.2841	0.2248	-0.1113	0.5481	0.2696	0.4384	0.1737	-0.4852	-0.372	-0.8665	-0.5322	0.3001	0.1809	0.069	-0.0503	0.3669	-0.0314	0.2317	0.4146	0.2999	-0.0986	0.3476	0.1647	0.3597	-0.1054	-0.0059	0.2351	-0.5522	-0.4391	0.1283	-0.9336	-0.5992	0.1936	-0.3256	-0.9084	-0.5488	-0.49	0.0746	-0.4659	-0.2722	-0.0271	-0.1556	-0.0139	0.5043	0.6647	0.2694	-0.0682	0.2233	0.5036	0.8903	0.5137
AT5G50420	-0.0813	-0.2465	-0.27	0.0152	-0.4963	-0.414	-0.4634	0.1004	0.0722	0.0971	-0.07	0.2291	-0.0272	-0.1812	0.0402	0.109	0.419	0.1199	0.287	0.2621	-0.2262	-0.2777	-0.2157	-0.2283	0.2051	-0.0801	-0.0566	0.1086	0.041	0.3127	0.3841	0.3155	0.2645	0.5362	0.539	0.6077	0.5865	0.5788	0.2559	0.6179	-0.0026	-0.0541	-0.1026	0.0078	-0.0047	-0.103	-0.2287	-0.2418	-0.2624	-0.0957	-0.1734	-0.4918	0.1297	-0.2042	-0.1041	0.1222	0.1669	0.1461	-0.1479	0.1763	0.3552	0.3287	0.4806	0.6439
AT5G50430	0.0415	-0.2438	0.0072	-0.3107	0.1034	0.2976	-0.2466	-0.3607	0.2404	-0.0257	-0.145	0.0409	0.2827	0.3294	-0.1501	0.1002	-0.0599	-0.2458	-0.1264	0.1397	-0.9078	-0.2689	-0.6132	-0.6394	-0.4115	-0.0936	-0.3445	-0.0593	-0.0041	-0.0344	0.2674	-0.0443	-0.1707	-0.1978	-0.2109	0.1008	0.1147	0.2892	0.0872	0.0344	-1.0744	-0.4355	-0.288	-0.7798	-0.806	-0.0903	-0.3018	-0.2678	0.9098	0.8454	0.8547	0.5991	0.3096	0.5788	0.3107	0.3839	0.8153	-0.1739	-0.2167	1.4102	1.3017	0.1	0.2004	0.8017
AT5G50440	0.3115	0.3227	-0.2295	-0.4438	0.364	0.5345	0.0339	-0.0311	0.2185	0.6824	0.3088	0.425	-0.1741	0.3258	0.2038	0.1486	0.3809	0.2648	0.6383	0.1745	0.3779	-0.1075	0.352	-0.291	-0.4879	-0.2735	0.2786	0.2675	0.2959	0.2841	0.0246	0.4437	0.0785	0.0666	0.2263	-0.1928	-0.268	0.0262	0.2309	-0.3212	0.1605	-0.3249	0.2277	0.1346	-0.5084	0.1247	0.0398	-0.3053	0.8236	0.9846	0.8861	0.5371	0.6289	0.3137	0.5018	0.5887	0.8755	0.5007	0.1945	1.165	1.4575	0.619	0.6044	1.0162
AT5G50450	0.0431	0.3107	0.3225	0.5025	0.163	0.204	0.0841	0.8038	-0.3987	0.1807	0.714	0.3911	-0.0797	-0.0318	0.5456	0.4037	0.2057	0.5286	-0.0047	-0.5841	0.5404	-0.1193	0.0625	0.4827	0.3171	0.1371	0.1252	-0.1423	0.3933	0.8789	0.615	0.7439	0.0671	0.5527	0.4177	0.2889	-0.2168	0.1789	0.6564	0.6122	0.2142	-0.4454	0.0722	-0.2636	0.1565	0.6815	-0.312	0.3108	-0.06	-0.116	0.0133	-0.958	-2.0193	-1.5976	-1.5991	-1.3694	-0.0433	-0.0565	-0.222	0.1085	0.6038	-0.6392	-0.4814	-0.0641
AT5G50460	0.0103	0.137	-0.1399	0.2154	0.1308	-0.1992	-0.0929	0.065	-0.1866	0.1653	-0.2655	-0.1577	-0.2143	0.0161	-0.0862	-0.079	-0.3508	-0.4587	-0.0278	-0.3797	0.0875	0.1412	0.2116	0.0046	0.0223	-0.333	-0.0561	-0.1828	-0.1732	-0.0218	-0.0878	-0.0278	-0.3085	-0.1571	-0.163	-0.2231	-0.5844	-0.6634	-0.6475	-0.7017	-0.0477	0.006	-0.2388	0.0763	-0.1307	-0.1316	-0.2588	-0.6896	-0.1885	-0.2262	0.0645	-0.304	-0.1248	-0.0083	0.1697	0.343	0.3188	0.2689	0.1787	0.0645	0.1604	0.2617	0.7319	0.5166
AT5G50520	0.1698	-0.1286	-0.0948	0.0304	0.1782	-0.0975	-0.0833	0.0634	-0.0275	-0.0416	0.2173	0.2647	-0.1519	-0.1506	0.1382	0.1622	0.7755	0.728	0.4691	0.4832	-0.0575	-0.4281	-0.794	-0.5855	0.5411	0.4159	0.3821	0.6805	-0.1915	-0.4335	-0.3583	-0.5047	0.2607	0.0185	-0.0525	0.0939	0.557	0.038	0.3461	-0.051	0.3947	0.0241	-0.4854	-0.3419	-0.1333	0.2022	0.443	0.0844	0.1427	0.0068	-0.1058	0.3756	0.0312	-0.1362	-0.0307	0.4353	0.4074	-0.1461	-0.2978	0.224	0.4207	-0.0838	0.2892	0.2318
AT5G50530	-0.5681	-0.6092	-0.3265	-0.9573	-0.3488	0.4895	0.2568	-0.9595	-0.1948	-0.0396	0.1325	0.0427	-0.1117	0.0769	-0.6012	-0.2234	0.6341	0.7239	0.5518	0.3966	-1.1055	-0.3569	-1.8343	-0.9691	-0.366	0.2649	-0.0178	0.0232	-0.3201	-0.7735	-0.0782	-0.9268	-0.1198	-0.5733	-0.7265	0.122	-0.0592	-0.1276	0.4385	-0.0907	-0.9053	-0.1567	-0.7022	-1.634	-0.7689	-0.0726	-1.2542	-1.2367	1.0176	1.0604	0.896	0.8671	0.6555	0.7565	0.2404	0.6103	-0.3131	-0.1732	-0.2953	0.7315	0.4688	-0.4094	-0.3187	-0.0369
AT5G50550	0.0933	-0.0114	0.1909	-0.1449	0.0319	0.0936	-0.0829	-0.2243	0.4177	-0.0491	-0.0086	0.343	0.0277	-0.0809	-0.0557	0.0862	0.8728	0.5212	0.4807	0.9475	-1.4561	-0.8436	-0.9418	-0.7125	0.3848	0.7206	0.5184	0.623	-0.352	-0.6967	-0.7462	-0.5926	0.2009	-0.1438	-0.0397	-0.1932	0.0768	0.4167	0.1023	0.2027	-0.9031	-0.2906	-0.575	-0.3888	-0.1596	0.0436	-0.4545	-0.3227	-0.0607	0.3141	0.1787	-0.23	0.1188	0.5982	0.2692	0.2551	0.6529	0.3342	0.2992	0.3659	0.9046	0.8416	0.8597	0.8627
AT5G50565	-0.0438	-0.0357	0.7072	-0.158	-0.037	-0.2116	0.1194	-0.1942	0.7636	0.2315	-0.086	0.0409	0.2471	0.3808	0.599	0.0936	0.499	0.3721	0.6896	1.2216	-1.5523	-0.4075	-0.3032	-0.6152	0.3001	1.1653	0.4224	0.4143	0.036	-0.3883	-0.1718	0.2774	0.545	0.1206	0.7864	0.3372	0.3486	0.8669	-0.1018	0.5158	-1.0433	0.1015	-0.6027	0.2058	-0.1062	0.3343	-0.1352	0.3324	0.0648	-1.1186	-0.5669	-0.8103	0.519	0.697	0.0102	-1.5647	-0.4359	0.4736	-1.3982	-0.3722	-0.4228	0.9376	-1.0209	0.5329
AT5G50570	-0.1998	-0.2628	-0.3742	-0.168	-2.0818	0.554	1.2289	-0.9545	1.0823	0.6408	0.3248	0.6929	-0.6825	-0.2032	0.6051	0.8778	1.3458	0.9777	1.2938	1.7353	0.3155	-0.2173	-1.4289	-0.6612	0.4849	0.2788	0.3902	0.4532	-0.5934	0.2294	0.9088	0.3144	-0.0148	0.8079	0.893	1.4874	-0.8503	-0.8503	0.5263	-0.8503	0.8941	0.3613	-0.4926	-0.8503	-0.0826	-0.3586	-0.8503	-0.7851	2.6322	1.8918	1.1563	2.4046	2.2073	1.4355	1.2554	2.02	-0.7905	-0.1444	-0.6768	1.4055	0.8428	-0.4261	0.0704	0.4296
AT5G50630	0.1698	-0.1286	-0.0948	0.0304	0.1782	-0.0975	-0.0833	0.0634	-0.0275	-0.0416	0.2173	0.2647	-0.1519	-0.1506	0.1382	0.1622	0.7755	0.728	0.4691	0.4832	-0.0575	-0.4281	-0.794	-0.5855	0.5411	0.4159	0.3821	0.6805	-0.1915	-0.4335	-0.3583	-0.5047	0.2607	0.0185	-0.0525	0.0939	0.557	0.038	0.3461	-0.051	0.3947	0.0241	-0.4854	-0.3419	-0.1333	0.2022	0.443	0.0844	0.1427	0.0068	-0.1058	0.3756	0.0312	-0.1362	-0.0307	0.4353	0.4074	-0.1461	-0.2978	0.224	0.4207	-0.0838	0.2892	0.2318
AT5G50650	0.0933	-0.0114	0.1909	-0.1449	0.0319	0.0936	-0.0829	-0.2243	0.4177	-0.0491	-0.0086	0.343	0.0277	-0.0809	-0.0557	0.0862	0.8728	0.5212	0.4807	0.9475	-1.4561	-0.8436	-0.9418	-0.7125	0.3848	0.7206	0.5184	0.623	-0.352	-0.6967	-0.7462	-0.5926	0.2009	-0.1438	-0.0397	-0.1932	0.0768	0.4167	0.1023	0.2027	-0.9031	-0.2906	-0.575	-0.3888	-0.1596	0.0436	-0.4545	-0.3227	-0.0607	0.3141	0.1787	-0.23	0.1188	0.5982	0.2692	0.2551	0.6529	0.3342	0.2992	0.3659	0.9046	0.8416	0.8597	0.8627
AT5G50665	0.2053	0.0199	-2.2307	-0.1037	0.3009	0.3099	0.1763	-0.312	-1.6529	0.7346	0.3322	0.4398	0.3698	0.0361	-0.6865	0.0682	0.8746	0.7669	1.1693	-1.2182	-1.0644	-1.5968	-1.6463	-0.651	0.331	-1.796	0.4546	0.64	0.6145	0.3488	0.6696	-0.2984	0.7906	0.5248	-0.1224	0.8457	0.3379	-2.392	0.2318	-0.0271	-0.8883	-1.4207	0.8749	-1.4702	-0.475	0.711	-0.3072	-2.676	-0.1703	0.7734	0.6326	0.0546	-1.8047	-1.502	-0.2515	0.5776	0.3094	-0.0154	0.5124	1.0471	1.3575	-1.5541	0.9009	0.4313
AT5G50670	-0.1467	0.0433	-0.2516	-0.2206	0.2351	-0.3416	-2.0101	0.3362	0.7069	0.5994	0.3641	0.4405	1.0519	0.5897	0.3996	0.6335	0.8085	0.7321	0.9674	1.0749	-0.505	-1.5446	-0.974	-0.3539	0.1474	0.1164	0.4113	0.2212	-0.1414	-1.2501	-1.4678	0.0098	0.0806	-1.0281	0.2319	-1.2458	0.6191	0.6433	-0.2266	0.3636	-0.283	-1.3225	0.2891	-0.752	-0.1318	0.1404	-0.1988	-0.6073	2.6459	2.8644	2.8317	2.0196	1.8679	1.7622	1.9001	2.4585	1.6369	-0.0457	0.1843	2.8495	1.9884	1.3785	0.7622	1.8133
AT5G50680	0.3539	0.5035	0.3378	-0.2509	0.1859	-0.0021	0.0564	-0.0357	0.4792	0.4373	0.4737	0.2566	0.559	0.4464	0.2387	0.0563	0.7393	0.9563	0.9199	0.9619	-0.5501	-0.5054	-0.5578	-0.2305	0.2317	0.8204	0.9861	0.8365	0.0806	-0.2655	-0.3836	-0.501	0.5619	0.2156	-0.0197	0.0976	0.3008	0.4515	0.2273	0.1295	-0.0689	-0.0242	0.737	-0.0766	0.2507	0.1372	0.6638	0.61	2.9065	3.1255	1.7897	2.6903	1.2261	2.7122	2.7532	-0.3496	-1.3028	2.2134	2.7988	3.7047	3.1655	2.3126	3.8028	2.3512
AT5G50720	-0.0063	0.1643	0.1008	-0.7251	-0.5673	-0.5574	-0.1472	-0.7945	0.2749	0.4438	0.3487	0.1668	0.3365	0.333	-0.0438	-0.1345	-0.0742	0.1077	0.2028	0.0339	-0.3603	-0.1266	0.0614	-0.6097	-0.9661	-0.1402	-0.0767	-0.2473	0.0555	0.0703	-0.0562	-0.0078	0.034	0.0486	-0.0294	-0.0778	-0.3304	-0.3108	-0.312	-0.4891	-0.3819	-0.1482	-0.4984	0.0398	-0.6313	-0.1432	-0.7245	-0.7426	0.8861	0.8562	0.6038	0.7713	-0.3639	0.0788	-0.0449	-0.7405	0.8462	0.0513	-0.2046	1.0493	0.5257	-0.3093	0.1358	0.2215
AT5G50740	0.5827	0.3186	0.3354	0.6525	-0.0392	-0.3275	0.168	0.3861	0.6151	0.7136	0.5208	0.6417	0.365	0.4727	0.4002	-0.0102	0.5514	0.4305	0.6232	0.5248	-0.337	-0.3694	-0.1282	0.3737	0.5621	0.2451	0.2283	0.4924	0.6998	0.4946	0.2198	0.5493	0.5265	0.3257	0.3759	0.0465	0.1227	0.2251	0.3175	0.204	-0.5103	-0.5427	0.8451	-0.3015	0.2004	0.2779	-0.5932	-0.9543	-0.3167	0.2886	0.265	-0.199	0.5078	0.9757	0.6514	0.3791	-0.3438	-0.1616	-0.2325	-0.7022	-0.1211	0.227	0.7237	0.3806
AT5G50760	0.1676	-0.267	-0.2688	-0.2005	0.8876	0.7571	0.3489	-0.1521	-0.3001	-0.0423	-0.2207	-0.6818	0.4418	-0.0097	0.1732	0.2409	-0.8469	-0.3859	-0.2075	-0.4652	-0.2169	0.0962	-0.3474	-0.6447	-0.3656	-0.4339	-0.4322	0.0024	0.1366	0.2618	0.6366	0.3011	-0.3043	-0.1793	-0.1398	0.1956	0.0776	-0.0968	-0.2928	-0.1712	-0.6578	-0.3447	-0.3213	-0.7883	-1.0857	-0.0046	-0.3376	-0.2169	-0.4052	-0.7148	-0.3655	-0.1591	-1.1923	-0.6096	-1.1091	-0.8132	0.8977	0.4667	-0.0891	0.9004	-0.8286	-0.9517	-0.4395	0.0063
AT5G50780	-0.3807	0.1745	0.1825	-0.6942	-0.3268	0.1219	-0.7491	-0.2237	0.1282	-0.029	-0.6664	-0.2214	-0.0933	0.0823	-0.9437	0.1768	0.0186	-0.4264	0.211	0.3682	0.584	-0.0106	0.2763	0.7802	-0.4543	0.4224	0.4145	-0.1407	-0.2234	-0.0108	-0.0868	0.3186	-0.4169	-0.2044	0.1251	-0.2804	0.5198	0.6921	0.4207	0.3369	0.3905	-0.2041	1.1313	0.0827	0.5867	-0.3936	1.5917	1.4277	0.697	1.2004	0.2722	0.266	0.0107	-0.054	-0.0916	0.3173	0.3817	0.2416	-0.049	0.8529	0.9362	0.0329	0.0853	0.5808
AT5G50810	0.3506	0.3585	0.1752	0.4892	0.2712	0.0848	0.0958	0.2322	0.1559	0.3166	0.0267	0.2709	-0.0037	-0.0145	0.0139	0.0768	0.2895	0.0453	0.3351	0.1744	0.2666	0.4608	0.3292	0.2337	0.5078	0.1937	0.3771	0.3692	-0.0247	-0.0523	-0.1486	0.076	0.0194	-0.0083	0.1201	-0.1045	-0.4822	-0.4029	-0.3826	-0.427	0.3107	0.505	0.1515	0.3733	0.2779	0.1596	-0.2289	-0.4814	-1.2641	-1.5072	-1.0335	-1.197	-0.1268	-0.3852	0.1638	0.0908	-0.5736	-0.739	-0.4379	-1.0677	-0.9776	-0.0651	0.4447	-0.0069
AT5G50820	0.1478	0.1739	-0.2705	-0.4394	-0.6625	-0.1866	-0.3163	-0.5732	-0.2963	-0.2369	-0.5273	-0.4551	-0.3101	-0.0964	-0.1039	0.028	-0.5335	-0.6057	-0.3154	-0.3747	-0.1962	-0.0954	-0.1176	-1.1378	-0.5178	-0.3489	0.0955	0.0693	-0.5556	-0.381	-0.2499	-0.1365	-0.7162	-0.5417	-0.2972	-0.4106	-0.1949	-0.6903	-0.5756	-0.5031	-0.3568	-0.256	-0.8536	-0.2782	-1.2984	-0.602	-0.3001	-0.6067	0.6477	0.3705	0.1918	0.045	-0.6595	-0.38	-0.4445	-0.781	-0.1283	0.0218	-0.3369	0.7704	0.8245	-0.3105	-0.154	0.5897
AT5G50840	-0.2428	-0.252	0.0404	-0.0265	0.2076	-0.1359	-0.1868	-0.1667	0.2097	-0.1557	0.2002	0.0099	-0.1639	0.1559	-0.0832	0.2936	0.3293	0.5196	0.1637	0.5291	-0.9461	-0.65	-0.7478	-0.285	0.2929	0.3598	0.0674	0.0766	0.1177	0.378	0.6726	0.3158	0.0076	0.2677	0.2056	0.5624	0.2115	0.3451	0.3878	0.2979	-1.0562	-0.7601	0.356	-0.858	-0.3952	0.1235	-0.5394	-0.5268	-0.142	0.1569	0.1834	-0.646	0.2675	0.2154	-0.3473	0.0806	0.7968	-0.0615	-0.4527	0.5219	0.5922	0.0639	0.4671	0.7596
AT5G50850	0.0905	-0.166	-0.1574	-0.1263	-0.2769	-0.2606	-0.1635	-0.1192	-0.0003	-0.0075	-0.1022	-0.1848	-0.2401	-0.2657	-0.5071	-0.1887	-0.218	-0.1355	-0.0407	-0.0336	-0.6142	-0.4545	-0.6026	-0.4856	-0.1595	-0.1907	-0.1992	0.0572	-0.2598	-0.2137	-0.0657	-0.1485	-0.2414	-0.1939	-0.1301	-0.0474	0.2739	0.4898	0.3917	0.3363	-0.5959	-0.4362	-0.3097	-0.5842	-0.4672	-0.0678	-0.2146	-0.3029	-0.1521	-0.0488	-0.154	-0.2382	0.1067	-0.0206	0.1297	0.3094	0.3455	-0.1135	-0.24	0.2174	0.2606	0.0832	0.3484	0.4216
AT5G50860	0.0208	-0.4208	-0.1567	0.0545	-0.5488	-0.2825	-0.2166	-0.2771	0.392	0.051	-0.2261	0.2573	0.3441	-0.087	-0.0103	0.0613	0.5534	0.0701	0.3472	0.6882	0.0246	-0.5804	-0.1766	-0.5329	0.3507	0.1395	-0.1246	0.317	0.0833	0.2645	0.2901	-0.371	0.115	0.296	-0.3393	0.3217	0.3309	0.8902	0.6602	0.637	0.0563	-0.5488	0.419	-0.145	-0.5012	0.4736	0.5557	0.5954	-0.001	0.0227	-0.1842	-0.2741	0.1277	-0.226	0.2317	0.1534	-0.1437	-0.2912	-0.1329	-0.1245	0.2833	0.1665	0.4011	0.2188
AT5G50870	0.0876	0.1038	-0.0128	-0.2267	0.0993	0.0645	-0.15	0.0664	0.3265	0.1962	0.1184	0.1604	0.2226	0.1469	-0.0354	0.0575	0.034	-0.0081	0.0697	0.2001	-0.3161	-0.0767	-0.0634	0.0066	-0.3532	-0.1392	-0.0226	-0.0389	0.1776	0.2334	0.0011	0.1361	0.0761	0.1319	0.0346	-0.1004	0.0781	-0.0583	-0.1778	-0.175	-0.4175	-0.1782	-0.1499	-0.1648	-0.0949	0.0127	-0.5145	-0.3069	-0.1968	-0.1908	-0.2356	-0.1945	0.0627	-0.094	-0.1932	-0.0293	0.2116	-0.2434	-0.4196	0.0659	0.0744	-0.0227	0.338	0.3062
AT5G50890	-0.3897	-0.3157	-0.3616	-0.402	-0.3326	-0.0375	0.07	-0.4782	-0.0608	-0.0652	0.1254	0.3708	-0.0246	0.0539	0.2602	-0.0944	0.4612	0.2158	0.0252	0.0296	-1.9637	-0.1294	-0.1535	-0.205	-0.3116	-0.2711	-0.2252	-0.2992	0.1569	-0.0177	0.3056	0.0604	0.3279	0.1533	0.2314	0.4766	0.4433	0.878	0.5454	-0.0532	-1.7927	0.0416	-0.8405	0.0176	-0.034	-0.2073	0.0056	-0.6337	0.6219	0.5893	1.0057	0.3482	0.4354	0.1161	0.452	0.3007	0.6488	0.3506	-0.2917	0.9996	0.6187	-0.028	0.382	0.7241
AT5G50900	-0.7976	-0.4743	-0.1493	-0.9195	-0.7506	-0.4608	-0.4225	-1.0592	-0.4136	-0.31	-0.2899	-0.6812	-0.5603	-0.6403	-1.1138	-0.5373	-0.6491	-0.2577	-0.2779	-0.3815	-0.4073	-0.3104	-0.8486	-0.2137	-0.8874	-0.1172	-0.4422	-0.7655	-0.4885	-0.281	-0.3784	-0.2476	-0.4253	-0.2179	-0.1844	-0.3152	0.0055	-0.1207	0.1469	-0.1347	-0.3441	-0.2472	-0.4539	-0.7854	-0.1505	-0.6484	-0.3158	-0.4879	1.0853	0.79	0.8607	0.5913	0.8436	0.8731	0.5784	0.8166	0.4968	-0.2895	-0.5343	1.0298	0.2455	-0.1894	-0.043	0.3024
AT5G50920	-0.0419	0.1633	0.2057	-0.3353	-0.1253	-0.1108	0.0276	-0.6439	-0.2582	0.0609	-0.2892	-0.2112	0.0599	-0.1354	-0.1944	-0.0646	-0.0463	-0.1243	0.2258	-0.0933	0.3948	-0.153	-0.3968	0.2834	-0.1704	0.3706	0.3281	0.123	-0.3813	-0.1834	-0.2189	-0.0848	-0.3859	-0.1882	-0.0895	-0.2236	0.3688	0.8741	0.965	0.6453	0.3901	-0.1577	1.1724	-0.4015	0.2787	-0.1933	1.8679	2.0388	-0.2737	-0.3568	-0.2582	-0.4329	-0.1202	-0.0358	-0.3215	-0.2054	-0.1802	-0.3368	-0.3	-0.1656	-0.3514	-0.4064	-0.4451	-0.4217
AT5G50930	-0.0264	0.127	0.1811	-0.25	0.4239	-0.107	-0.1475	-0.4142	0.3622	0.4387	0.2307	0.2762	0.2674	0.5476	0.1539	0.1325	-0.0127	-0.0581	0.1499	0.0734	-0.6323	0.3666	-0.2487	-0.5191	-0.5388	-0.1077	-0.1618	-0.3153	0.1754	-0.0972	-0.0398	0.3686	0.2329	-0.0397	0.4262	0.0178	0.1141	0.2347	-0.1058	0.3459	-0.5748	0.4242	-0.1999	-0.1912	-0.4615	0.15	0.1243	-0.6084	-0.4112	-0.3515	-0.8718	-0.5859	-0.0064	0.1221	0.2215	-0.1454	0.1926	-0.461	0.0592	-0.2592	-0.2638	0.2599	0.7417	0.4717
