Gene	5760	8640	11520
AT1G01010	-0.3707	-0.1633	0.0337
AT1G01020	0.0557	0.4154	0.1623
AT1G01030	-0.1642	-0.3602	0.3151
AT1G01040	0.1373	0.0753	0.1713
AT1G01050	-0.1617	-0.5278	0.0095
AT1G01060	-0.497	0.4113	-0.3529
AT1G01070	0.085	-0.1145	-0.2676
AT1G01080	-0.3767	0.4933	0.0473
AT1G01090	-0.1219	0.134	0.0302
AT1G01100	-0.0918	0.0093	-0.0147
AT1G01110	0.2	0.2027	0.3131
AT1G01120	-0.5337	0.3994	-0.2053
AT1G01130	0.2592	0.3887	-0.0198
AT1G01140	0.0831	0.8142	-0.132
AT1G01160	-0.0224	0.0233	0.2775
AT1G01170	-0.1944	-0.3873	-0.0193
AT1G01180	-0.5335	-1.1261	-0.3889
AT1G01200	-0.2502	0.8703	-0.1751
AT1G01210	-0.1611	0.1112	0.0294
AT1G01220	0.045	0.3117	0.184
AT1G01225	-0.4875	-0.0782	-0.0751
AT1G01230	-0.0883	0.3246	-0.1623
AT1G01240	0.0929	-0.2075	0.2448
AT1G01260	-0.1531	-0.1601	0.0329
AT1G01290	-0.0011	0.2206	0.1998
AT1G01300	-0.001	0.9385	-0.1582
AT1G01320	0.2618	0.0887	0.0842
AT1G01340	-0.2766	0.3171	0.1951
AT1G01350	0.0009	0.1345	0.2262
AT1G01360	-0.2149	-0.2425	0.0628
AT1G01370	-0.2328	-0.0925	0.1325
AT1G01380	-0.161	0.0014	-0.0542
AT1G01420	-0.3021	-0.0336	-0.331
AT1G01430	-0.3655	-0.321	-0.0485
AT1G01440	-0.0367	-0.0911	-0.2779
AT1G01448	0.3558	-0.1629	0.5495
AT1G01470	0.2079	0.5229	-0.1703
AT1G01490	-0.177	0.242	-0.0357
AT1G01500	-0.1162	0.3001	-0.2618
AT1G01510	-0.2132	-0.0443	0.2141
AT1G01540	-0.152	0.104	0.093
AT1G01550	-0.236	0.5611	-0.1786
AT1G01570	-0.3411	0.7306	-0.0787
AT1G01580	0.4348	0.7602	-1.7972
AT1G01600	0.2858	0.386	0.2775
AT1G01610	-0.3438	0.2273	-0.2483
AT1G01620	-0.5974	0.0448	-0.1215
AT1G01630	-0.3587	0.3459	0.1681
AT1G01640	-0.2057	0.0373	0.2279
AT1G01650	0.3942	0.9299	0.0718
AT1G01690	-0.2462	0.0314	0.1888
AT1G01700	-0.1467	-0.2598	0.2281
AT1G01710	-0.3331	-0.2957	0.0596
AT1G01715	-0.0816	-0.0577	0.2987
AT1G01720	-0.0089	-0.6882	-0.0962
AT1G01725	-0.0478	-0.1129	-0.03
AT1G01730	-0.1008	-0.1255	0.0473
AT1G01740	-0.1704	-0.1974	0.3498
AT1G01760	0.0064	-0.1188	0.2226
AT1G01770	0.089	-0.0804	0.1179
AT1G01780	0.1988	0.1241	-0.0831
AT1G01790	-0.1256	0.218	-0.1511
AT1G01800	-0.0921	0.0264	0.0428
AT1G01810	0.1084	0.7455	0.0443
AT1G01820	-0.0955	-0.3141	0.1576
AT1G01830	-0.3544	-0.1833	0.2627
AT1G01840	-0.1469	-0.4802	0.2295
AT1G01860	-0.1587	0.0254	0.1488
AT1G01880	-0.3316	-0.3149	-0.0111
AT1G01900	-0.433	-0.323	-0.2827
AT1G01910	-0.1079	0.2229	0.0104
AT1G01920	-0.1761	0.1105	0.4787
AT1G01930	-0.0009	-0.1503	0.2359
AT1G01940	0.013	0.3029	0.0973
AT1G01950	0.0766	0.3624	0.1072
AT1G01960	0.1878	0.1287	0.0434
AT1G01970	0.1014	0.0716	-0.1539
AT1G01990	-0.2299	-0.3924	0.122
AT1G02000	-0.4046	-0.186	-0.2216
AT1G02010	-0.09	0.0202	0.2692
AT1G02020	-0.0655	0.0829	-0.0151
AT1G02050	-0.0307	-0.6072	0.3264
AT1G02060	-0.2415	-1.2193	0.2216
AT1G02080	0.1843	0.0774	0.0968
AT1G02090	0.0123	0.3301	0.0452
AT1G02100	-0.1048	-0.1595	0.2329
AT1G02110	-0.0112	-0.4345	0.2086
AT1G02120	-0.1116	0.1054	0.0498
AT1G02130	-0.0898	-0.035	-0.0032
AT1G02140	-0.0778	0.2933	-0.1343
AT1G02145	-0.1434	0.0081	0.1211
AT1G02150	0.1177	-0.2603	0.2672
AT1G02160	-0.0562	0.1027	0.053
AT1G02170	-0.0763	0.2917	-0.0421
AT1G02180	-0.3974	-0.3632	0.0316
AT1G02205	-0.1108	-0.6721	0.5345
AT1G02220	0.1836	0.7617	0.2317
AT1G02260	0.0622	-0.1899	-0.0299
AT1G02270	-0.0003	0.6953	-0.036
AT1G02280	-0.1688	-0.6712	0.0593
AT1G02290	-0.3451	0.2756	-0.14
AT1G02300	-0.289	-0.0025	0.1927
AT1G02305	-0.3664	-0.3503	-0.1954
AT1G02330	-0.153	0.447	0.1749
AT1G02340	-0.3072	0.0498	-0.8666
AT1G02370	-0.1772	0.2969	0.2136
AT1G02380	-0.2335	0.5648	-0.1602
AT1G02390	0.1791	0.3924	-0.0556
AT1G02400	-0.2592	0.0123	-0.2788
AT1G02410	-0.1914	-0.0886	0.2246
AT1G02420	-0.0859	-0.1836	-0.1221
AT1G02475	-0.19	0.4255	0.0765
AT1G02500	-0.2326	0.0054	0.08
AT1G02520	0.3168	-0.0699	-0.183
AT1G02560	-0.0237	0.2646	0.0489
AT1G02610	0.0197	-0.6645	-0.0383
AT1G02640	0.1551	0.5165	0.2437
AT1G02650	0.0987	0.6842	0.1323
AT1G02660	0.1791	0.2393	0.1356
AT1G02670	-0.1451	-0.19	0.2792
AT1G02680	0.0872	0.0956	0.0847
AT1G02690	-0.2138	-0.4285	0.1249
AT1G02700	1.0305	0.3994	-0.0371
AT1G02705	-0.0867	0.4107	-0.1062
AT1G02720	-0.2923	-0.1223	-0.0876
AT1G02730	-0.795	-1.1565	0.0159
AT1G02740	-0.4967	0.2802	0.1012
AT1G02750	-0.1596	-0.3429	-0.0025
AT1G02780	0.0603	0.2455	0.1165
AT1G02810	0.1041	0.1876	0.3668
AT1G02816	-0.1887	-0.4172	-0.0784
AT1G02840	-0.0377	-0.3613	-0.0061
AT1G02850	0.9424	-0.2883	0.4346
AT1G02860	-0.2114	0.4525	-0.0383
AT1G02870	0.0604	0.2919	0.2273
AT1G02880	-0.3198	-0.0166	-0.3133
AT1G02890	0.3324	0.888	0.1166
AT1G02900	-0.1964	0.3348	-0.1614
AT1G02910	0.0505	0.1885	0.1451
AT1G02920	0.376	0.1415	0.0557
AT1G02930	0.5746	0.2935	0.0696
AT1G02960	-0.1867	0.1692	0.3802
AT1G02970	-0.2309	-0.5869	0.1486
AT1G02990	-0.206	0.0633	0.1622
AT1G03000	-0.0636	-0.2314	0.1374
AT1G03030	-0.1586	0.2797	0.1277
AT1G03040	-0.1739	0.3653	-0.0503
AT1G03060	0.2388	0.1107	0.0033
AT1G03080	0.0775	0.2911	0.1502
AT1G03090	0.0745	-1.2684	0.2542
AT1G03100	-0.1164	-0.1402	0.0484
AT1G03106	2.0161	0.3563	0.0756
AT1G03110	-0.0845	0.2383	0.1317
AT1G03130	0.4109	-0.0514	-0.2558
AT1G03140	-0.1998	-0.5675	0.0095
AT1G03150	0.073	0.1945	0.0458
AT1G03160	-0.0436	-0.0399	0.1098
AT1G03180	-0.1092	0.1376	0.2304
AT1G03190	0.1452	0.4039	0.1084
AT1G03200	0.1417	0.176	0.0349
AT1G03210	-0.2604	0.4087	-0.0423
AT1G03220	-0.0386	-0.1059	-0.6351
AT1G03230	0.2711	-0.0072	0.3829
AT1G03250	-0.0737	0.2213	0.1563
AT1G03260	-0.0458	0.5306	0.0761
AT1G03270	0.0565	-0.1761	0.3758
AT1G03280	-0.1011	-0.0941	0.1432
AT1G03290	-0.1989	0.3133	-0.0156
AT1G03310	-0.1236	0.3486	0.0961
AT1G03330	-0.0218	0.0319	-0.0927
AT1G03340	-0.2167	0.0898	-0.0322
AT1G03350	-0.2433	0.2077	-0.1269
AT1G03360	-0.139	0.0846	0.1468
AT1G03365	0.1513	0.0779	0.0854
AT1G03370	-0.0014	0.31	-0.0774
AT1G03380	0.0116	-0.2517	-0.0771
AT1G03400	0.0422	0.0706	-0.1301
AT1G03410	0.0914	-0.8992	-1.0896
AT1G03430	-0.1564	-0.0401	0.1147
AT1G03440	0.0989	0.3807	0.0552
AT1G03457	-0.083	0.672	0.054
AT1G03470	0.0147	0.1447	0.1911
AT1G03475	0.0218	0.3285	0.0392
AT1G03495	0.0566	-0.1453	0.1103
AT1G03510	0.0722	-0.0247	0.1535
AT1G03520	-0.1451	0.1463	-0.0909
AT1G03530	-0.0129	0.3204	-0.0278
AT1G03540	-0.0287	-0.0275	0.2783
AT1G03545	0.2354	0.0358	0.3871
AT1G03550	-0.0647	0.8939	0.007
AT1G03560	0.0346	0.358	0.277
AT1G03590	-0.0138	0.1754	0.1036
AT1G03600	0.1325	-0.0481	-0.2416
AT1G03610	-0.0415	-0.785	0.1099
AT1G03620	-0.4452	0.2353	0.7932
AT1G03630	-0.5208	0.6257	-0.3431
AT1G03650	0.0897	-0.194	0.2231
AT1G03680	0.0665	0.2811	-0.1009
AT1G03687	0.0719	0.0848	0.268
AT1G03730	-0.1303	0.4284	-0.1239
AT1G03740	0.143	0.2173	0.0847
AT1G03750	0.0947	0.2658	0.0912
AT1G03760	0.0805	0.0096	0.3065
AT1G03770	0.1028	0.5092	0.5494
AT1G03780	-0.4275	-0.8483	0.2933
AT1G03820	-1.1565	0.1757	0.7541
AT1G03830	-0.2278	-0.005	0.3247
AT1G03840	0.1541	0.5206	0.2572
AT1G03850	0.2761	-0.6546	-0.3533
AT1G03860	-0.1153	0.4263	0.1317
AT1G03870	0.0698	1.0374	-0.1965
AT1G03900	0.0418	0.1546	0.1543
AT1G03905	-0.1098	0.3518	-0.2683
AT1G03910	0.0811	-0.0636	0.1904
