"TAIR","SYMBOL","GENENAME","REFSEQ","ENTREZID","STRING_id","GOSLIM_IDS","ProbesetID","count_ENSEMBL_mappings","Atha_Col-0_wo_WT_GC_Rep1","Atha_Col-0_wo_WT_GC_Rep2","Atha_Col-0_wo_WT_GC_Rep3","Atha_Col-0_wo_WT_FLT_Rep1","Atha_Col-0_wo_WT_FLT_Rep2","Atha_Col-0_wo_WT_FLT_Rep3","Atha_Col-0_wo_act2-3_GC_Rep1","Atha_Col-0_wo_act2-3_GC_Rep2","Atha_Col-0_wo_act2-3_GC_Rep3","Atha_Col-0_wo_act2-3_FLT_Rep1","Atha_Col-0_wo_act2-3_FLT_Rep2","Atha_Col-0_wo_act2-3_FLT_Rep3"
"AT1G70520","ASG6|CRK2","Encodes a cysteine-rich receptor-like protein kinase.","NM_105720|NP_177209",843389,"3702.AT1G70520.1",NA,"260303_at",1,6.23196927840508,6.2214970838298,6.3969213248481,6.09059028131614,6.07974917468453,6.16269366344967,6.37905372815362,6.34517608614654,6.29978345710101,6.01027864104843,6.1495116271421,6.04423903077408
"AT1G70530","CRK3","Encodes a cysteine-rich receptor-like protein kinase.","NM_001334460|NM_001334461|NM_105721|NP_001320921|NP_001320922|NP_177210",843390,"3702.AT1G70530.1","GO:0043412|GO:0043170|GO:0044260|GO:1901564|GO:0036211|GO:0044237|GO:0006468|GO:0009987|GO:0006793|GO:0006464|GO:0044238|GO:0006796|GO:0006807|GO:0046777|GO:0016310|GO:0044267|GO:0019538|GO:0008152|GO:0071704|GO:0016740|GO:0016773|GO:0003824|GO:0004674|GO:0016772|GO:0140096|GO:0016301|GO:0004672|GO:0110165|GO:0071944|GO:0016020|GO:0005886","260362_at",1,7.33367010635892,7.33953898315029,7.38750797476869,7.21124268175331,7.04775153404138,7.45584740578948,7.4294882604953,6.80413422875007,7.2571415187605,7.1790946913879,7.02828906514083,7.1702122869182
"AT1G70540","EDA24",NA,"NM_105722|NP_564990",843391,"3702.AT1G70540.1","GO:0016787|GO:0052689|GO:0016788|GO:0098772|GO:0004857|GO:0003824|GO:0030234","260306_at",1,2.89927437078412,2.65772238759506,2.6463295736121,2.86030097756703,2.93143542946179,3.00232848097538,2.63701681139302,2.93921350049051,2.69929554371651,2.74765889900506,2.78610959169773,2.98044979053305
"AT1G70550",NA,NA,"NM_001334462|NM_105723|NP_001319361|NP_177212",843392,"3702.AT1G70550.1",NA,"260363_at",1,3.74793980981297,3.91982355341036,3.97565618165308,3.40071939775449,2.86349211465151,3.4234968819617,3.93333071079196,4.36158402088774,4.04944664149364,3.18635871784038,3.46631953245185,3.07643795614977
"AT1G70560","CKRC1|SAV3|TAA1|TIR2|WEI8","TAA1 is involved in the shade-induced production of indole-3-pyruvate (IPA), a precursor to IAA, a biologically active auxin. It is also involved in regulating many aspects of plant growth and development from embryogenesis to flower formation and plays a role in ethylene-mediated signaling. This enzyme can catalyze the formation of IPA from L-tryptophan. Though L-Trp is expected to be the preferred substrate in vivo, TAA1 also acts as an aminotransferase using L-Phe, L-Tyr, L-Leu, L-Ala, L-Met, and L-Gln.","NM_105724|NP_177213",843393,"3702.AT1G70560.1",NA,"260364_at",1,5.27478971448644,4.56805125417255,4.73016782614124,5.13011873367909,4.86782953410735,5.3261272687503,5.29544826185235,5.11981756856645,4.86943766497619,5.20746500579764,5.19197390554839,4.89514207211722
"AT1G70570",NA,NA,"NM_001198433|NM_105725|NP_001185362|NP_564991",843394,"3702.AT1G70570.2","GO:0006725|GO:0009167|GO:1901135|GO:0090407|GO:0006164|GO:0072522|GO:0009058|GO:0006139|GO:0006793|GO:0006796|GO:0009165|GO:0009123|GO:1901360|GO:0019693|GO:0042278|GO:0006807|GO:0034404|GO:0044271|GO:0006753|GO:0072521|GO:0006163|GO:0071704|GO:0008152|GO:0046483|GO:0009126|GO:1901566|GO:1901564|GO:0044237|GO:0044249|GO:1901576|GO:0034641|GO:1901362|GO:0009987|GO:0009161|GO:0046390|GO:0009259|GO:0009150|GO:0018130|GO:0044238|GO:1901137|GO:0009260|GO:0034654|GO:0019438|GO:0019637|GO:0044283|GO:0009117|GO:1901293|GO:0009152|GO:0055086|GO:0044281|GO:0016874|GO:0003824|GO:0005737|GO:0005829|GO:0110165|GO:0005622","260311_at",1,7.53423716975935,7.60513219494588,7.62628070051632,7.37772077805839,7.36163443131578,7.38851283737658,7.65149770097916,7.43079438800458,7.78204164089123,7.21714225978334,7.38966150387996,7.25113861670475
"AT1G70580","AOAT2|GGT2","Encodes a protein with glyoxylate aminotransferase activity. It can act on a number of different small substrates and amino acids in vitro.","NM_001036185|NM_001036186|NM_105726|NM_202393|NP_001031262|NP_001031263|NP_177215|NP_974122",843395,"3702.AT1G70580.2","GO:0008483|GO:0016740|GO:0003824","260309_at",1,4.42676735238453,4.48874345382269,4.01037526908614,3.96616637640909,3.74525074144965,3.67638206148894,4.43036879190988,5.02451611938026,4.03435649456957,3.91129457388284,3.61225964077643,3.85982077108827
"AT1G70590",NA,NA,"NM_105727|NP_564992",843396,"3702.AT1G70590.1",NA,"260310_at",1,7.29103466845302,7.21552534541945,7.31885534412506,7.2705399939895,7.34498133882881,7.38289510217639,7.19890732966052,7.47282760535097,7.35071398486984,7.31873939931139,7.5330581156543,7.5116871239722
"AT1G70610","ABCB26|ATTAP1|TAP1","member of TAP subfamily","NM_001334463|NM_105729|NP_001321943|NP_177218",843398,"3702.AT1G70610.1","GO:0016462|GO:0022857|GO:0003824|GO:0016787|GO:0016818|GO:0016817|GO:0017111|GO:0005215|GO:0022804|GO:0016887|GO:0031224|GO:0005887|GO:0031226|GO:0071944|GO:0110165|GO:0016020|GO:0016021|GO:0005886","260308_at",1,4.07277109543836,3.92006137768161,4.1546535565548,4.0034441033147,4.04427047913071,4.33226429758938,4.14682059633336,4.13429417102692,3.93295354043615,4.21182196000062,4.01836663644594,3.90017586297493
"AT1G70620",NA,NA,"NM_001198434|NM_001334464|NM_001334465|NM_001334466|NM_001334467|NM_001334468|NM_001334469|NM_105730|NM_179542|NP_001185363|NP_001320363|NP_001320364|NP_001320365|NP_001320366|NP_001320367|NP_001320368|NP_177219|NP_849873",843399,"3702.AT1G70620.3",NA,"260307_at",1,6.60485037022233,6.45505839273993,6.4999256236762,6.11923579755948,6.17967661156619,6.37535766348836,6.78571459528292,6.17171922522889,6.53703475447899,6.12113140905396,6.39816308273125,6.46096327120284
"AT1G70630","RAY1",NA,"NM_001334470|NM_001334471|NM_001334472|NM_001334473|NM_001334474|NM_001334475|NM_105731|NP_001322081|NP_001322082|NP_001322083|NP_001322084|NP_001322085|NP_001322086|NP_177220",843400,"3702.AT1G70630.1",NA,"260365_at",1,2.76617479693694,2.5677410474681,2.85442149178391,2.47189132409007,2.61166075552152,2.81166374358992,2.44550547612321,2.62214739683389,2.72727593422845,2.83224011256986,2.33352488925779,2.89213376089547
"AT1G70650",NA,NA,"NM_001198435|NM_105733|NP_001185364|NP_564993",843402,"3702.AT1G70650.2",NA,"260177_at",1,3.71189891357743,3.14971410847097,3.63406983529581,3.87869787162263,3.71809760344415,3.70788180300089,3.38583362693778,3.49342654582718,3.82571703283765,3.86714635149487,3.55656062341614,3.75535834250124
"AT1G70660|AT1G70650",NA,NA,NA,NA,NA,NA,"260180_at",2,10.3582371530342,10.3025681568945,10.2845916072158,10.6040176674009,10.515619398133,10.338465230728,10.2997676713278,10.4320653552684,10.1250311885006,10.3801307404127,10.4401938506327,10.4853011598093
"AT1G70680|AT1G70670",NA,NA,NA,NA,NA,NA,"260208_s_at",2,6.74283128449985,6.97111809911816,6.74381399912367,5.98113557111599,5.55372267694391,5.15903105281037,7.13338062254745,6.61209461008544,7.2833208791809,5.93367364595572,5.79596020554709,5.67001282118554
"AT1G70690","HWI1|PDLP5","Encodes a plasmodesmal protein that may be involved in the intercellular movement of molecules through the plasmodesmata. The protein has two DUF26 domains and a single transmembrane domain.","NM_105737|NP_564997",843406,"3702.AT1G70690.1","GO:0030054|GO:0110165|GO:0070161|GO:0005911|GO:0009506","260179_at",1,6.58762161944657,6.9629606291799,7.01677539212825,6.41565023114251,6.51527651453962,6.1163679851044,6.66576353250361,6.64528679539124,6.63096731499842,6.31397350085538,6.24420147767299,5.98089989697685
"AT1G70700","JAZ9|TIFY7","JAZ9 is a protein presumed to be involved in jasmonate signaling. JAZ9 transcript levels rise in response to a jasmonate stimulus. JAZ9 can interact with the COI1 F-box subunit of an SCF E3 ubiquitin ligase in a yeast-two-hybrid assay only in the presence of jasmonate-isoleucine (JA-ILE) or coronatine. The Jas domain appears to be important for JAZ9-COI1 interactions in the presence of coronatine. Two positive residues (R205 and R206) in the Jas domain shown to be important for coronatine -dependent COI1 binding are not required for binding AtMYC2.","NM_001036187|NM_001334477|NM_105738|NP_001031264|NP_001320988|NP_177227",843407,"3702.AT1G70700.1","GO:0010033|GO:0010646|GO:0051716|GO:0007165|GO:0071495|GO:0070887|GO:1901700|GO:0071310|GO:0023051|GO:0080134|GO:0007154|GO:0009987|GO:0009755|GO:0048583|GO:0050789|GO:0050896|GO:1901701|GO:0009719|GO:0009725|GO:0032870|GO:0006950|GO:0009611|GO:0042221|GO:0050794|GO:0009966|GO:0031347|GO:0065007|GO:0006952|GO:0023052|GO:0043227|GO:0110165|GO:0043226|GO:0005634|GO:0043231|GO:0043229|GO:0005622","260205_at",1,4.77655227876346,4.87609717633088,4.78321862874114,5.18755272583658,5.62849841285806,5.05862724340152,5.08547448572107,4.84674986787481,5.4157682012385,5.27737113048781,5.4009759995148,5.17952273310289
"AT1G70710","ATGH9B1|CEL1|GH9B1","endo-1,4-beta-glucanase. Involved in cell elongation.","NM_105739|NP_177228",843408,"3702.AT1G70710.1",NA,"260181_at",1,5.33186650702086,5.12674435412027,4.96516086213558,5.68849794510878,5.35547481663958,4.69325368364193,6.0267826076976,5.25768161625752,5.4008529644401,5.41846378224854,5.67656976862129,4.81428947853164
"AT1G70720",NA,NA,"NM_001334478|NM_105740|NP_001320878|NP_564998",843409,"3702.AT1G70720.1","GO:0065007|GO:0050790|GO:0043086|GO:0065009|GO:0044092|GO:0098772|GO:0004857|GO:0003824|GO:0030234","260178_at",1,2.85267793287799,2.71020489609754,2.91414516724184,2.88664076742201,3.00823254789059,2.7564518603744,3.03531157327717,2.86649324599465,3.15157212125069,2.92212785803203,3.06422456298327,2.98880338170682
"AT1G70730","PGM2","Encodes a cytosolic phosphoglucomutase (PGM).  Two Arabidopsis PGM proteins (AT1G70730/PGM2 and AT1G23190/PGM3) have high sequence similarities and redundant functions. Mature plants possessing a single cPGM allele had a major reduction in cPGM activity. Whereas pgm2 and pgm3 single mutants are undistinguishable from the wild type, loss of both PGM2 and PGM3 severely impairs male and female gametophyte development.","NM_001160992|NM_001160993|NM_105741|NP_001154464|NP_001154465|NP_177230",843410,"3702.AT1G70730.3","GO:0005975|GO:0071704|GO:0044238|GO:0008152|GO:0016853|GO:0016866|GO:0003824|GO:0005737|GO:0005829|GO:0110165|GO:0005622","260207_at",1,7.40000339985131,7.3052752481959,7.33092169822056,7.28034418041613,7.45087339395074,7.18259864390525,7.38832550106832,7.32264242992024,7.47985920522213,7.22939057882436,7.25542346178047,7.35683428018381
"AT1G70740",NA,NA,"NM_001198437|NM_105742|NP_001185366|NP_177231",843411,"3702.AT1G70740.2","GO:0043412|GO:0043170|GO:0044260|GO:1901564|GO:0036211|GO:0044237|GO:0006468|GO:0009987|GO:0006793|GO:0006464|GO:0044238|GO:0006796|GO:0006807|GO:0016310|GO:0044267|GO:0019538|GO:0008152|GO:0071704|GO:0016740|GO:0016773|GO:0003824|GO:0004674|GO:0016772|GO:0140096|GO:0016301|GO:0004672|GO:0110165|GO:0071944|GO:0016020|GO:0005886","260206_at",1,5.7909904813161,5.5396417051165,5.83308272208742,5.4026332719019,5.50324181523896,5.54973045536578,5.82962991092542,5.31652449297114,5.56883173150126,5.32981117462358,5.75034801060044,5.61014933622756
"AT1G70750","MyoB2",NA,"NM_105743|NP_564999",843412,"3702.AT1G70750.1",NA,"260182_at",1,5.36404313914026,5.02539689090749,5.3016920599723,5.12828411012362,4.99972817249993,5.07757217219921,5.2682202819759,5.2662159131472,5.31411913669753,5.32740736747299,5.21968212261246,5.16855148631332
"AT1G70760","CRR23|NdhL","a subunit of the chloroplast NAD(P)H dehydrogenase complex, involved in PSI cyclic electron transport. Located on the thylakoid membrane. Mutant has impaired NAD(P)H dehydrogenase activity.","NM_105744|NP_177233",843413,"3702.AT1G70760.1",NA,"262288_at",1,2.99344368002698,2.77813560057187,2.58966677792438,2.69195755161722,2.77833482389773,2.88067594040445,2.85956713510929,3.05478541608503,2.5840143700425,2.70343426840761,2.59477299485973,2.87089159612646
"AT1G70770",NA,NA,"NM_001198438|NM_105745|NP_001185367|NP_177234",843414,"3702.AT1G70770.2","GO:0005737|GO:0012505|GO:0043231|GO:0005622|GO:0005794|GO:0043227|GO:0005773|GO:0110165|GO:0071944|GO:0016020|GO:0043226|GO:0005783|GO:0043229|GO:0005886","262289_at",1,8.56567419559404,8.50831735472802,8.51587016975167,8.49619513800315,8.29084982654567,8.38996362570179,8.64748555396378,8.68610470552979,8.66157774953938,8.40292157690245,8.24285023809927,8.4808243292189
"AT1G70780",NA,NA,"NM_105746|NP_565000",843415,"3702.AT1G70780.1",NA,"262262_at",1,9.97224317587484,10.0032509397185,9.91963810874562,10.0912065852084,10.0043318151137,10.0942626523893,10.022961554345,9.6257287656804,9.8424695389944,10.1281950731286,10.1697722417312,10.1215215404202
"AT1G70790","CAR9",NA,"NM_001334479|NM_001334480|NM_105747|NM_179543|NP_001319362|NP_001323065|NP_565001|NP_849874",843416,"3702.AT1G70790.1",NA,"262291_at",1,6.70532726669181,6.6128551140108,6.70130650523765,7.05390569405058,6.89689326145436,6.75743416573996,6.56943431422493,6.56106902990971,6.75888828970131,6.89528808279511,6.98094914589797,6.93144986934842
"AT1G70810","CAR7",NA,"NM_105749|NP_565002",843418,"3702.AT1G70810.1",NA,"262314_at",1,7.77825322987606,8.31040659812525,7.96714013391584,7.73498937640354,7.83153503884109,7.72347756032738,7.50560683312759,7.87306187694156,7.95989607420959,7.80836838160417,7.65948361722493,8.10126413146852
"AT1G70820",NA,NA,"NM_001334481|NM_105750|NP_001320476|NP_177239",843419,"3702.AT1G70820.1","GO:0016853|GO:0016866|GO:0003824|GO:0005737|GO:0009570|GO:0043231|GO:0005622|GO:0043227|GO:0110165|GO:0009507|GO:0043226|GO:0043229|GO:0009536","262309_at",1,2.47514259589698,2.26875265415338,2.3209524413533,2.6737028285971,2.5777831304148,2.64441547845236,2.57392966512157,2.80161763196532,2.58039879107386,2.6676312311808,2.51944771132053,2.81156190933228
"AT1G70830","MLP28",NA,"NM_001084337|NM_001084338|NM_001124107|NM_105751|NM_179544|NP_001077806|NP_001077807|NP_001117579|NP_177240|NP_849875",843420,"3702.AT1G70830.1",NA,"262312_at",1,12.42825502199,12.3351071947982,12.2864651211657,12.6449680774377,12.5020802659941,12.5844053055952,12.5386939495463,12.1909831183912,12.3757015048695,12.7076483350846,12.6621487017691,12.6477400017708
"AT1G70840","MLP31",NA,"NM_105752|NP_177241",843421,"3702.AT1G70840.1",NA,"262310_at",1,6.16240005227773,6.33744795089049,6.05465189015125,6.07340160853439,6.34012929103646,5.96006162320509,5.96263820253218,6.66262722229134,6.04278325642676,6.33316312496976,6.30565667688519,6.0935201427413
"AT1G70850","MLP34",NA,"NM_001036188|NM_105753|NM_180645|NP_001031265|NP_565003|NP_850976",843422,"3702.AT1G70850.1",NA,"262260_at",1,12.2237944415326,12.1792428884773,12.0886474117193,11.9841924870909,11.8399677387951,11.4769006559747,12.1756124109579,12.151373040767,12.0907960734255,11.8904474379572,11.8674554174918,11.8145667251174
"AT1G70870",NA,NA,"NM_105754|NP_177243",843424,"3702.AT1G70870.1",NA,"262300_at",1,2.34856124196663,2.45733644209585,2.33913430474372,2.50319132673854,2.50096228917942,2.62033141065092,2.64381671353519,2.51146365799763,2.53505218583806,2.52021361188496,2.51894720667175,2.54650122342316
"AT1G70880",NA,NA,"NM_105755|NP_177244",843425,"3702.AT1G70880.1",NA,"262301_at",1,5.50086473718515,5.9133765373214,5.55577229916103,4.93172256791072,5.29801243173118,5.50147986020507,4.93862430463172,4.96832455377575,4.84803816060037,5.09891017705227,5.11492997934089,4.93465237804646
"AT1G70890","MLP43",NA,"NM_105756|NP_177245",843427,"3702.AT1G70890.1",NA,"262304_at",1,10.3942229710593,10.3251239821853,10.213437572188,10.782905562762,10.7913642524517,10.6567624238435,10.425013479207,10.3416252159929,10.1538518906986,11.0620488146576,11.0601375960734,10.9153634965129
"AT1G70895","CLE17","Member of a large family of putative ligands homologous to the Clavata3 gene.  Consists of a single exon.","NM_001084339|NM_105757|NP_001077808|NP_565004",843428,"3702.AT1G70895.1",NA,"262261_at",1,5.23080725150249,5.09499057604024,5.10096127034601,5.3587469519964,5.44512386575409,5.51572198482591,5.21020955677469,5.41442716258294,5.12468073511291,5.36773226177487,5.28521541184034,5.40498013544331
"AT1G70900",NA,NA,"NM_105758|NP_565005",843429,"3702.AT1G70900.1",NA,"262313_at",1,5.42672132793034,5.18107602153496,5.13378418628579,5.42808987932771,5.32989412200483,4.9835450517995,5.67079013749829,5.28616264285302,5.11955053048989,4.97423367366565,5.38579191538564,4.74196907904218
"AT1G70910","DEP","Encodes DESPIERTO (DEP), a RING finger protein involved in ABA sensitivity during seed development.  Regulates the expression of ABI3, and produces a complete loss of dormancy when mutated.","NM_105759|NP_177247",843430,"3702.AT1G70910.1",NA,"262302_at",1,2.95958138860822,2.90472896426518,2.83554661043093,3.42959406555908,3.2395454216528,3.06938211292771,3.07385796306622,3.17283998464115,3.06118526982506,3.19763184187471,3.12519578537778,3.21098364473334
"AT1G70920","ATHB18|HB18",NA,"NM_001334482|NM_105760|NP_001321391|NP_177248",843431,"3702.AT1G70920.1",NA,"262311_at",1,2.16487919346151,2.27670429739823,2.224980003855,2.35237389227846,2.20881938982184,2.23930669125073,2.43368654479415,2.00518724678085,2.32535579323516,2.06544081418858,2.17550409354953,2.21080707115042
"AT1G70920","ATHB18|HB18",NA,"NM_001334482|NM_105760|NP_001321391|NP_177248",843431,"3702.AT1G70920.1",NA,"262303_at",1,3.9874224945531,4.26617357337005,4.11864389209149,3.48316295659848,3.54160616572774,3.40329078390592,4.06932661360081,3.5429817738659,3.85438318139929,3.36814696893173,3.43775892183583,3.38793896879045
"AT1G70940","ATPIN3|PIN3","A regulator of auxin efflux and involved in differential growth. PIN3 is expressed in gravity-sensing tissues, with PIN3 protein accumulating predominantly at the lateral cell surface. PIN3 localizes to the plasma membrane and to vesicles. In roots, PIN3 is expressed without pronounced polarity in tiers two and three of the columella cells, at the basal side of vascular cells, and to the lateral side of pericycle cells of the elongation zone. PIN3 overexpression inhibits root cell growth. Protein phosphorylation plays a role in PIN3 trafficking to  the plasma membrane.","NM_105762|NP_177250",843432,"3702.AT1G70940.1","GO:0010033|GO:0010646|GO:0051716|GO:0007165|GO:0071495|GO:0070887|GO:0071310|GO:0006810|GO:0023051|GO:0042592|GO:0007154|GO:0010817|GO:0048878|GO:0009987|GO:0009755|GO:0051179|GO:0048583|GO:0050789|GO:0050896|GO:0009719|GO:0009725|GO:0032870|GO:0042221|GO:0065008|GO:0051234|GO:0050794|GO:0009966|GO:0065007|GO:0009914|GO:0023052|GO:0022857|GO:0005215|GO:0005737|GO:0043231|GO:0012505|GO:0005622|GO:0005773|GO:0043227|GO:0071944|GO:0110165|GO:0043226|GO:0016020|GO:0005783|GO:0043229|GO:0005886","262263_at",1,6.76751393434047,6.51707147157034,6.59778354716999,6.58311687256593,5.82592102398653,5.99850312101611,6.89728118899222,6.58058217044367,6.81018347571303,6.48334305558525,6.42275905635309,5.96514849058384
"AT1G70950",NA,NA,"NM_105763|NP_177251",843433,"3702.AT1G70950.1",NA,"262305_at",1,3.04175958954544,3.07773407745663,3.04791272615002,3.06325043850878,3.06937890612857,2.77409697410646,3.09156737395624,3.26365098268571,3.01278233571856,3.09588379030261,2.97680784780737,2.66937817906003
"AT1G70985",NA,NA,"NM_105767|NP_565006",843437,"3702.AT1G70985.1",NA,"262290_at",1,3.60705407710669,3.53653824722048,3.61646045113135,3.97445930672456,3.78146470350495,3.94330004327799,3.51586753189138,3.72548365134543,3.64283352663374,3.63328614415325,3.57530711933858,4.16391929240763
"AT1G70990","EXT33",NA,"NM_105768|NP_565007",843438,"3702.AT1G70990.1",NA,"262315_at",1,5.46187487072938,5.42853744137893,4.93286292983603,5.11184146973758,5.01471928528893,4.92594653276617,5.35401889451825,5.0391425408791,5.06455977046604,5.17980390797733,5.43521762069807,4.8564637150847
"AT1G71000",NA,NA,"NM_001334483|NM_105769|NP_001323273|NP_177256",843439,"3702.AT1G71000.1",NA,"262307_at",1,2.83501147328719,2.77766706137679,3.06611852654141,3.07454750340667,3.1199321122129,3.02855122452072,3.10491431491068,3.14722023277464,3.70040198479259,3.74750842080207,3.5458516735813,3.58537639012152
"AT1G71010","FAB1C","Encodes a protein that is predicted to act as a phosphatidylinositol-3P 5-kinase, but, because it lacks a FYVE domain, it is unlikely to be efficiently targeted to membranes containing the proposed phosphatidylinositol-3P substrate. Therefore, its molecular function remains unknown.","NM_105770|NP_177257",843440,"3702.AT1G71010.1","GO:0006629|GO:0044237|GO:0046488|GO:0006650|GO:0030258|GO:0006644|GO:0009987|GO:0006793|GO:0044238|GO:0006796|GO:0046486|GO:0016310|GO:0019637|GO:0044255|GO:0046854|GO:0008152|GO:0071704|GO:0016772|GO:0016740|GO:0016773|GO:0003824|GO:0016301|GO:0098588|GO:0005768|GO:0043231|GO:0097708|GO:0005773|GO:0031090|GO:0071944|GO:0110165|GO:0043226|GO:0010008|GO:0016020|GO:0031982|GO:0043229|GO:0098805|GO:0005737|GO:0012505|GO:0005622|GO:0031410|GO:0043227|GO:0005886","262308_at",1,8.41619758213653,8.42757431077661,8.4858497111969,7.80089196838717,7.9371352701814,7.94974733016343,8.44941768385131,8.17539467389802,8.53128089701523,7.88200228797482,7.92668663833907,7.9021753941111
"AT1G71020","PUB10",NA,"NM_001124110|NM_105771|NP_001117582|NP_177258",843442,"3702.AT1G71020.1","GO:0005737|GO:0005634|GO:0043231|GO:0005622|GO:0043227|GO:0110165|GO:0043226|GO:0043229","259741_at",1,5.44934648650707,5.63901157032366,5.6687480818324,5.77472294052471,5.96351837108273,5.6182502053954,5.7018430635321,5.69853417912314,5.65332274438547,5.69713706608369,5.87891557283204,5.7864206162312
"AT1G71030","ATMYBL2|MYBL2","Encodes a putative myb family transcription factor.  In contrast to most other myb-like proteins its myb domain consists of a single repeat.  A proline-rich region potentially involved in transactivation is found in the C-terminal part of the protein.   Its transcript accumulates mainly in leaves.","NM_001334485|NM_105772|NP_001321410|NP_177259",843443,"3702.AT1G71030.1","GO:0030154|GO:0048869|GO:0009987|GO:0032502|GO:1990837|GO:0043565|GO:0003676|GO:0000976|GO:0001067|GO:0005488|GO:0097159|GO:0003677|GO:0003690|GO:1901363|GO:0043227|GO:0110165|GO:0043226|GO:0005634|GO:0043231|GO:0005622|GO:0043229","259751_at",1,7.18122168484568,7.5044844942864,7.46215969498917,8.11435315307825,8.32160726461189,7.85712003097463,7.5741001984748,7.59928053423913,7.4473834693933,8.38232701206797,8.3924408752694,8.21170256692975
"AT1G71040","LPR2","Encodes LPR2.  Function together with LPR1 (AT1G23010) and a P5-type ATPase (At5g23630/PDR2) in a common pathway that adjusts root meristem activity to Pi (inorganic phosphate) availability.","NM_105773|NP_565008",843444,"3702.AT1G71040.1",NA,"259752_at",1,6.42828024222757,6.54927545865107,6.51744872202465,6.33585206143882,6.48154866782047,5.91902033463237,6.73774487098438,6.15341627122269,6.68609083127002,6.30524967270747,6.19966506424074,6.06446403014796
"AT1G71050","AtHMP15|HIPP20",NA,"NM_105774|NP_177261",843445,"3702.AT1G71050.1",NA,"259753_at",1,2.86626077637243,2.83153702521302,2.65897879644095,2.86715501662283,2.77756974051504,2.90121365613062,2.61518359755308,3.15215384259266,2.81924877454416,2.88761164261322,2.78383208230923,2.73474049429587
"AT1G71060",NA,NA,"NM_105775|NP_177262",843446,"3702.AT1G71060.1",NA,"259746_at",1,3.09178714844119,3.1568772423931,3.08906130128431,3.13152586335098,3.12787513457017,3.12787513457017,3.02314877508209,3.08060523932228,3.14859606309676,3.23015182659709,3.36501979271782,2.96395271109994
"AT1G71070",NA,NA,"NM_105776|NP_565009",843447,"3702.AT1G71070.1",NA,"259755_at",1,6.09924353489274,5.88186014411886,6.01345456434318,5.60722330851664,5.98410103369846,5.69995787012322,6.30441402832353,5.69538626310904,6.22435619204945,5.7942154583907,5.79588666817974,5.97041892524455
"AT1G71080",NA,NA,"NM_105777|NP_565010",843448,"3702.AT1G71080.1",NA,"259756_at",1,8.22867811619054,8.06351714845403,8.43479229850879,8.54091145859751,8.56781207583988,8.71651076730001,8.14503283469774,8.35835090094325,8.26945413846424,8.41220482152159,8.4908644198054,8.50726295516734
"AT1G71090","PILS2",NA,"NM_105778|NP_565011",843449,"3702.AT1G71090.1",NA,"259754_at",1,9.09672875123813,9.23571728896504,9.12947359882885,8.96778889585972,9.27565516944621,9.45855124348449,8.98395743139963,8.91178086658687,8.95701999411272,9.24249710309917,9.21439574147137,9.25389441021214
"AT1G71100","RSW10","Encodes a ribose 5-phosphate isomerase involved in the formation of uridine used for the synthesis of UDP-sugars. Mutants of this gene are affected in cellulose biosynthesis.","NM_105779|NP_177266",843450,"3702.AT1G71100.1",NA,"259749_at",1,5.71644379884558,5.76595818513421,5.8714265478837,5.81104863434807,5.74777849476285,5.20628360235313,5.74715332220719,5.67688909815081,5.90967809396434,5.73874800928038,5.50983614801082,5.40273342575023
"AT1G71120","GLIP6","Contains lipase signature motif and GDSL domain.","NM_105781|NP_177268",843452,"3702.AT1G71120.1",NA,"259742_at",1,2.54251220073982,2.40981784771368,2.69386349795922,2.67812694564947,2.83649196584683,2.8346004049502,2.66116128009248,2.88839628195603,2.6914253517028,2.73553478666324,2.52078164662749,2.81338542614929
"AT1G71130","AtERF070|CRF8|ERF070","encodes a member of the ERF (ethylene response factor) subfamily B-5 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 7 members in this subfamily.","NM_105782|NP_565012",843453,"3702.AT1G71130.1",NA,"259750_at",1,7.0706492039527,7.19269936293447,7.15422165610035,7.06597358940169,6.98620206756763,7.02794539711926,6.90374208110889,7.16779124445854,7.07172594602925,6.87011349415322,6.96086162585828,7.05140643606318
"AT1G71140","DTX14",NA,"NM_105783|NP_177270",843454,"3702.AT1G71140.1","GO:0022857|GO:0005215|GO:0110165|GO:0016020","259743_at",1,6.88033090741241,7.18903163252323,7.32676110217483,6.70262929013522,7.31114699224046,7.18237754809718,7.21681447282438,7.41462688389832,7.40952437720971,7.45671818590054,7.58839241340852,7.09058326552671
"AT1G71160","KCS7","Encodes KCS7, a member of the 3-ketoacyl-CoA synthase family involved in the biosynthesis of VLCFA (very long chain fatty acids).","NM_105785|NP_177272",843456,"3702.AT1G71160.1",NA,"259744_at",1,2.65864873434542,2.60115833060733,2.70383943593148,2.82258170431121,2.59813840351923,3.30758595208796,2.71568360766295,2.76639421931143,3.04018240062388,2.78617799452661,2.65128574463506,2.90984737031324
"AT1G71170",NA,NA,"NM_105786|NP_565013",843457,"3702.AT1G71170.1",NA,"259747_at",1,7.12511111641347,7.24871076766511,7.41642289562847,7.28016007899932,7.43838995802253,7.38083669236727,6.93760975011323,7.39525340100922,7.13830202030377,7.29853867873264,7.28292883624689,7.23045466207075
