"TAIR","SYMBOL","GENENAME","REFSEQ","ENTREZID","STRING_id","GOSLIM_IDS","ProbesetID","count_ENSEMBL_mappings","Atha_Col-0_sl_FLT_BA1","Atha_Col-0_sl_FLT_BA2","Atha_Col-0_sl_FLT_BA3","Atha_Col-0_sl_FLT_BA4","Atha_Col-0_sl_FLT_BA5","Atha_Col-0_sl_FLT_BG1","Atha_Col-0_sl_GC_BA1","Atha_Col-0_sl_GC_BA2","Atha_Col-0_sl_GC_BA3","Atha_Col-0_sl_GC_BA4","Atha_Col-0_sl_GC_BA5","Atha_Col-0_sl_GC_BG1","Atha_Col-0_UdCC_FLT_BB2","Atha_Col-0_UdCC_FLT_BB3","Atha_Col-0_UdCC_FLT_BB4","Atha_Col-0_UdCC_FLT_BB5","Atha_Col-0_UdCC_FLT_BG2","Atha_Col-0_UdCC_FLT_BG3","Atha_Col-0_UdCC_GC_BB2","Atha_Col-0_UdCC_GC_BB3","Atha_Col-0_UdCC_GC_BB4","Atha_Col-0_UdCC_GC_BB5","Atha_Col-0_UdCC_GC_BG2","Atha_Col-0_UdCC_GC_BG3"
"AT3G04160",NA,NA,"NM_001202875|NM_001337505|NM_111287|NP_001189804|NP_001326557|NP_187066",819571,"3702.AT3G04160.2",NA,"258581_at",1,1.11210774474836,1.23229519935385,1.51474588548958,2.64639530450452,4.06879620141809,1.49607807935069,1.42308437914576,2.09152629351796,1.41055270860884,1.30835837200164,2.65200129410613,1.22730695112822,2.44733479171662,2.09875085687195,1.93637380707524,1.794519993988,1.66945750641248,1.8424632122159,2.25490988328619,1.84515705247758,1.87328165324731,1.80902205293729,1.77437927849833,1.91158358979341
"AT3G04170",NA,NA,"NM_111288|NP_187067",819572,"3702.AT3G04170.1","GO:0030312|GO:0071944|GO:0005618|GO:0110165","258580_at",1,0.945532892255944,1.68635322418381,1.56620889168318,1.05668948901387,1.04342825298602,1.21706623906991,1.39209322724871,2.7477122005383,1.72687057945568,1.24400897899258,1.49334057757628,1.20780447352609,0.743484426553766,0.814535659131976,0.894870571996012,0.801469681288939,0.799156039185748,0.556059673906866,0.947647586753259,0.896622734126413,1.14351349257664,0.732584552851635,0.725582512711145,1.02573538431786
"AT3G04190|AT3G04180",NA,NA,NA,NA,NA,NA,"258579_s_at",2,1.19893658434239,1.12302506614752,1.54989806503989,0.732354193558578,1.059476605599,1.91339342517496,1.05893531479395,1.18134969869069,1.39155953066117,0.902378729318313,1.28222660247449,1.70745341487647,0.793880140107544,0.789071625105874,0.858934667350795,0.970123867703589,0.670332009898885,0.675638542734842,0.92801037038688,0.68920187870189,1.05893531479395,0.844744212951436,0.655024854397333,0.913357012582547
"AT3G04200",NA,NA,"NM_111291|NP_187070",819575,"3702.AT3G04200.1","GO:0030312|GO:0071944|GO:0005618|GO:0110165","258578_at",1,3.40787024402724,1.24142201293024,2.68275839127684,2.36326159536937,1.68618641141662,2.65283041726658,2.55639933152529,2.09867257057009,3.13830942088701,3.28225300594553,2.26676791279097,2.34926227222889,1.30766575528065,0.947267818972441,1.11840065427958,1.18493076290113,0.832506739855705,1.03975179526007,1.25626739269837,1.2255723030507,1.10429282423527,1.4972825899601,1.20464632179896,1.05432270687325
"AT3G04210","TN13",NA,"NM_001337506|NM_111292|NP_001319465|NP_566223",819576,"3702.AT3G04210.1",NA,"258537_at",1,2.5379106689883,1.01813052320802,0.995737415551285,1.50501840140107,1.24744826016688,1.18797557735036,1.51042272855947,0.969914639495445,1.62481460287952,2.36923743702062,1.45236555638198,1.05783740317633,0.87405350203409,0.887330331711688,1.03083522041861,0.981557916965724,0.872156643364348,0.771888130320524,1.03708628403609,0.942613767785262,0.962918019373973,1.00215042438068,0.941015759064783,0.81591797314461
"AT3G04220",NA,NA,"NM_001337507|NM_001337508|NM_111293|NP_001326119|NP_001326120|NP_187072",819577,"3702.AT3G04220.1",NA,"258577_at",1,2.0828399037609,1.31592323913233,1.11919140792754,0.75750380925624,0.931853748294575,1.35313005990513,1.26422783076502,2.0702923712148,0.997135722581099,0.881881702834434,1.20429292109962,1.21727975981031,0.867560400514115,0.974114612564583,1.23171442538541,1.03031354123684,0.958482223125963,0.796905223394162,1.14102338164813,0.931598432374769,1.18769705734854,0.989198394659908,0.844072353384064,0.592166064158782
"AT3G04230",NA,NA,"NM_111294|NP_187073",819578,"3702.AT3G04230.1","GO:0006725|GO:0046483|GO:0044085|GO:0016070|GO:0043170|GO:0006364|GO:0000462|GO:0006396|GO:0010467|GO:0044237|GO:0034641|GO:0009987|GO:0006139|GO:0044238|GO:0071840|GO:0034660|GO:0090304|GO:1901360|GO:0034470|GO:0006807|GO:0016072|GO:0022613|GO:0042254|GO:0030490|GO:0042274|GO:0008152|GO:0071704|GO:0003735|GO:0003676|GO:0003723|GO:1901363|GO:0005198|GO:0005488|GO:0097159|GO:0043232|GO:0005737|GO:1990904|GO:0043228|GO:0022626|GO:0032991|GO:0022627|GO:0005622|GO:0005829|GO:0015935|GO:0110165|GO:0043226|GO:0005840|GO:0043229|GO:0044391","258576_at",1,3.81829117617415,3.48569802061043,4.01589170079151,3.90189995614466,2.68355499616095,2.89594580186066,5.05237884795618,4.92472277339131,4.259880941307,4.01173925499044,5.11178561072823,4.07083179795736,3.59518839521977,3.94911456268817,3.9657652693716,4.07920585333579,3.69924617795297,3.835558918955,3.47313055571047,3.71434931275647,3.30783866059194,3.56336798290981,3.49683961076143,3.98868408085475
"AT3G04240","SEC","Has O-linked N-acetyl glucosamine transferase activity. Similar to Arabidopsis SPY gene.","NM_001337509|NM_111295|NP_001326045|NP_187074",819579,"3702.AT3G04240.1",NA,"258575_at",1,1.13434550030055,2.06983778575105,1.48414072672353,2.04561370364033,1.25087385349849,2.3256095067606,1.62703134283717,0.959088500962009,1.44882162065466,0.843624598879978,1.84029256526239,1.56890781547581,2.12026410498372,3.17781422461232,2.49678887512828,2.6362594101882,2.76740877191308,3.34170339502367,2.60094325680269,2.7697628143202,1.73443643837606,1.63581446204528,2.32576370713904,1.96942336664538
"AT3G04250",NA,NA,"NM_111296|NP_187075",819580,"3702.AT3G04250.1",NA,"258574_at",1,1.11730155179231,2.17001098261612,0.956807485253598,0.849107022255147,1.05527200842999,0.630578112996943,1.42672574276306,1.13104035661476,1.48535286385987,1.62892659624128,1.78134188057885,1.31319444617097,0.846857795612344,0.731471817939578,0.936417659831503,0.66658216143032,0.835174295847317,0.568426483737486,0.6838595593731,0.924898880607001,0.788262694577368,1.03083522041861,0.858939265500788,0.928577991015499
"AT3G04260","PDE324|PTAC3",NA,"NM_111297|NP_187076",819581,"3702.AT3G04260.1",NA,"258573_at",1,3.14305217046125,4.1477217965024,2.87092638088424,2.18354110743081,2.93187712235749,2.3744029357401,2.88321048598714,3.14947281346228,2.32870675213789,2.71852909160336,3.50305512531641,2.35809142890214,3.41266955468695,3.0319920941605,2.85968950599596,3.27704224395493,3.98438603070883,4.08775512092666,2.61240734518944,2.77838686702061,3.03293156477374,2.60496177819357,3.06284853097339,2.84233660653446
"AT3G04270",NA,NA,"NM_001337510|NP_001319466",28718739,"3702.AT3G04270.1",NA,"258572_at",1,1.19328591614028,2.19481750018768,1.57361459757536,0.636115050409336,1.24046584836468,0.959826599224711,0.960253044133716,0.822411572741767,0.986771956292619,1.37848409826273,1.62195620094819,1.45737426100917,0.7153446001624,0.808758420040155,0.666843466998581,0.498021022715718,0.673556367853364,0.65725163309337,0.658304709735907,0.858537952275045,0.994706934992025,0.757182588688871,0.852260275296629,0.670730669356808
"AT3G04280","ARR22|RR22","Encodes an atypical subtype of the ARR (Arabidopsis response regulator) protein family. ARR22 is more similar to the receiver domains of hybrid kinases than other response regulators. It acts as a phosphohistidine phosphatase when tested with phospho-AHP5 in vitro suggesting that it might be involved in a two-component phosphorelay. Expression of ARR22 transcripts appears to be localized to the chalaza and to be induced by wounding. Ectopic expression of ARR in other parts of the plant leads to reduced cytokinin-related responses and impaired root, shoot, and flower development. Overexpression of wild-type ARR22 in an arr22 mutant background causes variable defects in plant growth and fertility. But, in the same ar22 background, over-expression of versions of ARR22 that should act as dominant-negative or constitutively active proteins, based on mutations to the conserved Asp residue, do not show any phenotypic abnormalities, raising the possibility that these may not act as canonical response regulators.","NM_001084633|NM_111299|NM_180180|NP_001078102|NP_187078|NP_850511",819583,"3702.AT3G04280.1",NA,"258590_at",1,2.16692916770737,2.36928114099758,2.64084474894596,2.13707813738287,1.75778032753545,3.08552533794521,2.1880779057533,2.18421273976854,1.872516764348,2.23050411500757,2.17023264448047,2.27420832594426,1.35347490582779,1.50645641682513,1.29750829515405,1.58049650027402,1.49838805301114,1.16183523287219,1.6731161425339,1.69911581038313,1.61912023396943,1.6682244511578,1.39536975947299,1.3556274963789
"AT3G04290","ATLTL1|LTL1",NA,"NM_111300|NP_187079",819584,"3702.AT3G04290.1",NA,"258589_at",1,1.4120886052615,2.04785734991238,1.49551006032752,1.66575406785085,1.21037351158749,1.93208194024995,1.37427796141884,1.80571212148228,1.26725652610022,1.27767170481565,1.39010980023924,1.15166540061881,1.44655782590291,0.99836634573272,1.00628769545097,1.46991852321826,0.96531526129266,1.04828521891153,0.961465249980963,0.93122869329902,1.03119526268032,0.972851777401034,1.06807540352154,0.959094316244747
"AT3G04310",NA,NA,"NM_001337511|NM_111302|NP_001319467|NP_187081",819586,"3702.AT3G04310.1",NA,"258587_at",1,1.00024669081139,1.29326508667568,1.06548148819579,1.18318039664224,2.52485385749647,1.35313005990513,1.36572801056407,1.21747299466541,1.23722371557125,1.52024548311648,1.31181364412348,1.08542476945154,1.07976513666114,1.12105567232962,1.15999328458853,0.950809023551986,1.12030875131365,1.02226950418894,1.07068366146238,0.631229601829592,1.04963366363174,1.15805630933774,0.867720540617263,1.18484095902532
"AT3G04320|AT3G04330",NA,NA,NA,NA,NA,NA,"258586_s_at",2,1.62939536501489,1.61392795206476,1.17918354937868,2.56964575407053,6.18379391460733,2.20813696170795,1.72800154482015,1.55067157888813,1.56604503078474,1.37848409826273,3.74961562128979,0.946224522532783,1.04106264820903,0.920583574897985,1.10224717448697,0.804679618331155,0.90923147799041,0.718500894346772,3.22556538403197,1.15944236562048,0.957755880240005,1.28066279808605,0.849885907988754,1.40548035475774
"AT3G04340","EMB2458|FtsHi5",NA,"NM_111305|NP_187084",819589,"3702.AT3G04340.1","GO:0006807|GO:0043170|GO:0006508|GO:1901564|GO:0019538|GO:0071704|GO:0008152|GO:0044238|GO:0016462|GO:0003824|GO:0016787|GO:0016818|GO:0016817|GO:0017111|GO:0008233|GO:0140096|GO:0016887|GO:0031975|GO:0005737|GO:0043231|GO:0005622|GO:0043227|GO:0005739|GO:0009941|GO:0110165|GO:0009526|GO:0043226|GO:0009507|GO:0031967|GO:0043229|GO:0009536","258585_at",1,1.50439926007722,1.4021865756291,0.973456779431109,0.838015523839115,1.03994164001788,1.56760464277998,1.53497181864749,1.01891011156173,1.79487923200816,1.27138548257854,2.82192849094666,3.51571287662976,1.26044527980131,1.42310171535951,1.27038323714654,1.37618917638464,1.49920658082042,1.14356897426321,1.00923905396702,1.84183544710573,1.36392234864596,1.13404233826166,1.25679941848054,1.53291339806958
"AT3G04350",NA,NA,"NM_001337513|NM_111306|NP_001327779|NP_566224",819590,"3702.AT3G04350.1",NA,"258565_at",1,3.77743221163619,2.93180555478925,3.59832749002776,2.98498611937204,3.46179440342815,3.65227980341115,3.47397403646261,4.72094116004376,3.65165985160272,3.55866179118138,4.86581815160489,3.39237836047273,3.68942604536092,3.9571222419706,4.40986765157573,4.16509539557827,4.14627895163213,4.45680649413096,4.69508548225066,4.43949618888232,4.65775482370823,4.47654788134902,4.58871488821926,4.78065298312608
"AT3G04360",NA,NA,"NM_111307|NP_566225",819591,"3702.AT3G04360.1",NA,"258591_at",1,3.65949953806122,3.79339860104927,3.70744815340238,4.66198729716006,4.67108237589193,4.28323352390356,3.11634089688321,3.18193130652584,4.14344196693082,2.68556666634547,4.63943320984138,2.99105615053267,3.15041853505617,3.09737421501177,4.21586860527401,3.27274582682617,3.56753326782257,3.63233277409864,4.58383331881785,3.83844582862694,3.09597207823529,4.75436006508849,4.00020372380469,3.77102932305695
"AT3G04370","PDLP4","Encodes a plasmodesmal protein that may be involved in the intercellular movement of molecules through the plasmodesmata. The protein has two DUF26 domains and a single transmembrane domain.","NM_001035554|NM_111308|NP_001030631|NP_187087",819592,"3702.AT3G04370.1","GO:0051179|GO:0051234|GO:0009987|GO:0051704|GO:0044419|GO:0006810|GO:0030054|GO:0110165|GO:0005911|GO:0070161|GO:0009506","258625_at",1,1.40754021482304,2.05757461437326,1.5086256146081,1.19179632578357,1.79041996937263,2.5301244342602,0.995348928860732,1.55606824155681,0.989914559128321,1.18196994740195,1.970149158808,1.08462549231115,1.27541432507865,1.18129957781527,0.87141873283638,1.33987358990551,0.983754515414679,0.975564928413095,1.05798954108352,0.975766922068049,0.846210143682193,1.18904694740511,0.828529604751267,1.16830153799857
"AT3G04390",NA,NA,"NM_111310|NP_187089",819594,"3702.AT3G04390.1",NA,"258597_x_at",1,1.04022088793843,0.773756126870883,1.23519115020726,1.05496077336341,1.09914090861609,0.959721708861074,1.12989789349495,0.887241800134793,0.99203594806135,1.13249285337399,1.32379795164023,0.957093485070851,0.906511033458007,0.938327460840195,0.923587575415215,0.971890076348925,0.982849915500685,0.850599569588949,1.49153275306826,0.976155252099252,0.620088711343603,1.33951701717348,1.09502899253692,0.802694431298223
"AT3G04400","emb2171|RPL23",NA,"NM_001202876|NM_111311|NP_001189805|NP_187090",819595,"3702.AT1G04480.1|3702.AT3G04400.1","GO:0003735|GO:0003676|GO:0003723|GO:0005198|GO:0005488|GO:0097159|GO:1901363|GO:0019843|GO:0005737|GO:0043232|GO:1990904|GO:0043228|GO:0022626|GO:0032991|GO:0005622|GO:0022625|GO:0015934|GO:0005829|GO:0110165|GO:0043226|GO:0005840|GO:0043229|GO:0044391","258569_at",1,7.20728620953039,7.19271366243421,5.48411030433368,8.05870129652122,5.66385807805326,6.69105342523537,7.11572213831933,7.95590542137119,7.61107635144778,7.23770488190564,6.20959065293167,6.97444409228449,9.30669397173773,9.18942442696212,9.25096360030144,9.04388754735487,9.14276148662327,9.13297987153035,7.66497206322277,8.88153229245028,9.04302845316127,8.94110800380107,8.49485567740722,9.05610228485986
"AT3G04410",NA,NA,"NM_111312|NP_187091",819596,"3702.AT3G04410.1",NA,"258598_at",1,1.37164437979943,1.36930723833129,1.00040728588987,1.44840799463935,0.860125141757478,1.76451922095281,0.883426668453971,1.0763071680778,1.20130158375634,0.947395479868831,1.23140561029149,1.01846733660667,0.907114755265331,0.917330952390103,1.25017380878561,0.96703562637042,1.06247542707791,0.68084128685836,0.801944446674448,0.900187543064355,1.26767871121048,1.01119951913936,0.857183712426364,0.792201256451812
"AT3G04420","anac048|NAC048",NA,"NM_001337518|NM_111313|NP_001319468|NP_566226",819597,"3702.AT3G04420.1",NA,"258571_at",1,1.30583772380942,1.36647482184789,1.22482638244895,1.22273774545031,1.67213680907,1.72568795481936,2.47954142271894,1.17164276063518,1.57861130024541,3.41083730312873,1.49811279685455,2.39458988584594,0.942839837281314,1.06790503776793,1.27989460781638,0.984237378218934,0.866451463093097,1.36006837238074,1.42752522309292,1.31234424920156,1.05710961710805,0.989357916059342,0.874289257574547,1.38750203404908
"AT3G04450",NA,NA,"NM_001202877|NM_001337525|NM_001337526|NM_001337527|NP_001189806|NP_001319469|NP_001326799|NP_001326800",819601,"3702.AT3G04450.1",NA,"258626_at",1,1.15553703062905,1.06133666640679,1.33520187840487,1.4368174970179,0.814689061540338,1.13843387327011,1.43219990844718,1.01404171179095,1.25285206234836,1.13151685068481,1.07107457705738,1.89924223846932,0.826326190923239,0.808758420040155,0.795757046965049,0.72099928107302,0.942195137784623,0.803416663827002,0.875964318486154,0.736229571347582,0.865900321360993,0.758544969844426,0.869368220599038,1.01348232095712
"AT3G04460","APM4|ATPEX12|PEX12","RING finger protein involved in peroxisome biogenesis.  Also involved in peroxisomal import of nitric oxide synthase.","NM_001337528|NM_111317|NP_001325637|NP_187096",819602,"3702.AT3G04460.1","GO:0051641|GO:0065002|GO:0033036|GO:0043412|GO:0034613|GO:0016558|GO:0044260|GO:0006810|GO:0071806|GO:0071705|GO:0036211|GO:0006625|GO:0044743|GO:0045184|GO:0042886|GO:0071702|GO:0043574|GO:0051234|GO:0006807|GO:0033365|GO:0044267|GO:0017038|GO:0019538|GO:0032446|GO:0071704|GO:0008152|GO:0016567|GO:0072662|GO:0055085|GO:0070647|GO:0043170|GO:0006605|GO:0006513|GO:1901564|GO:0044237|GO:0072594|GO:0016043|GO:0009987|GO:0015833|GO:0044238|GO:0008104|GO:0006464|GO:0051179|GO:0071840|GO:0072663|GO:0070727|GO:0006996|GO:0015031|GO:0006886|GO:0051649|GO:0046907|GO:0007031|GO:0016740|GO:0004842|GO:0140096|GO:0019787|GO:0003824|GO:0098588|GO:0005778|GO:0043231|GO:1990351|GO:0031090|GO:0110165|GO:0043226|GO:0016021|GO:0016020|GO:0043229|GO:0098805|GO:0031301|GO:0031903|GO:0005737|GO:0031300|GO:0032991|GO:0005779|GO:0031224|GO:0005622|GO:0005777|GO:0043227|GO:0042579","258627_at",1,1.7296183026013,1.12186684903299,1.09685913854941,0.910321431394079,0.887330331711688,1.40267200881887,1.91803115021372,1.54698963047536,0.816286440314134,1.74987027076767,1.26993637079066,0.90519143489196,0.771518866405468,0.859391631396509,1.09077683222902,0.974029208213101,0.907356648111505,0.776956308407244,1.26661235420297,0.675522744143148,0.971842424375585,1.11030725229579,1.04026545563654,0.975856934226988
"AT3G04470",NA,NA,"NM_111318|NP_566227",819603,"3702.AT3G04470.1","GO:0005737|GO:0110165|GO:0005622","258568_at",1,1.43875130222487,1.14322914016182,1.54989806503989,1.48041818550907,1.22285966861351,1.32384834148303,1.53709301018184,0.815118071898578,1.48736131716993,2.0594447194859,1.41335206410534,2.33230048315207,2.16410284601862,1.72213301155728,2.17459039998834,2.51047657957468,2.31464232131373,2.26142883153619,1.84969461103147,1.74731531354825,2.0707662275676,1.9978728710541,1.79047428067778,2.16352858297033
"AT3G04480",NA,NA,"NM_111319|NP_187098",819604,"3702.AT3G04480.1","GO:0010608|GO:0051246|GO:0043412|GO:0051171|GO:0006518|GO:0044260|GO:0036211|GO:0010467|GO:0018193|GO:0009058|GO:0006412|GO:0050789|GO:0006807|GO:0009889|GO:0044271|GO:0034248|GO:0010556|GO:0010468|GO:0044267|GO:0019538|GO:0071704|GO:0008152|GO:0034645|GO:0009059|GO:0043170|GO:1901566|GO:1901564|GO:0044237|GO:0002181|GO:0044249|GO:0034641|GO:1901576|GO:0009987|GO:0006464|GO:0044238|GO:0043604|GO:0080090|GO:0032268|GO:0043043|GO:0031326|GO:0060255|GO:0050794|GO:0065007|GO:0006417|GO:0006414|GO:2000112|GO:0019222|GO:0043603|GO:0031323|GO:0016874|GO:0003824","258593_at",1,1.05702326138886,1.09683730070888,1.62407497451849,1.10353863429357,1.10420319361325,1.21125836180882,1.03662137929252,1.43011907585812,1.22880564901874,1.21955977368371,2.0901918962913,1.4632591614024,1.4189803307061,1.08605190277273,1.10623519470088,1.4223677866773,1.0459296692081,1.34226493520073,1.12855491099186,1.1584207994467,1.27757840159041,1.04292609081464,0.784823669512286,0.633319926669576
"AT3G04500",NA,NA,"NM_001337532|NM_001337533|NM_111321|NP_001327711|NP_001327712|NP_187100",819606,"3702.AT3G04500.1","GO:0006725|GO:0046483|GO:0016070|GO:0043170|GO:0006396|GO:0010467|GO:0044237|GO:0034641|GO:0009987|GO:0008380|GO:0006139|GO:0044238|GO:0090304|GO:0016071|GO:1901360|GO:0006807|GO:0000377|GO:0006397|GO:0000375|GO:0008152|GO:0000398|GO:0071704|GO:0003676|GO:0003723|GO:0003729|GO:1901363|GO:0017069|GO:0005488|GO:0097159|GO:1990904|GO:0032991|GO:0005634|GO:0043231|GO:0005622|GO:0071011|GO:0043227|GO:0110165|GO:0043226|GO:0005681|GO:0043229","258595_at",1,1.71301057797189,1.5158877274619,1.27688231644065,1.68845308323099,1.84172477112479,2.14265484918962,1.03793434136223,1.58427335331244,2.17900509309021,1.51229692358575,1.09761959667095,1.07459465891343,2.018571909558,1.67782048530078,1.60924467361259,1.82347794433967,1.99604071581646,1.56004075231014,2.60377835422546,1.52846359365495,1.64792548584558,1.34046564248143,1.38278600498259,1.23362506088723
"AT3G04510","LSH2",NA,"NM_111322|NP_187101",819607,"3702.AT3G04510.1","GO:0006725|GO:0016070|GO:0044260|GO:0010467|GO:0009058|GO:0006139|GO:0006351|GO:0016071|GO:1901360|GO:0006807|GO:0009314|GO:0044271|GO:0009628|GO:0008152|GO:0071704|GO:0097659|GO:0046483|GO:0009416|GO:0034645|GO:0009059|GO:0043170|GO:0044237|GO:0032774|GO:0044249|GO:0034641|GO:1901576|GO:1901362|GO:0009987|GO:0018130|GO:0044238|GO:0050896|GO:0090304|GO:0034654|GO:0019438|GO:0043227|GO:0110165|GO:0043226|GO:0005634|GO:0043231|GO:0043229|GO:0005622","258596_at",1,1.03680821288321,1.13035531673252,0.83940659143389,1.26801007504932,2.40397603399165,1.12866285099625,1.92780992644604,1.14821244733117,1.4939547359773,1.10485391871811,1.26610349053754,1.2432138772106,1.19866132125178,1.37592856768322,1.29499582834854,1.15498798421133,1.70382380467258,2.13041973405225,1.33697840007998,1.40324194013731,1.53586695880655,1.37833819730482,1.2411131526227,1.43001610931432
"AT3G04520","THA2","Encodes a threonine aldolase, involved in threonine degradation to glycine. Expressed in vascular tissue through out the plant.","NM_001202878|NM_001337534|NM_111323|NP_001189807|NP_001327633|NP_566228",819608,"3702.AT3G04520.1","GO:0016053|GO:0043436|GO:0008652|GO:1901566|GO:1901564|GO:1901565|GO:0044237|GO:0009063|GO:0044249|GO:1901576|GO:0009058|GO:0009987|GO:0006082|GO:0046394|GO:0044238|GO:0016054|GO:0044282|GO:0006807|GO:1901605|GO:0009056|GO:0006520|GO:0044283|GO:1901575|GO:0046395|GO:0019752|GO:0044248|GO:0008152|GO:0071704|GO:0044281|GO:0016829|GO:0016830|GO:0003824|GO:0005737|GO:0005829|GO:0110165|GO:0005622","258599_at",1,4.20162695783374,2.82938772356578,1.94199762673581,5.48834878210149,3.13458650355459,3.43784145378603,2.76242387347458,3.50541242247394,3.94611736328813,3.05241527651813,2.98627852574762,3.7412443655243,4.45794530943453,3.94103181620571,4.57107308921718,4.90321430071345,4.85665450852032,5.13751641445132,2.32789707158879,4.75480382646361,3.53839560710712,3.81713083497217,4.51778215282722,4.42614430104162
"AT3G04530","ATPPCK2|PEPCK2|PPCK2","Encodes a second Arabidopsis phosphoenolpyruvate carboxylase kinase gene product with a different expression pattern from PPCK1. Expression of the gene is upregulated by exposure of the plant to light.","NM_111324|NP_566229",819609,"3702.AT3G04530.1","GO:0051716|GO:0007165|GO:0043412|GO:0043170|GO:0044260|GO:1901564|GO:0036211|GO:0044237|GO:0018193|GO:0006468|GO:0007154|GO:0009987|GO:0018105|GO:0006793|GO:0006464|GO:0044238|GO:0006796|GO:0050789|GO:0050896|GO:0006807|GO:0050794|GO:0046777|GO:0065007|GO:0018209|GO:0016310|GO:0035556|GO:0044267|GO:0019538|GO:0023052|GO:0071704|GO:0008152|GO:0016740|GO:0016773|GO:0005488|GO:0003824|GO:0016772|GO:0004674|GO:0005515|GO:0005516|GO:0140096|GO:0016301|GO:0004672|GO:0005737|GO:0005634|GO:0043231|GO:0005622|GO:0043227|GO:0110165|GO:0043226|GO:0043229","258570_at",1,2.2642564648732,1.87881244510773,2.02540337413983,2.18896475457083,2.25495592327982,2.2058512417557,2.2886699707347,1.90351710942304,2.1334653419066,2.06155316249424,2.31794778760133,2.30525255021293,2.57458279503449,2.54300882108568,2.17703611691642,2.2281095834614,2.22937634597441,2.38751500987697,2.42780473531557,3.03045258766059,2.80759198333276,2.73402128336924,3.10751902988721,2.8923915342646
"AT3G04540",NA,"Encodes a defensin-like (DEFL) family protein.","NM_111325|NP_187104",819610,"3702.AT3G04540.1",NA,"258798_at",1,1.60517020617839,1.22111373958304,2.27784210045133,1.04459641404201,0.861431894031941,2.41008486230122,2.03685556489906,1.6983265077874,1.07310843553854,0.866395425165741,0.875717537590366,1.0243815868255,0.557261560323768,0.733127210677267,0.61313628098034,0.709870113862076,0.750205358804372,0.607803577569793,0.947036597506619,0.690543185982809,0.913176669719475,0.701167753833487,0.843447466683675,0.70394046784911
"AT3G04550","RAF1",NA,"NM_111326|NP_566230",819611,"3702.AT3G04550.1",NA,"258800_at",1,4.58183098133372,3.02044637398137,2.5937950035044,4.93864405884311,4.35489310010111,4.39933712035632,4.20284506068256,2.46180519646994,4.28431603730789,3.15019144010823,4.64653396409916,2.49010475501009,3.75155317784406,3.48783550216143,3.71184501465235,3.62875446670231,4.14930270734207,3.81237854839555,2.69141441355569,3.36068604886804,2.72552184513949,3.44530583237345,3.56483781166668,3.435058189849
"AT3G04560",NA,NA,"NM_111327|NP_566231",819612,"3702.AT3G04560.1",NA,"258801_at",1,1.67514511048117,2.72454171777817,2.30438649832967,2.22394338232467,1.92842493373587,2.4748570077594,2.58841997855057,2.63391018869,3.61631791394141,1.86634297315199,2.0251533661253,2.30415382657502,2.79495319820116,2.40184765788599,2.70193029068493,2.65245224837701,2.85054889506146,2.30960307806698,3.49137515921984,2.48510867726104,3.00187830421485,2.74076276886975,2.50969435013353,2.83599649200747
"AT3G04570","AHL19",NA,"NM_111328|NP_566232",819613,"3702.AT3G04570.1","GO:1990837|GO:0043565|GO:0140110|GO:0003676|GO:0003700|GO:0000976|GO:0001067|GO:0005488|GO:0097159|GO:0003677|GO:0003690|GO:0098772|GO:1901363|GO:0043227|GO:0110165|GO:0043226|GO:0005634|GO:0043231|GO:0005622|GO:0043229","258795_at",1,2.29971298770216,2.66247784196127,2.24022218426289,1.77015681412454,1.70393877366865,2.5162481889664,3.24528100674267,2.39412905158046,3.33437289920532,2.66920490757886,2.43984722530289,1.92494605487147,2.03148142020029,1.89229219686454,2.12149839955832,1.96664031745203,2.19856668327235,1.90966698405547,2.03919783965922,2.16187372859401,2.01195854966694,2.40095598339174,2.20430472146394,2.47105876141041
"AT3G04580","EIN4","Ethylene receptor, subfamily 2. Has serine kinase activity.","NM_111329|NM_202489|NP_187108|NP_974218",819614,"3702.AT3G04580.1",NA,"258818_at",1,1.35696168567258,1.57277678601125,1.29508455163046,1.4904651155954,1.4556954486755,1.28440271885068,1.37237704675277,1.16289003887571,0.885879501265539,1.39991784373939,1.30190800421575,1.44756336854511,1.31423761293923,1.36123231842594,1.36984160737646,1.28927169198542,1.49920658082042,1.81874181421573,1.15836853191749,1.23414819999945,1.38019702958971,1.40084719386536,1.70284935261898,0.983395823041683
"AT3G04590","AHL14",NA,"NM_111330|NM_180181|NP_187109|NP_850512",819615,"3702.AT3G04590.2",NA,"258819_at",1,3.53964828260527,1.56016967799846,1.54989806503989,1.96990574060878,0.943365303133182,2.26126231469034,1.69471964706494,1.80713881348444,2.67931638005952,1.31095456461145,1.42095179043304,1.20605340533118,1.12296987312267,1.210167938009,1.09778080603748,1.23665244490271,1.32249145139029,1.28196615141766,1.4714034823891,1.44352970885868,0.865900321360993,1.11355226273725,1.28940488714757,1.31022600526243
