"TAIR","SYMBOL","GENENAME","REFSEQ","ENTREZID","STRING_id","GOSLIM_IDS","ProbesetID","count_ENSEMBL_mappings","Atha_WS-0_Whole-Plant_FLT_Rep1","Atha_WS-0_Whole-Plant_FLT_Rep2","Atha_WS-0_Whole-Plant_FLT_Rep3","Atha_WS-0_Whole-Plant_GC_Rep1","Atha_WS-0_Whole-Plant_GC_Rep2","Atha_WS-0_Whole-Plant_GC_Rep3","Atha_WS-0_Col-0_Shoot_FLT_Rep1","Atha_WS-0_Col-0_Shoot_FLT_Rep2","Atha_WS-0_Col-0_Shoot_FLT_Rep3","Atha_WS-0_Col-0_Shoot_FLT_Rep4","Atha_WS-0_Col-0_Shoot_FLT_Rep5","Atha_WS-0_Col-0_Shoot_GC_Rep1","Atha_WS-0_Col-0_Shoot_GC_Rep2","Atha_WS-0_Col-0_Shoot_GC_Rep3","Atha_WS-0_Col-0_Shoot_GC_Rep4","Atha_WS-0_Col-0_Shoot_GC_Rep5","Atha_WS-0_Col-0_Hypocotyl_FLT_Rep1","Atha_WS-0_Col-0_Hypocotyl_FLT_Rep2","Atha_WS-0_Col-0_Hypocotyl_FLT_Rep3","Atha_WS-0_Col-0_Hypocotyl_FLT_Rep4","Atha_WS-0_Col-0_Hypocotyl_FLT_Rep5","Atha_WS-0_Col-0_Hypocotyl_GC_Rep1","Atha_WS-0_Col-0_Hypocotyl_GC_Rep2","Atha_WS-0_Col-0_Hypocotyl_GC_Rep3","Atha_WS-0_Col-0_Hypocotyl_GC_Rep4","Atha_WS-0_Col-0_Hypocotyl_GC_Rep5","Atha_WS-0_Col-0_Root_FLT_Rep1","Atha_WS-0_Col-0_Root_FLT_Rep2","Atha_WS-0_Col-0_Root_FLT_Rep3","Atha_WS-0_Col-0_Root_FLT_Rep4","Atha_WS-0_Col-0_Root_FLT_Rep5","Atha_WS-0_Col-0_Root_GC_Rep1","Atha_WS-0_Col-0_Root_GC_Rep2","Atha_WS-0_Col-0_Root_GC_Rep3","Atha_WS-0_Col-0_Root_GC_Rep4","Atha_WS-0_Col-0_Root_GC_Rep5"
"AT1G77960",NA,NA,"NM_001334808|NM_106445|NP_001319399|NP_177919",844131,"3702.AT1G77960.1",NA,"262186_at",1,3.31778678912132,2.18203395317897,2.22497443720587,2.46446278938547,2.39281333680727,2.12741788138799,2.61251475522729,2.17274982458213,2.19351440853764,2.30020796586877,2.4024470172527,3.23095403664506,2.85429123323246,3.106083855598,2.73934974107935,2.89956965750256,2.40998132206798,2.55122244419667,2.26362582395631,2.57710216236109,2.33307272250258,2.51436584966217,2.34478720607832,2.1845074714138,2.33218479579852,2.06022207743497,2.27053410836704,2.16675838770518,2.45166628534708,2.67255518366415,2.45481359585472,2.11237249027964,1.93470345841929,2.73823654856228,2.26459598672569,2.62655612032543
"AT1G77960",NA,NA,"NM_001334808|NM_106445|NP_001319399|NP_177919",844131,"3702.AT1G77960.1",NA,"262187_at",1,3.01984808352453,3.02303904847462,3.09892438387443,3.33080816847694,3.01005077893116,2.6506726300343,2.45341303635396,2.19528306318599,2.41405595136421,2.61473078134336,2.14931172108001,2.41310529399553,2.58883822965508,2.05005245074328,2.26096010887309,2.42929989179452,2.14835697756711,2.73781607257302,2.12675917903697,2.33402215810541,2.39235111387927,2.32471541612776,2.26553835431407,2.37845024324482,2.27699143026624,2.44631587879145,2.2477204894389,2.07319112840201,2.34611752579322,2.59696223576954,2.19888632151431,2.27137563809516,2.35759074226457,2.43842015241102,2.2864114002801,2.16205158322212
"AT1G77980","AGL66","Encodes a member of the MIKC (MADS box, Keratin binding domain, and C terminal domain containing )family of transcriptional regulators. AGL66 is expressed in pollen.It forms heterodimers with other MICK family members (AGL104). Involved in late stages of pollen development and pollen tube growth.","NM_106447|NP_177921",844133,"3702.AT1G77980.1","GO:0006725|GO:0051171|GO:0016070|GO:0044260|GO:0006357|GO:0032502|GO:0009555|GO:0010467|GO:2001141|GO:0009058|GO:0006139|GO:0050789|GO:0006355|GO:0006351|GO:1901360|GO:0006807|GO:0009889|GO:0044271|GO:0010556|GO:0010468|GO:0071704|GO:0008152|GO:0097659|GO:0046483|GO:0034645|GO:0009059|GO:0043170|GO:0007275|GO:0044237|GO:0032774|GO:0044249|GO:1901576|GO:0034641|GO:0009987|GO:1901362|GO:0051252|GO:0044238|GO:0018130|GO:0080090|GO:0090304|GO:0034654|GO:0031326|GO:0060255|GO:0050794|GO:0019219|GO:0048856|GO:0065007|GO:0019438|GO:0032501|GO:1903506|GO:0006366|GO:0019222|GO:2000112|GO:0031323|GO:0000987|GO:0003700|GO:0003676|GO:0000976|GO:0000977|GO:0001067|GO:0005488|GO:0003690|GO:1990837|GO:0043565|GO:0140110|GO:0097159|GO:0003677|GO:0000978|GO:0098772|GO:1901363|GO:0000981|GO:0031974|GO:0043233|GO:0005634|GO:0043231|GO:0000785|GO:0070013|GO:0110165|GO:0043226|GO:0000790|GO:0043229|GO:0000228|GO:0043232|GO:0043228|GO:0005622|GO:0005694|GO:0043227|GO:0031981","262179_at",1,2.20406257324478,2.2708866891378,2.2066945787807,2.28257845710246,2.14172532154686,1.98844972603855,2.29228617953176,2.17201061293806,2.0906051465639,2.18264815529456,2.07025147148312,2.69175340529639,2.13434163554681,1.88639889422822,2.5469391690509,2.11389937644086,2.26791256489961,2.03300162857077,1.95473053077932,2.04306385348663,1.86998362919437,2.13974595840199,2.11674992499162,1.83158697438041,2.20072818855138,2.12348918031494,2.1465644108978,2.11389937644086,2.28036207127091,1.91799012937961,2.10282168743653,2.04951634071234,2.14939714571918,2.57622201126694,1.87737588137611,2.08226515114044
"AT1G77990","AST56|SULTR2;2","cDNA encoding a sulfate transporter.","NM_106448|NP_565165",844134,"3702.AT1G77990.1","GO:0015291|GO:0008509|GO:0015297|GO:0015301|GO:0022857|GO:0015075|GO:0005215|GO:0022804|GO:0022853|GO:0031224|GO:0005887|GO:0031226|GO:0071944|GO:0110165|GO:0016020|GO:0016021|GO:0005886","262134_at",1,4.63160219991911,3.45097700088011,4.52249086140841,4.42624773946609,4.00224893125451,4.64876759518829,6.33694035163168,5.844283646181,6.61706820066489,6.28819719199764,5.82707773088363,5.93787522788932,5.72451647856461,5.64461898869376,5.69917681845781,5.89556242505067,3.71627177393629,4.35106828327961,4.06540174948522,4.51159587398894,3.4598509184666,3.56675163572871,3.8172283775654,3.85920230253362,3.51715972855252,3.53000868541555,4.18825214471062,3.43289329673685,3.56172025370897,4.59544038981973,3.83592172582781,3.30587639067033,3.94182531033824,3.38029738821193,3.99510204869785,3.90004259772288
"AT1G78000","SEL1|SULTR1;2","Encodes a sulfate transporter that can restore sulfate uptake capacity of a yeast mutant lacking sulfate transporter genes.","NM_001334809|NM_001334810|NM_001334811|NM_001334812|NM_001334813|NM_106449|NM_179568|NP_001321362|NP_001321363|NP_001321364|NP_001321365|NP_001321366|NP_565166|NP_849899",844135,"3702.AT1G78000.1","GO:0015291|GO:0008509|GO:0015297|GO:0015301|GO:0022857|GO:0015075|GO:0005215|GO:0022804|GO:0022853|GO:0031224|GO:0005887|GO:0031226|GO:0071944|GO:0110165|GO:0016020|GO:0016021|GO:0005886","262133_at",1,5.96489510271735,6.14454981563082,6.7530613230352,5.30144255059606,6.51907439649175,6.76065905499716,4.80619604586811,4.5254595265826,4.8487092033389,4.54888834288369,4.68126036956437,4.36127532130822,4.62525918144984,4.27145853607403,4.6059607911854,4.31093291340551,4.96500587742661,4.70496644863807,5.63010110332124,4.71996029920202,5.46957569344928,5.07636018117425,4.81369565044557,5.05100990519082,4.69977177532039,4.72377219558599,9.40212696941345,8.93878599770349,8.7316693035024,9.1497142635246,8.73269038893592,8.68841990620271,9.90687635254736,8.4829557681182,10.1313639991509,9.05172417586631
"AT1G78010","TrmE",NA,"NM_106450|NP_177924",844136,"3702.AT1G78010.1","GO:0006725|GO:0006399|GO:0046483|GO:0043412|GO:0016070|GO:0043170|GO:0044260|GO:0009451|GO:0008033|GO:0006396|GO:0010467|GO:0044237|GO:0034641|GO:0009987|GO:0006139|GO:0006400|GO:0044238|GO:0034660|GO:0090304|GO:0043414|GO:0030488|GO:1901360|GO:0032259|GO:0034470|GO:0006807|GO:0001510|GO:0002098|GO:0008152|GO:0071704|GO:0005737|GO:0110165|GO:0005622","262189_at",1,4.97011662865426,4.05003086993279,3.90432329615912,4.25082299781985,4.65890116847384,4.31654902641126,5.1342626709454,5.24649028143143,5.18495726488232,5.16210745788048,5.1719754474727,4.91202407106786,5.27233703063563,4.90807807445644,4.90152768608378,4.89470842718159,5.17796129329224,5.16325996261359,5.22905911164684,4.95185226258274,5.00996160101827,4.80813916597503,4.67107940235975,4.95360547108584,5.05528253565848,4.58179887138423,4.85928161821835,4.37447323871293,4.1861197217613,4.18881642440396,4.34638433504588,4.25975097688625,4.21225765741073,4.46298937799014,4.30308656886701,4.07085808589709
"AT1G78020","FLZ6",NA,"NM_106451|NP_565167",844137,"3702.AT1G78020.1",NA,"262162_at",1,7.07526305196489,7.4254010825565,7.33829767593471,7.21092218796491,7.57199442094388,7.39865725762797,9.69543956563438,9.41673044277907,9.59874402204684,9.23089670174728,9.64585329203432,9.59091606036744,9.59609908849673,9.05222119292809,9.95991226845461,9.44518464958117,9.64683625781752,9.59433923078427,9.91662386287161,9.68311234971429,9.60995158222176,9.26733086821025,9.64162272044516,9.85077276566772,9.17870405949677,9.27061945330176,8.65930270264871,7.73465555439425,7.99249935428486,7.75924566088016,7.7889703405918,7.6715374595866,7.62949534253106,7.93800905277517,7.37475632382136,8.18287798947096
"AT1G78030",NA,NA,"NM_001334814|NP_001319400",844138,"3702.AT1G78030.1",NA,"262190_at",1,2.53942885634972,2.20705866971121,2.80131112635734,2.72433766300748,2.80652548373676,2.78057832323475,2.48888409547464,2.3720940466538,2.16264912113823,2.46978546888057,2.23394304873316,2.24796507333742,2.16995261819793,2.13997864740428,2.77933904487151,2.36333952123541,2.10408602603766,1.82211365995109,1.70348620057649,2.17594747149067,1.96160524555253,1.73774995740157,1.91332074776249,1.78783589634799,2.04439568597363,1.90309871551939,1.67189740072766,1.46381293659775,1.55857211216897,1.75315668472896,1.87365711891415,1.42718233426356,1.34406093702933,1.9613969448655,1.97200674799727,1.72742731213457
"AT1G78040",NA,NA,"NM_001084369|NM_001334815|NM_106453|NP_001077838|NP_001319401|NP_177927",844139,"3702.AT1G78040.1",NA,"262195_at",1,10.2957879189153,10.4227669366234,10.2770977766463,10.0460362274881,10.0296741548569,10.2083578361499,11.6490235185155,11.6706412575797,11.621968017089,11.7613792032428,11.6670979254026,11.4777580542861,11.4660944786971,11.6004691118978,11.6145497266429,11.6024447509904,11.9270335939152,12.0366468407249,12.0079155046333,12.1144440073258,11.9334243597057,11.9130508921923,12.0548704987057,12.1268424505319,12.0085292938355,12.0685160749097,11.7590358748966,11.7771724164576,11.7716791240693,12.0554161912416,11.8958106500399,11.9601401340583,11.7420640954796,11.7479646608693,11.8504765202904,11.9113072235341
"AT1G78050","PGM",NA,"NM_106454|NP_177928",844140,"3702.AT1G78050.1",NA,"262180_at",1,4.70367035996837,4.66937534677707,5.45678419595183,5.50135670329753,5.29571755118263,5.18830105817807,3.94143779990366,4.34522546241374,4.24900871379638,3.95957386183194,4.22820952797723,4.08735775649358,4.21423501673086,4.45343429398499,3.98643717983119,4.27654822293799,5.18753828478623,5.5981327319989,5.32142168924069,5.58540847851897,5.14955371792971,5.50189868521369,5.54835405975452,5.46236024606803,5.53923465621328,5.31839936175477,5.41059202386969,5.96147698614403,5.32603932039109,5.6743974483404,5.3597160626534,5.75206256785257,6.16485463984859,5.24114114830978,6.15064617491785,5.51794313186456
"AT1G78060",NA,NA,"NM_106455|NP_177929",844141,"3702.AT1G78060.1","GO:0010383|GO:0010410|GO:0009057|GO:0043170|GO:0044260|GO:0044036|GO:0044237|GO:0009987|GO:0071554|GO:0044238|GO:0005976|GO:0045491|GO:0044262|GO:0016052|GO:0009056|GO:1901575|GO:0044265|GO:0005975|GO:0008152|GO:0071704|GO:0044264|GO:0044248|GO:0016787|GO:0016798|GO:0004553|GO:0003824|GO:0009505|GO:0030312|GO:0005618|GO:0110165|GO:0071944","262181_at",1,7.84419580875285,6.60317194674669,8.04946712630198,7.10389057397313,6.7715610177934,7.73459907434837,7.06578132331173,7.04049101149987,7.28791276458893,6.99988101970993,7.25334030902228,7.19808335772261,7.20660278593036,7.30004617448542,7.22068213541247,7.20611781331123,8.97315230806839,8.43770526330727,8.60979577902505,8.73074191232598,8.80068765442843,9.17564499924507,8.9023516251581,8.5535889260225,8.84328042998803,8.65688511593467,8.08469524126056,8.14075791461705,8.33087362200718,7.75400699398387,8.04346181882842,8.41739694819479,7.93394721355363,7.99966924795839,7.68622346343362,7.80021968929322
"AT1G78070",NA,NA,"NM_001334816|NM_001334817|NM_106456|NP_001322464|NP_001322465|NP_565168",844142,"3702.AT1G78070.1",NA,"262164_at",1,2.8199941883115,4.21379690596363,5.8693244451895,3.72885759471778,4.47277278894044,4.94275572772282,2.35126731362731,3.00950434809989,3.22901595235506,2.90784373494053,3.1854307911953,3.41880046148991,3.0223510179452,3.45846949271434,2.77173827167915,3.50877934869559,2.44799171624395,3.0436872997906,3.27872172088449,2.793330366704,2.71418438749443,3.24331383909624,3.02120119995289,2.89118297143907,2.32944603677272,3.30919302346704,2.4925485259978,2.84307482448533,3.05680457649374,2.86348591129941,2.95189029453754,2.87548625131941,2.67040994008081,2.34751538477579,2.62397561308598,2.5986845815939
"AT1G78080","AtWIND1|RAP2.4|WIND1","Encodes a member of the DREB subfamily A-6 of ERF/AP2 transcription factor family (RAP2.4). The protein contains one AP2 domain. Role in mediating light and ethylene signaling.","NM_106457|NP_177931",844143,"3702.AT1G78080.1",NA,"262135_at",1,4.81246524738028,4.68756134754833,5.11375841690477,4.78786141972479,4.999805089687,5.26274563772023,6.53649191627732,6.94047345718849,7.10462387256575,7.06975581127415,7.19489226659475,6.98185326732901,7.04627815819863,7.43707294947921,7.00563811038032,7.68249915537741,6.94522248548713,7.19189158619516,7.0039464392246,7.04655137274641,7.11177573990669,7.39138769277569,7.31769733112064,7.44766123426493,7.18395327619607,7.32838254957691,7.66255702201527,7.66247706908574,7.24169507769076,7.69639874166871,7.61046578404155,7.47200715071979,7.71340712599547,7.19750109104841,7.59341666009259,7.56213695007482
"AT1G78090","ATTPPB|TPPB","homologous to the C-terminal part of microbial trehalose-6-phosphate phosphatases","NM_001334818|NM_106458|NP_001322316|NP_177932",844144,"3702.AT1G78090.1","GO:0016051|GO:0044262|GO:0009312|GO:0034637|GO:0044237|GO:0044249|GO:0009058|GO:1901576|GO:0009987|GO:0005975|GO:0008152|GO:0071704|GO:0044238|GO:0016787|GO:0016788|GO:0016791|GO:0003824|GO:0042578","260059_at",1,5.945310671195,5.84767661115044,5.48853913195381,5.75925386860423,5.52410075754287,6.21690702409289,4.58624693863476,3.9899321882649,4.5145582977429,3.76867139246057,4.64369157267557,4.42855879828004,4.02399820452129,4.00481594416429,4.08930609135106,4.53330416749628,5.02232445409182,5.17497768345325,4.93851746713476,5.41011317975589,4.63473484386992,4.93757657124124,4.7760850975454,4.85850389692697,4.76005751610137,5.47541341560178,7.01146267534643,7.57972253585232,6.65292265384049,7.15901713813594,6.68959612909463,7.06823938039459,7.25903801247269,6.43888134271046,7.26266949825773,6.93886294146545
"AT1G78100","AUF1",NA,"NM_106460|NP_565169",844146,"3702.AT1G78100.1",NA,"260058_at",1,6.24966815416373,6.80717684103657,6.43722866899585,6.56614720827669,7.04159681362644,6.67766774521781,4.55889114645194,4.58811713314206,4.08186305127837,4.95168808839987,4.1916877209936,4.87807102332293,5.5812027024899,4.67287264102521,5.7615881566195,4.99943790494918,5.00380685123098,5.02247924867992,4.49034465642361,5.33845174634591,4.54000270576341,5.85182556345246,5.83773693604287,5.24079145493925,6.02941418140622,4.85116100937107,6.2571757006263,5.87413821155749,5.99487258298137,6.26304034276079,5.67172833494996,6.22523157609449,6.499652425636,6.10258730915135,6.3825652372401,6.11237259448126
"AT1G78110",NA,NA,"NM_106461|NP_177935",844147,"3702.AT1G78110.1",NA,"257502_at",1,6.91249501792223,6.35231416979214,6.81978705089695,6.84893183535135,6.71425807096095,6.80161677755918,4.68463615463291,4.11972190265664,4.31177611519746,4.15311614821721,4.54715909140072,4.02747891286617,3.92125993059765,4.18267639597554,4.39620023152948,4.23750821478731,5.17038116986264,5.04716347964925,5.18211189784602,4.73388482475447,4.75167219126721,5.25120298719886,4.68572976368324,5.27268184645905,4.98272889781341,4.72439594265908,5.32377296368564,4.83744871897607,4.57797927956857,4.68090224399042,4.31183748847284,5.36607028245871,4.88330680556169,4.66651308915553,4.54126884940833,4.91557573621478
"AT1G78120","TPR12",NA,"NM_001334819|NM_106462|NP_001322855|NP_177936",844148,"3702.AT1G78120.1",NA,"260053_at",1,5.50064856922707,5.29086566371339,5.52403867097881,5.59918111901701,6.1174116189914,5.72871892246005,4.30550639228254,4.02606522888724,4.19251918975039,4.55569044643978,4.3356205589509,5.1774465019694,5.1100399200838,4.83327249026172,4.95116007059698,3.90188357162123,7.18156185297387,7.46076874301971,6.36331171159343,7.90635630900216,6.35605660073913,7.73576190496381,7.70614966293825,7.25060868338891,7.59041284344602,6.94794358955213,6.96145007950906,7.15648490935883,6.25133445315347,6.76311830596553,6.29140055470656,7.36607811190471,6.8747406409517,6.88932414251542,6.79197572496774,6.76149071806583
"AT1G78130","UNE2",NA,"NM_106463|NP_177937",844149,"3702.AT1G78130.1",NA,"260054_at",1,3.84926914383892,3.49050597153981,3.56766105382059,3.31466100874123,3.42586932229772,4.06059129099339,3.5132884098718,3.90697312322794,4.33616776193737,3.90869472271816,4.1639563644006,3.66141076785759,3.7217480059374,4.14073077983154,4.10992159182085,3.85881947644242,4.2148639530564,3.81910144973224,4.11730214879916,4.10742818645191,4.07985364505438,3.83333081476817,3.91325694328619,4.2539576609214,4.16361924137935,3.96621440799376,4.47746792583182,3.31866816571509,3.65194068824639,4.02737777889067,4.0344897867361,3.68550436351795,4.30292031603866,4.03283302185795,4.25415736320458,4.19639591514787
"AT1G78140",NA,NA,"NM_106464|NP_565170",844150,"3702.AT1G78140.1","GO:0008168|GO:0016740|GO:0016741|GO:0003824|GO:0005737|GO:0043231|GO:0005622|GO:0043227|GO:0110165|GO:0009507|GO:0043226|GO:0043229|GO:0009536","260056_at",1,4.97297423815177,4.74589595226032,3.87842448511745,4.86065174042699,3.65476265255225,4.75754371281116,6.51203843324889,6.45412403655835,6.43252168758962,6.44593835780227,6.23072276796112,6.44921528188051,6.33209806553225,6.3453000941175,6.34621578337338,6.30407278253476,5.8242440089371,5.53539648409708,5.66223347945281,5.57611408228553,5.99428914797076,5.26515147689364,5.58234156649574,5.37598613126918,5.87462494631308,5.4963816842983,5.31962525091441,5.61921216942687,4.96174678303367,4.98238926393411,5.15945007028697,5.50496617537122,5.4686480191833,5.35038169957818,5.65275343691282,5.69685303506234
"AT1G78150",NA,NA,"NM_001036219|NM_001198495|NM_106465|NP_001031296|NP_001185424|NP_177939",844151,"3702.AT1G78150.3",NA,"260055_at",1,7.14492899304994,7.15756206681155,6.82631312944618,7.19547866924695,7.29767232258302,7.10923968649885,6.92356825394057,6.60041887822787,6.93242641067903,6.80102795573183,7.00153175593622,6.30100493878495,6.83539824112821,6.70650310148267,6.91589414249721,6.84159370252108,6.99362878186905,6.6822747007971,6.86564133497963,6.3559848435134,6.92485625520382,6.80314380404389,6.64513085145734,6.55848892029019,6.93899699492145,6.73795387119233,7.17024263712978,7.39176622244942,7.15500270448497,7.25185941657405,7.02370715858275,7.11208342577054,6.89992097270783,7.13159836248363,6.80617818946354,6.9966881524571
"AT1G78160","APUM7|PUM7","Encodes a member of the Arabidopsis Pumilio (APUM) proteins containing PUF domain (eight repeats of approximately 36 amino acids each). PUF proteins regulate both mRNA stability and translation through sequence-specific binding to the 3' UTR of target mRNA transcripts.","NM_001334820|NM_106466|NP_001322141|NP_177940",844152,"3702.AT1G78160.1","GO:0050789|GO:0010608|GO:0060255|GO:0043170|GO:0065007|GO:0010467|GO:0010468|GO:0019222|GO:0071704|GO:0008152|GO:0003676|GO:0003729|GO:1901363|GO:0003723|GO:0005488|GO:0097159|GO:0005737|GO:0110165|GO:0005622","260080_at",1,1.90595315215768,1.95449657867069,2.00885523269106,1.76156515878351,1.54823924971403,2.17527080637517,2.16447107601672,2.2871198883012,2.12847439120761,1.99812791679248,2.21891204922831,2.10204323418743,2.03948770460966,2.03808547871295,2.01714230813623,2.46291109009511,1.89999790668221,2.1640708477869,2.00743957459029,1.91104101219192,2.02894231693668,1.89973183428261,2.27298263829963,2.03089428948074,2.04471030861583,2.04626304306389,1.90277351030288,2.1128185752661,2.05097649864257,1.8466156670421,2.03478650476009,2.02555717157272,2.05344102483763,2.19037099441732,2.15527214726454,2.04762239235815
"AT1G78170",NA,NA,"NM_106467|NP_177941",844153,"3702.AT1G78170.1",NA,"260081_at",1,5.16291528208098,3.29371400148718,5.13760331043261,5.37276538579855,5.21246039196236,4.06276847806538,4.01065961273799,3.84312813400478,3.50453637526543,3.38213411219042,3.40263985345843,3.94297510713752,4.63297653721715,3.51903490599224,4.55697263317842,4.30312057792213,2.83927300124578,2.6883916183138,2.4048105173324,2.45176142820282,2.35315108155152,2.39556033578952,2.59071008311821,2.23138086653672,2.54742592308534,2.45849739455036,2.06316149059841,2.30434303454877,2.36215897412213,2.55503287957939,2.37104785652036,2.35278723021114,2.54241506345925,2.4445029822623,2.40475344273825,2.26014892290805
"AT1G78180",NA,NA,"NM_106468|NP_565171",844154,"3702.AT1G78180.1",NA,"260082_at",1,4.38302628619578,3.45404775761669,3.80039399242227,4.46363301754461,3.66425434886493,3.36014035450684,5.35568294219956,5.12731259415368,4.95653872970503,5.0037210476537,4.9906820174453,5.27979778322067,5.53313701652074,5.06593911892829,6.18980277509367,5.08524228017019,4.19214954003635,3.98858999375597,4.15133781379753,4.11840301895541,4.01832567688344,4.12445370452103,4.57213513370633,4.22073424697771,3.98424836027961,3.96314467334109,4.29058682511628,3.89349638590902,3.96441044318534,3.98772340331082,3.81462751131169,4.16875992052965,4.11543324244655,4.32341311067784,4.43406176935358,4.29686605500738
"AT1G78200",NA,NA,"NM_001334821|NM_001334822|NM_001334823|NM_106470|NM_202439|NP_001323236|NP_001323237|NP_001323238|NP_565172|NP_974168",844156,"3702.AT1G78200.2","GO:0043412|GO:0043170|GO:0044260|GO:1901564|GO:0036211|GO:0006470|GO:0044237|GO:0009987|GO:0006793|GO:0006464|GO:0044238|GO:0006796|GO:0006807|GO:0016311|GO:0044267|GO:0019538|GO:0071704|GO:0008152|GO:0016788|GO:0016791|GO:0003824|GO:0016787|GO:0004722|GO:0140096|GO:0004721|GO:0042578","260057_at",1,7.11308694193046,6.63657369727764,6.957993798705,6.84814148971323,6.97893660883308,7.37596765197794,6.39369793886696,6.20767000780599,6.09064151965508,6.17234966417402,6.2999127405078,6.27335657943152,6.26741657429505,6.33817370501971,5.98161119334345,6.48403875359924,5.62862188359057,5.65324375456816,5.63610758715086,5.74933624173735,5.70498727436633,5.81498889766447,5.73259958509768,5.88558010084706,5.5290538180947,5.45190826218951,5.11463208556721,5.26005702272782,4.93180809638695,4.87342869862668,4.98901426882034,4.97424829499296,5.02450931623809,5.16544759220376,5.28412070798109,5.21422661782466
"AT1G78210",NA,NA,"NM_106471|NP_565173",844157,"3702.AT1G78210.1",NA,"260051_at",1,4.860131095508,5.0554067748476,5.39151133794996,5.47776911233301,4.96126861908283,5.0753286066393,5.97227514601179,5.92953422452396,5.99382186687948,6.1075793000256,6.00533772309744,6.1584105609399,6.53708639727951,6.36794888391592,6.4515531995462,6.24387972107632,5.25576988395584,5.26045272861742,4.85788861168747,4.96957991285605,4.99925365494704,5.31141282532086,4.87040927205672,5.06873127976721,5.21014980711293,5.24831911100352,5.47206176018984,5.39298790353812,5.23009630101141,5.37082333388858,5.67753342046305,5.49977142805556,5.6346824802141,5.76822929689882,5.61142850006092,5.61602131261191
"AT1G78220","GF14|GRF13","14-3-3 protein GF14 pi","NM_106472|NP_565174",844158,"3702.AT1G78220.1",NA,"260052_at",1,1.76960624157249,1.87473630915643,1.80639461583463,1.80240627834847,1.54182444186542,1.77054788054041,1.96364454296417,1.71579748625129,1.67256148811898,1.83145340204013,1.87035442589749,1.83524207223861,1.93351600379365,1.77774469534187,1.98810131621108,1.66215900308554,1.79235124449767,1.93475562489388,1.79235124449767,1.74115842032501,1.87533676252653,1.63827157558093,1.96564894726,1.79077294538142,1.76625208401771,1.84787999736381,1.67381861812156,1.71739669975561,1.90547391483653,1.7478283603606,1.78397123186266,1.86643994291694,1.74346339869045,1.58567278252888,1.77876735607111,1.72934852952847
"AT1G78240","OSU1|QUA2|TSD2","Encodes TSD2 (TUMOROUS SHOOT DEVELOPMENT2), a putative methyltransferase with an essential role in cell adhesion and coordinated plant development.","NM_001161003|NM_106474|NP_001154475|NP_177948",844160,"3702.AT1G78240.1","GO:0005737|GO:0110165|GO:0005622","260800_at",1,5.55413241848036,6.87971821639839,5.60046154033508,5.92856940457315,5.1148795390583,5.86786006861244,6.79276208614562,6.6838268550155,6.71559384311297,6.90142421555768,6.88399499135528,6.79691615032886,6.55599116158185,7.13740109887937,6.53753475609469,6.8982886526419,6.91924321816657,6.80600284336448,6.79434064584802,6.85495014258417,6.8090696299336,7.16622489730004,6.53131275589943,6.80848573504746,6.72314097383521,6.96273228287376,6.5810160754539,6.87537368476347,6.94160086430239,6.72913074634846,6.78104980452599,6.70762779365494,6.66090511686375,6.31386650133443,6.75376260532772,6.32884846382808
"AT1G78260",NA,NA,"NM_106475|NM_202440|NP_565175|NP_974169",844161,"3702.AT1G78260.1","GO:0043227|GO:0110165|GO:0043226|GO:0005634|GO:0043231|GO:0005622|GO:0043229","260806_at",1,7.14209702423415,7.11603582983393,6.67489873741595,7.03897123304683,7.41340192469696,7.02287655502679,5.294565151949,5.03700159752139,5.37702856649311,5.52601166349437,5.64190010905797,4.51650799519154,4.84960763261903,5.36296966570459,4.92540793133695,5.37801923551844,3.05250449179381,3.46564157621303,3.68586541010154,3.12384699716262,3.80143541129347,2.95559278957401,2.72829334576211,3.13289614379935,3.42295264653538,3.12306461148965,5.05915925129965,5.83734136283596,5.14966962670079,5.55625268379429,5.39543505543774,4.64335256522246,6.28099565865872,5.17942793516177,6.59773123354948,5.85956786944608
"AT1G78270","AtUGT85A4|UGT85A4",NA,"NM_106476|NP_177950",844162,"3702.AT1G78270.1","GO:0016758|GO:0035251|GO:0016740|GO:0016757|GO:0046527|GO:0003824|GO:0008194","260799_at",1,5.88420801510644,5.6708533303569,5.161000408846,5.12557028919658,5.26801374698735,5.22768096886095,5.19236529326834,4.8377249014062,4.84010587048612,5.24924148376085,5.27082386901124,3.75312893158098,4.32005014227837,4.34131759410946,4.60335044152478,4.66677605838106,3.96188764702152,3.90210554700893,3.61984424835103,4.29473470459061,3.51109055614105,3.93209779567959,3.80258083657167,3.70882398760796,3.79956691323079,3.62832626191804,3.4951270891313,3.39758769627823,3.5241414109261,3.68479786227469,3.32786096766664,3.22789484032211,3.6492639227829,3.4172479975609,3.26729823875679,3.37183710192396
