"TAIR","SYMBOL","GENENAME","REFSEQ","ENTREZID","STRING_id","GOSLIM_IDS","ProbesetID","count_ENSEMBL_mappings","Atha_WS-0_Whole-Plant_FLT_Rep1","Atha_WS-0_Whole-Plant_FLT_Rep2","Atha_WS-0_Whole-Plant_FLT_Rep3","Atha_WS-0_Whole-Plant_GC_Rep1","Atha_WS-0_Whole-Plant_GC_Rep2","Atha_WS-0_Whole-Plant_GC_Rep3","Atha_WS-0_Col-0_Shoot_FLT_Rep1","Atha_WS-0_Col-0_Shoot_FLT_Rep2","Atha_WS-0_Col-0_Shoot_FLT_Rep3","Atha_WS-0_Col-0_Shoot_FLT_Rep4","Atha_WS-0_Col-0_Shoot_FLT_Rep5","Atha_WS-0_Col-0_Shoot_GC_Rep1","Atha_WS-0_Col-0_Shoot_GC_Rep2","Atha_WS-0_Col-0_Shoot_GC_Rep3","Atha_WS-0_Col-0_Shoot_GC_Rep4","Atha_WS-0_Col-0_Shoot_GC_Rep5","Atha_WS-0_Col-0_Hypocotyl_FLT_Rep1","Atha_WS-0_Col-0_Hypocotyl_FLT_Rep2","Atha_WS-0_Col-0_Hypocotyl_FLT_Rep3","Atha_WS-0_Col-0_Hypocotyl_FLT_Rep4","Atha_WS-0_Col-0_Hypocotyl_FLT_Rep5","Atha_WS-0_Col-0_Hypocotyl_GC_Rep1","Atha_WS-0_Col-0_Hypocotyl_GC_Rep2","Atha_WS-0_Col-0_Hypocotyl_GC_Rep3","Atha_WS-0_Col-0_Hypocotyl_GC_Rep4","Atha_WS-0_Col-0_Hypocotyl_GC_Rep5","Atha_WS-0_Col-0_Root_FLT_Rep1","Atha_WS-0_Col-0_Root_FLT_Rep2","Atha_WS-0_Col-0_Root_FLT_Rep3","Atha_WS-0_Col-0_Root_FLT_Rep4","Atha_WS-0_Col-0_Root_FLT_Rep5","Atha_WS-0_Col-0_Root_GC_Rep1","Atha_WS-0_Col-0_Root_GC_Rep2","Atha_WS-0_Col-0_Root_GC_Rep3","Atha_WS-0_Col-0_Root_GC_Rep4","Atha_WS-0_Col-0_Root_GC_Rep5"
"AT1G01010","ANAC001|NAC001|NTL10",NA,"NM_099983|NP_171609",839580,"3702.AT1G01010.1",NA,"261585_at",1,3.19762443284699,3.80115400254248,4.23620834342932,3.37842090995868,3.63789046584678,3.76771052406897,3.17812625518951,3.24928719846008,3.29025811934002,2.78108139830784,2.97604649752123,3.13584187898889,2.58035194147444,3.36756890265791,3.45182979890425,3.22563118969683,3.91554882624238,3.44760884668843,4.36138393737028,3.7743558670011,4.6067133745661,4.05923800875837,3.63644199030274,3.63889119589407,3.84009946204532,4.16482975210972,4.77112615850664,4.60200344411798,4.7954345735943,4.58643875937215,4.63088928288873,4.74770615660403,4.83357494976895,4.00164029710974,4.893564391688,4.49072869908689
"AT1G01030","NGA3",NA,"NM_001331244|NM_099985|NP_001322175|NP_171611",839321,"3702.AT1G01030.1",NA,"261568_at",1,2.68782191463977,1.98528611651989,2.5197095660348,2.69551789840366,2.09538186187089,2.54009376565355,2.13448802090106,2.03999867554206,2.19238074267676,2.16273930672029,2.01798406045781,2.26902225572365,2.11674477542064,2.23766650195121,2.45583027874002,2.43122068793733,2.110339236323,2.13277024006086,1.82495274098844,1.91385271178732,1.87839028905162,2.3494044947923,2.03938469986411,1.6003419414455,2.04070600478978,1.85375804323215,2.38365454074106,2.02624729217064,2.16705659596989,2.33408363614425,2.05241993000265,1.92565878703301,2.10815733493186,2.34740412546018,2.138952151967,2.01887956585338
"AT1G01040","ASU1|ATDCL1|CAF|DCL1|EMB60|EMB76|SIN1|SUS1","Encodes a Dicer homolog. Dicer is a RNA helicase involved in microRNA processing. Mutations in this locus can result in embryo lethality. Embryo shape at seed maturity is globular-elongate. Other mutants convert the floral meristems to an indeterminate state, others yet show defects in ovule development. mRNA is expressed in all shoot tissues. DCL1 is able to produce miRNAs and siRNAs.","NM_001197952|NM_099986|NP_001184881|NP_171612",839574,"3702.AT1G01040.2","GO:0010629|GO:0010608|GO:0006725|GO:0048519|GO:0016070|GO:0006396|GO:0010467|GO:0035194|GO:0006139|GO:0050789|GO:1901360|GO:0006807|GO:0016458|GO:0010468|GO:0040029|GO:0008152|GO:0071704|GO:0046483|GO:0043170|GO:0044237|GO:0016246|GO:0009892|GO:0034641|GO:0031047|GO:0009987|GO:0044238|GO:0090304|GO:0060255|GO:0016441|GO:0010605|GO:0065007|GO:0019222|GO:0140098|GO:0016788|GO:0003676|GO:0003723|GO:0004518|GO:0005488|GO:0003824|GO:0097159|GO:0004521|GO:0016787|GO:0004519|GO:0004540|GO:1901363|GO:0005737|GO:0005634|GO:0043231|GO:0005622|GO:0043227|GO:0110165|GO:0043226|GO:0043229","261584_at",1,8.52189529113526,8.38236106267254,8.66843488196741,8.52879756447755,8.62181768707704,8.87069177313566,5.81363402633082,5.4158189028436,6.27591499677775,5.54434862360741,6.58483519733075,5.18886612489225,5.4192010718413,5.74253841531953,5.82252068144353,5.9806712251222,6.48660422609057,6.74091472483453,6.95374639104783,6.63469812821062,6.94358767651857,6.56027929488554,6.7675491527676,6.77674502883795,7.0622395796476,6.58987469881163,6.75338786332618,6.32655678074437,6.56821994496219,6.25544582723963,6.38241440607254,6.26031784187767,6.54421297010738,5.9056318564615,6.20037828042855,6.13129853824184
"AT1G01050","AtPPa1|PPa1","Encodes a soluble protein with inorganic pyrophosphatase activity that is highly specific for Mg-inorganic pyrophosphate.","NM_001331245|NM_099987|NP_001322481|NP_171613",839579,"3702.AT1G01050.1|3702.AT5G09650.1","GO:0044237|GO:0009987|GO:0006793|GO:0006796|GO:0008152|GO:0016787|GO:0016462|GO:0016818|GO:0016817|GO:0003824","261579_at",1,6.67463699081913,6.90052060099159,6.61828623759035,6.94442950698078,7.06971300264028,6.77174219471916,8.56497944449025,8.42051526319367,8.62502771230489,8.44303951525814,8.70994683676293,8.44262847080398,8.60845771200377,8.59637373805887,8.52264105457584,8.59038798933227,9.06671040335741,9.13389981309946,8.96928169614542,8.94447880668103,9.07987271298444,9.14134102074305,9.12790850595801,9.00473785274109,9.19903307142537,9.15733229615232,8.55655606233106,9.18750932725354,8.59618161173052,8.69539034295059,8.80439649719278,8.92929217004569,8.90086971823681,9.01457432982712,8.85767633103739,8.93130924283701
"AT1G01060","LHY|LHY1","LHY encodes a myb-related putative transcription factor involved in circadian rhythm along with another myb transcription factor CCA1","NM_001035847|NM_001083968|NM_001197953|NM_001331246|NM_001331247|NM_001331248|NM_099988|NM_179237|NP_001030924|NP_001077437|NP_001184882|NP_001320627|NP_001320628|NP_001320629|NP_171614|NP_849568",839341,"3702.AT1G01060.2",NA,"261569_at",1,5.95033256285769,6.61953170917065,5.86575715539961,7.45988533502987,7.02339679773906,6.9802318148298,6.259605289025,7.18953716333983,6.68306658639614,7.17713770216109,6.366775062028,6.93751810234837,7.47879931296964,6.47027250088824,7.14699906347731,6.11011928159467,6.45902465739651,6.22068409449694,6.38095028243815,6.48363185911317,6.42370546772395,6.47100709066836,6.73497113901863,6.83623819632675,6.57467109761486,6.56355334257231,5.81489529931571,5.64781689162123,4.77564192118232,5.92604600347082,4.77735486600953,5.57772184236385,5.67164786478521,5.48356508372756,5.59189055248747,5.20368239189526
"AT1G01070","UMAMIT28",NA,"NM_099989|NM_202005|NP_563617|NP_973734",839550,"3702.AT1G01070.1","GO:0071944|GO:0110165|GO:0016020|GO:0005886","261576_at",1,3.18733961174538,3.20913502027955,3.82243324192967,3.69777066214795,2.41634106025326,3.43250501834892,5.21873817765001,5.35768848313671,5.55741805374055,5.17508112113027,5.74535449398872,6.14945698361696,5.52384242796815,6.00324931886301,5.99627076119884,5.91283011698007,7.89483224812175,7.9028212696437,8.04439657659707,7.19119464887556,7.98494753448974,7.33333012254151,7.68022666598903,7.85296288591285,7.21697172753772,7.87580450878052,5.88833518516579,6.08898893294701,5.84701957842954,5.43882356786941,6.15961755291883,6.23317093550121,5.84393234508021,5.88885739001283,5.66386106434236,6.06484754654083
"AT1G01080",NA,NA,"NM_001035848|NM_001331249|NM_099990|NP_001030925|NP_001320997|NP_171616",839463,"3702.AT1G01080.2","GO:0006725|GO:0046483|GO:0044085|GO:0016070|GO:0043170|GO:0006364|GO:0006396|GO:0010467|GO:0044237|GO:0034641|GO:0009987|GO:0006139|GO:0044238|GO:0071840|GO:0034660|GO:0090304|GO:1901360|GO:0034470|GO:0006807|GO:0016072|GO:0022613|GO:0042254|GO:0008152|GO:0071704|GO:0003676|GO:0003723|GO:0003729|GO:1901363|GO:0005488|GO:0097159|GO:0009534|GO:0031976|GO:0009579|GO:0043231|GO:0034357|GO:0042651|GO:0031984|GO:0005829|GO:0110165|GO:0043226|GO:0009507|GO:0016020|GO:0009535|GO:0043229|GO:0009536|GO:0005737|GO:0005622|GO:0043227","261577_at",1,4.57894701914621,4.13932205080945,4.00983577379591,5.19245271933692,4.38749477304906,4.72020943864248,6.4384450347794,6.40588589508301,6.38034540264002,6.44137695150252,6.18531207460642,6.32197024363956,6.65535596267924,6.31793971125114,6.15505150909592,6.3413892732095,4.47620470304264,4.6027579488128,4.78254767467267,4.33014413310751,4.81042444560751,4.85972856432248,4.51936332665402,4.90729438670782,4.53807861119417,4.46798857969074,3.58709890001363,3.63927715343306,3.42428999785679,3.52385587851993,3.62947369056392,3.50919502241902,3.59026440297208,3.97926634486338,3.571361028431,3.57561871434148
"AT1G01090","PDH-E1","pyruvate dehydrogenase E1 alpha subunit","NM_099991|NP_171617",839429,"3702.AT1G01090.1",NA,"261583_at",1,8.81531613063305,9.16854641926178,8.65802746160374,9.40580596891409,8.94504099693621,8.97845584573578,9.00131300887453,9.09726943367375,9.08805284282072,9.04155990891168,8.97004073049075,8.94096856585348,9.16457141530437,9.05337089446198,9.11285041467207,9.15349299468095,8.98939907638132,8.65745707094569,8.31385778066133,8.90794105994181,8.51097635849714,9.20486487709227,9.04647423525248,8.54421468925024,8.75016681314993,8.779959574817,9.26245973224228,9.22894849703344,8.95181120747067,9.37814760045345,8.99222986774288,9.29106888484375,9.23047238959806,9.11229945874333,9.4728353434361,8.95148176568659
"AT1G01100","RPP1.1|RPP1A",NA,"NM_001083969|NM_001083970|NM_099992|NM_179238|NP_001077438|NP_001077439|NP_171618|NP_849569",839410,"3702.AT1G01100.2",NA,"261578_at",1,9.58115107805126,9.59587453883748,8.85324846712099,9.60122873414168,9.32430526612888,9.61584315485161,11.4163943096413,11.3719762532767,11.1094345715064,11.2752918906938,11.3327280857204,11.2426191023767,11.2632778509643,11.333912851464,11.4795910497364,11.2791157708257,11.3541851678451,11.6667810884462,11.4142669090248,11.5300733491426,11.4250303312353,11.2761481482803,11.4242710067725,11.5033490698412,11.3683298577014,11.4334970826626,11.1704597849347,11.5603245454085,11.5244921568301,11.3359063152272,11.5399732145637,11.558927382939,11.3088613276107,11.5650306628225,11.2789792544951,11.2782021505261
"AT1G01110","IQD18",NA,"NM_001123732|NM_001331250|NP_001117204|NP_001318900",839394,"3702.AT1G01110.2",NA,"261580_at",1,3.23287628545824,3.53869712177035,2.97356741216388,3.09302434362536,3.61764293000715,2.95694716518202,3.82145405066396,3.48989301815134,3.51262706695851,4.07333123334865,3.95097267940612,3.97592288338105,3.54397225912712,3.80993216308997,3.71206529871662,3.77888992823716,2.84587398426942,3.14612412707395,2.82569091616238,3.09657246269952,3.26169283356589,3.10405443767993,2.61956526100479,2.7557942519937,2.79682523815776,3.17182452160097,3.40524530582305,3.79030733161343,3.60887038752325,2.97207909796857,3.28416177307862,3.39275612012054,3.62482873129049,4.05688090767088,3.44437281815924,3.97796942659298
"AT1G01120","KCS1","Encodes a condensing enzyme KCS1 (3-ketoacyl-CoA synthase 1) which is involved in the critical fatty acid elongation process in wax biosynthesis.","NM_099994|NP_171620",839395,"3702.AT1G01120.1",NA,"261570_at",1,5.4343579093792,5.69830337565615,6.58776548670139,5.29900656326991,6.29292720998974,5.8028156388891,5.41498640600492,6.26507825593502,5.97700106346587,6.79164800100106,5.80314374083862,6.21289528313005,6.9399347873666,6.48350382394248,6.86439842761426,6.82400518626095,5.92798265223945,5.83459756295466,5.45577598585913,6.24914827548307,5.45564620799831,5.97163819718128,5.567067046819,5.04364354339449,6.09896477902994,5.28377064731357,7.83080478742249,7.23007308713426,7.30495255924676,7.7212676469332,7.56881417701186,7.79363852591932,8.33554835247278,7.35190886163053,8.29811922269207,7.85037699425854
"AT1G01130",NA,NA,"NM_099995|NP_171621",839359,"3702.AT1G01130.1",NA,"261575_at",1,4.41146771706587,6.2281247636598,5.89519438206155,4.34013829869866,5.95201264536091,6.46909109226311,3.40970718053633,4.55614795919723,4.73668899485749,4.64917271757888,4.85748568820654,4.7065760785067,4.14761360294572,4.84557020433582,4.2814360960683,5.24226895614615,2.9405722910166,2.88333781640352,3.36542828341298,3.70744675299114,2.91547346827749,3.4469178386428,2.63204380257659,3.58133465420901,3.08948562653627,3.1315866766592,3.2406895047368,3.19300872506688,2.98182272281802,3.46874204920786,3.14112685090691,2.70484774480581,2.68256853271201,3.01110579326243,2.89328147366026,3.2668326382416
"AT1G01140","CIPK9|PKS6|SnRK3.12","Encodes a CBL-interacting protein kinase with similarity to SOS2","NM_099996|NM_179239|NM_179240|NP_171622|NP_849570|NP_849571",839349,"3702.AT1G01140.3",NA,"261581_at",1,6.76931099865223,6.07068752054805,7.31876322666777,6.69049866240706,6.69147021360831,7.31179326151172,6.80535565709362,6.72234032174827,7.72541791904291,6.91276768806065,7.77182349400793,7.16486731881295,6.71668422550426,7.07318799419096,6.78618080175807,7.02868733828323,3.00423691180107,3.09771812167493,5.35511941979551,3.10276080192464,4.94147105895095,3.78913799673638,2.72862436839692,3.22030508600833,2.7077830474689,3.7277812457328,3.045527010266,3.50878171003143,4.88023133664523,2.8912663253498,3.91452699542251,2.72382967787805,3.77409498914872,2.47885011719055,3.78783405290893,3.1175136687973
"AT1G01150",NA,NA,"NM_001331251|NM_001331252|NM_099997|NP_001322663|NP_001322664|NP_171623",839294,"3702.AT1G01150.1",NA,"261571_at",1,2.03252311090767,2.01831973373007,2.22521019805058,2.00610329799928,2.32277663814983,2.23554058796585,1.84592698211971,1.82732082905616,1.96397305727174,1.59268477669986,1.51422618645632,1.84675996394584,1.61087597191306,1.8277197719507,1.79202077832563,1.79123380305001,2.09030437137988,1.86456898928299,1.63780552221904,1.8537034946598,1.60865877365422,2.05281353588246,1.96998944210501,1.74777976227187,1.76483977965175,1.81804538939574,1.69726768323372,1.76729461534241,1.80188888528641,1.9044506169658,1.69762786759559,1.62868980736567,1.59636824123669,1.85528078831397,1.78542387556978,1.70157857715974
"AT1G01160","GIF2","Arabidopsis thaliana GRF1-interacting factor 2 (GIF2) mRNA","NM_001160826|NM_099998|NP_001154298|NP_563619",839278,"3702.AT1G01160.2","GO:0010628|GO:0051171|GO:0031325|GO:0045944|GO:0010467|GO:2001141|GO:0006139|GO:0050789|GO:0006351|GO:0006807|GO:0048518|GO:0071704|GO:0045893|GO:0043170|GO:0044237|GO:0032774|GO:0034641|GO:0010604|GO:0044238|GO:0018130|GO:0048522|GO:0034654|GO:0050794|GO:0019438|GO:0019222|GO:0031323|GO:0051173|GO:0006725|GO:1902680|GO:0016070|GO:0044260|GO:0006357|GO:0009058|GO:0009891|GO:0006355|GO:1901360|GO:0009893|GO:0009889|GO:0044271|GO:0045935|GO:0010557|GO:0010468|GO:0010556|GO:0008152|GO:0097659|GO:0046483|GO:0034645|GO:0009059|GO:0044249|GO:1901576|GO:0031328|GO:1901362|GO:0009987|GO:0051252|GO:0080090|GO:0090304|GO:0031326|GO:0060255|GO:0019219|GO:0065007|GO:1903506|GO:0051254|GO:1903508|GO:2000112|GO:0006366|GO:0043227|GO:0110165|GO:0043226|GO:0005634|GO:0043231|GO:0043229|GO:0005622","261582_at",1,7.18242990584184,7.17342506468333,7.20458655670089,6.88915588831584,7.21450757221188,7.22054093109807,6.35298628908454,5.90936990195786,6.2671134718175,6.10994384745204,6.36527983061089,5.90332442939173,6.46130377305471,6.26549579208256,6.3783425554363,6.44563646908562,6.51928667975004,6.01609402807275,6.37755979879323,6.40679848022737,6.28689659194055,6.2435610126713,6.29540132527211,6.43300226638587,6.49959604536592,6.43847773044898,6.58907265877412,6.13693788918935,6.26567005037909,6.3203739214054,6.23103034082929,6.32656940350971,6.0793292595625,6.48345346744545,5.95354672342071,6.06077970909011
"AT1G01170",NA,NA,"NM_001035849|NM_099999|NP_001030926|NP_171625",839263,"3702.AT1G01170.1",NA,"261572_at",1,7.73950664037718,7.09541597694854,7.27532139372339,7.80388614469134,7.61871819977699,7.65870731256086,9.63120665833584,9.40553423805178,9.54089512510475,9.48125766535106,9.60976332150973,9.33975926671928,9.50057679769081,9.58225712458361,9.39523101173391,9.58416459521064,9.28200794296947,9.33312394975808,9.34418431137878,9.06025707125394,9.29147738501393,9.0026925599818,8.99780241727377,9.55881252306326,8.97284526553105,9.31378890941597,7.68155872614806,6.90629405337731,7.21407488221722,6.82109472645252,7.2889421068843,6.99359719123075,6.83450014797364,7.48168291855139,6.61208830567537,7.58299562632686
"AT1G01190","CYP78A8","member of CYP78A","NM_001331253|NM_100001|NP_001318901|NP_171627",839233,"3702.AT1G01190.1",NA,"261574_at",1,5.45192284438336,5.54797017388965,5.61064882004233,5.10896743741157,5.06016126876731,6.17094099633528,3.32451389381362,3.69503918753604,3.38862869117075,3.23630121682491,3.47297341940356,4.16425296912693,3.60476248618699,3.76232777134779,3.79691155988905,3.25408782479216,6.33253068149351,5.14118090071593,6.02889533243434,5.53288393202573,5.99314768718231,6.03825257479267,5.98817606708388,5.99333844364379,5.7778375949238,5.76913371800658,6.25494292996857,6.27563875859118,5.84093256943306,5.87755779696531,5.74763659225664,6.27076982336005,5.8000230163287,5.85245797299963,5.23444832504791,5.54384923596363
"AT1G01200","ATRAB-A3|ATRABA3|RABA3",NA,"NM_100002|NP_171628",839493,"3702.AT1G01200.1","GO:0005768|GO:0043231|GO:0097708|GO:0005794|GO:0005773|GO:0110165|GO:0071944|GO:0043226|GO:0016020|GO:0031982|GO:0043229|GO:0005737|GO:0012505|GO:0005622|GO:0031410|GO:0043227|GO:0005886","261042_at",1,2.64730194227622,2.35891742565054,2.60711637822833,2.59751194185372,3.03269368998306,2.48209823218752,2.76137299066563,2.62975225870337,2.81743836101332,3.08609484414915,2.95919924511149,2.87959704603467,2.98670236193565,3.01396064405329,3.0957798317776,2.72991752906501,4.25519272674071,4.20481360656447,4.33697837814726,4.27247048468411,4.90608399148641,4.38126323113796,4.81104171023099,4.40526982295807,4.80655970054963,4.41328896741925,4.32466751699973,4.56770082789633,4.34497499556014,4.65325400826104,3.99350727041787,4.50057237962502,4.37561298086389,4.59037276407729,4.76971620058185,4.19662371390882
"AT1G01220","AtFKGP|FKGP","Encodes a bifunctional enzyme that has both L-fucokinase and GDP-L-fucose pyrophosphorylase activities. It catalyzes the two steps of the L-fucose salvage pathway for the generation of activated GDP-L-fucose. This pathway seems to be of minor importance for cell wall polysaccharide biosynthesis compared to the de novo GDP-L-fucose biosynthesis pathway in Arabidopsis.","NM_001331256|NM_001331257|NM_001331258|NM_001331259|NM_001331260|NM_001331261|NM_001331262|NM_100004|NP_001320979|NP_001320980|NP_001320981|NP_001320982|NP_001320983|NP_001320984|NP_001320985|NP_563620",839420,"3702.AT1G01220.1","GO:0006725|GO:1901135|GO:0090407|GO:0009058|GO:0009225|GO:0006139|GO:0006793|GO:0009165|GO:0006796|GO:1901360|GO:0006807|GO:0044271|GO:0006753|GO:0008152|GO:0071704|GO:0046483|GO:0044237|GO:0044249|GO:0034641|GO:1901576|GO:0009987|GO:1901362|GO:0018130|GO:0044238|GO:1901137|GO:0034654|GO:0019438|GO:0019637|GO:0009117|GO:1901293|GO:0055086|GO:0044281|GO:0016772|GO:0016740|GO:0016773|GO:0003824|GO:0016301","261043_at",1,4.00161594558627,4.53550221444816,4.33659535188332,4.11657231850008,4.42996835544184,4.16945409888104,5.13308259188628,5.10850567454072,5.374688489226,5.35961979927345,5.11361798336332,4.71041629039126,5.36966853381062,5.22796627567198,5.31732113896832,5.43519052070459,5.54220562460969,5.64491222049082,5.52430735509442,5.86032877350568,5.57634052069756,5.90737213787134,5.59909897935401,5.52818569903946,6.03853499610031,5.43653136196224,4.84266688034998,5.45691009552763,5.22909452047961,5.18143829384578,5.00932730680238,5.46681380704448,5.28996252203879,4.51908619003972,5.03710235706555,4.65265203606189
"AT1G01225",NA,NA,"NM_100005|NP_563621",839358,"3702.AT1G01225.1",NA,"261025_at",1,3.17092424179996,2.3775711630062,3.04968432765876,3.31512678482712,3.259654300089,3.48132231020333,3.76986779444785,3.77894300250404,3.23839492535668,3.6109684863947,3.60430129571399,3.74965641391027,4.29350974019734,3.80665984121328,3.97753056446375,3.72967852942728,4.67362475580212,4.96832189530941,5.03680333335461,4.91145651311257,4.99282819715936,4.74600412346395,5.27713922836707,5.09615214708731,5.38024548508104,4.69839771953376,4.9848421815362,4.64551478367175,4.77358243271312,4.75999910379082,4.80950043846921,5.16933758531956,4.97762022537441,5.08792535847238,5.24597283141258,5.02089887273068
"AT1G01230","AtORM1|ORM1",NA,"NM_100006|NP_563622",839331,"3702.AT1G01230.1","GO:0031324|GO:0006629|GO:0044085|GO:0048519|GO:0051171|GO:0009058|GO:0019725|GO:0008610|GO:0006665|GO:0050789|GO:0065008|GO:0006807|GO:0009889|GO:0044087|GO:0044271|GO:0034248|GO:0010556|GO:0046890|GO:0048523|GO:0030148|GO:0071704|GO:0008152|GO:0009059|GO:0009890|GO:0043170|GO:1901566|GO:1901564|GO:0042592|GO:0044237|GO:0044249|GO:0009892|GO:1901576|GO:0034641|GO:0048878|GO:0009987|GO:0046467|GO:0051172|GO:0044238|GO:0006672|GO:0043604|GO:0080090|GO:0055082|GO:0071840|GO:0031326|GO:0006643|GO:0060255|GO:0050794|GO:0046513|GO:0065007|GO:0055088|GO:0019216|GO:0044255|GO:0019222|GO:0031327|GO:0043603|GO:0031323|GO:0098796|GO:0043231|GO:1902494|GO:1990234|GO:0042175|GO:0005773|GO:0031090|GO:0071944|GO:0110165|GO:0043226|GO:0016020|GO:0043229|GO:0005737|GO:0032991|GO:0012505|GO:0005622|GO:0043227|GO:0005789|GO:0005886","261057_at",1,4.64510311746173,3.92532175144245,4.70720135447174,4.36635047456539,4.70786959788216,4.18091273982561,7.03244222507792,7.25898559775238,7.13398147374581,6.92084073955876,6.86240616138182,7.13672263780105,7.03060395197814,7.12012811999884,7.39566385238161,7.40190752531697,7.17030005868276,7.17430406179633,7.19719549941528,7.18785746895081,7.2461353321219,7.08003137475273,7.34423559751401,7.37780512597694,7.13946588314321,7.16840882343943,7.62411720976524,7.13231003985281,7.43686708571031,7.65088089724863,7.35477683413875,7.42085376961547,7.65094831434445,7.59787657061039,7.72377374761968,7.92286292462444
"AT1G01240",NA,NA,"NM_001331263|NM_001331264|NM_100007|NM_202006|NM_202007|NP_001320619|NP_001320620|NP_563623|NP_973735|NP_973736",839274,"3702.AT1G01240.3",NA,"261026_at",1,6.4670717410668,6.1279326192503,6.43542171910521,6.35607328569632,6.10993289046214,6.47610893445476,6.33247685795039,6.61389163871738,5.89606870601901,6.49023475325785,6.04515700232097,6.03810785612693,6.36330489848309,6.39472377548521,6.53432827199993,6.66937754783755,7.51627727111553,6.88564438470159,7.11754870963132,6.85228565899755,7.13226570110222,7.19808506585915,7.235839046153,7.30285952352497,7.08105011837178,7.02433953552602,7.13797324270607,6.22540202606586,6.4467594043553,6.784217025335,6.49412001910178,6.6455601760732,6.56733695158748,6.68105191514634,6.721298964501,6.93984160003848
"AT1G01250",NA,"encodes a member of the DREB subfamily A-4 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 17 members in this subfamily including TINY.","NM_100008|NP_563624",839322,"3702.AT1G01250.1",NA,"261059_at",1,2.76751061976319,3.34959802313431,3.04655714227468,2.94560357082721,3.60063143537081,2.67321082228451,2.53264257564603,2.85671716691193,2.81648889300262,2.73889868320379,2.8298319777045,2.66957998525356,2.78600626701524,2.53375328665828,2.35470643565569,3.04503603877988,3.10067337139794,3.249357808412,3.40210697794015,3.14723558274416,3.42724365419509,4.05820514904204,4.37809327222138,3.43053041685508,4.39071733434177,3.14643234087865,2.78658003887879,2.50643582152891,2.80517719181123,2.53127550422214,2.30271661094437,2.71633013585905,2.47196198690198,2.75630548549312,2.79570625066041,2.5986845815939
"AT1G01260","bHLH013|bHLH13|JAM2",NA,"NM_001083971|NM_001197954|NM_100009|NP_001077440|NP_001184883|NP_171634",839545,"3702.AT1G01260.1","GO:0006725|GO:0051171|GO:0016070|GO:0044260|GO:0010467|GO:2001141|GO:0009058|GO:0006139|GO:0050789|GO:0006355|GO:0006351|GO:1901360|GO:0006807|GO:0009889|GO:0044271|GO:0010556|GO:0010468|GO:0071704|GO:0008152|GO:0097659|GO:0046483|GO:0034645|GO:0009059|GO:0043170|GO:0044237|GO:0032774|GO:0044249|GO:1901576|GO:0034641|GO:0009987|GO:1901362|GO:0051252|GO:0044238|GO:0018130|GO:0080090|GO:0090304|GO:0034654|GO:0031326|GO:0060255|GO:0050794|GO:0019219|GO:0065007|GO:0019438|GO:1903506|GO:0019222|GO:2000112|GO:0031323|GO:1990837|GO:0043565|GO:0003700|GO:0003676|GO:0140110|GO:0000976|GO:0001067|GO:0005488|GO:0097159|GO:0003677|GO:1901363|GO:0098772|GO:0003690|GO:0043227|GO:0110165|GO:0043226|GO:0005634|GO:0043231|GO:0043229|GO:0005622","261050_at",1,4.91122278653125,4.81299389860756,5.37740140456579,4.7909225443464,5.15585011929887,5.27078166813736,4.9030504698783,4.5810469608215,4.73731533471654,4.77714664139684,4.58616191390614,4.7809045735526,4.92171070158724,4.84690501767137,4.89092744161471,4.61887736116472,4.83809730420441,4.87727876475505,4.71862222829927,4.85633163547336,4.36807831172558,4.61570380281164,4.85096313310431,4.91425275117242,5.33971060603461,4.80844095612446,5.6171158079441,5.0180316632298,5.25264873088052,5.06426866105918,5.13742127027583,5.27710553312734,5.62567585788299,5.2509535757187,5.21061287328745,4.98943346573832
"AT1G01280","CYP703|CYP703A2","member of CYP703A  CYP703A2 is expressed specifically in anthers of land plants, catalyzing the in-chain hydroxylation at the C-7 position of medium-chain saturated fatty acids (lauric acid in-chain hydroxylase) which is involved in pollen development (sporopollenin synthesis).","NM_100010|NP_171635",839470,"3702.AT1G01280.1",NA,"261051_at",1,2.05096424291346,2.14494978989804,2.27067315666128,1.9652966754926,2.06862924105623,2.1216609714124,1.92130061199686,1.74653305350754,1.99561595607344,1.9461864323848,1.97560844782847,1.94456304263415,1.94579972714344,1.89743204022243,2.21843907898702,2.17412330415733,1.73849192359147,1.66028897979904,1.76527363728757,1.91802304900644,2.07355434781471,1.83122414782423,2.0629117435417,1.82325935183982,1.98627894357398,1.79694737636997,1.78529420815436,1.79947576767682,1.83043266416432,2.25605137305576,1.70947844095451,1.76061171206229,2.00994324502014,1.89705360159797,1.91008816256543,1.71117796026773
