"TAIR","SYMBOL","GENENAME","REFSEQ","ENTREZID","STRING_id","GOSLIM_IDS","ProbesetID","count_ENSEMBL_mappings","GSM4848948","GSM4848949","GSM4848950","GSM4848951","GSM4848952","GSM4848953","GSM4848954","GSM4848955","GSM4848956"
"AT1G01010","ANAC001|NAC001|NTL10",NA,"NM_099983|NP_171609",839580,"3702.AT1G01010.1",NA,"13334158",1,7.63593806807665,7.95434018640054,7.82602330603516,8.20192623742214,7.87202604215923,7.90735306102656,7.71981655699404,7.59917010535682,7.8711377565307
"AT1G01020","ARV1",NA,"NM_001035846|NM_001331239|NM_001331240|NM_001331241|NM_001331242|NM_001331243|NP_001030923|NP_001318899|NP_001321775|NP_001321776|NP_001321777|NP_001321778",839569,"3702.AT1G01020.1","GO:0016125|GO:0015850|GO:0006629|GO:0051641|GO:0033036|GO:0061024|GO:0015918|GO:0007009|GO:0006810|GO:0010256|GO:0006869|GO:0006665|GO:0071702|GO:0008202|GO:1901360|GO:0065008|GO:0051234|GO:0006807|GO:0010876|GO:0071704|GO:0008152|GO:1901615|GO:0032366|GO:1901564|GO:0044237|GO:0016043|GO:0097035|GO:0009987|GO:0044238|GO:0051179|GO:0071840|GO:0006643|GO:0065007|GO:0051649|GO:0046907|GO:0044255|GO:0071782|GO:0043231|GO:0005794|GO:0005773|GO:0031984|GO:0005938|GO:0071944|GO:0110165|GO:0043226|GO:0016020|GO:0043229|GO:0005737|GO:0098827|GO:0012505|GO:0005622|GO:0043227|GO:0005783|GO:0032541|GO:0005886","13361791",1,7.25884493967501,7.56758011117067,7.4664438007824,6.7026401569417,6.88360088157969,6.92062763410541,7.4109003211764,7.47677130637834,7.25448792505124
"AT1G01030","NGA3",NA,"NM_001331244|NM_099985|NP_001322175|NP_171611",839321,"3702.AT1G01030.1",NA,"13361807",1,2.76857042441796,3.29258991529733,2.93645616153343,2.93645616153343,3.37447399232966,2.68909654614387,2.93645616153343,2.65864388148834,2.97257077681908
"AT1G01040","ASU1|ATDCL1|CAF|DCL1|EMB60|EMB76|SIN1|SUS1","Encodes a Dicer homolog. Dicer is a RNA helicase involved in microRNA processing. Mutations in this locus can result in embryo lethality. Embryo shape at seed maturity is globular-elongate. Other mutants convert the floral meristems to an indeterminate state, others yet show defects in ovule development. mRNA is expressed in all shoot tissues. DCL1 is able to produce miRNAs and siRNAs.","NM_001197952|NM_099986|NP_001184881|NP_171612",839574,"3702.AT1G01040.2","GO:0010629|GO:0010608|GO:0006725|GO:0048519|GO:0016070|GO:0006396|GO:0010467|GO:0035194|GO:0006139|GO:0050789|GO:1901360|GO:0006807|GO:0016458|GO:0010468|GO:0040029|GO:0008152|GO:0071704|GO:0046483|GO:0043170|GO:0044237|GO:0016246|GO:0009892|GO:0034641|GO:0031047|GO:0009987|GO:0044238|GO:0090304|GO:0060255|GO:0016441|GO:0010605|GO:0065007|GO:0019222|GO:0140098|GO:0016788|GO:0003676|GO:0003723|GO:0004518|GO:0005488|GO:0003824|GO:0097159|GO:0004521|GO:0016787|GO:0004519|GO:0004540|GO:1901363|GO:0005737|GO:0005634|GO:0043231|GO:0005622|GO:0043227|GO:0110165|GO:0043226|GO:0043229","13334167",1,5.09094304340553,5.32235265769631,5.22115120962773,5.61747976255244,5.59253273269029,5.22115120962773,5.22115120962773,4.95199412160473,4.90075643818417
"AT1G01050","AtPPa1|PPa1","Encodes a soluble protein with inorganic pyrophosphatase activity that is highly specific for Mg-inorganic pyrophosphate.","NM_001331245|NM_099987|NP_001322481|NP_171613",839579,"3702.AT1G01050.1|3702.AT5G09650.1","GO:0044237|GO:0009987|GO:0006793|GO:0006796|GO:0008152|GO:0016787|GO:0016462|GO:0016818|GO:0016817|GO:0003824","13361812",1,8.80186072820476,8.55569425935563,8.50812763561779,8.55569425935563,8.72360173343531,8.53689376484727,8.39778480980202,8.59155385157183,8.27634114012369
"AT1G01060","LHY|LHY1","LHY encodes a myb-related putative transcription factor involved in circadian rhythm along with another myb transcription factor CCA1","NM_001035847|NM_001083968|NM_001197953|NM_001331246|NM_001331247|NM_001331248|NM_099988|NM_179237|NP_001030924|NP_001077437|NP_001184882|NP_001320627|NP_001320628|NP_001320629|NP_171614|NP_849568",839341,"3702.AT1G01060.2",NA,"13361823",1,3.64138851765863,3.64138851765863,3.64138851765863,3.56668529327728,4.2210081336696,3.83088884552088,3.50134092083659,3.64138851765863,3.63296572280409
"AT1G01070","UMAMIT28",NA,"NM_099989|NM_202005|NP_563617|NP_973734",839550,"3702.AT1G01070.1","GO:0071944|GO:0110165|GO:0016020|GO:0005886","13361838",1,3.01929619760412,3.30659654812604,2.71593269685381,2.92113539717406,2.97714831132395,3.50693218727648,2.68483361544172,2.65982508500266,2.75503946290081
"AT1G01080",NA,NA,"NM_001035848|NM_001331249|NM_099990|NP_001030925|NP_001320997|NP_171616",839463,"3702.AT1G01080.2","GO:0006725|GO:0046483|GO:0044085|GO:0016070|GO:0043170|GO:0006364|GO:0006396|GO:0010467|GO:0044237|GO:0034641|GO:0009987|GO:0006139|GO:0044238|GO:0071840|GO:0034660|GO:0090304|GO:1901360|GO:0034470|GO:0006807|GO:0016072|GO:0022613|GO:0042254|GO:0008152|GO:0071704|GO:0003676|GO:0003723|GO:0003729|GO:1901363|GO:0005488|GO:0097159|GO:0009534|GO:0031976|GO:0009579|GO:0043231|GO:0034357|GO:0042651|GO:0031984|GO:0005829|GO:0110165|GO:0043226|GO:0009507|GO:0016020|GO:0009535|GO:0043229|GO:0009536|GO:0005737|GO:0005622|GO:0043227","13361847",1,4.26039901522428,3.98178913153026,3.9093347771771,4.15828224948598,3.98178913153026,3.98178913153026,3.73853766101027,3.88027757969555,3.63342742895101
"AT1G01090","PDH-E1","pyruvate dehydrogenase E1 alpha subunit","NM_099991|NP_171617",839429,"3702.AT1G01090.1",NA,"13361854",1,7.3525060291253,7.26051681354454,7.22459391479011,7.24267865300055,7.68932239679656,7.59129799106193,7.14587107814683,7.1875382679936,7.08924292210062
"AT1G01100","RPP1.1|RPP1A",NA,"NM_001083969|NM_001083970|NM_099992|NM_179238|NP_001077438|NP_001077439|NP_171618|NP_849569",839410,"3702.AT1G01100.2",NA,"13361860",1,6.93773987640549,6.78769679608974,6.86743594433785,6.60713391348042,6.70596845712544,6.83563577162349,6.83563577162349,6.96409213070868,6.92137624893139
