"TAIR","SYMBOL","GENENAME","REFSEQ","ENTREZID","STRING_id","GOSLIM_IDS","ProbesetID","count_ENSEMBL_mappings","GSM4848948","GSM4848949","GSM4848950","GSM4848951","GSM4848952","GSM4848953","GSM4848954","GSM4848955","GSM4848956"
"AT1G01110","IQD18",NA,"NM_001123732|NM_001331250|NP_001117204|NP_001318900",839394,"3702.AT1G01110.2",NA,"13334194",1,6.02192542631549,5.78366561480364,5.78366561480364,5.78366561480364,5.81340026683293,5.78017548602258,5.84097357897616,6.43663453287609,5.24983876277523
"AT1G01120","KCS1","Encodes a condensing enzyme KCS1 (3-ketoacyl-CoA synthase 1) which is involved in the critical fatty acid elongation process in wax biosynthesis.","NM_099994|NP_171620",839395,"3702.AT1G01120.1",NA,"13361869",1,6.03052453598228,6.15929924777063,6.10442847427278,6.03052453598228,6.18760935924446,5.99581728614288,6.01078000742178,5.67593689495786,6.03052453598228
"AT1G01130",NA,NA,"NM_099995|NP_171621",839359,"3702.AT1G01130.1",NA,"13361873",1,2.10209421832904,1.93439847444976,2.11786804430764,2.41007708022204,2.10209421832904,2.12022606448258,2.10209421832904,2.25052231563248,2.04552284010124
"AT1G01140","CIPK9|PKS6|SnRK3.12","Encodes a CBL-interacting protein kinase with similarity to SOS2","NM_099996|NM_179239|NM_179240|NP_171622|NP_849570|NP_849571",839349,"3702.AT1G01140.3",NA,"13361877",1,5.06470811344454,5.8006591612703,5.12330876248781,5.8083716209331,5.34811380396451,5.66890045861635,5.19184698319726,4.80541095516343,4.97744925466452
"AT1G01150",NA,NA,"NM_001331251|NM_001331252|NM_099997|NP_001322663|NP_001322664|NP_171623",839294,"3702.AT1G01150.1",NA,"13361892",1,2.41007708022204,2.38893921145977,2.41007708022204,2.41007708022204,2.41007708022204,2.41007708022204,2.41007708022204,2.41007708022204,2.41007708022204
"AT1G01160","GIF2","Arabidopsis thaliana GRF1-interacting factor 2 (GIF2) mRNA","NM_001160826|NM_099998|NP_001154298|NP_563619",839278,"3702.AT1G01160.2","GO:0010628|GO:0051171|GO:0031325|GO:0045944|GO:0010467|GO:2001141|GO:0006139|GO:0050789|GO:0006351|GO:0006807|GO:0048518|GO:0071704|GO:0045893|GO:0043170|GO:0044237|GO:0032774|GO:0034641|GO:0010604|GO:0044238|GO:0018130|GO:0048522|GO:0034654|GO:0050794|GO:0019438|GO:0019222|GO:0031323|GO:0051173|GO:0006725|GO:1902680|GO:0016070|GO:0044260|GO:0006357|GO:0009058|GO:0009891|GO:0006355|GO:1901360|GO:0009893|GO:0009889|GO:0044271|GO:0045935|GO:0010557|GO:0010468|GO:0010556|GO:0008152|GO:0097659|GO:0046483|GO:0034645|GO:0009059|GO:0044249|GO:1901576|GO:0031328|GO:1901362|GO:0009987|GO:0051252|GO:0080090|GO:0090304|GO:0031326|GO:0060255|GO:0019219|GO:0065007|GO:1903506|GO:0051254|GO:1903508|GO:2000112|GO:0006366|GO:0043227|GO:0110165|GO:0043226|GO:0005634|GO:0043231|GO:0043229|GO:0005622","13334204",1,7.55035873974841,7.29846175878949,7.55276122920165,7.6120491175432,7.36537806416001,7.52854992310223,7.41795405531641,7.67913836895854,7.58687360567347
"AT1G01170",NA,NA,"NM_001035849|NM_099999|NP_001030926|NP_171625",839263,"3702.AT1G01170.1",NA,"13361898",1,5.4561610248851,5.10906785754953,5.26075743430373,5.31047836953351,5.23344668720718,5.11446474934207,5.00090769257235,5.14488750590442,5.23653644405472
"AT1G01180",NA,NA,"NM_100000|NP_171626",839239,"3702.AT1G01180.1",NA,"13334213",1,3.35864983411035,3.77593773390822,3.32182138373729,3.51319678423077,3.43181243219699,3.44438360773567,3.57751842236855,3.18141875759776,3.61028336701739
"AT1G01190","CYP78A8","member of CYP78A","NM_001331253|NM_100001|NP_001318901|NP_171627",839233,"3702.AT1G01190.1",NA,"13361905",1,4.20491832932202,4.32425486126514,4.76971635781414,4.24325261639675,4.07004872520783,4.90868804631575,3.9821970799245,3.84944348084597,3.77024812128395
"AT1G01200","ATRAB-A3|ATRABA3|RABA3",NA,"NM_100002|NP_171628",839493,"3702.AT1G01200.1","GO:0005768|GO:0043231|GO:0097708|GO:0005794|GO:0005773|GO:0110165|GO:0071944|GO:0043226|GO:0016020|GO:0031982|GO:0043229|GO:0005737|GO:0012505|GO:0005622|GO:0031410|GO:0043227|GO:0005886","13361908",1,2.08249850058717,2.00449888923859,2.53568235369427,2.2921778229893,2.50709248078473,2.49315304533054,2.14740019457175,2.2921778229893,2.23617979997066
"AT1G01210",NA,NA,"NM_001331254|NM_001331255|NM_100003|NP_001322609|NP_001322610|NP_171629",839481,"3702.AT1G01210.1","GO:0140098|GO:0016772|GO:0016740|GO:0003899|GO:0003824|GO:0016779","13334217",1,6.55171749985299,6.58156467402756,6.81153761900081,6.46198220252327,6.34702877771064,6.92834911285032,5.9289539871485,6.36828916462845,6.68176658668085
"AT1G01220","AtFKGP|FKGP","Encodes a bifunctional enzyme that has both L-fucokinase and GDP-L-fucose pyrophosphorylase activities. It catalyzes the two steps of the L-fucose salvage pathway for the generation of activated GDP-L-fucose. This pathway seems to be of minor importance for cell wall polysaccharide biosynthesis compared to the de novo GDP-L-fucose biosynthesis pathway in Arabidopsis.","NM_001331256|NM_001331257|NM_001331258|NM_001331259|NM_001331260|NM_001331261|NM_001331262|NM_100004|NP_001320979|NP_001320980|NP_001320981|NP_001320982|NP_001320983|NP_001320984|NP_001320985|NP_563620",839420,"3702.AT1G01220.1","GO:0006725|GO:1901135|GO:0090407|GO:0009058|GO:0009225|GO:0006139|GO:0006793|GO:0009165|GO:0006796|GO:1901360|GO:0006807|GO:0044271|GO:0006753|GO:0008152|GO:0071704|GO:0046483|GO:0044237|GO:0044249|GO:0034641|GO:1901576|GO:0009987|GO:1901362|GO:0018130|GO:0044238|GO:1901137|GO:0034654|GO:0019438|GO:0019637|GO:0009117|GO:1901293|GO:0055086|GO:0044281|GO:0016772|GO:0016740|GO:0016773|GO:0003824|GO:0016301","13334223",1,4.79629720688301,4.56169831067759,4.93288311338129,4.6255729917887,4.95089012426221,4.79629720688301,4.94233183910997,4.98281582426817,4.67220389114174
"AT1G01225",NA,NA,"NM_100005|NP_563621",839358,"3702.AT1G01225.1",NA,"13334233",1,4.15385654205025,4.00454348164886,4.04983371256901,4.04983371256901,4.26738458847577,4.00589725522632,4.18947910256709,4.08241750669774,3.69260577518174
"AT1G01230","AtORM1|ORM1",NA,"NM_100006|NP_563622",839331,"3702.AT1G01230.1","GO:0031324|GO:0006629|GO:0044085|GO:0048519|GO:0051171|GO:0009058|GO:0019725|GO:0008610|GO:0006665|GO:0050789|GO:0065008|GO:0006807|GO:0009889|GO:0044087|GO:0044271|GO:0034248|GO:0010556|GO:0046890|GO:0048523|GO:0030148|GO:0071704|GO:0008152|GO:0009059|GO:0009890|GO:0043170|GO:1901566|GO:1901564|GO:0042592|GO:0044237|GO:0044249|GO:0009892|GO:1901576|GO:0034641|GO:0048878|GO:0009987|GO:0046467|GO:0051172|GO:0044238|GO:0006672|GO:0043604|GO:0080090|GO:0055082|GO:0071840|GO:0031326|GO:0006643|GO:0060255|GO:0050794|GO:0046513|GO:0065007|GO:0055088|GO:0019216|GO:0044255|GO:0019222|GO:0031327|GO:0043603|GO:0031323|GO:0098796|GO:0043231|GO:1902494|GO:1990234|GO:0042175|GO:0005773|GO:0031090|GO:0071944|GO:0110165|GO:0043226|GO:0016020|GO:0043229|GO:0005737|GO:0032991|GO:0012505|GO:0005622|GO:0043227|GO:0005789|GO:0005886","13334238",1,7.33859608991638,7.40207871779716,7.44640652511936,7.57889208898514,7.44511368008972,7.22155709395656,7.31157199588219,7.28373022556894,7.6507613133651
"AT1G01240",NA,NA,"NM_001331263|NM_001331264|NM_100007|NM_202006|NM_202007|NP_001320619|NP_001320620|NP_563623|NP_973735|NP_973736",839274,"3702.AT1G01240.3",NA,"13334244",1,4.57056879079272,4.62048177215621,4.17861313877789,5.40538959523633,4.72806657424165,5.22688987413942,4.60290869432093,4.65008006593316,4.76910637456995
"AT1G01250",NA,"encodes a member of the DREB subfamily A-4 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 17 members in this subfamily including TINY.","NM_100008|NP_563624",839322,"3702.AT1G01250.1",NA,"13361913",1,2.16281575408949,2.13190739783744,2.20344277785169,2.16101365350451,2.12708919239451,1.97276539669793,2.11984805860599,2.0711644346041,2.29215277584671
"AT1G01260","bHLH013|bHLH13|JAM2",NA,"NM_001083971|NM_001197954|NM_100009|NP_001077440|NP_001184883|NP_171634",839545,"3702.AT1G01260.1","GO:0006725|GO:0051171|GO:0016070|GO:0044260|GO:0010467|GO:2001141|GO:0009058|GO:0006139|GO:0050789|GO:0006355|GO:0006351|GO:1901360|GO:0006807|GO:0009889|GO:0044271|GO:0010556|GO:0010468|GO:0071704|GO:0008152|GO:0097659|GO:0046483|GO:0034645|GO:0009059|GO:0043170|GO:0044237|GO:0032774|GO:0044249|GO:1901576|GO:0034641|GO:0009987|GO:1901362|GO:0051252|GO:0044238|GO:0018130|GO:0080090|GO:0090304|GO:0034654|GO:0031326|GO:0060255|GO:0050794|GO:0019219|GO:0065007|GO:0019438|GO:1903506|GO:0019222|GO:2000112|GO:0031323|GO:1990837|GO:0043565|GO:0003700|GO:0003676|GO:0140110|GO:0000976|GO:0001067|GO:0005488|GO:0097159|GO:0003677|GO:1901363|GO:0098772|GO:0003690|GO:0043227|GO:0110165|GO:0043226|GO:0005634|GO:0043231|GO:0043229|GO:0005622","13334251",1,2.83376671954933,2.62599232463224,2.89123209401121,2.45050729005738,2.64763311655853,2.46461106113454,2.55267122337401,2.56580977575759,2.61508999892811
"AT1G01270",NA,NA,NA,NA,NA,NA,"13361916",1,2.24747168071113,1.95902041633792,1.75657769463862,1.8100816805132,2.20542555508071,2.2962908646052,1.92756074797489,1.86322508571531,1.97825134217466
"AT1G01280","CYP703|CYP703A2","member of CYP703A  CYP703A2 is expressed specifically in anthers of land plants, catalyzing the in-chain hydroxylation at the C-7 position of medium-chain saturated fatty acids (lauric acid in-chain hydroxylase) which is involved in pollen development (sporopollenin synthesis).","NM_100010|NP_171635",839470,"3702.AT1G01280.1",NA,"13334260",1,2.00804130557941,2.01041905706148,2.16631239773633,2.15186985905032,2.15186985905032,2.09872884682105,2.1889165914813,2.05195068358809,2.32741125253654
"AT1G01290","CNX3","COFACTOR OF NITRATE REDUCTASE AND XANTHINE DEHYDROGENASE 3. Encodes a protein involved in molybdenum cofactor biosynthesis. Homologous to E.coli MoaC. Expression is low in all tissues examined, except in roots. Appears to have targeting signals for chloroplast or mitochondria","NM_001160827|NM_100011|NP_001154299|NP_171636",839445,"3702.AT1G01290.1",NA,"13334264",1,4.85898875828402,4.82344378426206,4.99283817241271,5.14582560746481,4.89419391544477,4.93684489442312,5.33976426588339,4.89051786348476,5.3202996131895
"AT1G01300",NA,NA,"NM_100012|NP_171637",839375,"3702.AT1G01300.1",NA,"13334270",1,5.49759593276869,5.37925841478355,5.38430954120525,5.18530869149453,5.34857526321022,5.40278410365064,5.4247498778672,5.37925841478355,5.28758244562425
"AT1G01305",NA,NA,"NM_001123733|NP_001117205",6240609,"3702.AT1G01305.1",NA,"13334274",1,1.91986513565196,2.01523292107782,2.07785580332378,2.07785580332378,2.01523292107782,2.23209565374498,1.9505949097724,2.01523292107782,1.96754902836489
"AT1G01310",NA,NA,"NM_100013|NP_171638",839333,"3702.AT1G01310.1","GO:0005615|GO:0110165|GO:0005576","13334277",1,1.91832512899099,1.96162702797662,2.19042624381515,2.10447882877246,2.15280246683245,2.15280246683245,2.17437174906109,2.00046597484165,2.10447882877246
"AT1G01320","FLL2|REC1",NA,"NM_001197955|NM_001331265|NM_100014|NP_001184884|NP_001321495|NP_171639",839293,"3702.AT1G01320.1","GO:0005737|GO:0110165|GO:0005622","13361918",1,6.53143838368371,6.08412246933049,6.02884006793036,6.19234051523319,6.05746641345885,6.00025551571485,5.96448615985259,6.04302343344632,6.08573711727432
"AT1G01340","ACBK1|ATCNGC10|CNGC10","member of Cyclic nucleotide gated channel family","NM_001197956|NM_100016|NP_001184885|NP_563625",838832,"3702.AT1G01340.2",NA,"13361944",1,6.79844401658786,7.07160117340856,6.77766067057504,6.77235113102596,6.68164247777841,6.65034344000125,6.96765441699781,6.69027303387564,6.77513423188131
"AT1G01350",NA,NA,"NM_100017|NP_171642",838964,"3702.AT1G01350.1","GO:0006725|GO:0046483|GO:0043170|GO:0016070|GO:0006396|GO:0010467|GO:0044237|GO:0034641|GO:0009987|GO:0008380|GO:0006139|GO:0044238|GO:0034660|GO:0090304|GO:1901360|GO:0034470|GO:0006807|GO:0071704|GO:0008152|GO:1990904|GO:0032991|GO:0005634|GO:0043231|GO:0005622|GO:0043227|GO:0005684|GO:0110165|GO:0043226|GO:0005681|GO:0043229","13334281",1,5.11506105840733,5.04619566045876,5.04619566045876,4.94993959155825,5.08502683487149,5.15279257450545,4.92599762781514,5.3013230090174,4.98558842073339
"AT1G01355",NA,NA,"NM_001123734|NM_001331267|NM_001331268|NP_001117206|NP_001323010|NP_001323011",6241268,"3702.AT1G01355.1",NA,"13334287",1,2.61475248235123,2.55834677299748,2.61424799326027,2.51968709498621,2.6913290062011,2.7792233987997,2.77433040936532,2.70262923669616,2.93966147807796
"AT1G01360","PYL9|RCAR1","Encodes RCAR1 (regulatory components of ABA receptor).  Interacts with and regulates the type 2C protein phosphatases (PP2Cs) ABI1 and ABI2.  Functions as abscisic acid sensor.","NM_100018|NP_563626",838452,"3702.AT1G01360.1","GO:0031399|GO:0007165|GO:0019220|GO:0051246|GO:0043412|GO:0051171|GO:0044260|GO:0033993|GO:0036211|GO:0035303|GO:0050790|GO:0006793|GO:0071396|GO:0009755|GO:0006796|GO:0050789|GO:0051174|GO:1901701|GO:0009719|GO:0032870|GO:0006807|GO:0065009|GO:0051336|GO:0044267|GO:0019538|GO:0023052|GO:0043666|GO:0071704|GO:0008152|GO:0010033|GO:0051716|GO:0071495|GO:1901700|GO:0070887|GO:0071310|GO:0043170|GO:0010921|GO:1901564|GO:0006470|GO:0044237|GO:0007154|GO:0009987|GO:0044238|GO:0006464|GO:0080090|GO:0009737|GO:0050896|GO:0032268|GO:0009725|GO:0035304|GO:0042221|GO:0060255|GO:0050794|GO:0016311|GO:0065007|GO:0019222|GO:0031323|GO:0016788|GO:0038023|GO:0019902|GO:0016791|GO:0036094|GO:0005488|GO:0003824|GO:0019888|GO:0019899|GO:0004857|GO:0019212|GO:0004721|GO:0030234|GO:0042578|GO:0019208|GO:0031406|GO:0016787|GO:0060089|GO:0005515|GO:0098772|GO:0008289|GO:0043177|GO:0043167|GO:0043168|GO:0019903|GO:0004864|GO:0140096|GO:0005737|GO:0005634|GO:0043231|GO:0005622|GO:0043227|GO:0110165|GO:0043226|GO:0043229","13334292",1,5.07853272298898,4.91915295312106,4.9869639444685,4.94282964992442,4.95610389814452,4.90319564983231,4.76768373252322,4.77242120889874,4.7367813347629
"AT1G01370","CENH3|HTR12","Encodes a centromere-identifying  protein histone H3 variant. Localized at centromeres in both mitotic and  meiotic cells.","NM_001035850|NM_001331269|NM_001331270|NM_100019|NP_001030927|NP_001322867|NP_001322868|NP_563627",839104,"3702.AT1G01370.1","GO:0043227|GO:0110165|GO:0043226|GO:0005634|GO:0043231|GO:0005622|GO:0043229","13334298",1,5.8818308221303,5.84016624076417,5.84016624076417,5.84016624076417,5.68085530664473,5.84016624076417,5.82460297916651,6.15795784986496,5.86110498434456
"AT1G01380","ETC1","ETC1 is involved in trichome and root  hair patterning in Arabidopsis.","NM_001331271|NM_001331272|NM_100020|NP_001321146|NP_001321147|NP_171645",838096,"3702.AT1G01380.1","GO:0030154|GO:0048869|GO:0009987|GO:0032502|GO:1990837|GO:0043565|GO:0003676|GO:0000976|GO:0001067|GO:0005488|GO:0097159|GO:0003677|GO:0003690|GO:1901363|GO:0043227|GO:0110165|GO:0043226|GO:0005634|GO:0043231|GO:0005622|GO:0043229","13334311",1,2.12942968517016,2.3950283611613,2.03120879605068,2.04045062084644,2.26793843771397,2.60231500342383,2.17271980994918,2.33413884471878,1.95123982794687
"AT1G01390",NA,NA,"NM_001331273|NM_100021|NP_001322773|NP_171646",837790,"3702.AT1G01390.1",NA,"13361957",1,2.11286431599854,2.08580885389139,2.0998806930161,2.08416717300595,1.86515224261637,2.09078063624665,2.08580885389139,2.43685117499923,2.01676052429144
"AT1G01400",NA,NA,"NM_100022|NP_171647",837049,"3702.AT1G01400.1",NA,"13361960",1,2.49966210893253,2.30418110672753,2.18463059831013,2.46668978884148,2.30418110672753,2.1444722228913,2.3010602614843,2.38837837610652,2.21900392646208
"AT1G01410","APUM22|PUM22","Encodes a member of the Arabidopsis Pumilio (APUM) proteins containing PUF domain (eight repeats of approximately 36 amino acids each). PUF proteins regulate both mRNA stability and translation through sequence-specific binding to the 3' UTR of target mRNA transcripts.","NM_100023|NP_171648",837547,"3702.AT1G01410.1","GO:0050789|GO:0010608|GO:0060255|GO:0043170|GO:0065007|GO:0010467|GO:0010468|GO:0019222|GO:0071704|GO:0008152|GO:0003676|GO:0003729|GO:1901363|GO:0003723|GO:0005488|GO:0097159|GO:0005737|GO:0110165|GO:0005622","13334317",1,2.00760456272774,2.00760456272774,1.93072573662033,2.00760456272774,2.17897304443644,1.77024105338418,2.00760456272774,1.94498168048177,2.00760456272774
"AT1G01420","UGT72B3",NA,"NM_001331274|NM_100024|NP_001322549|NP_171649",837503,"3702.AT1G01420.1",NA,"13361967",1,2.61674574568817,2.29850058794011,2.39894281454334,3.096857465033,2.18345593786947,2.03919115984789,2.36339462778072,2.73428143265492,2.19764527129797
"AT1G01430","MOAT3|TBL25","Encodes a member of the TBL (TRICHOME BIREFRINGENCE-LIKE) gene family containing a plant-specific DUF231 (domain of unknown function) domain. TBL gene family has 46 members, two of which (TBR/AT5G06700 and TBL3/AT5G01360) have been shown to be involved in the synthesis and deposition of secondary wall cellulose, presumably by influencing the esterification state of pectic polymers. A nomenclature for this gene family has been proposed (Volker Bischoff & Wolf Scheible, 2010, personal communication).","NM_100025|NP_171650",837247,"3702.AT1G01430.1","GO:0016746|GO:0016747|GO:0016740|GO:0016407|GO:0003824|GO:0008374|GO:0005737|GO:0043231|GO:0012505|GO:0005622|GO:0005794|GO:0043227|GO:0005773|GO:0071944|GO:0110165|GO:0043226|GO:0016020|GO:0043229|GO:0005886","13361970",1,6.02340035818305,5.98892157970573,5.99125543721081,6.19177141528718,6.22305934619948,6.02340035818305,6.02340035818305,5.90728802057006,5.5122400222697
"AT1G01440",NA,NA,"NM_100026|NP_171651",837155,"3702.AT1G01440.1",NA,"13361976",1,6.2751496813372,6.20021133262735,6.12292288781764,6.03328661032292,5.79662999092916,5.88584775932944,6.329163403681,5.92504747081342,6.0552792110211
"AT1G01448",NA,NA,NA,NA,NA,NA,"13334319",1,5.84857890026824,5.89363916514585,5.72586558278822,5.43461452596168,5.46058901294891,5.52276826715769,5.4247498778672,5.77716608014243,5.12673381536332
"AT1G01450",NA,NA,"NM_100027|NP_171652",837060,"3702.AT1G01450.1","GO:0050789|GO:0050896|GO:0007165|GO:0051716|GO:0050794|GO:0065007|GO:0007154|GO:0009987|GO:0023052|GO:0016772|GO:0016740|GO:0016773|GO:0140096|GO:0003824|GO:0016301|GO:0004672|GO:0005737|GO:0110165|GO:0005622","13361983",1,2.57796911319109,2.63262722413582,2.64319285930265,2.16906892530114,2.57588984332954,2.41258614778305,2.69146863481049,2.64324340747012,2.35773043415571
"AT1G01453",NA,NA,"NM_001123735|NM_001123736|NP_001117207|NP_001117208",6240388,"3702.AT1G01453.2","GO:0071944|GO:0110165|GO:0016020|GO:0005886","13361985",1,2.09215065361851,2.02190015757455,1.99730991089177,2.15791562144758,2.30826268637475,2.09215065361851,1.98220570720411,2.17288375514796,2.09215065361851
"AT1G01460","ATPIPK11|PIPK11","Type I phosphatidylinositol-4-phosphate 5-kinase, subfamily A.","NM_100028|NP_171653",839469,"3702.AT1G01460.1",NA,"13334327",1,2.97437717055461,2.6855375817702,2.86367191295352,2.86367191295352,2.60129416505462,2.77839063351247,2.69935689456879,2.77839063351247,2.77839063351247
"AT1G01470","AtLEA14|LEA1|LEA14|LSR3","Encodes late-embryogenesis abundant protein whose mRNA levels are induced in response to wounding and light stress. Might be involved in protection against dessication.","NM_100029|NP_171654",837071,"3702.AT1G01470.1","GO:0005737|GO:0005829|GO:0110165|GO:0005622","13361990",1,7.89577808535064,7.78816618707835,7.72079059746827,8.66399562605464,8.08488433859392,8.23281858370297,7.9657506585013,7.73118560163656,7.93440655376423
"AT1G01480","ACS2|AT-ACC2","a member of the 1-aminocyclopropane-1-carboxylate (ACC) synthase (S-adenosyl-L-methionine methylthioadenosine-lyase, EC 4.4.1.14) gene family,  isolated from a flower-specific cDNA library.","NM_100030|NM_179241|NP_171655|NP_849572",837082,"3702.AT1G01480.1",NA,"13334341",1,2.60606361726418,2.66263499549198,2.60606361726418,2.97934075866506,2.6929249145154,3.03361046928128,2.68313893564664,2.34439410226995,2.60606361726418
"AT1G01490","AtHMP01",NA,"NM_001035851|NM_001331275|NM_001331276|NM_100031|NP_001030928|NP_001321838|NP_001321839|NP_171656",839440,"3702.AT1G01490.1",NA,"13361995",1,7.04634751261923,7.48464512242659,7.06979624539265,6.70712294529273,6.53180660049738,6.64328225263217,6.90987306912657,7.04388338021838,6.87498266761353
