"TAIR","SYMBOL","GENENAME","REFSEQ","ENTREZID","STRING_id","GOSLIM_IDS","ProbesetID","count_ENSEMBL_mappings","Atha_Col-0_HypocotylCC_WT_FLT_Rep1","Atha_Col-0_HypocotylCC_WT_FLT_Rep2","Atha_Col-0_HypocotylCC_WT_FLT_Rep3","Atha_Col-0_HypocotylCC_WT_FLT_Rep4","Atha_Col-0_HypocotylCC_WT_FLT_Rep5","Atha_Col-0_HypocotylCC_WT_GC_Rep1","Atha_Col-0_HypocotylCC_WT_GC_Rep2","Atha_Col-0_HypocotylCC_WT_GC_Rep3","Atha_Col-0_HypocotylCC_WT_GC_Rep4","Atha_Col-0_HypocotylCC_WT_GC_Rep5","Atha_Col-0_HypocotylCC_HSFA2-KO_FLT_Rep1","Atha_Col-0_HypocotylCC_HSFA2-KO_FLT_Rep2","Atha_Col-0_HypocotylCC_HSFA2-KO_FLT_Rep3","Atha_Col-0_HypocotylCC_HSFA2-KO_GC_Rep1","Atha_Col-0_HypocotylCC_HSFA2-KO_GC_Rep2","Atha_Col-0_HypocotylCC_HSFA2-KO_GC_Rep3"
"AT1G15480","POCO1",NA,"NM_101417|NP_173001",838118,"3702.AT1G15480.1","GO:0005737|GO:0043231|GO:0005622|GO:0043227|GO:0110165|GO:0005739|GO:0043226|GO:0043229","262586_at",1,2.0154172030529,2.13413457773716,2.3445337741889,1.87122293040613,2.17202505090615,2.50090165627013,1.89455980285526,2.06319012245798,1.98400482487469,1.92530449729619,1.99475546562799,1.90713284987351,2.1815407136508,2.14622181839257,2.23029589220304,2.17252446096022
"AT1G15490",NA,NA,"NM_001332170|NM_001332171|NM_001332172|NM_101418|NP_001320813|NP_001320814|NP_001320815|NP_173002",838119,"3702.AT1G15490.1",NA,"262587_at",1,1.8492850729864,2.21571517710659,1.84043597072204,2.03496629131837,1.82594323280452,1.91906801808939,1.76245227875965,1.99209276901607,2.01134320693495,2.10977496773128,1.76728301400274,1.77244424876499,2.00207761256691,2.23428556383302,1.93357000258406,1.9964927167938
"AT1G15500|AT1G80300",NA,NA,NA,NA,NA,NA,"261767_s_at",2,4.81414569421473,3.83957516704686,5.07667999214023,4.35382565744424,3.60262738954519,4.79137564097056,3.10829461957493,4.852896446883,4.52352621967692,4.12661448010632,3.84946160185715,3.52339127234381,3.97652697013092,3.55315654544083,4.2760297908961,4.18314482933628
"AT1G15510","ATECB2|ECB2|VAC1","Encodes a pentatricopeptide repeat protein required for chloroplast transcript accD RNA editing and early chloroplast biogenesis.","NM_101420|NP_173004",838121,"3702.AT1G15510.1","GO:0006725|GO:0046483|GO:0043412|GO:0043170|GO:0016070|GO:0009451|GO:0044237|GO:0034641|GO:0009987|GO:0006139|GO:0044238|GO:0090304|GO:1901360|GO:0006807|GO:0071704|GO:0008152|GO:0003676|GO:1901363|GO:0003723|GO:0005488|GO:0097159|GO:0043227|GO:0110165|GO:0043226|GO:0043231|GO:0005622|GO:0043229","261762_at",1,1.75691431277725,2.10939365484855,1.61341097751388,1.74481591116909,1.59196030629299,1.71763818987802,1.67172706926849,1.85752097675008,1.86041550996214,1.82832093977571,1.89728864793046,1.78210299236371,1.52058833325394,1.85747663988042,1.96709261055259,1.69532751313833
"AT1G15520","ABCG40|ATABCG40|ATPDR12|PDR12","ABC transporter family involved in ABA transport and resistance to lead. Localizes to plasma membrane. Upregulated by lead. Expressed in leaves, flowers, stomata and roots.","NM_001332173|NM_101421|NP_001323077|NP_173005",838122,"3702.AT1G15520.1",NA,"261763_at",1,2.29154051869709,2.23017457013508,1.94012317669823,2.27502563226928,2.5779544724564,2.07151008902796,2.12018485341718,2.24229354488467,2.02599176065159,2.27477456363854,2.37614854773457,2.17257312705457,2.41407084356451,2.25984144149323,2.39261858565866,2.23178500285426
"AT1G15530","LecRK-S.1",NA,"NM_101422|NP_173006",838123,"3702.AT1G15530.1","GO:0043207|GO:0042742|GO:0009605|GO:0050896|GO:0009617|GO:0009607|GO:0006950|GO:0098542|GO:0051707|GO:0044419|GO:0006952|GO:0038023|GO:0016740|GO:0016773|GO:0003824|GO:0019199|GO:0004675|GO:0016772|GO:0004674|GO:0060089|GO:0140096|GO:0016301|GO:0004672|GO:0004888|GO:0110165|GO:0071944|GO:0016020|GO:0005886","261764_at",1,2.682436536263,2.9162911225767,2.76876440029464,2.94692725553511,2.58071680114157,2.99680068356917,2.54040303665462,2.9076924885057,2.74005395253027,2.60215723976233,2.69525868295024,2.46169066000094,2.3670780504337,2.33404124848407,2.37348570932125,2.46413114780651
"AT1G15550","ATGA3OX1|GA3OX1|GA4","Involved in later steps of the gibberellic acid biosynthetic pathway. Activated by AGAMOUS in a cal-1, ap1-1 background. Deletion of 208 bp from -1016 to -809  (&#916;-808) resulted in loss of GA-negative feedback (this sequence, which contains a 43-bp sequence GNFEI, was shown to be sufficient for GA-negative feedback).","NM_101424|NP_173008",838125,"3702.AT1G15550.1","GO:0016053|GO:0006629|GO:0043436|GO:0009416|GO:0044237|GO:0044249|GO:1901576|GO:0009058|GO:0009987|GO:0008610|GO:0006082|GO:0046394|GO:0044238|GO:0050896|GO:0009314|GO:0044283|GO:0009628|GO:0044255|GO:0019752|GO:0044281|GO:0071704|GO:0008152|GO:0016706|GO:0016705|GO:0003824|GO:0016491|GO:0051213","261768_at",1,1.88784723613659,1.92530449729619,2.05527097777288,1.8120184315218,1.74895705224552,1.81053202513695,1.94957171852819,1.85314976728533,2.17439246978192,2.05379515155054,1.92933547396203,1.9393159579872,1.98264596458917,1.77922501329094,1.88045390755115,2.2388831491931
"AT1G15570","CYCA2;3","A2-type cyclin. Negatively  regulates endocycles and acts as a key regulator of ploidy levels in  Arabidopsis endoreduplication. Interacts physically with CDKA;1. Expressed preferentially in trichomes and young developing tissues.","NM_101426|NP_173010",838127,"3702.AT1G15570.1","GO:0031399|GO:1904029|GO:0019220|GO:0051246|GO:0044772|GO:0043412|GO:0051171|GO:0000280|GO:0044260|GO:0022402|GO:0036211|GO:0050790|GO:1903047|GO:0006793|GO:0006796|GO:0051174|GO:0050789|GO:0000278|GO:0006807|GO:0065009|GO:0071900|GO:0140014|GO:0016310|GO:0044267|GO:0019538|GO:0071704|GO:0000079|GO:0043549|GO:0008152|GO:0045859|GO:0043170|GO:1901564|GO:0044237|GO:0006468|GO:0016043|GO:0009987|GO:0044770|GO:0044238|GO:0006464|GO:0080090|GO:0071840|GO:0032268|GO:0060255|GO:0006996|GO:0001932|GO:0050794|GO:0065007|GO:0007049|GO:0051726|GO:0048285|GO:0051338|GO:0042325|GO:0019222|GO:0031323|GO:0016538|GO:0019887|GO:0016773|GO:0005488|GO:0003824|GO:0004693|GO:0016772|GO:0019899|GO:0030332|GO:0016301|GO:0019207|GO:0030234|GO:0019900|GO:0004672|GO:0016740|GO:0097472|GO:0004674|GO:0005515|GO:0098772|GO:0019901|GO:0140096|GO:0005737|GO:0000307|GO:0032991|GO:0005634|GO:0043231|GO:1902494|GO:0005622|GO:1990234|GO:1902554|GO:0043227|GO:1902911|GO:0110165|GO:0043226|GO:0043229|GO:0061695","261765_at",1,1.97015535221533,2.23722014934717,2.18903904146689,1.96639175513381,1.94113815828907,2.04655750966135,1.85662988397631,1.90447972680345,2.2215020195388,2.26792555164802,2.05730862502123,1.95163207350536,2.28331969149922,1.87267616694737,2.37605829193401,1.95858900751679
"AT1G15580","ATAUX2-27|AUX2-27|IAA5","auxin induced protein","NM_101427|NP_173011",838128,"3702.AT1G15580.1",NA,"261766_at",1,1.86117391133671,1.88062912310373,2.04205641813508,2.14282416323061,1.89772920094474,1.86049905267886,2.03079770207549,1.99229662674426,1.84762089894919,1.88493283999902,1.93343609943938,1.81134171443034,1.89812028439091,1.97416263550737,1.98056713772845,1.96697811907807
"AT1G15590",NA,NA,"NM_001198075|NM_101428|NP_001185004|NP_173012",838129,"3702.AT1G15590.1",NA,"261759_at",1,1.7046099424879,1.70254703267622,1.70914622142691,1.53849942219548,1.74761902282668,1.85998021745892,1.75334501601316,1.74785669640568,1.6073516798653,1.76004088619181,1.75232494492156,1.72696543599283,1.76663940922364,1.85747663988042,1.96124822101383,1.73835990075156
"AT1G15600",NA,NA,"NM_101429|NP_173013",838130,"3702.AT1G15600.1",NA,"261760_at",1,2.24687616059265,2.08873180715153,2.21660514452267,2.50922370837539,2.7885494189409,2.22416553889417,2.15499618806701,2.21820559189133,2.2694990019525,2.07466237719156,2.4087693083632,2.21482834276536,2.11977226916708,2.07655729080221,2.16170322244519,2.38092917356471
"AT1G15640",NA,NA,"NM_001332178|NM_101433|NP_001322657|NP_173017",838134,"3702.AT1G15640.1",NA,"257480_at",1,2.22936748093712,2.45743501645674,2.62975479820164,2.65393190143391,3.18074666713648,2.38199811579998,2.32787470235096,2.45259719307994,2.45488678342355,2.1672828111062,2.23235618633318,2.511261191338,2.46715510891503,2.5606323029789,2.1057874618304,2.23204011124424
"AT1G15660","CENP-C","Encodes a homologue of the human centromeric protein C (CENP-C). CENP-C co-localizes with the 180 bp centromeric regions of chromosomes throughout the cell cycle, but does not completely cover the 180 bp regions.","NM_101434|NP_173018",838135,"3702.AT1G15660.1","GO:0044085|GO:0051641|GO:0051640|GO:0051383|GO:0045143|GO:0000280|GO:0051315|GO:0007134|GO:0022402|GO:0065003|GO:0051326|GO:0065004|GO:1903047|GO:0007059|GO:0000279|GO:0051310|GO:0000278|GO:0051234|GO:1903046|GO:0061982|GO:0022414|GO:0140014|GO:0008608|GO:0000070|GO:0022403|GO:0051382|GO:0051656|GO:0007127|GO:0043933|GO:0022607|GO:0071824|GO:0098813|GO:0034622|GO:0098764|GO:0051303|GO:0000819|GO:0051321|GO:0016043|GO:0009987|GO:0045132|GO:0051179|GO:0070925|GO:0071840|GO:0000003|GO:0006996|GO:0098762|GO:0051276|GO:0140013|GO:0007049|GO:0044848|GO:0051649|GO:0048285|GO:0007080|GO:0050000|GO:1990837|GO:0043565|GO:0003676|GO:0005488|GO:0097159|GO:0003677|GO:0003690|GO:1901363|GO:0031974|GO:0099080|GO:0043233|GO:0005634|GO:0043231|GO:0000776|GO:0000777|GO:0000779|GO:0000793|GO:0070013|GO:0000775|GO:0000780|GO:0000794|GO:0110165|GO:0043226|GO:0000778|GO:0043229|GO:0000228|GO:0043232|GO:0043228|GO:0005694|GO:0005622|GO:0043227|GO:0098687|GO:0031981","261761_at",1,3.43324877871701,2.9885697515273,3.21954346207079,3.04075134390012,3.34224530921411,2.88488549468169,2.96754332157218,2.92009556545358,3.09913744295353,2.86942453419493,2.69940615399755,2.42000523270658,2.9698946542605,3.19208918366114,2.59887863515531,2.49573053279403
"AT1G15670","KFB01|KMD2",NA,"NM_101435|NP_563979",838136,"3702.AT1G15670.1",NA,"259502_at",1,8.35972483441255,7.89109256092213,8.28880297790774,6.87876479733026,7.20630712691367,8.41709838300589,7.94478262667445,7.62578539998179,7.71811482175002,7.44029303722531,8.44933870730351,8.27573426471213,8.70069544204188,8.59765252577503,8.39822340487908,8.82749027420516
"AT1G15690","AtAVP1|ATAVP3|AtVHP1;1|AVP-3|AVP1|FUGU5|VHP1","Encodes a H(+)-translocating (pyrophosphate-energized) inorganic pyrophosphatase (H(+)-PPase; EC 3.6.1.1) located in the vacuolar membrane. Expression is found in all tissues examined, including meristems and floral organ primordium. Expression is particularly enhanced in pollen, and is repressed by light. Over expression and loss of function phenotypes suggest AVP1 is involved in regulation of apoplastic pH and auxin transport. The effect on auxin transport likely involves effects of extracellular pH on subcellular localization of auxin efflux carriers such as PIN1.","NM_001084073|NM_101437|NP_001077542|NP_173021",838138,"3702.AT1G15690.1",NA,"259504_at",1,9.38306271471391,9.61579497461735,9.13867356678875,8.85202779561852,9.16609114016541,9.09351216006424,9.26593211519262,9.2365524929256,9.10693301525026,9.0769409936788,8.92961659955597,9.24162946318453,9.32138319110669,9.28960026416009,9.00877033324217,9.28485406763881
"AT1G15700","ATPC2","One of two genes that encode the gamma subunit of Arabidopsis chloroplast ATP synthase.  It is thought to be involved in the regulation of the ATP synthase activity.","NM_101438|NP_173022",838139,"3702.AT1G15700.1","GO:0009199|GO:0009141|GO:0006754|GO:1902600|GO:0098662|GO:0006164|GO:0098660|GO:0006139|GO:0009165|GO:0046034|GO:0051234|GO:0019693|GO:0006807|GO:0006753|GO:0072521|GO:0006163|GO:0071704|GO:0009145|GO:0009205|GO:1901566|GO:0044237|GO:0009201|GO:0034641|GO:0046390|GO:0034220|GO:0009259|GO:0009150|GO:0044238|GO:0018130|GO:1901137|GO:0009260|GO:0034654|GO:0019438|GO:0019637|GO:0009117|GO:1901293|GO:0044281|GO:0006725|GO:1901135|GO:0090407|GO:0006810|GO:0009058|GO:0072522|GO:0006812|GO:0098655|GO:0006793|GO:0006796|GO:1901360|GO:0009206|GO:0044271|GO:0008152|GO:0046483|GO:0015672|GO:0055085|GO:0006811|GO:1901564|GO:0044249|GO:1901576|GO:1901362|GO:0009987|GO:0051179|GO:0015986|GO:0015985|GO:0009142|GO:0009144|GO:0055086|GO:0009152|GO:0009534|GO:0009579|GO:0005743|GO:0043231|GO:0031090|GO:0110165|GO:0043226|GO:0031967|GO:0043229|GO:0005622|GO:0005740|GO:0045259|GO:0031975|GO:0098798|GO:0098796|GO:0031966|GO:0031976|GO:0042651|GO:0034357|GO:0005753|GO:0019866|GO:0031984|GO:0005739|GO:0016020|GO:0009507|GO:0009535|GO:0016469|GO:0009536|GO:0005737|GO:0032991|GO:0098800|GO:0043227","259485_at",1,3.52340747551733,3.20090965409878,3.29053294059963,3.17925619222574,3.34049086619396,3.97684143291355,3.53797121089724,3.82210335461378,3.01743484165835,2.97059569260031,3.13420767097734,2.40190495784639,3.02312066561329,3.07772847742761,3.21337258885441,2.9237948281843
"AT1G15710",NA,NA,"NM_101439|NP_173023",838140,"3702.AT1G15710.1",NA,"259486_at",1,2.32355116372969,2.32191897401307,2.50753267174864,2.24217086183792,2.13286637949707,2.2759162551708,2.57124994885755,2.35766373788667,2.15068866674933,2.1552160106136,2.37002266544796,2.50182129768854,2.26045983101019,2.33005057615626,2.20764893723014,2.29277336709892
"AT1G15720","TRFL5","Arabidopsis thaliana myb family transcription factor (At1g15720)","NM_101440|NP_173024",838141,"3702.AT1G15720.1",NA,"259487_at",1,1.99424479834289,2.31451211952303,2.09962180090342,2.20634756497942,2.15396252711072,2.18470269965266,1.97869601825671,2.02478225187555,2.46256251075611,2.18382638932484,2.08689862460605,2.15914797007608,2.25641190299658,2.00211190947586,2.5957159635573,2.37718126606052
"AT1G15730",NA,NA,"NM_101441|NP_173025",838142,"3702.AT1G15730.1","GO:0005737|GO:0110165|GO:0005622","259499_at",1,1.85658844064647,2.64778610031405,2.22993199030993,2.22243847624135,2.34638050164043,2.52355466423563,2.84012181621082,2.13125120913264,2.62565685326474,2.10197210106379,2.17821666290759,2.26375553911832,2.27807771839797,2.21589523245308,2.43507501613485,2.23868148882659
"AT1G15740",NA,NA,"NM_101442|NP_563980",838143,"3702.AT1G15740.1","GO:0009057|GO:0019941|GO:0043170|GO:0043161|GO:0044260|GO:0030163|GO:1901564|GO:1901565|GO:0044237|GO:0009987|GO:0044238|GO:0006511|GO:0043632|GO:0006807|GO:0044257|GO:0006508|GO:0031146|GO:0009056|GO:1901575|GO:0010498|GO:0044267|GO:0051603|GO:0019538|GO:0044265|GO:0044248|GO:0008152|GO:0071704|GO:0019005|GO:0032991|GO:0000151|GO:0031461|GO:0005622|GO:1902494|GO:1990234","259500_at",1,6.98895091842356,6.83106594548095,6.72014907993202,6.64235573795886,6.92457360138532,6.88416273062019,6.56608556825367,7.18133781731008,6.68093974298866,6.93587593298193,6.34026504042921,6.23490328686867,6.6810950231897,6.1728797494482,6.34141886936293,6.63585000414736
"AT1G15750","TPL|WSIP1","Encodes a protein with several WD40 repeats at the C-terminus and predicted protein-protein interaction domains at the N-terminus.  Together with the TOPLESS-RELATED PROTEINS (TPRs), it is thought to be involved in transcriptional repression of root-promoting genes in the top half of the embryo during the transition stage of embryogenesis. It can also interact with IAA12 through the EAR domain of IAA12 and the CTLH domain of TPL. The ability of IAA12 to repress transcription is diminished in a tpl-1 mutant background.|Encodes a protein with several WD40 repeats at the C-terminus and predicted protein-protein interaction domains at the N-terminus.  Together with the TOPLESS-RELATED PROTEINS (TPRs), it is thought to be involved in transcriptional repression of root-promoting genes in the top help of the embryo during the transition stage of embryogenesis. The ability of IAA12 to repress transcription is diminished in a tpl-1 mutant background.|Encodes a protein with several WD40 repeats at the C-terminus and predicted protein-protein interaction domains at the N-terminus.  Together with the TOPLESS-RELATED PROTEINS (TPRs), it is thought to be involved in transcriptional repression of root-promoting genes in the top help of the embryo during the transition stage of embryogenesis.  The ability of IAA12 to repress transcription is diminished in a tpl-1 mutant background.","NM_001035973|NM_001035974|NM_101443|NM_179341|NP_001031050|NP_001031051|NP_563981|NP_849672",838144,"3702.AT1G15750.3","GO:0006725|GO:0016070|GO:0051171|GO:0044260|GO:0010467|GO:2001141|GO:0009058|GO:0006139|GO:0050789|GO:0006355|GO:0006351|GO:1901360|GO:0006807|GO:0009889|GO:0044271|GO:0010556|GO:0010468|GO:0071704|GO:0008152|GO:0097659|GO:0046483|GO:0034645|GO:0009059|GO:0043170|GO:0044237|GO:0032774|GO:0044249|GO:1901576|GO:0034641|GO:1901362|GO:0009987|GO:0051252|GO:0018130|GO:0044238|GO:0080090|GO:0090304|GO:0031326|GO:0034654|GO:0060255|GO:0019219|GO:0050794|GO:0065007|GO:0019438|GO:1903506|GO:2000112|GO:0019222|GO:0031323","259501_at",1,7.36787162086132,6.74743030992747,7.45768248492702,6.40812418814902,6.42821304507949,7.05379469264991,6.8941495576292,7.10860760008223,6.97591225662034,6.8233067305549,7.4193975091939,6.67425870843671,7.48895976399965,6.92809155579005,7.57534989206173,7.88216756752406
"AT1G15780","AtMed15a|MED15_1|NRB4",NA,"NM_001332183|NM_001332184|NM_101446|NP_001321150|NP_001321151|NP_173030",838147,"3702.AT1G15780.1",NA,"259488_at",1,2.83913146091494,2.04338661919719,2.62150644246206,2.44683604398964,2.25076282362571,2.70074226961223,2.18256310245427,2.3663276101018,2.34255512367984,2.48948201092254,2.72791807725168,2.55524431209439,2.6069188880224,2.30260408295959,2.37089688811155,2.6236010138074
"AT1G15790",NA,NA,"NM_001332185|NM_001332186|NM_001332187|NM_101447|NM_202108|NP_001322875|NP_001322876|NP_001322877|NP_173031|NP_973837",838148,"3702.AT1G15790.2","GO:0003676|GO:1901363|GO:0031490|GO:0003682|GO:0005488|GO:0097159|GO:0003677","259489_at",1,2.01387084455015,2.40543717172757,2.20981001345236,2.36835834011482,2.2340700092362,2.15017697321901,2.46938618200499,2.12147601567496,1.93688687357175,2.2452388100842,2.84765614396061,2.81616396904439,2.91611470077172,2.02994569685607,2.03496629131837,2.94875046958163
"AT1G15800",NA,NA,"NM_101448|NP_173032",838149,"3702.AT1G15800.1",NA,"259490_at",1,2.83798576981735,2.60781257039812,2.37555556153539,2.49878808365231,2.43723138117696,2.65935878931637,3.19134841652309,2.5664461777743,2.35843186789932,2.40754305036549,2.3276301626324,2.47708575341438,2.53790193683521,3.37488589927993,2.63242999813351,2.7536672841911
"AT1G15810",NA,NA,"NM_101449|NP_563982",838150,"3702.AT1G15810.1",NA,"259505_at",1,2.59332381722396,2.23241305990692,2.71913020700634,2.72102068907335,2.57100729706695,2.75647365274907,2.70731167447957,2.83465845494006,2.4097654247336,2.48922848278046,2.50933147742538,2.42384241883726,2.47700021758981,2.83460565480555,2.82321801908983,2.31172800160963
"AT1G15820","CP24|LHCB6","Lhcb6 protein (Lhcb6), light harvesting complex of photosystem II.","NM_101450|NP_173034",838151,"3702.AT1G15820.1","GO:0050896|GO:0009416|GO:0009314|GO:0015979|GO:0006091|GO:0044237|GO:0009628|GO:0009987|GO:0008152","259491_at",1,2.08587990232727,2.05039538874603,1.9901744610628,2.01057448895611,1.69210316378994,1.99697386226081,1.77257512722109,2.12790232639239,1.8707273187115,1.84114743694028,2.26907367252837,2.34371562907744,2.1502413086289,1.96420261345185,1.96272140108784,2.00827707134035
"AT1G15830",NA,NA,"NM_001332188|NM_001332189|NM_101451|NP_001322620|NP_001322621|NP_173035",838153,"3702.AT1G15830.1",NA,"259492_at",1,2.12353695000686,2.26914081002565,2.45154819397063,2.43947781617082,2.55687503304122,2.26872285861609,2.63077798106488,2.57493373535337,2.48662991356204,2.34110128480042,2.42736798710414,2.39848120826835,2.44106926309306,2.09370256707912,2.19523275895812,1.9865986391514
"AT1G15840",NA,NA,"NM_101452|NP_173036",838154,"3702.AT1G15840.1",NA,"259493_at",1,2.64219628879348,2.3629570241599,2.53592312609747,2.63239049150297,2.53300268201966,2.88020389713108,2.72731408486645,2.66837075175472,2.25822628226124,2.14296068405952,2.17303152876418,2.53741646941502,2.7820790284846,2.07614413862334,2.19662390075203,2.29352293231504
"AT1G15850",NA,NA,"NM_101453|NP_173037",838155,"3702.AT1G15850.1",NA,"259494_at",1,1.87175671300352,1.9258701726724,1.72033647767635,1.6963396234992,1.99511191908095,1.86585823745884,1.882351688491,1.9956880208184,1.95751879721993,1.70051671534068,1.66435046702912,1.84046010240522,1.65291719882209,1.68406976386946,2.1378473426201,1.95499664809686
"AT1G15860",NA,NA,"NM_001160872|NM_001198077|NM_101454|NP_001154344|NP_001185006|NP_563983",838156,"3702.AT1G15860.3","GO:0051173|GO:0031399|GO:0051246|GO:0043412|GO:0051171|GO:0044260|GO:0031325|GO:0044093|GO:0036211|GO:0050790|GO:0031401|GO:0050789|GO:0051347|GO:0009893|GO:0065009|GO:0006807|GO:0044267|GO:0019538|GO:0032446|GO:0048518|GO:0008152|GO:0071704|GO:0016567|GO:0070647|GO:0043170|GO:0043085|GO:1901564|GO:0044237|GO:0010604|GO:0009987|GO:0006464|GO:0048522|GO:0044238|GO:0080090|GO:0032268|GO:0051247|GO:0060255|GO:0050794|GO:0065007|GO:0032270|GO:0051338|GO:0019222|GO:0031323|GO:0019899|GO:0044390|GO:0005515|GO:0005488|GO:0032991|GO:0000151|GO:0005622|GO:1902494|GO:1990234","259497_at",1,5.30672537793384,4.92889637576094,5.17565749047641,5.65114154677507,5.00202571583147,5.50401737576133,5.51477025853832,5.52110823177696,5.2369865378586,5.50948704128406,5.46639820937254,5.19930868566349,5.42782468538132,5.34698925682411,5.7644558047272,5.35814572318923
"AT1G15870",NA,NA,"NM_101455|NP_563984",838157,"3702.AT1G15870.1","GO:0010628|GO:0051173|GO:0010608|GO:0034250|GO:0051246|GO:0051171|GO:0006518|GO:0044260|GO:0031325|GO:0140053|GO:0010467|GO:0009058|GO:0006412|GO:0050789|GO:0009891|GO:0009893|GO:0006807|GO:0009889|GO:0044271|GO:0010557|GO:0034248|GO:0010556|GO:0010468|GO:0044267|GO:0019538|GO:0048518|GO:0045727|GO:0071704|GO:0008152|GO:0034645|GO:0009059|GO:0043170|GO:1901566|GO:1901564|GO:0032543|GO:0044237|GO:0044249|GO:0031328|GO:1901576|GO:0034641|GO:0009987|GO:0010604|GO:0044238|GO:0048522|GO:0043604|GO:0080090|GO:0051247|GO:0043043|GO:0032268|GO:0031326|GO:0060255|GO:0050794|GO:0065007|GO:0006417|GO:0032270|GO:0006414|GO:0019222|GO:2000112|GO:0043603|GO:0031323|GO:0003723|GO:0003676|GO:0045182|GO:0005488|GO:0097159|GO:0043022|GO:0043021|GO:0003729|GO:1901363|GO:0044877|GO:0005737|GO:0043231|GO:0005622|GO:0043227|GO:0110165|GO:0005739|GO:0043226|GO:0043229","259503_at",1,2.23864987159968,2.22940746693919,2.23554848179394,2.25051859541773,2.23744927421819,2.25386214922741,2.53785009243346,2.16550778478584,2.07730365551438,2.39017749059547,2.12483585667535,2.18178227833357,2.35014259903352,2.22988593868313,2.00267124254458,2.27815328427548
"AT1G15880","atgos11|GOS11","Golgi SNARE 11 protein (GOS11)","NM_101456|NP_563985",838158,"3702.AT1G15880.1","GO:0048199|GO:0006888|GO:0006906|GO:0051641|GO:0051640|GO:0061024|GO:0090174|GO:0006810|GO:0032879|GO:0060627|GO:0050789|GO:0051049|GO:0051234|GO:0051650|GO:0016050|GO:0051656|GO:0048284|GO:0051648|GO:0016192|GO:0016043|GO:0006903|GO:0048193|GO:0060341|GO:0009987|GO:0051179|GO:0071840|GO:0061025|GO:0050794|GO:0006996|GO:0065007|GO:0051649|GO:0046907|GO:0060090|GO:0005515|GO:0005488|GO:0030674|GO:0098588|GO:0098796|GO:0031985|GO:0043231|GO:0005794|GO:0031201|GO:0005773|GO:0031984|GO:0031090|GO:0071944|GO:0110165|GO:0043226|GO:0016020|GO:0005795|GO:0043229|GO:0005737|GO:0032991|GO:0012505|GO:0005622|GO:0005801|GO:0043227|GO:0098791|GO:0000139|GO:0005886","259498_at",1,6.18244425282049,6.26914285803165,5.97110608860064,6.10363627745027,6.45575106293341,6.46449447655022,6.74934747011373,6.55605930398026,6.3694738939967,6.26583738153176,6.21216469290719,6.30738245096463,5.88189256120179,6.23265097421355,6.28877186846701,6.2508165494851
"AT1G15890",NA,NA,"NM_001332190|NM_101457|NP_001322964|NP_173041",838159,"3702.AT1G15890.1",NA,"259495_at",1,2.21337282775721,2.47246092870902,1.95042638812079,2.18529596858956,2.12870200432993,2.03043596869996,2.13087908653009,2.10608365767001,2.25158078378651,2.38882772402254,2.07115438299224,2.34083010252621,2.22926199071275,2.05572415225094,2.54277702900769,2.12141615762578
"AT1G15900",NA,NA,"NM_101458|NP_173042",838160,"3702.AT1G15900.1",NA,"259496_at",1,1.95797501411091,2.24966075521501,2.01696531649923,2.09314270655825,2.02751778342475,1.80707699295146,2.06645308403552,2.1157471058302,1.86662537560851,2.08840504902241,2.10229264947754,2.1639353948026,2.15904814211341,2.02190808347502,1.88762211668401,2.11647517290201
"AT1G15910|AT4G00380",NA,NA,NA,NA,NA,NA,"261837_s_at",2,4.27047950641377,3.46030681190699,4.23608959807286,3.76084700945098,3.78124525819559,4.29187569434218,3.44591784376822,4.20583491375359,3.52941958454497,3.63432780861708,3.58502816143108,3.38387284080551,3.45514308306039,3.92568689432431,3.86913103827122,3.80978328372435
