"TAIR","SYMBOL","GENENAME","REFSEQ","ENTREZID","STRING_id","GOSLIM_IDS","ProbesetID","count_ENSEMBL_mappings","Atha_Col-0_HypocotylCC_ARG1-KO_FLT_Rep1","Atha_Col-0_HypocotylCC_ARG1-KO_FLT_Rep2","Atha_Col-0_HypocotylCC_ARG1-KO_FLT_Rep3","Atha_Col-0_HypocotylCC_ARG1-KO_FLT_Rep4","Atha_Col-0_HypocotylCC_ARG1-KO_GC_Rep1","Atha_Col-0_HypocotylCC_ARG1-KO_GC_Rep2","Atha_Col-0_HypocotylCC_ARG1-KO_GC_Rep3","Atha_Col-0_HypocotylCC_ARG1-KO_GC_Rep4","Atha_Col-0_HypocotylCC_WT_FLT_Rep1","Atha_Col-0_HypocotylCC_WT_FLT_Rep2","Atha_Col-0_HypocotylCC_WT_FLT_Rep3","Atha_Col-0_HypocotylCC_WT_FLT_Rep4","Atha_Col-0_HypocotylCC_WT_FLT_Rep5","Atha_Col-0_HypocotylCC_WT_GC_Rep1","Atha_Col-0_HypocotylCC_WT_GC_Rep2","Atha_Col-0_HypocotylCC_WT_GC_Rep3","Atha_Col-0_HypocotylCC_WT_GC_Rep4","Atha_Col-0_HypocotylCC_WT_GC_Rep5"
"AT2G02870",NA,NA,"NM_001035882|NM_001035883|NM_126342|NP_001030959|NP_001030960|NP_178390",814818,"3702.AT2G02870.1","GO:0043227|GO:0110165|GO:0043226|GO:0005634|GO:0043231|GO:0005622|GO:0043229","266747_at",1,5.48040623742903,5.34856193292732,4.76118596166966,4.7663535966745,5.09619566860343,4.72943929216174,5.31896773648043,5.17878859446268,5.3925761409169,5.19273919151008,5.53336189359999,5.31113817651827,4.60922804498523,5.11770670650654,5.19289445787694,4.95594260116749,4.76092172649559,5.02716554903103
"AT2G02880",NA,NA,"NM_126343|NP_178391",814819,"3702.AT2G02880.1",NA,"266796_at",1,2.33382161920071,2.26198776031992,2.35122494812998,2.13248256326434,2.7469636559453,2.55330084601606,2.23627625815905,2.44667602008334,2.34377113817633,2.40226577222321,2.27162918375335,2.61774645841652,2.20652041531087,2.48090060484122,1.97457826676779,2.45983094826297,2.36686347413797,2.22580515757234
"AT2G02930|AT4G02520",NA,NA,NA,NA,NA,NA,"266746_s_at",2,8.97033491931383,9.03773351042454,8.04682790842845,7.68082398714578,8.22382763419831,8.04590449362549,8.03906611700129,8.05726168641901,8.17025171440842,7.77720355795751,8.74585675825814,8.56563608468536,7.53325144381078,8.44695524012395,8.20166953962621,7.85591731525478,8.48068001140925,8.26291800258123
"AT2G02950","PKS1","Encodes a basic soluble protein which can independently bind to either PHYA or PHYB, regardless of whether the phytochromes are in the Pr or Pfr state.  PKS1 can be phosphorylated by oat phyA in vitro in a light regulated manner.  It is postulated to be a negative regulator of phyB signalling.","NM_126347|NP_565292",814823,"3702.AT2G02950.1",NA,"266745_at",1,1.79031051638817,1.98878066376703,1.73706824660335,1.60185262083387,1.7060941622868,1.79261887264045,1.84036409895404,1.8004727176545,1.97641176908297,2.08545840002452,2.00109587787231,1.9362988821396,1.875235534323,1.79738596050501,1.84036950880935,1.94567941634009,1.89384297882723,1.99722947151073
"AT2G02960",NA,NA,"NM_001335149|NM_126348|NM_179598|NM_201676|NM_201677|NM_201678|NP_001324224|NP_178396|NP_849929|NP_973405|NP_973406|NP_973407",814825,"3702.AT2G02960.5","GO:0016567|GO:0070647|GO:0043412|GO:0043170|GO:0044260|GO:1901564|GO:0036211|GO:0044237|GO:0009987|GO:0006464|GO:0044238|GO:0006807|GO:0044267|GO:0019538|GO:0032446|GO:0008152|GO:0071704|GO:0016740|GO:0004842|GO:0140096|GO:0003824|GO:0019787|GO:0110165|GO:0016020","266791_at",1,2.69715770942957,2.82921393399513,2.77677315912714,3.00898903559435,2.59269603960098,2.51092284342499,2.54111376959429,2.48627512697626,2.37622737627281,2.62372813264498,2.46286116225953,3.00631302396918,2.75584755995802,2.83132149174398,2.65016225280067,2.57111667716546,2.77572025891232,2.38588431827363
"AT2G02970","APY6|AtAPY6",NA,"NM_126349|NP_565293",814826,"3702.AT2G02970.1",NA,"266744_at",1,2.93368434695467,2.92313996996853,2.79461153626326,2.53585233176488,3.37018896992753,2.62683825466392,2.82737349458854,3.08134725524596,2.83077161019627,2.72583337880868,2.95379265304104,2.67019403400015,2.7449351104242,2.60887948478972,2.62780328045236,2.52968219260902,3.10837378192099,2.47978834203197
"AT2G02980","OTP85","Encodes a chloroplast RNA editing factor.","NM_126350|NP_178398",814827,"3702.AT2G02980.1",NA,"266794_at",1,1.83489228745347,1.89999901217719,1.841428857081,1.84583130175041,1.94237046064853,1.71943165270447,1.82420404706768,1.72865834395168,1.90085558175204,1.62521878734588,1.58622385849606,1.64684664530728,1.88061127399995,1.75773743127353,1.86449431257953,1.80594805731886,1.81929739483243,1.89218361939625
"AT2G02990","ATRNS1|RNS1","member of the ribonuclease T2 family, responds to inorganic phosphate starvation, and inhibits production of anthocyanin.  Also involved in wound-induced signaling independent of jasmonic acid.","NM_126351|NP_178399",814828,"3702.AT2G02990.1","GO:0006725|GO:0046483|GO:0009057|GO:0046700|GO:0016070|GO:0043170|GO:0044260|GO:0044237|GO:0034641|GO:0009987|GO:0006139|GO:0044238|GO:0044270|GO:0090304|GO:0019439|GO:1901360|GO:0006807|GO:1901361|GO:0009056|GO:0006401|GO:1901575|GO:0034655|GO:0044265|GO:0008152|GO:0071704|GO:0044248|GO:0140098|GO:0016788|GO:0004518|GO:0003824|GO:0004521|GO:0016787|GO:0004519|GO:0004540|GO:0110165|GO:0005576","266743_at",1,2.6036020413392,2.3493962375518,2.50360035572291,2.75088363745194,2.62054155112635,2.49842369600428,2.5601307268445,2.37846839796939,2.42268199999373,2.96556870662993,2.7757448260277,2.48269213739455,2.07930587312395,3.11961863959024,2.46430711283491,2.50591654937476,2.67833523187042,3.19597925014191
"AT2G03020|AT4G16540",NA,NA,NA,NA,NA,NA,"266772_s_at",2,1.98284620918651,2.01490477030041,1.87793609059084,2.30425605686418,2.20383019504156,1.81828656364204,2.15892966143725,2.21070004240872,1.94358189736949,2.38025115487729,1.87762447011419,2.05283914320318,2.06324107661234,2.23350541376034,1.99644432763861,2.09424791220005,2.02194090300469,1.84485657180654
"AT2G03050","EMB93|SOLDAT10","A locus involved in embryogenesis. Mutations in this locus result in embryo lethality.","NM_001335150|NM_126357|NP_001324457|NP_178405",814834,"3702.AT2G03050.1","GO:0071840|GO:0016043|GO:0009657|GO:0009987|GO:0006996|GO:0009658|GO:0005737|GO:0043231|GO:0005622|GO:0043227|GO:0110165|GO:0009507|GO:0043226|GO:0043229|GO:0009536","266742_at",1,3.12845571181932,3.5420786905719,3.01020584811775,3.1334783883725,3.22680914042898,3.02631362428527,2.99221442931837,2.83563482007619,2.95535849118582,2.98289025429244,2.74906990460994,2.91495573868653,3.06026294069863,3.00598790978498,2.98780137105131,2.89432475655526,3.50590558535225,3.31699136330677
"AT2G03060","AGL30","Encodes a member of the MIKC (MADS box, Keratin binding domain, and C terminal domain containing )family of transcriptional regulators. AGL30 is expressed in pollen.It forms heterodimers with other MICK family members.","NM_001335151|NM_001335152|NM_001335153|NM_001335154|NM_001335155|NM_001335156|NM_001335157|NP_001318186|NP_001318187|NP_001323519|NP_001323520|NP_001323521|NP_001323522|NP_001323523",814835,"3702.AT2G03060.2","GO:0006725|GO:0051171|GO:0016070|GO:0044260|GO:0006357|GO:0010467|GO:2001141|GO:0009058|GO:0006139|GO:0050789|GO:0006355|GO:0006351|GO:1901360|GO:0006807|GO:0009889|GO:0044271|GO:0010556|GO:0010468|GO:0071704|GO:0008152|GO:0097659|GO:0046483|GO:0034645|GO:0009059|GO:0043170|GO:0044237|GO:0032774|GO:0044249|GO:1901576|GO:0034641|GO:0009987|GO:1901362|GO:0051252|GO:0044238|GO:0018130|GO:0080090|GO:0090304|GO:0034654|GO:0031326|GO:0060255|GO:0050794|GO:0019219|GO:0065007|GO:0019438|GO:1903506|GO:0006366|GO:0019222|GO:2000112|GO:0031323|GO:0000987|GO:0003700|GO:0003676|GO:0000976|GO:0000977|GO:0001067|GO:0005488|GO:0003690|GO:1990837|GO:0043565|GO:0140110|GO:0097159|GO:0003677|GO:0000978|GO:0098772|GO:1901363|GO:0000981|GO:0031974|GO:0043233|GO:0005634|GO:0043231|GO:0000785|GO:0070013|GO:0110165|GO:0043226|GO:0000790|GO:0043229|GO:0000228|GO:0043232|GO:0043228|GO:0005622|GO:0005694|GO:0043227|GO:0031981","266793_at",1,1.97831080665877,1.98189331959532,2.12651480262759,1.99261048039868,2.09845067888638,1.95046927891014,2.07141244121411,1.91308280572506,1.99721683052744,2.09459122275605,1.91873072065626,1.97319690747647,2.31353937367378,2.11178252364544,2.15195687079349,2.02744331094272,2.06576941250446,1.91491702019325
"AT2G03070","MED8","Encodes a subunit of the Mediator complex.  Regulates plant defense and flowering.","NM_126359|NP_178407",814836,"3702.AT2G03070.1",NA,"266795_at",1,3.01742400342354,3.1398819724522,2.36222417415338,2.37861257889641,2.3864803039823,2.33258535914894,2.77315889521486,3.16329189812227,2.03949705980719,2.35505269162301,2.61170345251413,2.32225282459359,1.97220912776751,2.1467367680952,2.45786402589672,2.60245415376861,2.49228155514572,2.16669260194687
"AT2G03090","ATEXP15|ATEXPA15|ATHEXP|EXP15|EXPA15","member of Alpha-Expansin Gene Family. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio).  Involved in the formation of nematode-induced syncytia in roots of Arabidopsis thaliana.","NM_126361|NP_178409",814838,"3702.AT2G03090.1",NA,"266770_at",1,2.63795737456862,2.41300960238044,2.44958968616337,2.09002133283355,2.42518766047393,2.17580697445627,2.13582511491619,2.52144310190021,2.47600331911518,2.25941375291299,2.43377402023775,2.5898740029383,2.64567310813108,2.53611098912856,2.44958968616337,2.53764511204955,2.48619041789642,2.44126720908965
"AT2G03110",NA,NA,"NM_001335158|NM_001335159|NM_126362|NP_001318188|NP_001323851|NP_178410",814840,"3702.AT2G03110.1","GO:0050789|GO:0060255|GO:0043170|GO:0065007|GO:0010467|GO:0010468|GO:0019222|GO:0071704|GO:0008152|GO:0003676|GO:0003729|GO:1901363|GO:0003723|GO:0005488|GO:0097159|GO:0005737|GO:0005634|GO:0043231|GO:0005622|GO:0043227|GO:0110165|GO:0043226|GO:0043229","266730_at",1,2.07605598171456,1.99460793841027,1.98397977058442,1.92385774066572,2.11899452195993,2.17592224477841,2.27435077277337,2.01032998320659,1.89854399313074,2.23512198446309,1.87028842774073,1.99692886573028,2.33817125058321,1.8577195518143,1.94427490319456,2.04287720692441,2.41763348611593,2.09921064514369
"AT2G03120","ATSPP|SPP","homologous to Signal Peptide Peptidases (SPP), required for pollen development and pollen germination. No homozygotes could be recovered from a T-DNA insertion mutant.","NM_126363|NP_565294",814841,"3702.AT2G03120.1","GO:0033619|GO:0043170|GO:0006518|GO:0044260|GO:1901564|GO:0051604|GO:0010467|GO:0044237|GO:0034641|GO:0009987|GO:0016485|GO:0044238|GO:0006807|GO:0006508|GO:0006465|GO:0044267|GO:0019538|GO:0008152|GO:0071704|GO:0043603|GO:0016787|GO:0008233|GO:0004175|GO:0140096|GO:0003824|GO:0097478|GO:0043231|GO:0042175|GO:0005773|GO:0031090|GO:0110165|GO:0071944|GO:0043226|GO:0016021|GO:0016020|GO:0098552|GO:0043229|GO:0031227|GO:0031301|GO:0005737|GO:0031300|GO:0031224|GO:0012505|GO:0005622|GO:0030176|GO:0043227|GO:0005886|GO:0098562|GO:0005789","266709_at",1,5.43790484333035,5.0217011974638,6.88954868684003,6.05826688303601,5.9362952361661,6.09532116080684,6.0702439458194,6.21786728530155,6.20308258438205,5.69846568600738,5.97896245024664,5.97363192731192,5.99904553745738,6.27278247409546,6.22641982788441,6.1167339863632,6.47686914674315,6.53480869733889
"AT2G03130",NA,NA,"NM_126364|NP_178412",814842,"3702.AT2G03130.1",NA,"266729_at",1,2.68315677818366,2.39782318506543,2.30784618186903,2.38401521550301,2.27091742770598,2.00447044100973,2.33247362293525,2.42807928678213,2.13616742117132,2.31770689338334,2.32371955344544,2.56138255110345,2.27052577581527,2.46724475466131,2.5172484113004,2.74038303441099,2.12530807222112,2.55356921621961
"AT2G03140",NA,NA,"NM_001202574|NM_001335160|NM_001335161|NM_001335162|NM_001335163|NM_001335164|NM_001335165|NM_001335166|NM_001335167|NM_001335168|NM_001335169|NM_126365|NP_001189503|NP_001318189|NP_001324740|NP_001324741|NP_001324742|NP_001324743|NP_001324744|NP_001324745|NP_001324746|NP_001324747|NP_001324748|NP_178413",814843,"3702.AT2G03140.2",NA,"266728_at",1,2.98970269350255,2.86602317900801,2.70775097414203,2.67418781816005,2.39042499021917,2.83075137452742,2.76316593332432,2.56383363608058,2.72248971159434,2.4318031820336,2.55093022557807,2.72565310624614,2.64994688762636,2.96481623494441,2.41036104805763,2.69713367308206,2.55919508121552,2.42955047963131
"AT2G03150","emb1579|RSA1",NA,"NM_001335170|NM_126366|NP_001323719|NP_178414",814844,"3702.AT2G03150.1","GO:0006725|GO:0016070|GO:0051171|GO:0044260|GO:0010467|GO:2001141|GO:0009058|GO:0006139|GO:0050789|GO:0006355|GO:0006351|GO:1901360|GO:0006807|GO:0009889|GO:0044271|GO:0010556|GO:0010468|GO:0071704|GO:0008152|GO:0097659|GO:0046483|GO:0034645|GO:0009059|GO:0043170|GO:0044237|GO:0032774|GO:0044249|GO:1901576|GO:0034641|GO:1901362|GO:0009987|GO:0051252|GO:0018130|GO:0044238|GO:0080090|GO:0090304|GO:0031326|GO:0034654|GO:0060255|GO:0019219|GO:0050794|GO:0065007|GO:0019438|GO:1903506|GO:2000112|GO:0019222|GO:0031323|GO:0003713|GO:0003712|GO:0140110|GO:0030374|GO:0098772|GO:0043227|GO:0110165|GO:0043226|GO:0005634|GO:0043231|GO:0043229|GO:0005622","266727_at",1,5.44628467369123,5.2981921358068,4.70354262435976,4.84786940270852,4.80441612435036,4.89684766941375,4.98570536762179,5.62766121255605,4.92793893514024,5.15161619376045,4.95440463783654,5.01751752887486,4.01887488964151,4.41182975653079,4.95876112907955,4.60147397039015,4.68851503746413,4.36033968008051
"AT2G03160","ASK19|SK19",NA,"NM_126367|NP_565295",814845,"3702.AT2G03160.1","GO:0009057|GO:0019941|GO:0043170|GO:0043161|GO:0044260|GO:0030163|GO:1901564|GO:1901565|GO:0044237|GO:0009987|GO:0044238|GO:0006511|GO:0043632|GO:0006807|GO:0044257|GO:0006508|GO:0031146|GO:0009056|GO:1901575|GO:0010498|GO:0044267|GO:0051603|GO:0019538|GO:0044265|GO:0044248|GO:0008152|GO:0071704|GO:0005515|GO:0005488|GO:0005737|GO:0005634|GO:0043231|GO:0005622|GO:0043227|GO:0110165|GO:0043226|GO:0043229","266726_at",1,1.84632180966853,1.94484546046568,1.90136361179373,1.8848447537621,1.96371853716078,1.83764095706627,1.86412091338168,1.89313404821713,2.02125709058096,1.8832806684489,1.61793291097906,1.9495339407965,1.90004463952583,1.80803616015621,1.88937467996437,1.8001206231182,1.78237628809908,1.76834774841858
"AT2G03170","ASK14|SK14",NA,"NM_126368|NP_565296",814846,"3702.AT2G03170.1","GO:0009057|GO:0019941|GO:0043170|GO:0043161|GO:0044260|GO:0030163|GO:1901564|GO:1901565|GO:0044237|GO:0009987|GO:0044238|GO:0006511|GO:0043632|GO:0006807|GO:0044257|GO:0006508|GO:0031146|GO:0009056|GO:1901575|GO:0010498|GO:0044267|GO:0051603|GO:0019538|GO:0044265|GO:0044248|GO:0008152|GO:0071704|GO:0005515|GO:0005488|GO:0005737|GO:0005634|GO:0043231|GO:0005622|GO:0043227|GO:0110165|GO:0043226|GO:0043229","266725_at",1,2.203952398739,1.9643650357033,2.53825670004646,2.01586287743576,2.1799047530103,2.00888369172964,2.08036624813965,2.00021958773996,1.95785198284267,2.04596409645041,1.89145681535345,2.17167448918829,2.17035597686637,2.08619835146045,2.2367716689675,2.04564148169594,2.31913939583709,2.17713952604303
"AT2G03180",NA,NA,"NM_126369|NP_178417",814847,"3702.AT2G03180.1",NA,"266724_at",1,1.73252722955075,1.89241890509687,1.96951975063247,1.75930234173968,2.03064927358884,2.10586714835857,1.91989508161462,1.91448060373723,1.92471894274057,1.89863036722613,1.95283438476084,2.05413853096095,2.17046520379892,1.80418400276296,1.87298864218973,1.894585246365,1.73140856661431,2.14392063324415
"AT2G03190","ASK16|SK16","one of SKP1 homologs. Gene is expressed specifically in the silique.","NM_126370|NP_565297",814848,"3702.AT2G03190.1","GO:0009057|GO:0019941|GO:0043170|GO:0043161|GO:0044260|GO:0030163|GO:1901564|GO:1901565|GO:0044237|GO:0009987|GO:0044238|GO:0006511|GO:0043632|GO:0006807|GO:0044257|GO:0006508|GO:0031146|GO:0009056|GO:1901575|GO:0010498|GO:0044267|GO:0051603|GO:0019538|GO:0044265|GO:0044248|GO:0008152|GO:0071704|GO:0005515|GO:0005488|GO:0005737|GO:0005634|GO:0043231|GO:0005622|GO:0043227|GO:0110165|GO:0043226|GO:0043229","266723_at",1,1.74893874099482,1.7110566199208,1.64268523713444,1.6306149214127,2.01218537018461,1.65497277950834,1.66655384637895,1.70926605341104,1.57324684727504,1.69718200656691,1.56070827813924,1.90872073560695,1.78026569269599,1.84804334611089,1.73422422650865,1.71692383672335,1.82202860512441,1.80254860906772
"AT2G03200","ASPR1",NA,"NM_126371|NP_565298",814849,"3702.AT2G03200.1","GO:0110165|GO:0005576","266708_at",1,2.06809430529824,2.12220077732662,2.09249847760199,2.01404685602268,2.02663027601856,2.27350169326171,2.16935295542985,2.07565041640955,2.11131228080973,1.86476418116707,2.02667270601926,2.03814793977919,1.9734419122178,2.04136477857608,1.73137399967879,2.22684339951043,2.12764931535285,2.29514614570518
"AT2G03210","ATFUT2|FUT2","member of Glycosyltransferase Family- 37","NM_001335171|NM_001335172|NM_126372|NP_001325359|NP_001325360|NP_178420",814850,"3702.AT2G03210.1","GO:0044042|GO:0044085|GO:0044260|GO:0042546|GO:0009058|GO:0071554|GO:0006073|GO:0009250|GO:0005975|GO:0071704|GO:0008152|GO:0010383|GO:0016051|GO:0070589|GO:0010410|GO:0034645|GO:0009059|GO:0000271|GO:0043170|GO:0044036|GO:0034637|GO:0044237|GO:0044249|GO:1901576|GO:0009987|GO:0044038|GO:0044238|GO:0005976|GO:0071840|GO:0044262|GO:0033692|GO:0044264|GO:0016758|GO:0016757|GO:0016740|GO:0008417|GO:0003824|GO:0005737|GO:0043231|GO:0012505|GO:0005622|GO:0005794|GO:0005773|GO:0043227|GO:0071944|GO:0110165|GO:0043226|GO:0016020|GO:0043229|GO:0005886","266722_at",1,2.13472525566551,2.22180843645558,2.34842269489508,2.24777496354624,1.99513291130279,2.43217474801386,2.44123558697588,2.49160238711241,2.13209178943591,2.02620267604805,2.41888919084257,2.7344084773549,2.61455396983078,2.12155097270712,2.55012689993126,2.14403295007079,2.53330195173179,2.38534529926137
"AT2G03220","ATFT1|ATFUT1|FT1|FUT1|MUR2","member of Glycosyltransferase Family- 37","NM_126373|NP_178421",814851,"3702.AT2G03220.1","GO:0044042|GO:0044085|GO:0044260|GO:0042546|GO:0009058|GO:0071554|GO:0006073|GO:0009250|GO:0005975|GO:0071704|GO:0008152|GO:0010383|GO:0016051|GO:0070589|GO:0010410|GO:0034645|GO:0009059|GO:0000271|GO:0043170|GO:0044036|GO:0034637|GO:0044237|GO:0044249|GO:1901576|GO:0009987|GO:0044038|GO:0044238|GO:0005976|GO:0071840|GO:0044262|GO:0033692|GO:0044264|GO:0016758|GO:0016757|GO:0016740|GO:0008417|GO:0003824|GO:0005737|GO:0043231|GO:0012505|GO:0005622|GO:0005794|GO:0005773|GO:0043227|GO:0071944|GO:0110165|GO:0043226|GO:0016020|GO:0043229|GO:0005886","266721_at",1,2.29333627506423,2.22662418110879,2.1566933742829,2.62181289701538,2.43891725390852,1.91447882737533,2.25162940646781,2.04214715910252,2.44683317495258,2.28605593111502,2.30181965689291,2.34573977304072,2.20246993356074,2.14674753432078,2.13094769291299,1.77091282275622,2.05495986236237,2.01258923712959
"AT2G03240",NA,NA,"NM_126375|NP_178423",814853,"3702.AT2G03240.1","GO:0051716|GO:0006811|GO:0006810|GO:0007154|GO:0031667|GO:0009991|GO:0009987|GO:0051179|GO:0050896|GO:0009605|GO:0009267|GO:0006950|GO:0051234|GO:0031669|GO:0006820|GO:0042594|GO:0071496|GO:0033554|GO:0015698|GO:0031668|GO:0015318|GO:0008509|GO:0022857|GO:0036094|GO:0005488|GO:0015075|GO:0043168|GO:0043167|GO:0015103|GO:0005215|GO:0005737|GO:0043231|GO:0012505|GO:0005622|GO:0005794|GO:0005773|GO:0043227|GO:0071944|GO:0110165|GO:0043226|GO:0016020|GO:0043229|GO:0005886","266732_at",1,6.66443280188318,6.17841363631087,6.11070961608841,6.09340205888091,5.66048078835478,5.46318177942416,6.02596755641004,6.22348801291341,6.33696844617558,5.23030809097417,6.36249306129579,5.36082727495825,4.23801874059998,5.27428345545595,5.22408491311517,5.69783194646241,5.59657115392703,5.44436306632316
"AT2G03260",NA,NA,"NM_001335175|NM_126377|NP_001324493|NP_178425",814855,"3702.AT2G03260.1","GO:0051716|GO:0006811|GO:0006810|GO:0007154|GO:0031667|GO:0009991|GO:0009987|GO:0051179|GO:0050896|GO:0009605|GO:0009267|GO:0006950|GO:0051234|GO:0031669|GO:0006820|GO:0042594|GO:0071496|GO:0033554|GO:0015698|GO:0031668|GO:0015318|GO:0008509|GO:0022857|GO:0036094|GO:0005488|GO:0015075|GO:0043168|GO:0043167|GO:0015103|GO:0005215|GO:0005802|GO:0043231|GO:0005794|GO:0005773|GO:0031984|GO:0071944|GO:0110165|GO:0043226|GO:0016020|GO:0043229|GO:0005737|GO:0012505|GO:0005622|GO:0043227|GO:0098791|GO:0005886","266731_at",1,2.03142435640169,2.07247349671296,2.2992500161843,2.02852478901088,2.14305842496387,2.08331695649147,2.15992664026341,2.14682198309704,2.23443258455354,1.98006304543963,2.09329979037026,2.15738755571993,2.44708611639572,2.09022996952919,2.59670941366361,2.10861701422719,2.18448996546406,2.00350752909222
"AT2G03270",NA,NA,"NM_126378|NP_565299",814856,"3702.AT2G03270.1",NA,"266679_at",1,6.47739308721138,5.6704034614429,5.27191237912351,5.56671586538496,5.4155781297973,5.07586663438009,5.96516653921277,6.06451148823456,5.2102943760812,4.53091930333538,5.2835520081411,5.39658323687758,4.39922514519632,5.30106843533673,4.57454091742988,5.19491281050159,4.44963036398213,4.64226874458336
"AT2G03280","RRT3",NA,"NM_001035886|NM_126379|NP_001030963|NP_178427",814857,"3702.AT2G03280.2","GO:0005737|GO:0043231|GO:0005622|GO:0043227|GO:0110165|GO:0009507|GO:0043226|GO:0043229|GO:0009536","266733_at",1,2.07528791683343,1.95610520001592,1.96373362442427,2.02141772639453,1.92844586459232,1.81280305741725,1.98779702142865,1.89054250210603,2.04608678933436,1.96404838667599,1.91957542770266,1.62730727015298,2.13480856177846,1.98203407814238,2.12480128755513,2.27146109712792,2.05774026734532,1.9827900187555
"AT2G03290|AT2G03040",NA,NA,NA,NA,NA,NA,"257366_s_at",2,1.81966224295165,1.85375268811894,1.96046503846642,1.89351537227923,1.88210539009066,1.97497262695598,1.91103869856309,2.06993370807953,1.78301058036542,1.75821811157097,1.85863593427745,1.77980306139847,1.87255661394674,1.96109210893054,1.71335440588139,1.91890386090648,2.03326870649485,2.12531138255684
"AT2G03300|AT2G03030",NA,NA,NA,NA,NA,NA,"266741_s_at",2,2.09232730715036,2.26121937678487,2.18164850024383,2.12971056940205,1.94215527092434,1.90737198099318,2.02421927683929,2.14223283265559,2.15301556472791,2.28573998480826,2.23767663038933,2.05224127549546,2.58284020068601,2.11593877534222,2.4220711793894,2.15146539610488,2.02070251646254,1.93505418163857
"AT2G03310",NA,NA,"NM_126382|NP_178430",814860,"3702.AT2G03310.1",NA,"266707_at",1,2.19129213181031,2.40931061259381,2.57446639149099,2.1300347834848,2.56482778194403,2.44771392093171,2.89661201004786,2.6492890547378,2.4739546868161,2.27206779907662,2.39872285798271,2.48000269744839,3.27489001803811,2.20664085161594,2.82666379329205,2.4796008060783,2.15810527283084,2.69043611713488
"AT2G03320",NA,NA,"NM_001335176|NM_001335177|NP_001318191|NP_001324006",814861,"3702.AT2G03320.1",NA,"266706_at",1,1.82808008822463,1.53667630680026,2.02715550955107,1.84793954439605,1.8415484393933,2.02415142506244,1.793758375121,1.95884050102402,1.86833043069343,1.99388471235704,1.88946993859921,1.80536323884032,1.84901228769744,1.80653498786738,1.99714040660095,1.93749469847999,2.07487848865471,1.82457615365683
"AT2G03330|AT3G11810",NA,NA,NA,NA,NA,NA,"265712_s_at",2,7.77629459190988,7.81483681193158,7.42578138699724,7.64828609502514,7.53921191656408,7.53891140534031,7.73650614779927,7.75263126229837,7.45044016402876,7.34874772469903,7.68293844090609,7.77337623696896,7.69349596016673,7.49093470324055,7.39394965926349,7.93201555711122,7.00844785989133,7.43073501326092
"AT2G03340","WRKY3","Encodes WRKY DNA-binding protein 3 (WRKY3).","NM_126385|NP_178433",814863,"3702.AT2G03340.1",NA,"265718_at",1,2.71381946153766,2.46432920113443,2.40328632329755,2.22373780454179,2.46292720331045,2.61700892546927,2.23768384147556,2.28100053529292,2.54755754693213,2.25947455701684,2.27644976501943,2.42260284758965,2.43612126216994,2.59242251733326,2.31801426404195,2.25332785054648,2.52225954664841,2.18828465178688
"AT2G03350",NA,NA,"NM_126386|NP_565300",814864,"3702.AT2G03350.1",NA,"265716_at",1,2.14638930370798,1.74486877630542,2.38231511882997,2.18354381731551,2.45670576703605,2.49128196945086,2.24268775920528,2.0217374658905,2.4477541832612,2.44877779363915,2.50611729058538,2.11356819283055,2.19411395139318,2.46724475466131,2.43402483675644,2.60600811014903,2.16862929604374,2.3732378433945
"AT2G03360",NA,NA,"NM_001124784|NM_126387|NP_001118256|NP_178435",814865,"3702.AT2G03360.2","GO:0016740|GO:0016757|GO:0003824","265711_at",1,2.29742590449436,2.52457588625841,2.36550533335821,2.31211572363597,2.21376389292206,2.27216028663534,2.31666865959954,2.28836036918445,2.35629879871741,2.20629762165041,2.19141081254354,2.46896566826032,2.32708566339477,2.47691895427368,2.22198688045498,2.25411618155829,2.59589455439605,2.60805019901579
"AT2G03370",NA,NA,"NM_001335178|NM_126388|NP_001325194|NP_178436",814866,"3702.AT2G03370.1","GO:0016740|GO:0016757|GO:0003824","265710_at",1,2.24531180773297,2.2289438399885,2.37200905681708,2.26923736111701,2.14004827049839,2.19855425016935,2.51055201560586,2.30206541369991,2.2094440687979,2.41826229625656,2.23745552609584,2.428255468335,2.46566878207543,2.55070093867758,2.3294309673382,2.63208491590621,2.60122575890706,2.27801640105736
"AT2G03380","PPR96",NA,"NM_126389|NP_178437",814867,"3702.AT2G03380.1","GO:0006725|GO:0046483|GO:0043412|GO:0043170|GO:0016070|GO:0009451|GO:0044237|GO:0034641|GO:0009987|GO:0006139|GO:0044238|GO:0090304|GO:1901360|GO:0006807|GO:0071704|GO:0008152|GO:0003676|GO:1901363|GO:0003723|GO:0005488|GO:0097159|GO:0043227|GO:0110165|GO:0043226|GO:0043231|GO:0005622|GO:0043229","265708_at",1,1.95984437423871,2.01810840311946,1.95776781060383,1.95614158220852,1.91003553094946,2.05460680287931,1.93789496572757,2.0667505219202,1.85512965214651,2.09773216865725,2.09119746947585,1.89775750146287,2.48438275366021,1.86954415550953,2.15448681664038,2.06197809605187,2.24107781471547,2.11891219693861
