"TAIR","SYMBOL","GENENAME","REFSEQ","ENTREZID","STRING_id","GOSLIM_IDS","ProbesetID","count_ENSEMBL_mappings","Atha_Col0_sl_noHeat_noAnox_Rep2","Atha_Col0_sl_Heat_noAnox_Rep1","Atha_Col0_sl_Heat_noAnox_Rep2","Atha_Col0_sl_noHeat_Anox_Rep1","Atha_Col0_sl_noHeat_Anox_Rep2","Atha_Col0_sl_Heat_Anox_Rep1","Atha_Col0_sl_Heat_Anox_Rep2","Atha_Col0_sl_noHeat_noAnox_Rep1"
"AT2G43420","RTN20",NA,"NM_129903|NP_565998",818943,"3702.AT2G43420.1","GO:0016491|GO:0003824|GO:0016616","260550_at",1,8.21863370265788,7.05562409149529,6.77917388507844,7.75373353899067,7.51941736521439,6.6281197917642,6.9521933399785,8.20234642978196
"AT2G43430","GLX2-1|GLY1","Encodes a predicted mitochondrial glyoxalase GLX2-1.  Studies using recombinant protein show that GLX2-1 contains a dinuclear metal binding site, but does not have glyoxalase 2 activity.","NM_001337029|NM_129904|NM_201950|NP_001323646|NP_565999|NP_973679",818944,"3702.AT2G43430.1",NA,"260552_at",1,7.92928658542865,8.50776069078243,8.03149545583163,8.5003478802798,8.67242880008068,8.47023933317141,8.67119656971267,8.63123082145836
"AT2G43450|AT2G09475",NA,NA,NA,NA,NA,NA,"260537_at",2,3.84179844502688,4.0610511848513,3.98185837426027,4.2577102300818,3.76995238999419,4.17430468319555,3.87850995785888,3.93034764993545
"AT2G43460",NA,NA,"NM_129907|NP_181874",818947,"3702.AT2G43460.1|3702.AT3G59540.1",NA,"260538_at",1,10.8461806080388,10.6382869935614,10.3849522477268,11.3930570764357,10.6303363501713,10.3148467958881,9.8184802472743,11.0126769676174
"AT2G43480",NA,NA,"NM_129909|NP_181876",818949,"3702.AT2G43480.1","GO:0050896|GO:0006950|GO:0016684|GO:0016491|GO:0003824|GO:0030312|GO:0005618|GO:0005911|GO:0070161|GO:0009506|GO:0030054|GO:0009505|GO:0110165|GO:0071944","260539_at",1,4.26553068502262,4.43682264114592,4.30317835883263,4.15907289464845,4.36603195996457,4.36737365415857,4.25837696660201,4.39370695057645
"AT2G43500","NLP8",NA,"NM_001161101|NM_001337037|NM_001337038|NM_001337039|NM_001337040|NM_001337041|NM_001337042|NM_001337043|NM_001337044|NM_001337045|NM_001337046|NP_001154573|NP_001318414|NP_001325288|NP_001325289|NP_001325290|NP_001325291|NP_001325292|NP_001325293|NP_001325294|NP_001325295|NP_001325296",818951,"3702.AT2G43500.2",NA,"260540_at",1,5.9072401293373,9.59040157533174,9.59712617012705,6.1717137670463,7.24180416697861,9.60143332336086,10.0535114357054,5.87168596919884
"AT2G43510","ATTI1|TI1","Member of the defensin-like (DEFL) family. Encodes putative trypsin inhibitor protein which may function in defense against herbivory.","NM_129912|NP_181879",818952,"3702.AT2G43510.1",NA,"260551_at",1,9.466614700444,8.8177211588161,8.50453120116779,8.7149754799587,10.4268907363826,9.61274220095103,9.82434288458952,8.38643886180289
"AT2G43520","ATTI2|TI2","Encodes putative trypsin inhibitor protein which may function in defense against herbivory.  Member of the defensin-like (DEFL) family.","NM_129913|NP_181880",818953,"3702.AT2G43520.1",NA,"260546_at",1,5.97591816644399,6.36548799646558,6.65212276266779,6.26881424390094,7.68990278774623,6.67389041037352,7.1595232238249,5.74788522977355
"AT2G43530",NA,"Encodes a defensin-like (DEFL) family protein.","NM_129914|NP_181881",818954,"3702.AT2G43530.1",NA,"260541_at",1,11.0270312760641,9.9829188591518,10.0399839452698,10.6432241255793,10.7848312167084,10.5375061046612,10.7636818932115,10.0741366041598
"AT2G43535",NA,"Encodes a defensin-like (DEFL) family protein.","NM_129915|NP_566000",818955,"3702.AT2G43535.1",NA,"260549_at",1,12.0640995771492,11.4285133692046,11.9159225121987,12.0174848399361,12.4803112606723,11.9387565246459,12.119366025712,11.793023790801
"AT2G43540",NA,NA,"NM_129916|NP_566001",818956,"3702.AT2G43540.1",NA,"260544_at",1,6.70908568479241,6.64065665274419,6.66062732011504,7.45524423670758,7.10394767990293,6.5356653312291,6.6816107997476,7.34453572686803
"AT2G43550",NA,"Encodes a defensin-like (DEFL) family protein.","NM_129917|NP_566002",818957,"3702.AT2G43550.1",NA,"260547_at",1,7.86677375358847,7.95996124091994,7.43164928693771,8.53172886849129,8.07948101679642,7.11069211098861,6.82755679920246,8.29046298628295
"AT2G43560",NA,NA,"NM_001337047|NM_129918|NP_001325097|NP_181884",818958,"3702.AT2G43560.1",NA,"260542_at",1,8.47349350485217,10.463622834465,10.1349376416451,9.44729182712397,8.9247356459592,10.137170630092,10.2401679009853,9.0959807599472
"AT2G43570","CHI",NA,"NM_129919|NP_181885",818959,"3702.AT2G43570.1",NA,"260568_at",1,8.1746581145747,6.40883363782334,6.0193654597704,5.79882841551188,5.40911173492557,5.87709475995949,5.81060936969726,5.94592700217058
"AT2G43580",NA,NA,"NM_129920|NP_181886",818960,"3702.AT2G43580.1",NA,"260561_at",1,4.41320002952642,5.23092266418214,5.11983127819085,4.39810955809387,4.64921368853193,4.40673882066803,4.62361019643074,4.34237904229292
"AT2G43590",NA,NA,"NM_129921|NP_181887",818961,"3702.AT2G43590.1",NA,"260560_at",1,10.6275670598747,9.14586010402908,8.32307282453811,9.07302085543253,8.84423938313193,7.3236302703236,7.63022458703807,9.35076059817655
"AT2G43600",NA,NA,"NM_001337048|NM_129922|NP_001318415|NP_181888",818962,"3702.AT2G43600.1",NA,"260558_at",1,4.19507957052871,4.49218069249121,4.38660505319842,4.474149951821,4.12011626173624,4.17895337545752,4.15630946343834,4.37111332568486
"AT2G43610",NA,NA,"NM_129923|NP_181889",818963,"3702.AT2G43610.1",NA,"260557_at",1,9.57265332453708,7.56092415548687,6.15895972136152,8.80162385411174,8.23736427661029,6.78094407044979,6.8608103572875,8.76568242675694
"AT2G43620",NA,NA,"NM_129924|NP_181890",818964,"3702.AT2G43620.1",NA,"260556_at",1,10.3074413399972,7.97962301158267,6.83383684255992,8.55433558438342,8.37174134667041,6.79174879640855,7.15640025609407,8.16093546441542
"AT2G43630",NA,NA,"NM_180065|NP_850396",818965,"3702.AT2G43630.1","GO:0005737|GO:0043231|GO:0005622|GO:0043227|GO:0110165|GO:0009507|GO:0043226|GO:0043229|GO:0009536","260586_at",1,9.11985595052661,10.989204833007,11.1223304522646,9.43900142556275,9.30918138832847,10.9696136094763,11.0343287189334,8.86591531914217
"AT2G43640",NA,NA,"NM_001084581|NM_001202815|NM_129926|NP_001078050|NP_001189744|NP_181892",818966,"3702.AT2G43640.1","GO:0051641|GO:0070972|GO:0033036|GO:0034613|GO:0006810|GO:0006605|GO:0071705|GO:0072594|GO:0045047|GO:0009987|GO:0015833|GO:0045184|GO:0008104|GO:0051179|GO:0042886|GO:0071702|GO:0070727|GO:0051234|GO:0015031|GO:0051649|GO:0006886|GO:0046907|GO:0033365|GO:0072599|GO:0005737|GO:1990904|GO:0110165|GO:0032991|GO:0005622","260569_at",1,8.45310480438074,8.78587829013532,8.48612158867751,8.95430308040616,8.51154065932013,8.45414763251833,8.26238065874854,8.26244305907101
"AT2G43650","EMB2777|EMB2796|THAL",NA,"NM_180066|NP_850397",818967,"3702.AT2G43650.1","GO:0006725|GO:0046483|GO:0044085|GO:0016070|GO:0043170|GO:0006364|GO:0000462|GO:0006396|GO:0010467|GO:0044237|GO:0034641|GO:0009987|GO:0006139|GO:0044238|GO:0071840|GO:0034660|GO:0090304|GO:1901360|GO:0034470|GO:0006807|GO:0016072|GO:0022613|GO:0042254|GO:0030490|GO:0042274|GO:0008152|GO:0071704|GO:0031974|GO:0034455|GO:0032040|GO:0043233|GO:0005634|GO:0043231|GO:0070013|GO:0005730|GO:0110165|GO:0043226|GO:0043229|GO:0043232|GO:1990904|GO:0043228|GO:0032991|GO:0005622|GO:0043227|GO:0030684|GO:0031981","260585_at",1,5.66468948693925,4.7802654504951,4.50906914346085,5.83055976661154,5.02042801127314,4.48869722593598,4.90442634859576,4.81016550642069
"AT2G43660",NA,NA,"NM_180067|NM_201951|NP_850398|NP_973680",818968,"3702.AT2G43660.2",NA,"260584_at",1,4.08908792253063,4.4065597868858,4.141419515464,4.1176924506679,4.16480270908411,4.28146930913451,4.18186657744407,4.15099606027942
"AT2G43670",NA,NA,"NM_129929|NP_181895",818969,"3702.AT2G43670.1",NA,"260611_at",1,4.28346119735136,4.2080869300066,4.1142284866143,4.1176924506679,4.43147393996519,4.24623152412518,4.44420549965392,4.13049476939468
"AT2G43680","IQD14",NA,"NM_001161102|NM_001337049|NM_001337050|NM_180068|NM_201952|NP_001154574|NP_001318416|NP_001324566|NP_850399|NP_973681",818970,"3702.AT2G43680.1",NA,"260610_at",1,9.10735479636397,8.42560193985733,8.71499400534659,9.06159653174086,9.31994840125953,8.45024740627757,8.61032645665984,9.11760120835574
"AT2G43690","LecRK-V.3",NA,"NM_001337051|NM_001337052|NM_129931|NP_001318417|NP_001323490|NP_181897",818971,"3702.AT2G43690.1","GO:0043207|GO:0042742|GO:0009605|GO:0050896|GO:0009617|GO:0009607|GO:0006950|GO:0098542|GO:0051707|GO:0044419|GO:0006952|GO:0038023|GO:0016740|GO:0016773|GO:0003824|GO:0019199|GO:0004675|GO:0016772|GO:0004674|GO:0060089|GO:0140096|GO:0016301|GO:0004672|GO:0004888|GO:0110165|GO:0071944|GO:0016020|GO:0005886","260609_at",1,4.88954408105356,4.5270734820461,4.65995408739399,4.68961779534058,4.71987762406318,4.11369497222469,4.23056026399,4.64795247410227
"AT2G43700","LecRK-V.4",NA,"NM_001337053|NM_001337054|NM_001337055|NM_001337056|NM_129932|NP_001324409|NP_001324410|NP_001324411|NP_001324412|NP_181898",818972,"3702.AT2G43700.1","GO:0043207|GO:0042742|GO:0009605|GO:0050896|GO:0009617|GO:0009607|GO:0006950|GO:0098542|GO:0051707|GO:0044419|GO:0006952|GO:0038023|GO:0016740|GO:0016773|GO:0003824|GO:0019199|GO:0004675|GO:0016772|GO:0004674|GO:0060089|GO:0140096|GO:0016301|GO:0004672|GO:0004888|GO:0110165|GO:0071944|GO:0016020|GO:0005886","260607_at",1,5.07496247908519,5.0995692728076,5.06198762943749,4.84666018992983,5.0776950159956,5.01273197668386,5.16977358333065,4.89867351971549
"AT2G43710","AtSSI2|FAB2|LDW1|SSI2","Encodes a stearoyl-ACP desaturase, involved in fatty acid desaturation. The ssi2 mutants have increased 18:0 and reduced 18:1 fatty acids. Exogenous application of glycerol to wild type plants mimics the ssi2 mutant phenotype. The altered 18:1 fatty acid content in the ssi2 mutants has an impact on SA- and JA-mediated defense signaling. ssi2 mutants resulted in hyper-resistance to green peach aphid and antibiosis activity in petiole exudates.","NM_129933|NM_180069|NP_181899|NP_850400",818973,"3702.AT2G43710.1","GO:0006629|GO:0043436|GO:0044237|GO:0009987|GO:0006082|GO:0032787|GO:0044238|GO:0050896|GO:0006631|GO:0006950|GO:0044255|GO:0006952|GO:0019752|GO:0071704|GO:0044281|GO:0008152|GO:0016705|GO:0003824|GO:0016491|GO:0005737|GO:0009570|GO:0043231|GO:0005622|GO:0043227|GO:0110165|GO:0009507|GO:0043226|GO:0043229|GO:0009536","260570_at",1,9.45070926074193,9.512016181445,9.4711226400697,9.34794072366125,9.03762456615297,8.71146213793262,8.70298633576494,9.44379818762302
"AT2G43740|AT2G43730",NA,NA,NA,NA,NA,NA,"257496_s_at",2,5.48267049423828,5.99954047459609,5.7775860063582,5.64870286260545,5.8332671009311,5.40393871772066,5.97147055173348,5.45110436942135
"AT2G43750","ACS1|ATCS-B|CPACS1|OASB","Arabidopsis thaliana O-acetylserine (thiol) lyase (OAS-TL) isoform oasB, the key enzyme for fixation of inorganic sulfide. It catalyzes the formation of cysteine from O-acetylserine and inorganic sulfide.","NM_001202816|NM_129937|NP_001189745|NP_181903",818978,"3702.AT2G43750.1","GO:0009566|GO:0006790|GO:0032502|GO:0040007|GO:0009058|GO:0046394|GO:0030154|GO:0009653|GO:0006807|GO:0009826|GO:1901605|GO:0022414|GO:0044703|GO:0071704|GO:0008152|GO:0016053|GO:0043436|GO:0048869|GO:0048588|GO:0060560|GO:0048589|GO:0000904|GO:0008652|GO:1901566|GO:1901564|GO:0044237|GO:0044249|GO:0000902|GO:1901576|GO:0009987|GO:0016049|GO:0006082|GO:0051704|GO:0044238|GO:0048468|GO:0003006|GO:0000003|GO:0048856|GO:0019953|GO:0032501|GO:0006520|GO:0044283|GO:0019752|GO:0044281|GO:0016740|GO:0036094|GO:0005488|GO:0003824|GO:0097159|GO:1901363|GO:0043168|GO:0043167|GO:0016765|GO:0005737|GO:0110165|GO:0005622","260566_at",1,10.7478882530838,10.4276681200743,10.4358265837092,10.780635558644,10.6542566708714,9.72555655743245,10.1111838505804,10.6886245157631
"AT2G43760","CNX6",NA,"NM_001084582|NM_001125046|NM_129938|NP_001078051|NP_001118518|NP_181904",818979,"3702.AT2G43760.1","GO:0005737|GO:0005829|GO:0110165|GO:0005622","260572_at",1,8.73435837953238,7.86174258236772,7.44768307597459,8.63242146767331,8.41553794158652,7.36201596369824,7.4131323887554,8.82819504031437
"AT2G43770",NA,NA,"NM_129939|NP_181905",818980,"3702.AT2G43770.1",NA,"260606_at",1,8.3847379239312,8.41896553793982,8.1003445325269,8.77256961841982,8.46905664250553,7.95384229649216,7.99887161454569,8.6554793446777
"AT2G43780",NA,NA,"NM_001337058|NM_001337059|NM_001337060|NM_129940|NP_001318418|NP_001324091|NP_001324092|NP_181906",818981,"3702.AT2G43780.1",NA,"260605_at",1,7.23394778531971,7.02321739177807,6.70600305381888,7.56281502613732,6.88373456351685,6.59578309056451,6.58251428678434,6.97336809818179
"AT2G43790","ATMAPK6|ATMPK6|MAPK6|MPK6","Encodes a MAP kinase induced by pathogens, ethylene biosynthesis, oxidative stress and osmotic stress.Also involved in ovule development. Homozygous mutants in a MPK3 heterozygous background are female sterile due to defects in integument development.MPK6 appears to be associated with the microsomal compartment and may be involved in mediating secretory processes.","NM_129941|NP_181907",818982,"3702.AT2G43790.1","GO:0051716|GO:0007165|GO:0043170|GO:0010467|GO:0007154|GO:0009987|GO:0050789|GO:0050896|GO:0060255|GO:0050794|GO:0065007|GO:0010468|GO:0035556|GO:0023052|GO:0019222|GO:0008152|GO:0071704|GO:0004707|GO:0016740|GO:0016773|GO:0003824|GO:0016772|GO:0004674|GO:0140096|GO:0016301|GO:0004672|GO:0005737|GO:0005634|GO:0043231|GO:0005622|GO:0043227|GO:0110165|GO:0043226|GO:0043229","260571_at",1,8.99776806206306,8.93216771101183,8.74891381847371,9.33500121331581,9.44560343541258,9.03382079539653,9.09553030161845,9.29679319319906
"AT2G43800","FH2",NA,"NM_129942|NP_181908",818984,"3702.AT2G43800.1",NA,"260565_at",1,7.70781854201834,5.96371566474034,5.49639530213482,7.37834072510345,7.53709033912444,6.11278539459953,5.77453767056912,7.72498409856944
"AT2G43810","LSM6B",NA,"NM_001084583|NM_001337061|NM_129943|NP_001078052|NP_001318419|NP_181909",818985,"3702.AT2G43810.1","GO:0006725|GO:0044085|GO:0016070|GO:0006364|GO:0006396|GO:0010467|GO:0006139|GO:0034660|GO:1901360|GO:0016071|GO:0034470|GO:0006807|GO:0042254|GO:0000398|GO:0071704|GO:0008152|GO:0046483|GO:0043170|GO:0044237|GO:0034641|GO:0009987|GO:0008380|GO:0044238|GO:0071840|GO:0090304|GO:0016072|GO:0000377|GO:0022613|GO:0006397|GO:0000375|GO:0030490|GO:0042274|GO:0003723|GO:1901363|GO:0003676|GO:0005488|GO:0097159|GO:0005732|GO:0031974|GO:0099080|GO:0005688|GO:0043233|GO:0005634|GO:0000932|GO:0043231|GO:0046540|GO:0070013|GO:0005730|GO:0110165|GO:0043226|GO:0005687|GO:0043229|GO:0036464|GO:0005682|GO:0043232|GO:0005737|GO:0043228|GO:1990904|GO:0035770|GO:0097525|GO:0030532|GO:0032991|GO:0120115|GO:0097526|GO:0005622|GO:0043227|GO:0031981|GO:0120114","260564_at",1,7.92540749648129,8.65906332756354,8.66143726686473,8.18008641752949,8.30747795935924,8.74685923195659,9.25310297319878,7.69517047562019
"AT2G43820","ATSAGT1|GT|SAGT1|SGT1|UGT74F2","Induced by Salicylic acid, virus, fungus and bacteria.Involved in the tryptophan synthesis pathway. Independent of NPR1 for their induction by salicylic acid. UGT74F1 transfers UDP:glucose to salicylic acid (forming a glucoside (SAG) and a glucose ester (SGE)), benzoic acid, and athranilate in vitro. UGT74F2 shows a weak ability to catalyze the formation of the p-aminobenzoate-glucose ester in vitro. But, UGT75B1 appears to be the dominant pABA acylglucosyltransferase in vivo based on assays in leaves, flowers, and siliques. The true biological substrate(s) of UGT74F2 are not known, but mutant plants lacking UGT74F2 have a decreased level of SAG and SGE.","NM_129944|NP_181910",818986,"3702.AT2G43820.1","GO:0016758|GO:0035251|GO:0016740|GO:0016757|GO:0046527|GO:0003824|GO:0008194","260567_at",1,8.41984104956353,7.5160809857801,6.82302988887596,8.33028948816678,8.06566875346677,8.41509947312946,8.56404035791451,8.48364361616624
"AT2G43840","UGT74F1","UGT74F1 transfers UDP:glucose to salicylic acid (forming a glucoside), benzoic acid, quercetin, and athranilate in vitro. UGT74F1 shows a weak ability to catalyze the formation of the p-aminobenzoate-glucose ester in vitro. But, UGT75B1 appears to be the dominant pABA acylglucosyltransferase in vivo based on assays in leaves, flowers, and siliques. The true biological substrate(s) of UGT74F1 are not known, but mutant plants lacking UGT74F1 have a decreased level of salicylate glucoside.","NM_129946|NM_201953|NP_181912|NP_973682",818988,"3702.AT2G43840.1","GO:0016758|GO:0035251|GO:0016740|GO:0016757|GO:0046527|GO:0003824|GO:0008194","260563_at",1,6.27297156504446,8.22125235423405,7.80701582330517,6.08342784072877,6.45854582814912,7.1214320231655,6.62317303200338,6.3193540342649
"AT2G43850","ILK1",NA,"NM_001337062|NM_129947|NM_201954|NP_001324760|NP_181913|NP_973683",818989,"3702.AT2G43850.1","GO:0016772|GO:0016740|GO:0016773|GO:0140096|GO:0003824|GO:0016301|GO:0004672","260562_at",1,6.04817702468927,6.2720879324689,6.19467503293409,6.25890697427212,6.33328964054988,7.09645638710641,6.83659537577953,6.01514478613654
"AT2G43860",NA,NA,"NM_129948|NP_181914",818990,"3702.AT2G43860.1",NA,"260559_at",1,4.52403577437216,4.49678896136981,4.26539919388147,4.57684044011585,4.54237111530499,4.30650756724798,4.62537344271604,4.48580221318755
"AT2G43870",NA,NA,"NM_129949|NP_181915",818991,"3702.AT2G43870.1",NA,"260608_at",1,4.6831649588723,4.55702390888406,4.8684650303399,4.7149510071121,4.35161800325624,4.60992472967793,4.30244238475435,4.82340716519126
"AT2G43880",NA,NA,"NM_001337063|NM_129950|NP_001324187|NP_181916",818992,"3702.AT2G43880.1",NA,"267222_at",1,4.72989126450087,4.9261161063145,4.65921868296462,4.6644242418444,4.49314231304183,4.68765924862739,4.5881397093636,5.08029406685898
"AT2G43890",NA,NA,"NM_129951|NP_181917",818993,"3702.AT2G43890.1",NA,"267228_at",1,4.11512563551517,4.28539738238632,4.26125047731633,4.10446931084432,4.11934757391089,4.08339239924664,4.09982559509256,3.9295585506403
"AT2G43900","5PTase12",NA,"NM_001337064|NM_129952|NP_001323432|NP_181918",818994,"3702.AT2G43900.1",NA,"267231_at",1,5.34694642287271,6.98784759312717,6.70888321255853,5.30152734070021,5.38831770185294,7.35206403434485,7.81478217538084,5.07687509056073
"AT2G43920|AT2G43910",NA,NA,NA,NA,NA,NA,"267233_s_at",2,10.9524987930161,10.9028820319893,11.3663603584365,11.0740006513422,11.42798499706,11.0058093445,11.1418224400182,11.085538710648
"AT2G43930",NA,NA,"NM_001337069|NM_001337070|NP_001318422|NP_001324440",818997,"3702.AT2G43930.1",NA,"267234_x_at",1,4.3810850000795,4.52259639484703,4.54033212151209,4.51156400762324,4.65885160143079,4.29160066418556,4.34678076399766,4.48936335719236
"AT2G43940","ATHOL3|HOL3",NA,"NM_180072|NP_850403",818998,"3702.AT2G43940.1",NA,"267235_at",1,8.33199303849623,8.09016014808121,8.32096629135763,8.37418497232622,8.30940300950414,7.41333098124197,7.81180062708203,8.25091066971728
"AT2G43950","ATOEP37|OEP37","Constitutes a peptide sensitive ion  channel in chloroplast outer membranes. Accumulates in germinating  seeds and developing embryos.","NM_129957|NM_180074|NP_566003|NP_850405",819000,"3702.AT2G43950.1","GO:0051179|GO:0006812|GO:0051234|GO:0006811|GO:0006810|GO:0015318|GO:0015075|GO:0022803|GO:0022857|GO:0005216|GO:0005215|GO:0015267|GO:0031975|GO:0098588|GO:0043231|GO:0009707|GO:0031090|GO:0110165|GO:0043226|GO:0009507|GO:0016021|GO:0016020|GO:0031967|GO:0043229|GO:0009536|GO:0098805|GO:0031301|GO:0005737|GO:0031300|GO:0031224|GO:0005622|GO:0031968|GO:0042170|GO:0043227|GO:0031969|GO:0009526|GO:0009941|GO:0019867","267185_at",1,8.37219630475494,8.39265260003938,8.09016014808121,8.71732966836157,8.38204847425677,8.28544443571207,8.41911980546825,8.47107738187569
"AT2G43970","AtLARP6b|LARP6b",NA,"NM_129959|NM_180075|NP_566004|NP_850406",819002,"3702.AT2G43970.1",NA,"267214_at",1,10.1747061644971,9.77156379886931,9.97841021941267,10.0026744521132,10.4137914477578,9.90068531151899,9.94754388770208,9.63851143449762
"AT2G43980","AtITPK4|ITPK4",NA,"NM_180076|NP_850407",819003,"3702.AT2G43980.1","GO:1901615|GO:0044262|GO:0044237|GO:0016310|GO:0006066|GO:0009987|GO:0005975|GO:0006793|GO:0008152|GO:0071704|GO:0044281|GO:0044238|GO:0006796|GO:0016772|GO:0016740|GO:0016773|GO:0003824|GO:0016301|GO:0005737|GO:0005829|GO:0110165|GO:0005622","267223_at",1,6.68608714826236,7.52004338777378,7.16284130729219,7.39796746360246,7.08312345535951,6.65499260191589,6.93184279795766,6.99387878573135
"AT2G43990",NA,NA,"NM_129961|NP_181927",819004,"3702.AT2G43990.1",NA,"267224_at",1,4.37972965293893,4.37028412820679,4.10891671312757,4.46822702037456,4.27700394825942,4.78102520169383,4.2885211693964,4.53333545150837
"AT2G44000",NA,NA,"NM_129962|NP_181928",819005,"3702.AT2G44000.1","GO:0071944|GO:0110165|GO:0016020|GO:0005886","267225_at",1,3.77993977153895,3.69291135162676,3.97803850608995,3.90295983724573,3.71551619078246,3.6369154546667,3.77903173815362,3.86667154059401
"AT2G44010",NA,NA,"NM_129963|NP_181929",819006,"3702.AT2G44010.1",NA,"267226_at",1,8.05105466214584,7.02760821123288,7.19304666445497,8.98324796305681,8.93269039681055,6.92672207242205,7.0819622013485,7.89753295995137
"AT2G44020",NA,NA,"NM_129964|NP_566005",819007,"3702.AT2G44020.1",NA,"267183_at",1,6.88794675466789,6.15646830601126,6.23718095994799,6.05096700203629,6.25892047701644,5.6028075983804,6.37030070484767,6.53186564815255
"AT2G44030",NA,NA,"NM_129965|NP_181931",819008,"3702.AT2G44030.1",NA,"267227_at",1,4.90385071651846,5.52080102489203,5.57916956016518,5.00171794055039,5.07462305181504,5.15548923945745,5.25770475010485,5.07969320635422
"AT2G44050","COS1","6,7-dimethyl-8-ribityllumazine synthase / DMRL synthase / lumazine synthase / riboflavin synthase [Arabidopsis thaliana]. Acts in the jasmonic acid signaling pathway.","NM_129967|NP_181933",819010,"3702.AT2G44050.1","GO:0046483|GO:1901566|GO:1901564|GO:0044237|GO:0044249|GO:0034641|GO:0009058|GO:1901576|GO:1901362|GO:0009987|GO:0018130|GO:1901360|GO:0006807|GO:0044271|GO:0044283|GO:0044281|GO:0071704|GO:0008152|GO:0016740|GO:0016765|GO:0003824","267188_at",1,10.2767133646858,9.83018818385329,9.80940485477193,10.3525939256048,9.96810958506352,9.34883033203707,9.40092947305971,10.1398115004188
"AT2G44060","LEA26",NA,"NM_129968|NM_180077|NP_181934|NP_850408",819011,"3702.AT2G44060.1",NA,"267212_at",1,11.1945478521426,10.9270242972297,10.9982366657511,11.2548772761776,11.303468809951,10.64331035396,10.6630213057042,11.067766920544
"AT2G44065",NA,NA,"NM_001337071|NM_129969|NM_201956|NP_001325084|NP_566007|NP_973685",819012,"3702.AT2G44065.2","GO:0034645|GO:0009059|GO:0043170|GO:0006518|GO:0044260|GO:1901566|GO:1901564|GO:0010467|GO:0044237|GO:0002181|GO:0044249|GO:1901576|GO:0034641|GO:0009058|GO:0009987|GO:0044238|GO:0006412|GO:0043604|GO:0043043|GO:0006807|GO:0044271|GO:0044267|GO:0019538|GO:0006414|GO:0043603|GO:0008152|GO:0071704|GO:0003735|GO:0003676|GO:0003723|GO:1901363|GO:0005198|GO:0005488|GO:0097159","267211_at",1,8.56455085529804,8.93409445184803,8.1714682819189,9.0928961709274,8.68458249794852,8.15426635803044,7.95512595524558,8.93189822767988
"AT2G44070|AT5G38640",NA,NA,NA,NA,NA,NA,"267229_s_at",2,7.08376633654002,5.47291942587897,5.36359783093503,5.91277196183898,5.86399816443369,5.56960924330233,6.11232946444124,6.26418887331651
"AT2G44080","ARL","Encodes ARL, a gene similar to ARGOS involved in cell expansion-dependent organ growth. Upregulated by brassinosteroid. Acts downstream of BRI1.","NM_180078|NP_850409",819014,"3702.AT2G44080.1",NA,"267230_at",1,10.4895872079764,8.89833953219603,9.02190618751561,10.8080857846861,10.9187756343505,9.89823429524633,10.1304210985547,9.94547632352223
"AT2G44090",NA,NA,"NM_001036460|NM_001337072|NM_001337073|NM_001337074|NM_129972|NP_001031537|NP_001324773|NP_001324774|NP_001324775|NP_566008",819015,"3702.AT2G44090.1",NA,"267186_at",1,7.15196848332992,6.91603151957869,6.22051333671615,7.01020871199171,7.16646057171045,6.43300761113712,6.4940812033297,7.21204596595945
"AT2G44100","AT-GDI1|ATGDI1|GDI1","GDP dissociation inhibitor involved in vesicular membrane traffic","NM_001084585|NM_129973|NP_001078054|NP_181938",819016,"3702.AT2G44100.1","GO:0051179|GO:0016192|GO:0009987|GO:0051234|GO:0006810|GO:0003924|GO:0097367|GO:0000166|GO:0036094|GO:0005488|GO:0003824|GO:0051020|GO:0019899|GO:0031267|GO:0030234|GO:0017137|GO:0060589|GO:0016462|GO:0017076|GO:0030695|GO:0017016|GO:0097159|GO:0016787|GO:1901265|GO:0016818|GO:0098772|GO:0005515|GO:0016817|GO:1901363|GO:0017111|GO:0043167|GO:0043168|GO:0005737|GO:0110165|GO:0005622","267236_at",1,10.9721619392509,10.7135754559874,10.5704660052148,10.8803845886274,10.7990580475379,10.8545300187439,10.8803105151232,10.9144030530718
"AT2G44110","ATMLO15|MLO15","A member of a large family of seven-transmembrane domain proteins specific to plants, homologs of the barley mildew resistance locus o (MLO) protein. The Arabidopsis genome contains 15 genes encoding MLO proteins, with localization in plasma membrane. Phylogenetic analysis revealed four clades of closely-related AtMLO genes. ATMLO15 belongs to the clade II, with ATMLO13 and ATMLO15. The gene is expressed during early seedling growth, in root tips and flower (papillae, anthers and pollen grains), as shown by GUS activity patterns. The expression of several phylogenetically closely-related AtMLO genes showed similar or overlapping tissue specificity and analogous responsiveness to external stimuli, suggesting functional redundancy, co-function, or antagonistic function(s).","NM_129974|NM_201957|NP_181939|NP_973686",819017,"3702.AT2G44110.2",NA,"267191_at",1,5.52312077694038,4.70161259712571,4.83836143486054,4.70782219727754,4.49137476220878,4.69188462226976,4.22341627899299,5.79481783230438
