"TAIR","SYMBOL","GENENAME","REFSEQ","ENTREZID","STRING_id","GOSLIM_IDS","ProbesetID","count_ENSEMBL_mappings","GSM4848939","GSM4848940","GSM4848941","GSM4848942","GSM4848943","GSM4848944","GSM4848945","GSM4848946","GSM4848947"
"AT1G01290","CNX3","COFACTOR OF NITRATE REDUCTASE AND XANTHINE DEHYDROGENASE 3. Encodes a protein involved in molybdenum cofactor biosynthesis. Homologous to E.coli MoaC. Expression is low in all tissues examined, except in roots. Appears to have targeting signals for chloroplast or mitochondria","NM_001160827|NM_100011|NP_001154299|NP_171636",839445,"3702.AT1G01290.1",NA,"13334264",1,3.46940103471933,3.58164295763399,3.9111970451627,3.4488741210195,3.35303983039483,3.43333732544485,3.4488741210195,3.4488741210195,3.4488741210195
"AT1G01300",NA,NA,"NM_100012|NP_171637",839375,"3702.AT1G01300.1",NA,"13334270",1,4.34701461550431,3.90424841513112,4.20566729345637,3.90424841513112,3.74180689838687,3.21394042164939,3.5857063968747,3.90424841513112,4.12437522568622
"AT1G01305",NA,NA,"NM_001123733|NP_001117205",6240609,"3702.AT1G01305.1",NA,"13334274",1,1.02545396300827,0.880241118522998,1.19850976535123,1.22301900192824,0.880241118522998,1.47799237725581,1.02545396300827,0.880241118522998,1.02545396300827
"AT1G01310",NA,NA,"NM_100013|NP_171638",839333,"3702.AT1G01310.1","GO:0005615|GO:0110165|GO:0005576","13334277",1,1.20618190362827,1.20618190362827,1.12411482228976,1.20618190362827,1.2112804711653,1.20618190362827,1.20618190362827,1.20618190362827,1.30799027329637
"AT1G01320","FLL2|REC1",NA,"NM_001197955|NM_001331265|NM_100014|NP_001184884|NP_001321495|NP_171639",839293,"3702.AT1G01320.1","GO:0005737|GO:0110165|GO:0005622","13361918",1,6.96354028140372,4.96446064821975,6.08678233301808,4.52760814049395,4.8590276788068,4.99747339352629,4.41483549359459,4.87507196653341,4.13343991036734
"AT1G01340","ACBK1|ATCNGC10|CNGC10","member of Cyclic nucleotide gated channel family","NM_001197956|NM_100016|NP_001184885|NP_563625",838832,"3702.AT1G01340.2",NA,"13361944",1,4.56384313688822,5.06164130586065,4.60763266823128,5.5353109759898,5.3968140366406,5.53394113982015,4.53485894442215,5.10193592454486,5.10977865873984
"AT1G01350",NA,NA,"NM_100017|NP_171642",838964,"3702.AT1G01350.1","GO:0006725|GO:0046483|GO:0043170|GO:0016070|GO:0006396|GO:0010467|GO:0044237|GO:0034641|GO:0009987|GO:0008380|GO:0006139|GO:0044238|GO:0034660|GO:0090304|GO:1901360|GO:0034470|GO:0006807|GO:0071704|GO:0008152|GO:1990904|GO:0032991|GO:0005634|GO:0043231|GO:0005622|GO:0043227|GO:0005684|GO:0110165|GO:0043226|GO:0005681|GO:0043229","13334281",1,3.75122962221744,3.75122962221744,3.44809301233897,3.68979868169596,3.77975916747274,3.75122962221744,3.73034163769483,3.75122962221744,3.75122962221744
"AT1G01355",NA,NA,"NM_001123734|NM_001331267|NM_001331268|NP_001117206|NP_001323010|NP_001323011",6241268,"3702.AT1G01355.1",NA,"13334287",1,3.05210387917668,2.58407907547258,3.01088876734982,3.17938261132138,3.14045345560825,2.95409683155744,2.75427283026466,3.22999471765394,2.82960032031579
"AT1G01360","PYL9|RCAR1","Encodes RCAR1 (regulatory components of ABA receptor).  Interacts with and regulates the type 2C protein phosphatases (PP2Cs) ABI1 and ABI2.  Functions as abscisic acid sensor.","NM_100018|NP_563626",838452,"3702.AT1G01360.1","GO:0031399|GO:0007165|GO:0019220|GO:0051246|GO:0043412|GO:0051171|GO:0044260|GO:0033993|GO:0036211|GO:0035303|GO:0050790|GO:0006793|GO:0071396|GO:0009755|GO:0006796|GO:0050789|GO:0051174|GO:1901701|GO:0009719|GO:0032870|GO:0006807|GO:0065009|GO:0051336|GO:0044267|GO:0019538|GO:0023052|GO:0043666|GO:0071704|GO:0008152|GO:0010033|GO:0051716|GO:0071495|GO:1901700|GO:0070887|GO:0071310|GO:0043170|GO:0010921|GO:1901564|GO:0006470|GO:0044237|GO:0007154|GO:0009987|GO:0044238|GO:0006464|GO:0080090|GO:0009737|GO:0050896|GO:0032268|GO:0009725|GO:0035304|GO:0042221|GO:0060255|GO:0050794|GO:0016311|GO:0065007|GO:0019222|GO:0031323|GO:0016788|GO:0038023|GO:0019902|GO:0016791|GO:0036094|GO:0005488|GO:0003824|GO:0019888|GO:0019899|GO:0004857|GO:0019212|GO:0004721|GO:0030234|GO:0042578|GO:0019208|GO:0031406|GO:0016787|GO:0060089|GO:0005515|GO:0098772|GO:0008289|GO:0043177|GO:0043167|GO:0043168|GO:0019903|GO:0004864|GO:0140096|GO:0005737|GO:0005634|GO:0043231|GO:0005622|GO:0043227|GO:0110165|GO:0043226|GO:0043229","13334292",1,2.59780911732194,3.12271758511357,3.1709460701395,2.82307588368268,3.0295701127155,3.18397377903473,3.10530847757596,3.50478763000502,3.42576809947256
"AT1G01370","CENH3|HTR12","Encodes a centromere-identifying  protein histone H3 variant. Localized at centromeres in both mitotic and  meiotic cells.","NM_001035850|NM_001331269|NM_001331270|NM_100019|NP_001030927|NP_001322867|NP_001322868|NP_563627",839104,"3702.AT1G01370.1","GO:0043227|GO:0110165|GO:0043226|GO:0005634|GO:0043231|GO:0005622|GO:0043229","13334298",1,4.60302311672074,4.9970263086099,4.17257485127116,4.56093124154264,4.60302311672074,4.60302311672074,4.74602975949309,4.74041222092897,4.58510092641252
"AT1G01380","ETC1","ETC1 is involved in trichome and root  hair patterning in Arabidopsis.","NM_001331271|NM_001331272|NM_100020|NP_001321146|NP_001321147|NP_171645",838096,"3702.AT1G01380.1","GO:0030154|GO:0048869|GO:0009987|GO:0032502|GO:1990837|GO:0043565|GO:0003676|GO:0000976|GO:0001067|GO:0005488|GO:0097159|GO:0003677|GO:0003690|GO:1901363|GO:0043227|GO:0110165|GO:0043226|GO:0005634|GO:0043231|GO:0005622|GO:0043229","13334311",1,1.0533046903476,1.04164039330346,0.89488833651128,0.820014125748415,1.04839891297387,0.785587752021867,1.19865390341587,1.45018495508746,1.2193209558029
"AT1G01390",NA,NA,"NM_001331273|NM_100021|NP_001322773|NP_171646",837790,"3702.AT1G01390.1",NA,"13361957",1,1.14033273433503,1.07204978652017,1.30235216470215,1.21500256594932,1.0905225352641,1.15718295155403,1.11056969538675,1.31338801708487,1.15722658289118
"AT1G01400",NA,NA,"NM_100022|NP_171647",837049,"3702.AT1G01400.1",NA,"13361960",1,1.57258637370295,1.49997995146031,1.65287066321059,1.71664044864244,1.27875638255584,1.49997995146031,1.34351412928521,1.64096111677638,1.29706633384485
"AT1G01410","APUM22|PUM22","Encodes a member of the Arabidopsis Pumilio (APUM) proteins containing PUF domain (eight repeats of approximately 36 amino acids each). PUF proteins regulate both mRNA stability and translation through sequence-specific binding to the 3' UTR of target mRNA transcripts.","NM_100023|NP_171648",837547,"3702.AT1G01410.1","GO:0050789|GO:0010608|GO:0060255|GO:0043170|GO:0065007|GO:0010467|GO:0010468|GO:0019222|GO:0071704|GO:0008152|GO:0003676|GO:0003729|GO:1901363|GO:0003723|GO:0005488|GO:0097159|GO:0005737|GO:0110165|GO:0005622","13334317",1,1.4551717512377,1.4551717512377,1.15203514135922,1.4551717512377,1.59400736831481,1.66714288483413,1.4551717512377,1.41381142302555,1.72046697902365
"AT1G01420","UGT72B3",NA,"NM_001331274|NM_100024|NP_001322549|NP_171649",837503,"3702.AT1G01420.1",NA,"13361967",1,2.47469804314365,2.47537785304478,2.65845209819867,2.15698997288614,2.64356014274081,2.43782645940736,1.69326712875316,2.12421835000545,2.17527985659967
"AT1G01430","MOAT3|TBL25","Encodes a member of the TBL (TRICHOME BIREFRINGENCE-LIKE) gene family containing a plant-specific DUF231 (domain of unknown function) domain. TBL gene family has 46 members, two of which (TBR/AT5G06700 and TBL3/AT5G01360) have been shown to be involved in the synthesis and deposition of secondary wall cellulose, presumably by influencing the esterification state of pectic polymers. A nomenclature for this gene family has been proposed (Volker Bischoff & Wolf Scheible, 2010, personal communication).","NM_100025|NP_171650",837247,"3702.AT1G01430.1","GO:0016746|GO:0016747|GO:0016740|GO:0016407|GO:0003824|GO:0008374|GO:0005737|GO:0043231|GO:0012505|GO:0005622|GO:0005794|GO:0043227|GO:0005773|GO:0071944|GO:0110165|GO:0043226|GO:0016020|GO:0043229|GO:0005886","13361970",1,5.71763412454336,5.72640867103625,5.73171610635415,5.01773525801545,5.09404020150204,5.17720661896147,5.19360804064111,5.44451120395015,5.35254283048337
"AT1G01440",NA,NA,"NM_100026|NP_171651",837155,"3702.AT1G01440.1",NA,"13361976",1,4.0499093604124,4.19349284893333,4.09743439375616,4.17685875367727,4.39552465539677,4.46575174711414,4.2164816242218,4.30062997533631,3.96377793733748
"AT1G01448",NA,NA,NA,NA,NA,NA,"13334319",1,3.93418739214451,4.10796033792243,4.04443865333253,4.04443865333253,4.04443865333253,4.1940411020847,4.04443865333253,3.97717620858461,4.08837680477654
"AT1G01450",NA,NA,"NM_100027|NP_171652",837060,"3702.AT1G01450.1","GO:0050789|GO:0050896|GO:0007165|GO:0051716|GO:0050794|GO:0065007|GO:0007154|GO:0009987|GO:0023052|GO:0016772|GO:0016740|GO:0016773|GO:0140096|GO:0003824|GO:0016301|GO:0004672|GO:0005737|GO:0110165|GO:0005622","13361983",1,1.46717923208049,1.59160381109688,1.78525217806299,1.60106703435895,1.61667304359879,1.53449527094115,1.59160381109688,1.79695726168873,1.66324324350961
"AT1G01453",NA,NA,"NM_001123735|NM_001123736|NP_001117207|NP_001117208",6240388,"3702.AT1G01453.2","GO:0071944|GO:0110165|GO:0016020|GO:0005886","13361985",1,1.16307272610818,1.45349841507873,1.60651581552426,1.13991632923144,1.16307272610818,1.30828557059346,1.30828557059346,1.4629565100084,1.48210896979519
"AT1G01460","ATPIPK11|PIPK11","Type I phosphatidylinositol-4-phosphate 5-kinase, subfamily A.","NM_100028|NP_171653",839469,"3702.AT1G01460.1",NA,"13334327",1,1.74328760504176,1.54766737851883,1.58904613829841,1.90965242540274,1.74328760504176,1.74328760504176,1.74328760504176,2.0297759319681,1.74328760504176
"AT1G01470","AtLEA14|LEA1|LEA14|LSR3","Encodes late-embryogenesis abundant protein whose mRNA levels are induced in response to wounding and light stress. Might be involved in protection against dessication.","NM_100029|NP_171654",837071,"3702.AT1G01470.1","GO:0005737|GO:0005829|GO:0110165|GO:0005622","13361990",1,5.39699241732843,6.03027545212654,5.81873145108427,6.05743469737329,6.26620563726493,6.09548768219274,6.15756160304553,6.04400673566938,5.90989365793624
"AT1G01480","ACS2|AT-ACC2","a member of the 1-aminocyclopropane-1-carboxylate (ACC) synthase (S-adenosyl-L-methionine methylthioadenosine-lyase, EC 4.4.1.14) gene family,  isolated from a flower-specific cDNA library.","NM_100030|NM_179241|NP_171655|NP_849572",837082,"3702.AT1G01480.1",NA,"13334341",1,1.79425616549447,1.81872376790774,1.87224063948821,2.47287375775874,2.10469809037245,2.24720517314754,2.35698006103502,2.08463678778708,1.92996584837213
"AT1G01490","AtHMP01",NA,"NM_001035851|NM_001331275|NM_001331276|NM_100031|NP_001030928|NP_001321838|NP_001321839|NP_171656",839440,"3702.AT1G01490.1",NA,"13361995",1,3.75254926971834,3.97707366153185,3.79349739599555,3.66089015606123,3.43335440137054,3.65601427303176,4.15093886832784,3.85375640596916,3.79349739599555
